	loss	val_loss	batch_size	dataset	depth	epochs	first_layer	kappa	learning_rate	num_components	seed
61	2268.456226052711	2261.3986955649953	100	GTEX	1	100	100	1.0	0.002	100	5354
62	2267.78987667172	2261.967717740019	100	GTEX	1	100	100	1.0	0.002	100	5354
63	2267.307893125462	2256.9873334645317	100	GTEX	1	100	100	1.0	0.002	100	5354
64	2266.8687614810824	2257.5536301761526	100	GTEX	1	100	100	1.0	0.002	100	5354
65	2267.104164053422	2262.5808226146623	100	GTEX	1	100	100	1.0	0.002	100	5354
66	2267.1774084587414	2260.3594873232532	100	GTEX	1	100	100	1.0	0.002	100	5354
67	2266.91838051649	2259.4848920582817	100	GTEX	1	100	100	1.0	0.002	100	5354
68	2267.3814058868966	2256.608655574204	100	GTEX	1	100	100	1.0	0.002	100	5354
69	2266.775051504981	2266.6624472730514	100	GTEX	1	100	100	1.0	0.002	100	5354
70	2267.74260091696	2259.4186278368584	100	GTEX	1	100	100	1.0	0.002	100	5354
71	2266.6976584110844	2256.4428562410885	100	GTEX	1	100	100	1.0	0.002	100	5354
72	2267.1401398649587	2261.3440145630348	100	GTEX	1	100	100	1.0	0.002	100	5354
73	2265.8613238183048	2259.491976777864	100	GTEX	1	100	100	1.0	0.002	100	5354
74	2265.4674303460374	2256.156778197778	100	GTEX	1	100	100	1.0	0.002	100	5354
75	2265.676121117888	2258.459083702174	100	GTEX	1	100	100	1.0	0.002	100	5354
76	2264.7017615827926	2255.5988593155894	100	GTEX	1	100	100	1.0	0.002	100	5354
77	2264.251693717527	2255.3627214903163	100	GTEX	1	100	100	1.0	0.002	100	5354
78	2266.091150896494	2259.757315864128	100	GTEX	1	100	100	1.0	0.002	100	5354
79	2265.824031473226	2254.597735154765	100	GTEX	1	100	100	1.0	0.002	100	5354
80	2265.152626779826	2256.301202694273	100	GTEX	1	100	100	1.0	0.002	100	5354
81	2264.878966878986	2255.6546273467206	100	GTEX	1	100	100	1.0	0.002	100	5354
82	2265.809235782851	2256.9847453882485	100	GTEX	1	100	100	1.0	0.002	100	5354
83	2264.89399691032	2256.271928098265	100	GTEX	1	100	100	1.0	0.002	100	5354
84	2264.5215780391754	2255.0985056365853	100	GTEX	1	100	100	1.0	0.002	100	5354
85	2264.2662019940153	2259.759218861395	100	GTEX	1	100	100	1.0	0.002	100	5354
86	2263.532482101684	2258.024348153814	100	GTEX	1	100	100	1.0	0.002	100	5354
87	2264.0186562429853	2253.901045070402	100	GTEX	1	100	100	1.0	0.002	100	5354
88	2264.7735510213934	2256.3036803038854	100	GTEX	1	100	100	1.0	0.002	100	5354
89	2264.856465143929	2259.3665571901734	100	GTEX	1	100	100	1.0	0.002	100	5354
90	2264.055704834268	2253.9415464219937	100	GTEX	1	100	100	1.0	0.002	100	5354
91	2264.102709602476	2255.1736703154706	100	GTEX	1	100	100	1.0	0.002	100	5354
92	2264.1163885693395	2255.041394367871	100	GTEX	1	100	100	1.0	0.002	100	5354
93	2263.691866782722	2255.729933125891	100	GTEX	1	100	100	1.0	0.002	100	5354
94	2263.3097679305	2254.5349557390687	100	GTEX	1	100	100	1.0	0.002	100	5354
95	2263.418432016313	2253.797654764734	100	GTEX	1	100	100	1.0	0.002	100	5354
96	2263.172516388136	2258.1482286344462	100	GTEX	1	100	100	1.0	0.002	100	5354
97	2263.2056635003087	2253.3898322391874	100	GTEX	1	100	100	1.0	0.002	100	5354
98	2263.337205834659	2255.0485022947364	100	GTEX	1	100	100	1.0	0.002	100	5354
99	2262.800893636695	2253.4881085878087	100	GTEX	1	100	100	1.0	0.002	100	5354
