	loss	val_loss	batch_size	dataset	depth	epochs	first_layer	kappa	learning_rate	num_components	seed
0	2394.726340705096	4204.066425879397	100	TCGA	1	100	100	1.0	0.002	125	8720
1	1956.7247915335006	2212.6846586447864	100	TCGA	1	100	100	1.0	0.002	125	8720
2	1924.0158819894145	2084.523598215688	100	TCGA	1	100	100	1.0	0.002	125	8720
3	1904.9094993266854	1903.438442824474	100	TCGA	1	100	100	1.0	0.002	125	8720
4	1892.5734413505493	1893.027227813874	100	TCGA	1	100	100	1.0	0.002	125	8720
5	1882.9074873397867	1881.3578715108747	100	TCGA	1	100	100	1.0	0.002	125	8720
6	1875.5680035466473	1891.4825832041065	100	TCGA	1	100	100	1.0	0.002	125	8720
7	1871.4965399558928	1870.3294395561793	100	TCGA	1	100	100	1.0	0.002	125	8720
8	1866.6207392978167	1867.1747218759815	100	TCGA	1	100	100	1.0	0.002	125	8720
9	1863.6129861502313	1869.351761861063	100	TCGA	1	100	100	1.0	0.002	125	8720
10	1859.5486839951009	1871.9905202280936	100	TCGA	1	100	100	1.0	0.002	125	8720
11	1857.2729063667427	1857.7291388583542	100	TCGA	1	100	100	1.0	0.002	125	8720
12	1854.8370028731147	1856.815691617266	100	TCGA	1	100	100	1.0	0.002	125	8720
13	1852.602626987461	1852.1510439158685	100	TCGA	1	100	100	1.0	0.002	125	8720
14	1850.5471034986203	1853.2569978800252	100	TCGA	1	100	100	1.0	0.002	125	8720
15	1849.0370856939862	1851.1261612015153	100	TCGA	1	100	100	1.0	0.002	125	8720
16	1847.2545898655508	1848.0995425123665	100	TCGA	1	100	100	1.0	0.002	125	8720
17	1845.3784981817123	1847.3068301713647	100	TCGA	1	100	100	1.0	0.002	125	8720
18	1844.321318234566	1845.6962228132852	100	TCGA	1	100	100	1.0	0.002	125	8720
19	1843.5113919983353	1844.1638778609847	100	TCGA	1	100	100	1.0	0.002	125	8720
20	1842.0335978539824	1843.0004214186165	100	TCGA	1	100	100	1.0	0.002	125	8720
21	1840.4644781658328	1840.6705714853565	100	TCGA	1	100	100	1.0	0.002	125	8720
22	1839.1387289519662	1842.751979502002	100	TCGA	1	100	100	1.0	0.002	125	8720
23	1838.1112330875594	1841.742296075102	100	TCGA	1	100	100	1.0	0.002	125	8720
24	1837.4631180472106	1839.3894815876256	100	TCGA	1	100	100	1.0	0.002	125	8720
25	1835.9089667627568	1837.2315729035804	100	TCGA	1	100	100	1.0	0.002	125	8720
26	1835.5267004793757	1838.170809491795	100	TCGA	1	100	100	1.0	0.002	125	8720
27	1834.6825583392267	1836.989457173563	100	TCGA	1	100	100	1.0	0.002	125	8720
28	1833.9302818007948	1834.4908269374214	100	TCGA	1	100	100	1.0	0.002	125	8720
29	1832.586197078248	1838.0758915426743	100	TCGA	1	100	100	1.0	0.002	125	8720
30	1831.9920492154145	1834.6449385599874	100	TCGA	1	100	100	1.0	0.002	125	8720
31	1831.2691113139545	1833.606523830088	100	TCGA	1	100	100	1.0	0.002	125	8720
32	1830.6487452169258	1831.5366309084484	100	TCGA	1	100	100	1.0	0.002	125	8720
33	1829.9276130132102	1832.739062131949	100	TCGA	1	100	100	1.0	0.002	125	8720
