compressed_feature	feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	k	algorithm
pca_0	-0.5889374864529758	-0.5715849662208874	-0.5695759845458046	-0.00892000169634425	0.024551072428302095	0.022618571142510462	0.02616888106297282	-0.003391944541497714	0.0035963278414340065	-0.011103635594685596	1	PCA
ica_0	0.02643950678629998	0.02566049018948104	0.025570299828273402	0.0004004507283187399	-0.0011021853100038762	-0.001015428426573081	-0.001174814516599177	0.00015227650266212803	-0.00016145199882253587	0.0004984818514888898	1	ICA
nmf_0	4.047741727876869	4.083974932219717	3.7862999788227087	3.8454019559515418	4.063049212947128	4.092956205091378	4.001367511259125	3.9420235591647956	3.9548842429752753	3.9812564497279546	1	NMF
dae_0	-0.5227561593055725	-0.6826328635215759	0.5327826142311096	0.15006673336029053	-0.599017858505249	-0.7196517586708069	-0.2977087199687958	-0.3007388412952423	-0.3693874180316925	-0.4399227201938629	1	DAE
vae_0	0.17880836129188538	0.17271021008491516	0.1699858456850052	0.0013021150371059775	-0.015679415315389633	-0.01385167334228754	-0.016059864312410355	-0.0012032882077619433	-0.0017473535845056176	0.006254321429878473	1	VAE
pca_0	-0.588937486452976	-0.571584966220888	-0.5695759845458047	-0.00892000169634427	0.024551072428302526	0.02261857114251067	0.02616888106297313	-0.003391944541497732	0.003596327841433998	-0.011103635594685581	2	PCA
pca_1	-0.023294325508463373	-0.024605832329774358	-0.02582924024953085	0.0033878555406207877	-0.5736882349627028	-0.5607234476890345	-0.595076389555897	0.020496887166376338	-0.010274488866218926	0.0016515334325895772	2	PCA
ica_0	-0.0012210603061356968	-0.0012806605105711846	-0.0013388247386036645	0.00016046021053096754	-0.02744090055331799	-0.02682101280807958	-0.028463820672554152	0.0009799604345510627	-0.0004908820768284157	7.699880086594787e-05	2	ICA
ica_1	-0.0264347961743224	-0.025655532812848547	-0.0255651070843083	-0.0004011012803208406	0.0012128904013282917	0.001123632195441891	0.0012896466411320164	-0.00015623088528571712	0.000163433522373589	-0.0004987965192199868	2	ICA
nmf_0	1.6346210218313575	1.7254708056661179	1.4774735304443383	3.3567846429205717	4.919838908257684	4.9095641693109995	4.906131249723608	3.4059551300124715	3.509174605410623	3.4502339847083023	2	NMF
nmf_1	5.018110886699674	4.9480918883130895	4.771778406079125	2.046706957458077	0.09157366188135693	0.16236933383687605	0.0	2.151215931707509	2.0193035795592595	2.156955706997506	2	NMF
dae_0	0.8779171705245972	0.8431888222694397	0.8610647916793823	-0.041362371295690536	-0.7842020988464355	-0.765440046787262	-0.8144745826721191	-0.031632885336875916	-0.09176420420408249	-0.05594705045223236	2	DAE
dae_1	0.473672479391098	0.46499884128570557	0.4301477074623108	-0.981795072555542	0.5621004700660706	0.5479013919830322	0.5939602255821228	-0.5440479516983032	-0.8752267956733704	-0.6360733509063721	2	DAE
vae_0	0.06643813848495483	0.06203528121113777	0.06252574920654297	-0.005090372171252966	-0.1551388055086136	-0.15105031430721283	-0.1589725911617279	0.008363296277821064	-0.0026324365753680468	-0.004353188909590244	2	VAE
vae_1	-0.16915591061115265	-0.16274979710578918	-0.16367995738983154	-0.007194280158728361	-0.06495369225740433	-0.06141776964068413	-0.06564071029424667	-0.0020074674393981695	0.0008522740681655705	-0.003013224108144641	2	VAE
pca_0	-0.5889374864529758	-0.5715849662208874	-0.5695759845458045	-0.008920001696344288	0.02455107242830379	0.022618571142512024	0.02616888106297458	-0.0033919445414977894	0.003596327841434018	-0.011103635594685614	3	PCA
pca_1	-0.023294325508464997	-0.024605832329775847	-0.025829240249531787	0.003387855540621614	-0.5736882349627025	-0.5607234476890347	-0.5950763895558967	0.020496887166376584	-0.010274488866219119	0.0016515334325900724	3	PCA
pca_2	-0.009924613889143102	-0.003057795273709846	-0.005038323005374436	0.9758804851563123	0.004120158787016288	0.005021904782035998	0.0038425101820241813	0.17126529778840405	0.0009089945188853238	0.13466423913361147	3	PCA
ica_0	0.001047049523521089	0.0011688610667556193	0.0012094510093152854	0.008417830759283679	0.02727746978608653	0.026669836807198873	0.028290599711730483	0.000532310638314315	0.0004957177206382551	0.001105843812333142	3	ICA
ica_1	-0.024721452829911755	-0.024142925872438818	-0.02400896264412615	-0.02320632494240688	0.002058398868492804	0.0019301379573786483	0.0021750438570044134	-0.0041887977780951345	0.0001513235085225689	-0.0036236661373673018	3	ICA
ica_2	0.009410577586423842	0.008697605355632517	0.008809488921108402	-0.06618576451337242	0.002503139234219554	0.002399121969936569	0.0026154899999734508	-0.011697784911117889	-5.8052401784827054e-05	-0.008995312940347172	3	ICA
nmf_0	1.7452816394147357	1.8099025405331375	1.5878602572812732	2.2809659160345057	4.9861615028378665	4.957288631536256	5.007601695186076	2.429382391607089	2.574623979990469	2.57457897572462	3	NMF
nmf_1	4.89691515285556	4.790675428818449	4.653252379798871	0.32263806571243014	0.044207525993453206	0.08581317367505584	0.0	0.5648069405098484	0.500596809757269	0.7115190627402065	3	NMF
nmf_2	0.003945031187838775	0.07583225020410943	0.0	3.155556979396862	0.09208542914582428	0.14412192634023369	0.0	2.8941990676092564	2.777282903084594	2.6273740948523043	3	NMF
dae_0	-0.8173836469650269	-0.7813428044319153	-0.8042492270469666	-0.1950184851884842	0.7844685912132263	0.7676275372505188	0.799088180065155	-0.35493260622024536	0.32348397374153137	0.2649095058441162	3	DAE
dae_1	-0.506907045841217	-0.4868336319923401	-0.4323361814022064	0.8487911224365234	-0.5458183884620667	-0.5476220846176147	-0.586527943611145	0.4655397832393646	0.953605592250824	0.7872446179389954	3	DAE
dae_2	-0.3286948800086975	-0.3142967224121094	-0.30573421716690063	0.7957994341850281	0.14992189407348633	0.1504688411951065	0.18703557550907135	1.3001927137374878	-0.8826116323471069	-0.7693538069725037	3	DAE
vae_0	-0.09416470676660538	-0.09197425097227097	-0.08901632577180862	0.06146164983510971	0.12420624494552612	0.12224029749631882	0.1323244869709015	0.003670868929475546	-0.003799277590587735	0.006168107967823744	3	VAE
