compressed_feature	feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	k	algorithm
vae_1	-0.13898153603076935	-0.13279904425144196	-0.13672763109207153	-0.11084882915019989	-0.053316257894039154	-0.052493494004011154	-0.053859177976846695	-0.023218302056193352	0.017788119614124298	-0.01606982760131359	3	VAE
vae_2	0.060914769768714905	0.05878301337361336	0.062143780291080475	-0.1594008058309555	0.08156854659318924	0.08178021758794785	0.0889638289809227	-0.036098822951316833	0.02492111176252365	-0.011739752255380154	3	VAE
pca_0	-0.588937486452976	-0.5715849662208876	-0.5695759845458047	-0.008920001696344302	0.024551072428303507	0.022618571142511684	0.026168881062974172	-0.003391944541497771	0.0035963278414340143	-0.011103635594685595	4	PCA
pca_1	-0.023294325508464407	-0.024605832329775198	-0.02582924024953186	0.003387855540621477	-0.5736882349627028	-0.5607234476890349	-0.595076389555897	0.020496887166376525	-0.010274488866219003	0.0016515334325898849	4	PCA
pca_2	-0.009924613889143303	-0.003057795273709321	-0.005038323005374779	0.9758804851563128	0.004120158787016244	0.005021904782035692	0.003842510182024123	0.1712652977884043	0.0009089945188881474	0.13466423913360862	4	PCA
pca_3	-0.003681391542688197	0.0003070051903627139	-0.0007401454217413966	-0.007720566290779001	0.005828241818610546	0.00865462715650756	0.007159443175617692	0.1150193678291041	-0.9896318145914196	-0.08464919442744469	4	PCA
ica_0	-0.015121601672392595	-0.014342120924028008	-0.014391891464783167	0.014721565596045856	-0.001044872735829552	-0.0008588441174538332	-0.0010049971836224964	0.009730732390467926	-0.060485194967447524	-0.003324100522535027	4	ICA
ica_1	-0.0014379107233851286	-0.0012382533920724545	-0.0011912758454817433	0.009523453995402368	0.027204651589461514	0.0265922068867575	0.028216814992904796	0.0006523541236732685	0.0011249796366506856	0.001269447653320686	4	ICA
ica_2	0.005146000037690474	0.00540584464720485	0.005250618621149913	0.06803987804162408	-0.003140798689630536	-0.003013313970179708	-0.0033049534787746525	0.011023347876090996	0.00885268332618164	0.01024500643050651	4	ICA
ica_3	-0.021063549451831025	-0.020577733990378683	-0.02047898159604183	0.007311094909130385	-0.0019267828260648371	-0.002058345155739243	-0.002026902795948302	-0.003935936681327783	0.04467483115036851	0.004426970034644768	4	ICA
nmf_0	1.743051666013934	1.7981310713318523	1.5856070388406056	0.8068448916053452	5.265635621638796	5.220899837771713	5.320075050437471	2.248352515487919	2.4304590912167767	2.159436421243408	4	NMF
nmf_1	4.78906832999832	4.686046749081357	4.556285741284694	0.007998530001553308	0.04634744155226134	0.08491435769918379	0.0	0.5417659902323568	0.44009572751978004	0.6167891129792338	4	NMF
nmf_2	0.020211270353499407	0.08419679359537359	0.0	1.2063925132227005	0.1042684089242323	0.1576134002247012	0.0	3.9768757541225113	4.055719090631149	2.987155190527993	4	NMF
nmf_3	0.0	0.09177507045856798	0.0	10.25692343380861	0.15602164163208096	0.22003827240138726	0.05196462236481046	0.39321920194717686	0.0	2.394897179848992	4	NMF
dae_0	0.5218428373336792	0.49644047021865845	0.544930636882782	1.1375271081924438	-0.3000766634941101	-0.4940330386161804	-0.4116549789905548	0.1576087325811386	-1.0126197338104248	-0.6442505121231079	4	DAE
dae_1	0.38324323296546936	0.4077603816986084	0.3473350405693054	-0.7909656167030334	-0.7221367955207825	-0.5823769569396973	-0.7256141304969788	1.0897842645645142	0.6879867911338806	-0.11480328440666199	4	DAE
dae_2	0.5199365615844727	0.447909414768219	0.5105026960372925	-0.11835117638111115	-0.4121705889701843	-0.38271597027778625	-0.3795141577720642	-1.3916733264923096	0.23982810974121094	0.9655996561050415	4	DAE
dae_3	0.5761082768440247	0.5837202668190002	0.509681224822998	-1.1048998832702637	0.3978525996208191	0.4554576873779297	0.4485802948474884	-0.4616401791572571	-0.37038445472717285	-1.0065797567367554	4	DAE
vae_0	-0.14333924651145935	-0.1376945823431015	-0.13791398704051971	-0.01292000524699688	0.033454179763793945	0.02984575740993023	0.03520022705197334	-0.009786088019609451	0.07297438383102417	0.01591465249657631	4	VAE
vae_1	0.04944676160812378	0.04798410087823868	0.050660379230976105	-0.018889525905251503	-0.05735057219862938	-0.05752960219979286	-0.0626552626490593	-0.008927946910262108	0.16039103269577026	0.04293733090162277	4	VAE
vae_2	-0.012684368528425694	-0.010633131489157677	-0.009790655225515366	0.22008724510669708	-0.010965276509523392	-0.0059920549392700195	-0.007220832630991936	0.03500872477889061	0.010106269270181656	0.03617715835571289	4	VAE
vae_3	0.05614402890205383	0.055257171392440796	0.05470411479473114	0.009215203113853931	0.13828352093696594	0.13514718413352966	0.14396721124649048	-0.005880026612430811	0.046492915600538254	0.018801704049110413	4	VAE
pca_0	-0.5889374864529755	-0.5715849662208877	-0.5695759845458046	-0.008920001696344288	0.024551072428303164	0.022618571142511312	0.026168881062973697	-0.0033919445414977824	0.003596327841434014	-0.011103635594685576	5	PCA
pca_1	-0.023294325508463866	-0.024605832329774945	-0.02582924024953156	0.0033878555406214794	-0.5736882349627025	-0.5607234476890344	-0.5950763895558965	0.020496887166376595	-0.010274488866219155	0.0016515334325897793	5	PCA
pca_2	-0.009924613889143211	-0.003057795273709305	-0.005038323005374856	0.9758804851563124	0.004120158787016092	0.0050219047820359	0.0038425101820243595	0.1712652977884075	0.0009089945188918043	0.13466423913360853	5	PCA
pca_3	-0.003681391542688174	0.00030700519036285157	-0.0007401454217414141	-0.007720566290775468	0.005828241818610511	0.008654627156508006	0.007159443175617854	0.11501936782910395	-0.9896318145914195	-0.08464919442744746	5	PCA
pca_4	0.00020552472311859227	0.0007997188319012822	0.0009824541577970849	-0.14613622011875205	0.010148432423873489	0.009308850642871274	0.0111047216403873	0.9657400203806841	0.12822767620042597	-0.17097799282451354	5	PCA
ica_0	0.01164423042846687	0.01083136202546111	0.01094718175958436	-0.050134217791178624	0.002711574789700841	0.0024915655783476023	0.002782507312935385	0.001073093208790842	0.04389506125944259	-0.005461093324950411	5	ICA
ica_1	-0.018674413734355327	-0.01839773496052176	-0.01825788396484751	-0.031835007783067214	0.0019135430068837043	0.0018005638021543293	0.0020004705085740083	-0.040478709422554035	-0.0013768638580408563	0.0007705917700625187	5	ICA
ica_2	-0.011242038405653194	-0.010915716590179056	-0.010874503635045635	0.028107729376248263	0.0009985585159643228	0.0007982581058560324	0.000982131042261954	0.01703942314304414	0.059821505962447896	0.005653024024725556	5	ICA
ica_3	-0.009408326855168708	-0.00910626375785402	-0.00905201962775398	-0.027001895453298168	0.001973476216004962	0.0019256185434342614	0.002131803715427677	0.061955043066464266	-0.01708448165747469	-0.015732489318514176	5	ICA
ica_4	0.0012896645875625035	0.0014240190815191474	0.0014574250434033534	0.008428201523053428	0.02719314964539253	0.026606751972042562	0.028208304679368107	-0.000956291202241879	-0.005691238789942442	0.0009463953715050474	5	ICA
nmf_0	1.8375271726250948	1.8864360601930437	1.6714625621936348	0.9813236659277718	5.4057380963923825	5.351149941436218	5.4789463355282955	0.9209600082425382	2.1564868479579395	1.976056675589982	5	NMF
nmf_1	4.571446549230304	4.473968619766041	4.345595765860244	0.07618555376434626	0.03882538579201971	0.07377202591873477	0.0	0.08043581459812392	0.42308392482375273	0.5979083692222985	5	NMF
nmf_2	0.014420256276372433	0.06711382624766993	0.0	1.1754002192723987	0.10630410360325629	0.15310161812465176	0.0	1.3114141626883165	5.69825659918905	3.7172430187349192	5	NMF
nmf_3	0.0	0.09302963896112093	0.0	9.074836074627752	0.11167151048122037	0.17317436943401382	0.011350000022053714	0.5248272019550544	0.0	2.62828832791222	5	NMF
nmf_4	0.0	0.038800153691050845	0.0	0.0	0.07870778412423846	0.12610406773906666	0.0	8.93448979681283	0.0	0.10681999006084099	5	NMF
dae_0	-0.44363632798194885	-0.4230426251888275	-0.3773048222064972	1.5253899097442627	-0.09966690093278885	-0.12039695680141449	-0.08305761218070984	0.5749274492263794	0.3395051062107086	-0.9222102761268616	5	DAE
dae_1	0.08075320720672607	0.08434244990348816	0.08078405261039734	0.3782039284706116	-0.6755467653274536	-0.6324887275695801	-0.7195966243743896	0.9873978495597839	-0.7015888094902039	1.083548903465271	5	DAE
dae_2	-0.720264732837677	-0.6788725256919861	-0.788651704788208	-0.8103444576263428	0.3023455739021301	0.3155730962753296	0.27831152081489563	1.063690423965454	0.5885087847709656	0.4171362817287445	5	DAE
dae_3	-0.06983944773674011	-0.08604049682617188	-0.028925158083438873	0.15262657403945923	-0.5015641450881958	-0.49010714888572693	-0.5280455350875854	-0.7024780511856079	1.573114275932312	0.6516796350479126	5	DAE
dae_4	0.5494253039360046	0.5406929850578308	0.450335830450058	-0.7685173153877258	-0.398176908493042	-0.39586207270622253	-0.41856083273887634	0.9086341261863708	0.5835116505622864	-1.0546921491622925	5	DAE
vae_0	-0.07829190045595169	-0.07404472678899765	-0.07266084104776382	0.04066074639558792	0.07708676159381866	0.07274483144283295	0.0779571682214737	0.07231300324201584	0.12131056934595108	-0.0012201236095279455	5	VAE
vae_1	0.005713225807994604	0.007659123279154301	0.007013292051851749	-0.049327652901411057	0.12943550944328308	0.1265532225370407	0.1331861913204193	-0.0753520205616951	-0.07361070811748505	0.00420391745865345	5	VAE
vae_2	0.10576903074979782	0.10228707641363144	0.09672802686691284	-0.09271802753210068	0.005683581810444593	0.004975614603608847	0.005104553885757923	-0.04550547897815704	0.13402849435806274	0.017702266573905945	5	VAE
vae_3	0.00026788131799548864	0.0035761625040322542	0.0038967542350292206	0.152131587266922	-0.00410095602273941	-0.0037293487694114447	-0.007683000527322292	-0.13436396420001984	0.03991099074482918	0.0704502984881401	5	VAE
vae_4	-0.11598051339387894	-0.11572781950235367	-0.11722596734762192	-0.1095791682600975	-0.03889525681734085	-0.04097748547792435	-0.041903186589479446	-0.0915333554148674	0.019969549030065536	0.009532861411571503	5	VAE
pca_0	-0.5889374864529757	-0.5715849662208877	-0.5695759845458045	-0.00892000169634432	0.024551072428303653	0.02261857114251182	0.026168881062974256	-0.0033919445414977542	0.003596327841434031	-0.0111036355946856	6	PCA
pca_1	-0.023294325508464574	-0.024605832329775503	-0.02582924024953189	0.0033878555406208367	-0.5736882349627024	-0.5607234476890341	-0.5950763895558965	0.02049688716637661	-0.010274488866219022	0.0016515334325895074	6	PCA
pca_2	-0.009924613889143204	-0.0030577952737094387	-0.005038323005374655	0.975880485156313	0.004120158787015911	0.005021904782035317	0.003842510182024096	0.17126529778840033	0.0009089945188919431	0.13466423913360903	6	PCA
pca_3	-0.003681391542688305	0.00030700519036289673	-0.000740145421741475	-0.007720566290775364	0.005828241818610656	0.008654627156507909	0.007159443175617965	0.11501936782910815	-0.9896318145914182	-0.08464919442744458	6	PCA
pca_4	0.0002055247231187277	0.0007997188319012193	0.000982454157796931	-0.14613622011874527	0.010148432423873527	0.009308850642871068	0.011104721640387632	0.9657400203806852	0.1282276762004294	-0.17097799282451098	6	PCA
pca_5	0.0057320717832219405	0.008161918702580094	0.0032510943191202957	0.16163878457126565	-0.0035647789575011866	-0.006153534983748537	0.00027958398663819516	-0.15604665091375206	0.06367261236891769	-0.9722692268646154	6	PCA
ica_0	-0.011140222567915324	-0.010608542784236112	-0.010458903536362491	0.03838236568521361	0.009258718812738112	0.009203615263962888	0.009435008400275372	-0.018617341368469032	-0.012065321919331275	0.04747239242780322	6	ICA
ica_1	0.00955412114786714	0.009608545638792855	0.009514180075920656	0.030966343419058767	0.012275024609069408	0.012018854532429242	0.012750242123451978	0.05261238445101559	0.006062934358391067	-0.007106466811490411	6	ICA
ica_2	0.01937849753696314	0.018881973857476673	0.0188097074637931	0.0009392321781915979	0.0054413906070560625	0.005471922701880719	0.005626447385636351	-0.03617627556816353	-0.03368957310940918	0.0055451702013898175	6	ICA
ica_3	-0.004944866658143578	-0.00488700713430228	-0.0049123064798990215	-0.017656825803337852	0.02079042529138191	0.02014393054889099	0.021685218324144377	-0.022444763531292	0.020168323386911945	-0.031633221556333545	6	ICA
ica_4	-0.008838225081722138	-0.008172440367736684	-0.008433297826348277	0.01586686698660892	-0.0005695857706583837	-0.0005052411326998646	-0.0003501765428597437	0.005315934003714875	-0.05555097356946853	-0.04511452359507092	6	ICA
ica_5	-0.0027611971005481522	-0.002876430159850496	-0.0025718177494808924	-0.04788643527780892	0.0075420339023660535	0.00753856281944876	0.007703640794679725	0.03122108722180007	-0.03237805219338247	0.03439190377388838	6	ICA
nmf_0	1.9600576302233326	2.0081420973065236	1.7848778896711819	0.9963117179814545	5.326331403422514	5.268458411301627	5.405568324996556	1.0663853551613331	1.9895078774521942	1.2694749516880426	6	NMF
nmf_1	4.287366441925905	4.200690871549015	4.071645596561459	0.1201914512303166	0.02408280553299743	0.054846313897077247	0.0	0.10959290083927743	0.24951943930715778	0.28723218782957016	6	NMF
nmf_2	0.0	0.047025808123944704	0.0	1.3444563582292755	0.08689142072635828	0.11684082188700157	0.0	1.4355221129309241	6.557288238083839	1.0760286131348502	6	NMF
nmf_3	0.0	0.08014575023363632	0.0	8.470885697217026	0.21463231001581679	0.25570747339468247	0.14697562338330503	0.47174312626063386	0.0	0.5653499095959126	6	NMF
nmf_4	0.0	0.03531780698697475	0.0	0.0	0.0772488384205997	0.11997217382882976	0.0	7.998746612887206	0.0	0.09490219171074499	6	NMF
nmf_5	0.0	0.006430504690381757	0.0	0.0	0.09481204273720883	0.15106031178751125	0.0	0.0	0.0	7.417348504225746	6	NMF
dae_0	1.0425591468811035	0.9990158677101135	0.9835906624794006	0.2657545208930969	0.017244769260287285	0.0013865068322047591	0.027126096189022064	-0.5980075597763062	-0.13862797617912292	-0.6719317436218262	6	DAE
dae_1	0.5772119164466858	0.35777711868286133	0.45166948437690735	-0.9704726338386536	-0.40520933270454407	-0.40736252069473267	-0.4256425201892853	0.7071816325187683	0.23454342782497406	1.0127878189086914	6	DAE
dae_2	0.00414406880736351	0.09375310689210892	-0.0242083128541708	-1.0278929471969604	0.49347013235092163	0.2927433252334595	0.5112508535385132	0.8766172528266907	0.5491193532943726	-1.157903790473938	6	DAE
dae_3	-0.6268925666809082	-0.06292232125997543	-1.1464121341705322	0.43208616971969604	-0.949795126914978	-1.0711371898651123	-0.8129140138626099	-0.17641951143741608	-0.6537885069847107	-0.5603494644165039	6	DAE
dae_4	0.18443559110164642	-0.11805017292499542	0.03861187770962715	0.03668409213423729	0.9037597179412842	0.937815248966217	0.945819616317749	-0.27484625577926636	0.14005154371261597	0.7101995944976807	6	DAE
dae_5	-1.350743055343628	-0.9460849165916443	-0.7055061459541321	0.3299497365951538	-1.0165975093841553	-0.8860870599746704	-1.2437599897384644	0.5759785771369934	-0.019688809290528297	-0.4674355089664459	6	DAE
vae_0	0.10885263979434967	0.10628131031990051	0.10633325576782227	-0.07827182859182358	0.006648262031376362	0.005538407247513533	0.008537369780242443	0.050134748220443726	0.03577284514904022	-0.09021241217851639	6	VAE
vae_1	0.007298822049051523	0.006468705367296934	0.005878821946680546	0.16214504837989807	0.02526038885116577	0.01998782530426979	0.02684483863413334	0.08136223256587982	0.0625210776925087	-0.030909882858395576	6	VAE
vae_2	-0.04042217880487442	-0.03731945529580116	-0.03954581171274185	-0.012002401053905487	-0.02079537883400917	-0.01724274456501007	-0.016387373208999634	0.1111176535487175	-0.1448686122894287	-0.05092494562268257	6	VAE
vae_3	-0.004529164172708988	-0.0062784128822386265	-0.0007315684342756867	0.0684354156255722	-0.004366098903119564	-0.007349045015871525	0.000899386708624661	-0.13304853439331055	-0.0483982153236866	-0.13694217801094055	6	VAE
vae_4	-0.10905426740646362	-0.10491498559713364	-0.10615921020507812	-0.06941556185483932	0.03872158005833626	0.03771435469388962	0.0390193797647953	0.017192170023918152	0.08220367878675461	-0.06967303901910782	6	VAE
vae_5	0.016801340505480766	0.016278112307190895	0.018606586381793022	0.0028956423047930002	0.1378723382949829	0.13527005910873413	0.14377866685390472	-0.020293056964874268	-0.05711805447936058	0.026039447635412216	6	VAE
