train_epoch	loss	val_loss	batch_size	dataset	epochs	learning_rate	noise	num_components	seed	sparsity
34	0.033178903946420965	0.02946464700455015	50	TARGET	100	0.0005	0.5	75	838	0.0
35	0.032717588718240515	0.029386821231155682	50	TARGET	100	0.0005	0.5	75	838	0.0
36	0.033074277932896766	0.029153215557788364	50	TARGET	100	0.0005	0.5	75	838	0.0
37	0.03232711312746761	0.02910720906925924	50	TARGET	100	0.0005	0.5	75	838	0.0
38	0.03281607111345237	0.02911411293528297	50	TARGET	100	0.0005	0.5	75	838	0.0
39	0.032309658461648606	0.02885205513148597	50	TARGET	100	0.0005	0.5	75	838	0.0
40	0.03192733820866455	0.028844346151207432	50	TARGET	100	0.0005	0.5	75	838	0.0
41	0.03225286445433042	0.028574050432353313	50	TARGET	100	0.0005	0.5	75	838	0.0
42	0.03158348572976662	0.028688277428348855	50	TARGET	100	0.0005	0.5	75	838	0.0
43	0.031491928837365575	0.02841883141434554	50	TARGET	100	0.0005	0.5	75	838	0.0
44	0.031238011589355345	0.028356331146576187	50	TARGET	100	0.0005	0.5	75	838	0.0
45	0.03127318112060478	0.028088104318488728	50	TARGET	100	0.0005	0.5	75	838	0.0
46	0.0310722321196638	0.028222839376240063	50	TARGET	100	0.0005	0.5	75	838	0.0
47	0.03075439235201789	0.028228984863469093	50	TARGET	100	0.0005	0.5	75	838	0.0
48	0.030806223708220608	0.02808259438836213	50	TARGET	100	0.0005	0.5	75	838	0.0
49	0.03103300586643845	0.02806668728590012	50	TARGET	100	0.0005	0.5	75	838	0.0
50	0.030818263846465237	0.028034210543740883	50	TARGET	100	0.0005	0.5	75	838	0.0
51	0.030689922866947723	0.027986385887770943	50	TARGET	100	0.0005	0.5	75	838	0.0
52	0.03025211109105585	0.027887689739917263	50	TARGET	100	0.0005	0.5	75	838	0.0
53	0.030107264692333813	0.02798241664740172	50	TARGET	100	0.0005	0.5	75	838	0.0
54	0.02997466851565172	0.02786066642764843	50	TARGET	100	0.0005	0.5	75	838	0.0
55	0.030203409988420582	0.027744438273437096	50	TARGET	100	0.0005	0.5	75	838	0.0
56	0.030134252739775463	0.027695157988504932	50	TARGET	100	0.0005	0.5	75	838	0.0
57	0.030298541855029382	0.027598533045613403	50	TARGET	100	0.0005	0.5	75	838	0.0
58	0.030096970147356038	0.02768450394047029	50	TARGET	100	0.0005	0.5	75	838	0.0
59	0.029759947323437893	0.0275907042916074	50	TARGET	100	0.0005	0.5	75	838	0.0
60	0.02988087782880875	0.027434993873942985	50	TARGET	100	0.0005	0.5	75	838	0.0
61	0.029503295906766095	0.027592229289990482	50	TARGET	100	0.0005	0.5	75	838	0.0
62	0.029437576241866506	0.027222430277051343	50	TARGET	100	0.0005	0.5	75	838	0.0
63	0.02925031857332998	0.027377733678528755	50	TARGET	100	0.0005	0.5	75	838	0.0
64	0.0288726757609784	0.02722157340383891	50	TARGET	100	0.0005	0.5	75	838	0.0
65	0.029009507736975092	0.027277176183733074	50	TARGET	100	0.0005	0.5	75	838	0.0
66	0.02913687559415395	0.02730770149465763	50	TARGET	100	0.0005	0.5	75	838	0.0
67	0.02875212899186595	0.027178857080412632	50	TARGET	100	0.0005	0.5	75	838	0.0
68	0.028418545062443627	0.027170260690829968	50	TARGET	100	0.0005	0.5	75	838	0.0
69	0.028678426343433382	0.027025934534542488	50	TARGET	100	0.0005	0.5	75	838	0.0
70	0.028841258757293025	0.027137915857813576	50	TARGET	100	0.0005	0.5	75	838	0.0
71	0.02896154624870931	0.02697781913659789	50	TARGET	100	0.0005	0.5	75	838	0.0
72	0.02895009323879324	0.0273265518586744	50	TARGET	100	0.0005	0.5	75	838	0.0
73	0.028353910429108425	0.027185683449109398	50	TARGET	100	0.0005	0.5	75	838	0.0
74	0.028306523275244917	0.027154325366471752	50	TARGET	100	0.0005	0.5	75	838	0.0
75	0.02874921245331114	0.026879111248435398	50	TARGET	100	0.0005	0.5	75	838	0.0
76	0.02890165061109796	0.02711351695611621	50	TARGET	100	0.0005	0.5	75	838	0.0
77	0.028286648751158106	0.026966908382195412	50	TARGET	100	0.0005	0.5	75	838	0.0
78	0.028582786294546993	0.027186650669935974	50	TARGET	100	0.0005	0.5	75	838	0.0
79	0.028396199347595574	0.026890272669719932	50	TARGET	100	0.0005	0.5	75	838	0.0
80	0.028344228612854825	0.02696951168278853	50	TARGET	100	0.0005	0.5	75	838	0.0
81	0.02823507458423123	0.027019043029709297	50	TARGET	100	0.0005	0.5	75	838	0.0
82	0.028211370775294224	0.02696013168403596	50	TARGET	100	0.0005	0.5	75	838	0.0
83	0.028166078952978364	0.02704724009064111	50	TARGET	100	0.0005	0.5	75	838	0.0
84	0.028309197067863213	0.02695414672295253	50	TARGET	100	0.0005	0.5	75	838	0.0
85	0.0279985325291803	0.02708515457131646	50	TARGET	100	0.0005	0.5	75	838	0.0
86	0.02840615099653452	0.026726841136361614	50	TARGET	100	0.0005	0.5	75	838	0.0
87	0.028300510744504657	0.026888022086385525	50	TARGET	100	0.0005	0.5	75	838	0.0
88	0.027993283475990647	0.027096399698745118	50	TARGET	100	0.0005	0.5	75	838	0.0
89	0.027706147168421184	0.026987350235382717	50	TARGET	100	0.0005	0.5	75	838	0.0
90	0.02832453847809472	0.026843000203371048	50	TARGET	100	0.0005	0.5	75	838	0.0
91	0.027842384998244468	0.02690563898420695	50	TARGET	100	0.0005	0.5	75	838	0.0
92	0.02787066860632463	0.027002722137805187	50	TARGET	100	0.0005	0.5	75	838	0.0
93	0.02783203365199694	0.026950814394336758	50	TARGET	100	0.0005	0.5	75	838	0.0
94	0.02779734008616269	0.02688996736524683	50	TARGET	100	0.0005	0.5	75	838	0.0
95	0.0280368301189608	0.026795985120715515	50	TARGET	100	0.0005	0.5	75	838	0.0
96	0.02777524590993971	0.027062986610513744	50	TARGET	100	0.0005	0.5	75	838	0.0
97	0.02781259987867039	0.026693492676272537	50	TARGET	100	0.0005	0.5	75	838	0.0
98	0.028156238046760113	0.02691312021378315	50	TARGET	100	0.0005	0.5	75	838	0.0
99	0.02796756258541687	0.026673115677002705	50	TARGET	100	0.0005	0.5	75	838	0.0
0	0.09569696582828707	0.09575592229763667	50	TARGET	100	5e-05	0.0	100	5338	0.0
1	0.0927911238487722	0.09122960608113896	50	TARGET	100	5e-05	0.0	100	5338	0.0
2	0.08674126517291021	0.08365601978518745	50	TARGET	100	5e-05	0.0	100	5338	0.0
3	0.07843688752514746	0.07496956035946355	50	TARGET	100	5e-05	0.0	100	5338	0.0
4	0.07005229226065805	0.06708375251654422	50	TARGET	100	5e-05	0.0	100	5338	0.0
5	0.06299867418277946	0.06091018991939949	50	TARGET	100	5e-05	0.0	100	5338	0.0
6	0.057726948399736425	0.05625334777163737	50	TARGET	100	5e-05	0.0	100	5338	0.0
7	0.053831531619182735	0.05275670540603725	50	TARGET	100	5e-05	0.0	100	5338	0.0
8	0.05090499432249503	0.050157098268920716	50	TARGET	100	5e-05	0.0	100	5338	0.0
9	0.04872234257232862	0.04816339198838581	50	TARGET	100	5e-05	0.0	100	5338	0.0
10	0.047082852095566216	0.046632052145221016	50	TARGET	100	5e-05	0.0	100	5338	0.0
11	0.04580910443657577	0.04546124849355582	50	TARGET	100	5e-05	0.0	100	5338	0.0
12	0.04481235920429631	0.04449344629591162	50	TARGET	100	5e-05	0.0	100	5338	0.0
13	0.0440234881559205	0.04365411287907398	50	TARGET	100	5e-05	0.0	100	5338	0.0
14	0.04330036098055968	0.042944717249183945	50	TARGET	100	5e-05	0.0	100	5338	0.0
15	0.04268194420219271	0.042271894035917336	50	TARGET	100	5e-05	0.0	100	5338	0.0
16	0.042105227169464736	0.04166100241921165	50	TARGET	100	5e-05	0.0	100	5338	0.0
17	0.04157110819160336	0.041064770158493163	50	TARGET	100	5e-05	0.0	100	5338	0.0
18	0.04104646585053868	0.04049977310227625	50	TARGET	100	5e-05	0.0	100	5338	0.0
19	0.04053510858454688	0.039894745092500336	50	TARGET	100	5e-05	0.0	100	5338	0.0
20	0.040008473790153515	0.03933885162978461	50	TARGET	100	5e-05	0.0	100	5338	0.0
21	0.03951182374448487	0.03877893124114384	50	TARGET	100	5e-05	0.0	100	5338	0.0
22	0.03902079198848118	0.03820046850226142	50	TARGET	100	5e-05	0.0	100	5338	0.0
23	0.038541095099264525	0.037697385883692536	50	TARGET	100	5e-05	0.0	100	5338	0.0
24	0.038077511307266027	0.037189729511737823	50	TARGET	100	5e-05	0.0	100	5338	0.0
25	0.037650930999405065	0.03674406219612469	50	TARGET	100	5e-05	0.0	100	5338	0.0
26	0.03724621124691032	0.036304112072243835	50	TARGET	100	5e-05	0.0	100	5338	0.0
27	0.03687710090468227	0.035908328199928466	50	TARGET	100	5e-05	0.0	100	5338	0.0
28	0.0365422189185515	0.03553067813768531	50	TARGET	100	5e-05	0.0	100	5338	0.0
29	0.0362230396205528	0.035229991331244964	50	TARGET	100	5e-05	0.0	100	5338	0.0
30	0.03593654141632796	0.03491486958933599	50	TARGET	100	5e-05	0.0	100	5338	0.0
31	0.035667464576084607	0.03463478668621092	50	TARGET	100	5e-05	0.0	100	5338	0.0
32	0.03541729798672175	0.034373543817888604	50	TARGET	100	5e-05	0.0	100	5338	0.0
33	0.03519121670361721	0.03414993518681237	50	TARGET	100	5e-05	0.0	100	5338	0.0
34	0.034975583693294815	0.033933420863115425	50	TARGET	100	5e-05	0.0	100	5338	0.0
35	0.03476585052681692	0.033694087781689384	50	TARGET	100	5e-05	0.0	100	5338	0.0
36	0.03457067876753181	0.03350685502995144	50	TARGET	100	5e-05	0.0	100	5338	0.0
37	0.03438859962253057	0.0333193087893905	50	TARGET	100	5e-05	0.0	100	5338	0.0
38	0.03421393320315615	0.033148574445283775	50	TARGET	100	5e-05	0.0	100	5338	0.0
39	0.034044499763033614	0.032963945897239624	50	TARGET	100	5e-05	0.0	100	5338	0.0
40	0.03389923184834145	0.032792056713140366	50	TARGET	100	5e-05	0.0	100	5338	0.0
41	0.03371821222231043	0.0326693964501222	50	TARGET	100	5e-05	0.0	100	5338	0.0
42	0.033566922701970495	0.032488312798016	50	TARGET	100	5e-05	0.0	100	5338	0.0
43	0.033413798520059296	0.032334744478716995	50	TARGET	100	5e-05	0.0	100	5338	0.0
44	0.03327037534529111	0.032197043638337745	50	TARGET	100	5e-05	0.0	100	5338	0.0
45	0.03312712538397874	0.03203575922684236	50	TARGET	100	5e-05	0.0	100	5338	0.0
46	0.03297820238879433	0.031921300472635215	50	TARGET	100	5e-05	0.0	100	5338	0.0
47	0.03283884274688634	0.03179400594848575	50	TARGET	100	5e-05	0.0	100	5338	0.0
48	0.032699277116493744	0.03164147348566489	50	TARGET	100	5e-05	0.0	100	5338	0.0
49	0.032567085961651324	0.03152401688875574	50	TARGET	100	5e-05	0.0	100	5338	0.0
50	0.03242860697460696	0.03138911498315407	50	TARGET	100	5e-05	0.0	100	5338	0.0
51	0.032291829291267025	0.03127621419050477	50	TARGET	100	5e-05	0.0	100	5338	0.0
52	0.03215806158604445	0.03115278629190994	50	TARGET	100	5e-05	0.0	100	5338	0.0
53	0.032029155673151864	0.031022196353384938	50	TARGET	100	5e-05	0.0	100	5338	0.0
54	0.031890968030149285	0.030914258663401462	50	TARGET	100	5e-05	0.0	100	5338	0.0
55	0.031762469911113735	0.030770416964184158	50	TARGET	100	5e-05	0.0	100	5338	0.0
56	0.031632073900916366	0.0306829417293722	50	TARGET	100	5e-05	0.0	100	5338	0.0
57	0.03150141231013268	0.030560551832119625	50	TARGET	100	5e-05	0.0	100	5338	0.0
58	0.03137765309274799	0.030445562844926662	50	TARGET	100	5e-05	0.0	100	5338	0.0
59	0.031247268089090133	0.030332432777592632	50	TARGET	100	5e-05	0.0	100	5338	0.0
60	0.031120832746077062	0.0302326013192986	50	TARGET	100	5e-05	0.0	100	5338	0.0
61	0.031001914436819177	0.03013749194867683	50	TARGET	100	5e-05	0.0	100	5338	0.0
62	0.030872861713622555	0.030001935069308136	50	TARGET	100	5e-05	0.0	100	5338	0.0
63	0.03075468344519837	0.02991831878369505	50	TARGET	100	5e-05	0.0	100	5338	0.0
64	0.030632051272374214	0.029829847259503425	50	TARGET	100	5e-05	0.0	100	5338	0.0
65	0.03051103516685642	0.029718710504698032	50	TARGET	100	5e-05	0.0	100	5338	0.0
66	0.030399803197644775	0.0296231975609606	50	TARGET	100	5e-05	0.0	100	5338	0.0
67	0.030283945941864843	0.02951974444317095	50	TARGET	100	5e-05	0.0	100	5338	0.0
68	0.030170132233588783	0.0294367369603027	50	TARGET	100	5e-05	0.0	100	5338	0.0
69	0.030062071025772925	0.0293399261480028	50	TARGET	100	5e-05	0.0	100	5338	0.0
70	0.02995832757365824	0.029272997130950287	50	TARGET	100	5e-05	0.0	100	5338	0.0
71	0.029846021134142926	0.02916988278880264	50	TARGET	100	5e-05	0.0	100	5338	0.0
72	0.029747617678710512	0.02909591365041155	50	TARGET	100	5e-05	0.0	100	5338	0.0
73	0.02964490072594748	0.029006556692448532	50	TARGET	100	5e-05	0.0	100	5338	0.0
74	0.029544279223891218	0.028941928775924625	50	TARGET	100	5e-05	0.0	100	5338	0.0
75	0.02944174185018949	0.02886083400384946	50	TARGET	100	5e-05	0.0	100	5338	0.0
76	0.02934550795616325	0.028791277584704487	50	TARGET	100	5e-05	0.0	100	5338	0.0
77	0.029254011872541227	0.028702178800647907	50	TARGET	100	5e-05	0.0	100	5338	0.0
78	0.029163334437141118	0.028644404289397324	50	TARGET	100	5e-05	0.0	100	5338	0.0
79	0.02906690039969855	0.028569604749932438	50	TARGET	100	5e-05	0.0	100	5338	0.0
80	0.028975276169853174	0.02848625956385425	50	TARGET	100	5e-05	0.0	100	5338	0.0
81	0.028885332083561605	0.02842409767662034	50	TARGET	100	5e-05	0.0	100	5338	0.0
82	0.02880359587795806	0.02836245258874965	50	TARGET	100	5e-05	0.0	100	5338	0.0
83	0.02871567194635418	0.028286778622052887	50	TARGET	100	5e-05	0.0	100	5338	0.0
84	0.028633452124065824	0.02823391884113803	50	TARGET	100	5e-05	0.0	100	5338	0.0
85	0.028549267788126005	0.02817352595880176	50	TARGET	100	5e-05	0.0	100	5338	0.0
86	0.0284701432054392	0.028098739965847046	50	TARGET	100	5e-05	0.0	100	5338	0.0
87	0.02839275928659472	0.028051328873544033	50	TARGET	100	5e-05	0.0	100	5338	0.0
88	0.028312548248705636	0.027990184329224357	50	TARGET	100	5e-05	0.0	100	5338	0.0
89	0.02823510020344145	0.027932055407401287	50	TARGET	100	5e-05	0.0	100	5338	0.0
90	0.02816323134483713	0.02788499782257008	50	TARGET	100	5e-05	0.0	100	5338	0.0
91	0.028085015883499927	0.027814571830359368	50	TARGET	100	5e-05	0.0	100	5338	0.0
92	0.028016877947030245	0.02776466942194736	50	TARGET	100	5e-05	0.0	100	5338	0.0
93	0.02794059059309839	0.02770522643219341	50	TARGET	100	5e-05	0.0	100	5338	0.0
94	0.027869251083193804	0.027665468666589626	50	TARGET	100	5e-05	0.0	100	5338	0.0
95	0.027801538525958253	0.0276150300985936	50	TARGET	100	5e-05	0.0	100	5338	0.0
96	0.027735965081838645	0.027563057839870453	50	TARGET	100	5e-05	0.0	100	5338	0.0
97	0.02766705103695192	0.027516389265656468	50	TARGET	100	5e-05	0.0	100	5338	0.0
98	0.027598026581735723	0.0274492438431039	50	TARGET	100	5e-05	0.0	100	5338	0.0
99	0.02753283360640609	0.02740843848071315	50	TARGET	100	5e-05	0.0	100	5338	0.0
0	0.0514301480317758	0.03811334841179125	10	TARGET	100	0.001	0.0	50	3583	0.0
1	0.03535259375819052	0.03202853933202498	10	TARGET	100	0.001	0.0	50	3583	0.0
2	0.031848536340225025	0.029817680235613483	10	TARGET	100	0.001	0.0	50	3583	0.0
3	0.03012942346534143	0.02856747794783477	10	TARGET	100	0.001	0.0	50	3583	0.0
4	0.0287219106661852	0.027232979904070045	10	TARGET	100	0.001	0.0	50	3583	0.0
5	0.02766721000148592	0.026372408268578125	10	TARGET	100	0.001	0.0	50	3583	0.0
6	0.02680635049638122	0.02569725815996979	10	TARGET	100	0.001	0.0	50	3583	0.0
7	0.026139237814479403	0.025245688516985287	10	TARGET	100	0.001	0.0	50	3583	0.0
8	0.025544242155722496	0.02522103347335801	10	TARGET	100	0.001	0.0	50	3583	0.0
9	0.02520486270312709	0.024666980360493515	10	TARGET	100	0.001	0.0	50	3583	0.0
10	0.024803283665115985	0.024281672399603958	10	TARGET	100	0.001	0.0	50	3583	0.0
11	0.024449903078954227	0.02405481142076579	10	TARGET	100	0.001	0.0	50	3583	0.0
12	0.024227895501135573	0.02389911172742193	10	TARGET	100	0.001	0.0	50	3583	0.0
13	0.02398750402961516	0.02361936585018129	10	TARGET	100	0.001	0.0	50	3583	0.0
14	0.02381980972308101	0.02350105864532066	10	TARGET	100	0.001	0.0	50	3583	0.0
15	0.023606202003831414	0.02342166441182296	10	TARGET	100	0.001	0.0	50	3583	0.0
16	0.023471352553327482	0.02326320523791241	10	TARGET	100	0.001	0.0	50	3583	0.0
17	0.023323690205160216	0.02315491116182371	10	TARGET	100	0.001	0.0	50	3583	0.0
18	0.02318879563098002	0.02320036196121664	10	TARGET	100	0.001	0.0	50	3583	0.0
19	0.0230590605650486	0.0230462308408636	10	TARGET	100	0.001	0.0	50	3583	0.0
20	0.022954041652557024	0.023006677119569344	10	TARGET	100	0.001	0.0	50	3583	0.0
21	0.022851826905301124	0.02295321124521169	10	TARGET	100	0.001	0.0	50	3583	0.0
22	0.022792093455791473	0.022888991530194427	10	TARGET	100	0.001	0.0	50	3583	0.0
23	0.02270537569040201	0.022800732799100155	10	TARGET	100	0.001	0.0	50	3583	0.0
24	0.022633790192178604	0.022859205294287567	10	TARGET	100	0.001	0.0	50	3583	0.0
25	0.02259333419804822	0.022662173561526062	10	TARGET	100	0.001	0.0	50	3583	0.0
26	0.02248491292900911	0.022636663168668747	10	TARGET	100	0.001	0.0	50	3583	0.0
27	0.022416321949575484	0.02255898945485101	10	TARGET	100	0.001	0.0	50	3583	0.0
28	0.02234996712268001	0.022618018542275284	10	TARGET	100	0.001	0.0	50	3583	0.0
29	0.022318196097257163	0.02256828207861293	10	TARGET	100	0.001	0.0	50	3583	0.0
30	0.022271373299787744	0.022509306782122814	10	TARGET	100	0.001	0.0	50	3583	0.0
31	0.02217271596644864	0.022439606205532044	10	TARGET	100	0.001	0.0	50	3583	0.0
32	0.022124958616565372	0.022619608676794804	10	TARGET	100	0.001	0.0	50	3583	0.0
33	0.022174287819450952	0.02245930063002037	10	TARGET	100	0.001	0.0	50	3583	0.0
34	0.02209320838754426	0.022536500836863663	10	TARGET	100	0.001	0.0	50	3583	0.0
35	0.022036366315201075	0.022452476914181854	10	TARGET	100	0.001	0.0	50	3583	0.0
36	0.02201410379223149	0.022464783297795242	10	TARGET	100	0.001	0.0	50	3583	0.0
37	0.02197263803119812	0.02236546502646172	10	TARGET	100	0.001	0.0	50	3583	0.0
38	0.021932689184542456	0.02234963626798355	10	TARGET	100	0.001	0.0	50	3583	0.0
39	0.021941057854780444	0.02243954428669178	10	TARGET	100	0.001	0.0	50	3583	0.0
40	0.02189215245070281	0.022376314370018063	10	TARGET	100	0.001	0.0	50	3583	0.0
41	0.021833493515397564	0.022460124314282882	10	TARGET	100	0.001	0.0	50	3583	0.0
42	0.021787092465944964	0.022432600458463032	10	TARGET	100	0.001	0.0	50	3583	0.0
43	0.021741998491664527	0.02238082998629772	10	TARGET	100	0.001	0.0	50	3583	0.0
44	0.021692462484995127	0.02226687138053504	10	TARGET	100	0.001	0.0	50	3583	0.0
45	0.02166945617081541	0.02250990265923919	10	TARGET	100	0.001	0.0	50	3583	0.0
46	0.021659112795685682	0.02234068755624872	10	TARGET	100	0.001	0.0	50	3583	0.0
47	0.021611517796963957	0.02232846572543636	10	TARGET	100	0.001	0.0	50	3583	0.0
48	0.0216147485267534	0.02234506093417153	10	TARGET	100	0.001	0.0	50	3583	0.0
49	0.02158746959936338	0.022275238721208138	10	TARGET	100	0.001	0.0	50	3583	0.0
50	0.02160163154756581	0.022358413672808445	10	TARGET	100	0.001	0.0	50	3583	0.0
51	0.02160404908536661	0.02229071876993685	10	TARGET	100	0.001	0.0	50	3583	0.0
52	0.02153863390336936	0.02228957708134796	10	TARGET	100	0.001	0.0	50	3583	0.0
53	0.021525860422287726	0.022360470879710083	10	TARGET	100	0.001	0.0	50	3583	0.0
54	0.021512042266953274	0.022233910237749416	10	TARGET	100	0.001	0.0	50	3583	0.0
55	0.021496004760516208	0.02224579363158255	10	TARGET	100	0.001	0.0	50	3583	0.0
56	0.02152623367881534	0.022275736837676082	10	TARGET	100	0.001	0.0	50	3583	0.0
57	0.02146628843965354	0.022345441760438862	10	TARGET	100	0.001	0.0	50	3583	0.0
58	0.021481857876534814	0.022341503394824085	10	TARGET	100	0.001	0.0	50	3583	0.0
59	0.021482126116250902	0.022254210642792958	10	TARGET	100	0.001	0.0	50	3583	0.0
60	0.021421816256461727	0.02211961342078267	10	TARGET	100	0.001	0.0	50	3583	0.0
61	0.02144091080886748	0.022221961820667442	10	TARGET	100	0.001	0.0	50	3583	0.0
62	0.021419551129443475	0.02239678952504288	10	TARGET	100	0.001	0.0	50	3583	0.0
63	0.02142142984853048	0.02220199358734217	10	TARGET	100	0.001	0.0	50	3583	0.0
64	0.021369130855507724	0.022197514659527576	10	TARGET	100	0.001	0.0	50	3583	0.0
65	0.02141381261450072	0.022179194697828003	10	TARGET	100	0.001	0.0	50	3583	0.0
66	0.021365489954950436	0.0222006905823946	10	TARGET	100	0.001	0.0	50	3583	0.0
67	0.021357795806846238	0.022212003103711388	10	TARGET	100	0.001	0.0	50	3583	0.0
68	0.021371356340169102	0.022222073692263974	10	TARGET	100	0.001	0.0	50	3583	0.0
69	0.02135303035779834	0.02216521859394781	10	TARGET	100	0.001	0.0	50	3583	0.0
70	0.021332390800820857	0.022182401495449467	10	TARGET	100	0.001	0.0	50	3583	0.0
71	0.021337785441365702	0.02212767178813617	10	TARGET	100	0.001	0.0	50	3583	0.0
72	0.02131266296787896	0.022113864507639046	10	TARGET	100	0.001	0.0	50	3583	0.0
73	0.021325450127172952	0.02214336542017532	10	TARGET	100	0.001	0.0	50	3583	0.0
74	0.021293308937088005	0.02214070370025707	10	TARGET	100	0.001	0.0	50	3583	0.0
75	0.021328792345995454	0.022073834795843468	10	TARGET	100	0.001	0.0	50	3583	0.0
76	0.02130030407899558	0.022141833592093357	10	TARGET	100	0.001	0.0	50	3583	0.0
77	0.021254783772208068	0.02206853980367834	10	TARGET	100	0.001	0.0	50	3583	0.0
78	0.021258980581405188	0.022027750189105667	10	TARGET	100	0.001	0.0	50	3583	0.0
79	0.02127853486222852	0.022156276881243244	10	TARGET	100	0.001	0.0	50	3583	0.0
80	0.021259178053148663	0.022081828930161217	10	TARGET	100	0.001	0.0	50	3583	0.0
81	0.021233766825763063	0.022121233865618702	10	TARGET	100	0.001	0.0	50	3583	0.0
82	0.021216275747426433	0.02207888329796719	10	TARGET	100	0.001	0.0	50	3583	0.0
83	0.021229799573469644	0.022093271441531902	10	TARGET	100	0.001	0.0	50	3583	0.0
84	0.02121643813621717	0.022138408131220123	10	TARGET	100	0.001	0.0	50	3583	0.0
85	0.021188808705419403	0.022054775589794826	10	TARGET	100	0.001	0.0	50	3583	0.0
86	0.02121721250114818	0.021993780508637432	10	TARGET	100	0.001	0.0	50	3583	0.0
87	0.021178121625223145	0.0222268451118108	10	TARGET	100	0.001	0.0	50	3583	0.0
88	0.02116771779879175	0.02209053854599144	10	TARGET	100	0.001	0.0	50	3583	0.0
89	0.02117955853366089	0.022056790576739742	10	TARGET	100	0.001	0.0	50	3583	0.0
90	0.021129357869978303	0.02211693279219396	10	TARGET	100	0.001	0.0	50	3583	0.0
91	0.021171898577951823	0.02203610499925685	10	TARGET	100	0.001	0.0	50	3583	0.0
92	0.02110617179486286	0.022015959758198624	10	TARGET	100	0.001	0.0	50	3583	0.0
93	0.02107388202590172	0.022072047051606758	10	TARGET	100	0.001	0.0	50	3583	0.0
94	0.021103327698779827	0.02203161630666617	10	TARGET	100	0.001	0.0	50	3583	0.0
95	0.02103128430342634	0.02194553009714141	10	TARGET	100	0.001	0.0	50	3583	0.0
96	0.021044281483800324	0.02203473296355117	10	TARGET	100	0.001	0.0	50	3583	0.0
97	0.021050126012728272	0.022015773606571285	10	TARGET	100	0.001	0.0	50	3583	0.0
98	0.02102993490168141	0.021990296684882855	10	TARGET	100	0.001	0.0	50	3583	0.0
99	0.02101415452180487	0.02195607091892849	10	TARGET	100	0.001	0.0	50	3583	0.0
