model_type	full_feature	variable	raw_score	z_score
real	vae_0_two	CLP_BLUEPRINT_3	-1.4053759924136102	-0.9320217488688983
real	vae_0_two	MPP_BLUEPRINT_3	-2.727475690189749	-0.931952058974458
real	vae_0_three	DC_FANTOM_2	-1.4119928237050772	-0.9308533296273134
real	vae_1_two	Monocytes_FANTOM_1	-2.492409513099119	-0.9287138988631176
real	vae_1_three	Basophils_FANTOM_1	-2.1646582074463367	-0.9268477728596096
real	vae_1_two	Monocytes_FANTOM_2	-2.804094892460853	-0.9201882711061207
real	vae_1_two	Erythrocytes_BLUEPRINT_3	-0.38792417477816343	-0.9098976035016924
real	vae_1_two	GMP_HPCA_2	-0.395723118679598	-0.9093117477942669
real	vae_2_three	CD4+-Tcm_NOVERSHTERN_1	-0.6915831156075001	-0.9051835401267708
real	vae_0_two	Adipocytes_ENCODE_3	-0.44030457828193903	-0.9039386225866725
real	vae_0_three	CD4+-T-cells_BLUEPRINT_1	-0.9258073419332504	-0.903787625035586
real	vae_2_three	Megakaryocytes_BLUEPRINT_3	0.0	-0.8940404153896521
real	vae_0_two	cDC_HPCA_3	-0.4465002119541168	-0.8896796329978217
real	vae_1_two	Monocytes_IRIS_1	-0.7285545319318771	-0.8861818985916998
real	vae_1_three	NK-cells_BLUEPRINT_2	-1.8881269050762057	-0.8834280803219577
real	vae_0_three	Melanocytes_FANTOM_3	-4.896639049577061	-0.8828170686984976
real	vae_1_two	Erythrocytes_NOVERSHTERN_3	-2.1340792684350163	-0.8824703474871304
real	vae_1_two	MSC_FANTOM_3	-0.33510022703558207	-0.8819947736958414
real	vae_0_two	CD4+-naive-T-cells_HPCA_2	-0.8388068899512291	-0.8787781065138739
real	vae_0_three	GMP_BLUEPRINT_3	-1.783404652029276	-0.8775614082601584
real	vae_1_two	CD4+-Tcm_NOVERSHTERN_2	-0.6892541825654916	-0.8770579226975533
real	vae_0_two	Myocytes_ENCODE_1	-0.6531781954690814	-0.8705426135952813
real	vae_0_two	Memory-B-cells_IRIS_2	-0.8498634267598391	-0.8675935007471554
real	vae_1_three	Astrocytes_FANTOM_1	-7.463808474451071	-0.8649617587655184
real	vae_1_two	naive-B-cells_BLUEPRINT_2	-0.4565065437927842	-0.8641469678779571
real	vae_0_three	naive-B-cells_NOVERSHTERN_3	-1.4401929986197501	-0.8563679950587787
real	vae_0_two	CLP_BLUEPRINT_2	-0.7599834129214287	-0.8488143342665897
real	vae_0_three	Plasma-cells_IRIS_3	-0.6136460285633802	-0.8487458193996381
real	vae_2_three	CD8+-T-cells_HPCA_2	-0.3906000731512904	-0.848404596563762
real	vae_2_three	CMP_BLUEPRINT_3	-0.2194835413247347	-0.8461576395632207
real	vae_0_three	CD4+-Tcm_HPCA_3	-0.7396564148366451	-0.8417569520836344
real	vae_0_two	B-cells_HPCA_3	-0.41677916049957275	-0.8398216767965455
real	vae_0_three	MEP_HPCA_3	-0.37534197419881826	-0.8383050336622082
real	vae_2_three	naive-B-cells_NOVERSHTERN_3	-0.5135020506568253	-0.8380156266423341
real	vae_2_three	Melanocytes_FANTOM_1	-0.06131644546985626	-0.8364206708902834
real	vae_1_three	CD8+-Tcm_HPCA_3	-2.912820010446012	-0.8348281686018889
real	vae_1_two	CD4+-naive-T-cells_HPCA_3	-0.4668893869966269	-0.8346016630226031
real	vae_0_three	HSC_NOVERSHTERN_2	-0.39010922983288765	-0.8274654338550865
real	vae_0_three	CD4+-T-cells_BLUEPRINT_3	-0.7065692692995071	-0.823947949630308
real	vae_0_two	Macrophages_BLUEPRINT_2	-4.64137879665941	-0.8168497835098143
real	vae_0_two	Melanocytes_FANTOM_3	-8.26480066991644	-0.813223908739903
real	vae_1_three	pDC_NOVERSHTERN_2	-0.34698379784822464	-0.8101884830969944
real	vae_0_two	Mast-cells_FANTOM_2	-4.14129472989589	-0.7989335100373995
real	vae_0_three	HSC_NOVERSHTERN_1	-0.34896763041615486	-0.798639233989153
real	vae_0_three	CMP_HPCA_2	-1.8812688514590263	-0.798099775824421
real	vae_0_three	CD8+-Tcm_HPCA_1	-0.9675046964548528	-0.7979195226228037
real	vae_2_three	pro-B-cells_NOVERSHTERN_1	-0.9784593411022797	-0.791820100628325
real	vae_1_two	Erythrocytes_HPCA_1	-0.1626011598855257	-0.7898976633449699
real	vae_2_three	Adipocytes_FANTOM_1	-0.03013188391923899	-0.7875545846915244
real	vae_0_two	naive-B-cells_BLUEPRINT_2	-0.7545912452042103	-0.7872273076459171
real	vae_1_three	Eosinophils_FANTOM_1	-2.325183968991041	-0.7763034251602694
real	vae_2_three	CD4+-naive-T-cells_HPCA_3	-0.35083002026658505	-0.7756609671806377
real	vae_0_three	Pericytes_FANTOM_2	-0.22502228617668155	-0.774537928303342
real	vae_1_two	DC_IRIS_3	-0.10370044177398083	-0.773608696764599
real	vae_1_two	CD4+-Tcm_HPCA_2	-1.3157310080714524	-0.7731280146750829
real	vae_0_two	HSC_NOVERSHTERN_3	-0.3473960980772972	-0.7704343174799813
real	vae_1_three	B-cells_NOVERSHTERN_3	-2.65213156491518	-0.7682023640032621
real	vae_1_three	Eosinophils_NOVERSHTERN_2	-0.7959200441837311	-0.7673026173304117
real	vae_0_three	MEP_BLUEPRINT_2	-0.3425243617966771	-0.7645339776348091
real	vae_1_two	CD8+-Tem_HPCA_2	-2.4194299038499594	-0.7624426412364474
real	vae_1_two	Class-switched-memory-B-cells_BLUEPRINT_1	-0.241598634980619	-0.7606281522086301
real	vae_0_three	MPP_BLUEPRINT_1	-1.168682912364602	-0.7579576498710936
real	vae_0_two	MSC_FANTOM_2	-0.7010526657104492	-0.7573150267071547
real	vae_0_two	DC_BLUEPRINT_2	-0.36730824410915375	-0.7559746848506672
real	vae_0_three	GMP_BLUEPRINT_1	-1.9018755513243377	-0.7544626573066497
real	vae_1_two	GMP_NOVERSHTERN_1	-0.4127904251217842	-0.7542534265251573
real	vae_0_two	Osteoblast_HPCA_2	-0.6449187248945236	-0.7519031822700726
real	vae_1_three	NK-cells_IRIS_3	-0.37918686866760254	-0.7486523367356186
real	vae_1_two	aDC_HPCA_3	-0.15535607095807788	-0.7473816432866345
real	vae_1_three	mv-Endothelial-cells_FANTOM_1	-5.129378343001008	-0.7438493499213575
real	vae_2_three	Megakaryocytes_BLUEPRINT_2	0.038053341209888465	-0.7420342561118948
real	vae_0_three	CD4+-T-cells_FANTOM_1	-0.6211842745542526	-0.7410021480602196
real	vae_1_three	Astrocytes_FANTOM_2	-4.073996448889375	-0.7337275131877361
real	vae_0_two	Class-switched-memory-B-cells_NOVERSHTERN_3	-0.5853739641606808	-0.7329686734526535
real	vae_1_two	CMP_NOVERSHTERN_3	-0.7104023434221743	-0.7282557448109902
real	vae_1_two	MEP_NOVERSHTERN_3	-0.6626661997288465	-0.7260824612617274
real	vae_1_three	Hepatocytes_HPCA_3	-6.233925975160673	-0.7247162647629477
real	vae_0_three	Melanocytes_FANTOM_2	-3.8839973428403027	-0.7225630306063529
real	vae_0_three	mv-Endothelial-cells_HPCA_3	-0.48327921563759446	-0.721540456715094
real	vae_1_three	Endothelial-cells_ENCODE_2	-2.5366958256345242	-0.7209493188927248
real	vae_1_three	Preadipocytes_FANTOM_3	-1.5480717662721872	-0.720359706943764
real	vae_2_three	Erythrocytes_HPCA_1	-0.04719095677137375	-0.7199471291956616
real	vae_1_three	GMP_NOVERSHTERN_2	-0.5405618101358414	-0.7138489632237633
real	vae_1_three	Eosinophils_NOVERSHTERN_1	-1.1709141731262207	-0.7118549323436649
real	vae_2_three	CD4+-Tcm_NOVERSHTERN_2	-0.5337784625589848	-0.70936816004896
real	vae_0_two	CD4+-Tcm_BLUEPRINT_3	-3.665647642221302	-0.7080064769645076
real	vae_1_three	Class-switched-memory-B-cells_NOVERSHTERN_3	-0.7848368361592293	-0.7018412207247988
real	vae_1_three	NK-cells_FANTOM_1	-0.8839154094457626	-0.6992612994348528
real	vae_1_three	Macrophages-M1_FANTOM_2	-4.423945640679449	-0.6975635373176812
real	vae_1_two	CD4+-naive-T-cells_HPCA_2	-0.3481378238648177	-0.697451862949348
real	vae_0_two	CD4+-T-cells_BLUEPRINT_2	-2.7316918186843395	-0.6959623578790497
real	vae_1_two	CD8+-T-cells_IRIS_3	-0.5029307007789612	-0.6951408419162298
real	vae_1_two	Memory-B-cells_HPCA_3	-0.5735101103782654	-0.6938780021487876
real	vae_0_two	CD8+-Tcm_BLUEPRINT_1	-0.4720543473958969	-0.6917748519791207
real	vae_1_two	Monocytes_HPCA_2	-0.6837235721759498	-0.6916222941901814
real	vae_2_three	Plasma-cells_IRIS_2	-0.3578531702514738	-0.6913983604837001
real	vae_0_three	Memory-B-cells_HPCA_1	-0.46476500295102596	-0.6890837000151812
real	vae_1_two	Class-switched-memory-B-cells_NOVERSHTERN_3	-0.46032060310244566	-0.6846832709130382
real	vae_2_three	pro-B-cells_NOVERSHTERN_3	-0.4349611531943083	-0.6843901916327084
real	vae_1_two	CMP_HPCA_3	-0.2795819155871868	-0.6825058257367373
real	vae_0_three	DC_IRIS_2	-0.4209950850345194	-0.6761038729919261
real	vae_1_three	Adipocytes_ENCODE_1	-0.764204740524292	-0.6758091090701303
real	vae_0_three	CD4+-Tcm_BLUEPRINT_2	-1.3260556594468653	-0.6743371736816031
real	vae_0_two	CD8+-T-cells_NOVERSHTERN_1	-1.5352810192853212	-0.6704717927598198
real	vae_2_three	Class-switched-memory-B-cells_NOVERSHTERN_1	-0.28660970740020275	-0.6658297185739317
real	vae_1_two	CD4+-Tem_NOVERSHTERN_1	-1.132098221918568	-0.66373749574026
real	vae_1_three	CD8+-Tem_BLUEPRINT_2	-6.952459709660616	-0.6566614495221271
real	vae_1_two	Monocytes_NOVERSHTERN_3	-0.6179640460759401	-0.6565642503437034
real	vae_1_two	CD8+-naive-T-cells_HPCA_1	-1.0779273585649207	-0.6517907413818099
real	vae_0_three	CD4+-T-cells_FANTOM_2	-0.3588448092341423	-0.651611664139618
real	vae_1_three	mv-Endothelial-cells_HPCA_3	-1.3939072340726852	-0.6485888231676016
real	vae_0_three	CLP_BLUEPRINT_1	-0.30710339546203613	-0.6466886367351838
real	vae_2_three	CD8+-Tcm_BLUEPRINT_1	-0.3442752622067929	-0.6435295991158148
real	vae_1_two	DC_FANTOM_2	-0.9188767222221941	-0.6435126998731988
real	vae_0_three	CD8+-naive-T-cells_HPCA_3	-0.713118183426559	-0.637363580291655
real	vae_1_three	MEP_BLUEPRINT_2	-0.5968813067884184	-0.6365745272816626
real	vae_1_two	Erythrocytes_FANTOM_2	-0.3934420496225357	-0.6354779695711688
real	vae_0_two	Th1-cells_IRIS_1	-0.9265689570456743	-0.6282174429610261
real	vae_1_three	Macrophages_FANTOM_1	-0.7647589668631554	-0.6261317035139244
real	vae_2_three	MEP_HPCA_2	-0.7779024505289271	-0.6244593976251328
real	vae_0_two	MSC_FANTOM_1	-0.48325218074023724	-0.6215732807460164
real	vae_1_two	Eosinophils_NOVERSHTERN_2	-0.29533442482352257	-0.6190498325250349
real	vae_2_three	CD8+-T-cells_BLUEPRINT_3	-0.3068197082029656	-0.6174048665004332
real	vae_2_three	CD8+-T-cells_IRIS_3	-0.23888758732937285	-0.6093496913831818
real	vae_0_three	CD8+-Tcm_BLUEPRINT_2	-1.2017361000180244	-0.6050375988316717
real	vae_1_two	Th1-cells_IRIS_2	-0.16405553650110963	-0.6039916602751186
real	vae_0_two	aDC_IRIS_1	-0.8685380816459656	-0.6010339059549596
real	vae_2_three	CD8+-T-cells_FANTOM_2	-0.25766935199499136	-0.5943983747133083
real	vae_0_three	Smooth-muscle_HPCA_2	-0.48643621895462275	-0.5939094940344515
real	vae_2_three	CD4+-Tcm_HPCA_2	-0.6550346123985946	-0.5934427854250848
real	vae_2_three	Class-switched-memory-B-cells_BLUEPRINT_2	-0.27513057459145784	-0.588227409364148
real	vae_1_two	Mast-cells_FANTOM_2	-0.8276526259724051	-0.587760817461377
real	vae_2_three	MEP_NOVERSHTERN_2	-0.19655692763626575	-0.5855052935736099
real	vae_1_two	NK-cells_BLUEPRINT_3	-0.5729304568376392	-0.5819797219118
real	vae_0_two	ly-Endothelial-cells_HPCA_3	-0.9063221737742424	-0.5818290515868844
real	vae_0_three	MEP_BLUEPRINT_1	-0.3082374641671777	-0.5785764059595073
real	vae_0_three	mv-Endothelial-cells_HPCA_2	-0.5939096589572728	-0.5779743086533061
real	vae_1_two	CD8+-Tcm_HPCA_1	-0.6695942307123914	-0.5775398587845282
real	vae_1_two	Preadipocytes_FANTOM_3	-0.5532934330403805	-0.5759589542496021
real	vae_0_two	Mast-cells_FANTOM_3	-2.8642997262068093	-0.575169734110268
real	vae_0_two	Macrophages-M2_BLUEPRINT_1	-3.982027681544423	-0.5745282689596931
real	vae_1_two	NK-cells_FANTOM_2	-0.2193246625829488	-0.5740126360218006
real	vae_0_two	MEP_NOVERSHTERN_3	-1.1172406617552042	-0.5719145393997461
real	vae_0_three	CD4+-Tcm_HPCA_2	-2.1431875531561673	-0.571451958358072
real	vae_1_three	Fibroblasts_FANTOM_1	-5.862266611307859	-0.5710235270479035
real	vae_1_three	Adipocytes_FANTOM_1	-0.4360523596405983	-0.570697133761835
real	vae_1_two	Eosinophils_NOVERSHTERN_1	-0.5525232721120119	-0.5680562379965749
real	vae_1_three	Preadipocytes_ENCODE_1	-0.9220214374363422	-0.5671351454649347
real	vae_1_two	Class-switched-memory-B-cells_BLUEPRINT_3	-0.27977890428155666	-0.5618483537951384
real	vae_0_three	MEP_NOVERSHTERN_3	-0.707354823127389	-0.5580843633110554
real	vae_0_three	CD8+-T-cells_FANTOM_2	-0.4576672054827214	-0.5526698586324514
real	vae_2_three	MEP_HPCA_3	-0.19470799900591373	-0.5497818897296872
real	vae_1_three	Macrophages_IRIS_3	-0.7647589668631554	-0.5497784195412987
real	vae_1_two	CD4+-T-cells_HPCA_2	-0.34009645180776715	-0.547881364851723
real	vae_1_two	CD4+-naive-T-cells_FANTOM_2	-1.5599177449475974	-0.5448612336984148
real	vae_0_three	CD8+-T-cells_FANTOM_1	-1.3979309359565377	-0.5421284862976774
real	vae_1_three	CD8+-T-cells_BLUEPRINT_3	-1.0914528910070658	-0.5392788397109539
real	vae_1_two	CD8+-Tem_NOVERSHTERN_1	-0.2759277261793614	-0.5391539698821556
real	vae_1_two	pDC_NOVERSHTERN_2	-0.11655579879879954	-0.5382759745977629
real	vae_1_three	aDC_IRIS_3	-5.024581883801147	-0.536680756959579
real	vae_0_two	Basophils_FANTOM_1	-1.7388747967779636	-0.5294879437421368
real	vae_1_two	Erythrocytes_HPCA_2	-0.38792417477816343	-0.528155510080075
real	vae_0_two	aDC_IRIS_3	-4.209694694261998	-0.5253122862343558
real	vae_0_three	Pericytes_FANTOM_1	-0.32638385333120823	-0.5217317072826425
real	vae_0_two	MSC_FANTOM_3	-0.842023802921176	-0.5200018496943255
real	vae_0_two	CD4+-naive-T-cells_FANTOM_1	-0.6791154192760587	-0.5196405122933629
real	vae_2_three	CD8+-Tcm_BLUEPRINT_3	-0.3225601930171252	-0.5183261298920923
real	vae_1_two	naive-B-cells_NOVERSHTERN_2	-0.6443317774683237	-0.5181906369445759
real	vae_1_two	CD4+-Tcm_BLUEPRINT_2	-0.1822707985411398	-0.5141618685892121
real	vae_0_three	Class-switched-memory-B-cells_BLUEPRINT_2	-0.7807170499581844	-0.5116419707278747
real	vae_1_two	Monocytes_NOVERSHTERN_2	-0.5903238840401173	-0.5073662273096943
real	vae_0_three	CD4+-Tem_BLUEPRINT_1	-0.28569265455007553	-0.5061693864254312
real	vae_2_three	Myocytes_ENCODE_1	-0.20482491329312325	-0.5056773599553036
real	vae_2_three	Memory-B-cells_HPCA_2	-0.5018606090452522	-0.5051567731822859
real	vae_1_three	Fibroblasts_HPCA_3	-5.862266611307859	-0.503815780438946
real	vae_0_two	Melanocytes_FANTOM_2	-6.131465707265306	-0.5012892568658597
real	vae_1_two	naive-B-cells_HPCA_3	-0.6094960086047649	-0.5010624073041784
real	vae_2_three	CD8+-Tcm_HPCA_2	-0.3363128155469895	-0.49629327279707425
real	vae_0_three	Plasma-cells_BLUEPRINT_1	-0.10769609734416007	-0.4961990748532758
real	vae_0_two	Macrophages_FANTOM_1	-0.5122793018817902	-0.4955056454716084
real	vae_2_three	CD8+-naive-T-cells_HPCA_3	-0.19291213888209321	-0.4941182779979225
real	vae_0_three	Preadipocytes_FANTOM_1	-0.5212239138782024	-0.49181234109052396
real	vae_0_two	Mast-cells_FANTOM_1	-4.636368934996426	-0.48904055266837854
real	vae_1_three	MPP_ENCODE_1	-0.5857169292867184	-0.4888700209876876
real	vae_0_three	CD8+-T-cells_IRIS_1	-0.387885183095932	-0.48883735135411166
real	vae_1_two	Plasma-cells_BLUEPRINT_2	-2.5331312011985574	-0.48455076927600294
real	vae_2_three	Eosinophils_BLUEPRINT_3	-0.43948452454060316	-0.4800298192991417
real	vae_2_three	Astrocytes_ENCODE_1	-0.9615769851952791	-0.47879632708080483
real	vae_2_three	CMP_HPCA_2	-1.272914601257071	-0.4736116592739339
real	vae_1_three	MEP_BLUEPRINT_1	-0.7567881893482991	-0.47292532775882906
real	vae_1_three	mv-Endothelial-cells_HPCA_2	-1.671545822173357	-0.4722348989033328
real	vae_1_two	NK-cells_IRIS_2	-0.32397141330875456	-0.4695675318958348
real	vae_0_two	Osteoblast_FANTOM_3	-2.438642500899732	-0.46722790054136853
real	vae_0_two	naive-B-cells_BLUEPRINT_1	-0.39885880053043365	-0.4667694776294489
real	vae_1_two	NK-cells_BLUEPRINT_1	-0.0866872735787183	-0.46312729376106554
real	vae_1_two	CMP_NOVERSHTERN_2	-0.6008627489209175	-0.46092195639055866
real	vae_1_two	Th1-cells_IRIS_1	-0.2235551772173494	-0.45787615599772324
real	vae_1_three	HSC_BLUEPRINT_3	-0.8268387085408904	-0.45679232592328906
real	vae_2_three	CD8+-Tcm_NOVERSHTERN_2	-0.2991063308436424	-0.4564285903416567
real	vae_1_three	GMP_NOVERSHTERN_1	-0.5405618101358414	-0.4544537740575693
real	vae_1_three	ly-Endothelial-cells_FANTOM_3	-0.6349396668374538	-0.4518589618599964
real	vae_0_two	CD8+-T-cells_IRIS_1	-0.4430765248835087	-0.449353604789432
real	vae_0_three	Macrophages_IRIS_2	-1.4331777750048786	-0.4476142893753194
real	vae_0_two	CD4+-Tem_BLUEPRINT_1	-0.376547135412693	-0.4436775321738239
real	vae_2_three	CD4+-Tcm_HPCA_3	-0.5803370578214527	-0.44244070848807915
real	vae_2_three	CMP_NOVERSHTERN_1	-0.5073076970875263	-0.44242486884115784
real	vae_0_two	naive-B-cells_HPCA_3	-1.5833690222352743	-0.44152718079306696
real	vae_1_two	B-cells_FANTOM_2	-0.4269512081518769	-0.4388264460437248
real	vae_0_two	GMP_BLUEPRINT_1	-2.5825790097005665	-0.43483929452191167
real	vae_1_three	Mesangial-cells_FANTOM_3	-7.28794183566788	-0.4335152715088241
real	vae_1_two	Megakaryocytes_BLUEPRINT_2	0.06351689249277115	-0.43262973010072714
real	vae_1_three	Adipocytes_ENCODE_2	-0.7650779860559851	-0.4305109541095377
real	vae_1_three	Fibroblasts_HPCA_2	-2.678954863920808	-0.4295532151377858
real	vae_1_three	Preadipocytes_FANTOM_1	-0.8911749552935362	-0.42282682240307107
real	vae_2_three	Class-switched-memory-B-cells_NOVERSHTERN_3	-0.28660970740020275	-0.42273030685339624
real	vae_1_three	CD8+-Tem_BLUEPRINT_1	-0.4974783658981323	-0.4195920517734752
real	vae_1_two	B-cells_NOVERSHTERN_2	-0.924667397979647	-0.40991457479472126
real	vae_1_two	Melanocytes_FANTOM_2	-1.1335095670074224	-0.40914649267374376
real	vae_0_two	Astrocytes_ENCODE_2	-1.7729847475420684	-0.4088285388896381
real	vae_0_two	GMP_BLUEPRINT_2	-3.5778314475901425	-0.40829170294822853
real	vae_0_three	mv-Endothelial-cells_FANTOM_1	-2.1994524551555514	-0.4035110165418797
real	vae_2_three	MPP_NOVERSHTERN_3	0.0	-0.39914036479807635
real	vae_2_three	Erythrocytes_NOVERSHTERN_2	-0.3219298394396901	-0.39820503387984746
real	vae_2_three	CMP_NOVERSHTERN_2	-0.5370304081588984	-0.39744886788325834
real	vae_2_three	Erythrocytes_HPCA_3	-0.09505408303812148	-0.39538505818444747
real	vae_0_three	Eosinophils_BLUEPRINT_2	-0.3188226502388716	-0.3874409496395615
real	vae_0_three	CD4+-naive-T-cells_HPCA_2	-0.31338483560830355	-0.38723371438983994
real	vae_1_three	CD4+-naive-T-cells_FANTOM_3	-0.5702757015824318	-0.38185636719704746
real	vae_2_three	DC_HPCA_2	-0.05611087754368782	-0.3814280319114932
real	vae_1_three	cDC_HPCA_2	-0.6255531683564186	-0.38006391798258304
real	vae_0_two	Plasma-cells_IRIS_3	-0.884482579305768	-0.37841225863631284
real	vae_2_three	Basophils_NOVERSHTERN_3	0.015521608293056488	-0.3779615769632389
real	vae_1_two	naive-B-cells_HPCA_2	-0.6715270997956395	-0.3680247646723541
real	vae_0_two	naive-B-cells_BLUEPRINT_3	-0.39885880053043365	-0.3620069600843258
real	vae_0_three	mv-Endothelial-cells_HPCA_1	-0.384294590447098	-0.35769596827599537
real	vae_1_two	Macrophages-M1_BLUEPRINT_1	-0.25360640278086066	-0.3571476052505799
real	vae_0_two	HSC_NOVERSHTERN_1	-0.39836497977375984	-0.3558884941037595
real	vae_1_two	MPP_NOVERSHTERN_3	0.0	-0.3545412872145383
real	vae_2_three	CD8+-T-cells_NOVERSHTERN_2	-0.00633618887513876	-0.35270671263081554
real	vae_2_three	Plasma-cells_IRIS_1	-0.011184651404619215	-0.35034703286439134
real	vae_1_three	Erythrocytes_HPCA_2	-0.42997174710035324	-0.347263408842155
real	vae_1_two	CD4+-Tcm_HPCA_1	-1.313607822812628	-0.3470063299820279
real	vae_1_three	Hepatocytes_FANTOM_3	-7.091866522561759	-0.3442791061802754
real	vae_2_three	Eosinophils_FANTOM_3	0.08563494938425723	-0.34288312310592917
real	vae_1_two	Class-switched-memory-B-cells_BLUEPRINT_2	-0.4729744796641171	-0.3427814591495053
real	vae_0_two	CD8+-T-cells_HPCA_2	-1.0515218488872051	-0.33922821399462316
real	vae_2_three	GMP_HPCA_1	-1.2278680957388133	-0.33622134741527365
real	vae_1_two	Eosinophils_BLUEPRINT_3	-0.9087310875765979	-0.3355878088261596
real	vae_2_three	CD4+-naive-T-cells_HPCA_2	-0.3500873016892001	-0.3350579011895215
real	vae_1_two	Erythrocytes_BLUEPRINT_2	-0.38792417477816343	-0.3339972796204294
real	vae_0_three	naive-B-cells_NOVERSHTERN_2	-0.7349992219824344	-0.3320114301117856
real	vae_0_three	MEP_NOVERSHTERN_1	-1.2944821817800403	-0.3276482247825594
real	vae_0_three	Melanocytes_ENCODE_2	-0.8224399476894177	-0.3259530642207677
real	vae_1_two	CD8+-T-cells_BLUEPRINT_2	-0.8345556179992855	-0.323787058092741
real	vae_2_three	Erythrocytes_BLUEPRINT_3	-0.09505408303812148	-0.32375356588024584
real	vae_1_three	cDC_HPCA_3	-0.5610348097980022	-0.3226202252764936
real	vae_0_three	DC_BLUEPRINT_2	-0.0802877270616591	-0.3209638952443829
real	vae_2_three	Memory-B-cells_BLUEPRINT_2	-1.2692873590276577	-0.32024870706255276
real	vae_0_three	CLP_BLUEPRINT_2	-0.47164478059858084	-0.3175565143406792
real	vae_2_three	pro-B-cells_NOVERSHTERN_2	-0.16892368160188198	-0.31751721612092737
real	vae_1_two	CD8+-Tem_BLUEPRINT_1	-0.2258356735110283	-0.3159889196283931
real	vae_0_two	CD8+-Tem_BLUEPRINT_2	-5.1394930318929255	-0.31397579113475316
real	vae_0_two	Preadipocytes_FANTOM_1	-0.7840259112417698	-0.31245112421244237
real	vae_2_three	CD8+-Tcm_BLUEPRINT_2	-0.48362661688588565	-0.31202561927254385
real	vae_2_three	DC_FANTOM_2	-0.4114605481736362	-0.30939929329277993
real	vae_1_two	MEP_NOVERSHTERN_2	-0.19311647862195971	-0.30909634101370004
real	vae_2_three	Tregs_HPCA_2	0.0	-0.30810534616083557
real	vae_0_three	DC_HPCA_3	-0.201043289154768	-0.3070591793460254
real	vae_2_three	CD8+-Tcm_HPCA_1	-0.36339377961121505	-0.30509870843918596
real	vae_2_three	Platelets_HPCA_1	-1.5377520977053791	-0.3040919212537179
real	vae_0_two	CMP_NOVERSHTERN_3	-0.7442095871083438	-0.3016529982707136
real	vae_1_two	Megakaryocytes_BLUEPRINT_3	0.0	-0.3013580909757032
real	vae_2_three	CD4+-T-cells_BLUEPRINT_3	-0.11966507416218519	-0.2972824769629568
real	vae_1_three	DC_IRIS_1	-0.4543302059173584	-0.29218786522502244
real	vae_0_three	Plasma-cells_HPCA_1	-0.623988333158195	-0.29067299543769165
real	vae_0_three	MEP_NOVERSHTERN_2	-0.35820872150361543	-0.2906356839083759
real	vae_1_two	NK-cells_NOVERSHTERN_3	-0.25783929042518144	-0.2890770082632482
real	vae_1_three	CD8+-Tem_NOVERSHTERN_2	-0.9379909336566925	-0.2861727847219839
real	vae_0_three	Macrophages_IRIS_1	-0.9392326769884676	-0.2850629765706989
real	vae_1_two	DC_FANTOM_3	-0.46771780773997307	-0.2807482050330365
real	vae_0_three	Macrophages_HPCA_3	-2.4096563110360876	-0.27949432199761226
real	vae_0_three	Tregs_FANTOM_2	-0.18009348213672638	-0.2766795682721423
real	vae_1_two	MPP_ENCODE_1	-0.20566198788583281	-0.2746742745682398
real	vae_1_three	Class-switched-memory-B-cells_NOVERSHTERN_1	-0.7848368361592293	-0.27045016564087726
real	vae_0_three	CD4+-T-cells_FANTOM_3	-1.3498789267614484	-0.26906309408138973
real	vae_1_three	Hepatocytes_HPCA_1	-6.3797779467422515	-0.26753384770748256
real	vae_1_three	GMP_BLUEPRINT_3	-2.2358625698834658	-0.2656037208825401
real	vae_1_two	CD8+-T-cells_HPCA_2	-0.27667511720210314	-0.2654131463244077
real	vae_0_two	Pericytes_ENCODE_1	-0.9901218116283417	-0.26427999603339386
real	vae_2_three	Memory-B-cells_HPCA_1	-0.5850269065704197	-0.26151412122513296
real	vae_1_three	MSC_FANTOM_2	-0.5760456174612045	-0.25879755072011973
real	vae_2_three	Eosinophils_FANTOM_2	-0.11290592723526058	-0.25240577026064875
real	vae_2_three	NK-cells_BLUEPRINT_1	0.12927571777254343	-0.25148303504205
real	vae_0_two	Plasma-cells_BLUEPRINT_2	-5.154575093649328	-0.25095745296238214
real	vae_0_three	Class-switched-memory-B-cells_NOVERSHTERN_2	-0.29375597927719355	-0.24833639920453904
real	vae_0_two	Macrophages-M1_FANTOM_3	-3.1590006928890944	-0.24810791148963707
real	vae_0_three	ly-Endothelial-cells_HPCA_2	-0.1608679669443518	-0.24725757708222687
real	vae_2_three	Erythrocytes_HPCA_2	-0.09505408303812148	-0.24543685602092113
real	vae_1_two	Basophils_NOVERSHTERN_3	0.03476446634158493	-0.24222252021601526
real	vae_1_two	Melanocytes_FANTOM_1	-0.026546943932771683	-0.24160962500823435
real	vae_2_three	Eosinophils_BLUEPRINT_1	-0.0865061804652214	-0.23669861950721174
real	vae_0_three	CD8+-Tem_HPCA_1	-2.94476136052981	-0.23584770551139894
real	vae_2_three	CD8+-T-cells_HPCA_1	-0.00633618887513876	-0.23448464225383495
real	vae_1_two	CD4+-Tem_NOVERSHTERN_2	-0.09293495863676073	-0.23431701666178786
real	vae_2_three	Class-switched-memory-B-cells_BLUEPRINT_1	-0.04242284409701824	-0.23424117114677057
real	vae_1_two	CMP_NOVERSHTERN_1	-0.5763182751834393	-0.22692171191775037
real	vae_0_two	Adipocytes_HPCA_3	-0.5338633367791772	-0.2250850672707472
real	vae_1_two	B-cells_FANTOM_1	-0.4356865482404828	-0.2250614784435978
