variable	three	two	abs_diff
MSC_FANTOM_1	2.8187428692138923	1.1617594726460303	1.656983396567862
Neurons_ENCODE_2	6.588720330511298	4.933379804203935	1.6553405263073628
Keratinocytes_ENCODE_1	14.237491953988561	12.598662913551886	1.6388290404366757
MSC_HPCA_1	2.2562739463192965	3.880441074398097	1.6241671280788004
Neutrophils_HPCA_1	6.146326786092179	4.5283679773508965	1.6179588087412826
Neutrophils_IRIS_2	4.505333208751665	2.9553517061433245	1.5499815026083406
CD8+-Tem_BLUEPRINT_3	2.7822331599651897	1.2407511014355466	1.5414820585296432
Keratinocytes_FANTOM_2	10.854435647990783	12.391430147133082	1.536994499142299
Macrophages_BLUEPRINT_3	3.4581668456724235	1.9374120390010923	1.5207548066713312
Mesangial-cells_FANTOM_3	3.286982771769843	4.787108736343904	1.5001259645740608
Basophils_FANTOM_1	2.6838671378415744	1.186911135270956	1.4969560025706183
Macrophages-M1_FANTOM_3	2.327023942737912	0.8588346866767038	1.468189256061208
Endothelial-cells_BLUEPRINT_3	2.0820681329911577	3.5440298613639447	1.461961728372787
Macrophages_BLUEPRINT_2	2.571721789684666	1.127998757729743	1.4437230319549228
ly-Endothelial-cells_HPCA_2	1.3625687928158516	2.800115017977577	1.4375462251617255
Smooth-muscle_HPCA_3	2.6283632716571947	4.061217279665788	1.4328540080085936
Fibroblasts_HPCA_2	1.6525886027876948	3.083244324240961	1.430655721453266
Neutrophils_BLUEPRINT_1	5.206991791662588	3.7878106048166753	1.419181186845913
MSC_HPCA_2	1.3270435301413737	2.744468035012259	1.4174245048708856
Plasma-cells_IRIS_2	0.8089284438520941	2.213333709071334	1.40440526521924
Neurons_FANTOM_2	10.078478209355763	11.481595667217778	1.403117457862015
Astrocytes_ENCODE_2	1.8186466964553085	0.4184314236290304	1.4002152728262782
Fibroblasts_ENCODE_2	2.5913243448250127	3.9913579888178425	1.4000336439928298
CD4+-Tem_HPCA_1	1.0240142073704501	2.367656441009973	1.343642233639523
Epithelial-cells_FANTOM_3	4.639098410566182	5.966743368518444	1.3276449579522627
CD4+-naive-T-cells_NOVERSHTERN_3	2.8408257680842706	1.5300245823043355	1.310801185779935
NKT_NOVERSHTERN_2	1.0841018598097907	2.3893389423558453	1.3052370825460546
pro-B-cells_NOVERSHTERN_2	0.9274690453297048	2.2216580281833282	1.2941889828536235
mv-Endothelial-cells_FANTOM_1	1.38865661911157	2.6822481306616544	1.2935915115500844
Monocytes_HPCA_1	2.6640490814896083	1.3812850583550729	1.2827640231345354
pro-B-cells_NOVERSHTERN_3	0.7697422859384471	2.043925542882361	1.274183256943914
Neurons_FANTOM_3	10.074395146468929	11.342577770443727	1.2681826239747984
MSC_FANTOM_3	1.9581815403115765	0.7009983116950835	1.257183228616493
Neurons_ENCODE_1	11.210517581294042	12.461978858864615	1.2514612775705736
Neutrophils_IRIS_3	4.676196821312663	3.4340891442485098	1.2421076770641535
Neutrophils_FANTOM_3	2.665128773590578	1.4347058092403888	1.2304229643501892
Erythrocytes_HPCA_3	1.4181525890459155	2.6086924613687508	1.1905398723228353
Myocytes_FANTOM_3	3.5384083635535375	4.72804726005169	1.1896388964981521
ly-Endothelial-cells_FANTOM_3	0.9566551731236089	2.118180594039148	1.161525420915539
Adipocytes_HPCA_2	2.25212593505248	1.095891134941448	1.1562348001110319
Adipocytes_FANTOM_1	1.6955979858887276	2.8469873389587077	1.1513893530699801
Platelets_HPCA_2	2.213603507441863	1.0646345338613068	1.1489689735805564
Chondrocytes_ENCODE_1	1.8336182765985864	2.980784464378548	1.1471661877799615
CD8+-T-cells_NOVERSHTERN_1	2.513048032554488	1.3814683888967432	1.1315796436577448
Megakaryocytes_NOVERSHTERN_2	0.8184811917256011	1.9213786738691656	1.1028974821435646
Pericytes_ENCODE_3	3.361650563396329	2.267972515741149	1.09367804765518
NK-cells_IRIS_3	1.5674478619193382	0.4744989831545881	1.09294887876475
Basophils_FANTOM_2	3.9835359492470617	5.073709333989077	1.0901733847420156
Skeletal-muscle_ENCODE_3	1.0809796906270108	2.1690260692204015	1.0880463785933907
Erythrocytes_BLUEPRINT_3	0.8299952726587311	1.9170993761381636	1.0871041034794326
Smooth-muscle_FANTOM_1	3.884630549554874	4.95893811989111	1.0743075703362361
MSC_FANTOM_2	2.0616103590810244	0.994009109019309	1.0676012500617156
Astrocytes_ENCODE_3	2.3776861319315308	1.3195904047199494	1.0580957272115814
Monocytes_BLUEPRINT_1	2.540713046725801	1.4827301781809772	1.0579828685448236
Smooth-muscle_ENCODE_3	3.4924671175550253	2.434865827237672	1.0576012903173533
Erythrocytes_FANTOM_3	1.8626154515960478	2.9168615906932054	1.0542461390971576
Platelets_HPCA_1	2.0100067812992393	0.9725155202223583	1.037491261076881
Endothelial-cells_ENCODE_1	2.5095719228601046	3.5438724265267094	1.0343005036666049
CD8+-Tcm_NOVERSHTERN_1	0.27987907371300563	1.3114765527954202	1.0315974790824145
Macrophages_FANTOM_3	1.6091346184014041	0.578102351556816	1.0310322668445882
CD4+-memory-T-cells_FANTOM_2	1.3113423605951542	0.29008361379681863	1.0212587467983356
CD4+-memory-T-cells_FANTOM_1	4.017030468375172	3.0219049417495634	0.9951255266256083
Tgd-cells_HPCA_1	1.5176128229365278	0.5261356730927675	0.9914771498437602
GMP_HPCA_3	2.2379666612979623	1.2483495782090834	0.9896170830888789
Osteoblast_FANTOM_3	2.54921937525242	1.574985702908346	0.9742336723440741
Eosinophils_BLUEPRINT_1	1.0971840748329382	0.1255340502514368	0.9716500245815014
Pericytes_ENCODE_2	3.626654096931509	2.670368095093661	0.9562860018378481
Adipocytes_FANTOM_2	1.1594145803455687	2.112131008836812	0.9527164284912433
Macrophages-M2_HPCA_1	1.3004581461093287	2.247511352963052	0.9470532068537232
Epithelial-cells_FANTOM_1	5.724505018415104	6.666186542115794	0.9416815237006899
MPP_FANTOM_2	6.400397248952717	5.461720225135608	0.9386770238171094
Astrocytes_ENCODE_1	2.421396914722283	1.4850948517556573	0.9363020629666257
Endothelial-cells_ENCODE_3	1.7836415065595022	2.706886702018523	0.9232451954590211
Erythrocytes_BLUEPRINT_1	0.8190685149636122	1.7355660493548546	0.9164975343912424
CD8+-T-cells_IRIS_2	1.4228459010287962	2.337547533660871	0.9147016326320747
Sebocytes_FANTOM_1	15.438273510814314	14.525551325588896	0.9127221852254177
Memory-B-cells_HPCA_1	0.9272858374360116	1.8398408113647808	0.9125549739287693
Smooth-muscle_HPCA_2	0.4779840902977274	1.3862129791135585	0.908228888815831
Chondrocytes_FANTOM_2	3.967109449778409	3.075556178612797	0.8915532711656118
Smooth-muscle_FANTOM_2	1.76244040111897	2.651425996724575	0.888985595605605
mv-Endothelial-cells_HPCA_1	0.8752565219107239	1.748974364046075	0.8737178421353512
CD4+-Tcm_NOVERSHTERN_3	1.0481622143203142	1.9159165438880317	0.8677543295677175
Macrophages_BLUEPRINT_1	1.9724116715401745	1.1086670348475591	0.8637446366926154
cDC_HPCA_1	0.9761906685483797	0.12114056200727294	0.8550501065411067
Macrophages_HPCA_1	1.8252166972645696	0.9736736764343346	0.851543020830235
aDC_HPCA_3	1.4716389257933924	2.3213293024277823	0.84969037663439
aDC_IRIS_3	1.1943789276174945	0.3512845129880844	0.8430944146294101
Erythrocytes_HPCA_2	1.5675066530068051	2.410226196168384	0.8427195431615788
Smooth-muscle_HPCA_1	1.3307994917548338	2.1728153827092918	0.842015890954458
Sebocytes_FANTOM_2	12.753423686129997	11.92742602410399	0.8259976620260066
CD8+-Tcm_NOVERSHTERN_3	1.3023278039554855	2.100512474698278	0.7981846707427926
HSC_BLUEPRINT_1	0.928921389592051	1.7118600693385937	0.7829386797465427
CD4+-Tem_HPCA_2	0.7716228168044564	1.5481449417474076	0.7765221249429511
Endothelial-cells_FANTOM_1	1.0818012133135164	1.8537747236674575	0.7719735103539411
CD8+-naive-T-cells_HPCA_3	1.2346518535648323	0.47355446436407056	0.7610973892007618
Basophils_FANTOM_3	0.7342400944111076	1.48959749435753	0.7553573999464225
Smooth-muscle_ENCODE_1	2.4905718420008554	1.735479280910935	0.7550925610899204
Memory-B-cells_BLUEPRINT_1	2.977288149911523	3.728954871238776	0.7516667213272532
naive-B-cells_NOVERSHTERN_2	0.6226422091446014	1.359717407471823	0.7370751983272216
GMP_HPCA_1	1.1295387651030258	0.39294283325798707	0.7365959318450387
Tregs_HPCA_2	0.7129788212749256	1.4417929068207103	0.7288140855457846
Chondrocytes_ENCODE_2	1.274217290551571	2.0009497413453916	0.7267324507938207
B-cells_FANTOM_2	1.4314198173242298	0.7091502445287883	0.7222695727954416
Preadipocytes_ENCODE_1	1.3334150188039464	2.053088730121464	0.7196737113175176
aDC_IRIS_1	1.3168974517511798	0.6004743447604091	0.7164231069907707
CD4+-naive-T-cells_FANTOM_1	1.8366403445746835	1.1220558615275538	0.7145844830471297
CD8+-T-cells_BLUEPRINT_1	0.990184274049763	1.7038005453632525	0.7136162713134896
Osteoblast_HPCA_2	1.4955823145965301	0.7827763454187805	0.7128059691777496
Endothelial-cells_HPCA_2	0.8406925000726702	1.551210032127492	0.7105175320548218
CLP_BLUEPRINT_1	0.47440674420830176	1.1831866289932378	0.708779884784936
Preadipocytes_FANTOM_2	1.6186908166535863	2.3239302701202478	0.7052394534666615
Macrophages_FANTOM_2	0.871820792238978	1.5767872857425815	0.7049664935036035
CD8+-Tcm_BLUEPRINT_2	0.7996340784800267	1.4925429672409964	0.6929088887609698
CD8+-Tem_HPCA_3	0.756182759898671	1.4468538086881955	0.6906710487895245
Fibroblasts_ENCODE_3	1.9342922879878979	2.6145214396250425	0.6802291516371446
CD4+-Tcm_BLUEPRINT_3	1.5008246392551154	0.8214583184689644	0.679366320786151
ly-Endothelial-cells_HPCA_3	1.0967082147792688	1.7760194841499464	0.6793112693706775
Endothelial-cells_HPCA_1	1.788481900753052	2.4613252679693636	0.6728433672163117
B-cells_NOVERSHTERN_3	1.3362259656266253	0.6636249447409379	0.6726010208856874
Th1-cells_IRIS_2	0.23231147349564932	0.900877781707565	0.6685663082119158
Keratinocytes_HPCA_2	11.541905376336075	12.199097582447433	0.6571922061113575
CMP_NOVERSHTERN_3	1.164918241950429	0.5149543715408519	0.649963870409577
pro-B-cells_HPCA_1	2.0268240202860746	1.3840694266106297	0.6427545936754449
CD8+-T-cells_BLUEPRINT_3	0.42586433169540167	1.0651564212816478	0.6392920895862462
Epithelial-cells_HPCA_3	4.398726385348541	5.032513738862661	0.6337873535141192
aDC_HPCA_2	1.514129250846376	2.1449153874719844	0.6307861366256085
MEP_HPCA_3	0.7220281361088183	0.09189142918100836	0.63013670692781
NK-cells_FANTOM_2	1.1704151703691423	0.5424501479849912	0.6279650223841511
CD4+-Tcm_BLUEPRINT_1	0.7801200280774477	1.407233879300306	0.6271138512228583
mv-Endothelial-cells_FANTOM_2	2.188706670384922	2.8149551535921966	0.6262484832072746
HSC_NOVERSHTERN_2	0.8910900498031017	1.5139798501847213	0.6228898003816196
mv-Endothelial-cells_HPCA_3	1.0659052884217723	1.6813550002377382	0.6154497118159659
DC_HPCA_3	0.8633104849052152	1.4763571831294264	0.6130466982242112
Endothelial-cells_ENCODE_2	2.049820367014434	2.661905292473052	0.612084925458618
GMP_NOVERSHTERN_3	1.515613427742733	0.9072899796007741	0.608323448141959
DC_HPCA_2	1.1352177631998466	1.7371799959630818	0.6019622327632352
CD8+-Tem_BLUEPRINT_1	1.432835945169319	0.8339935663132712	0.5988423788560477
Erythrocytes_NOVERSHTERN_1	0.6075271269966263	1.206270313604879	0.5987431866082527
Macrophages-M1_FANTOM_2	1.6800929078874587	1.0848903898569973	0.5952025180304614
Tregs_BLUEPRINT_3	0.6301064240193901	1.2222205580722725	0.5921141340528824
CMP_HPCA_3	0.5083630752291034	1.0990184766295474	0.590655401400444
Chondrocytes_HPCA_2	1.8075569995928056	2.396816681601114	0.5892596820083085
CD4+-naive-T-cells_NOVERSHTERN_1	0.82568458190936	1.4134074504218013	0.5877228685124413
CMP_HPCA_1	2.40307948642971	1.8212919471340927	0.5817875392956171
Melanocytes_ENCODE_1	1.1333669405232898	0.5549590571560945	0.5784078833671953
ly-Endothelial-cells_HPCA_1	1.1615105911087709	1.730391210223472	0.5688806191147011
Erythrocytes_NOVERSHTERN_2	0.70506393786426	1.2730967796007735	0.5680328417365135
Endothelial-cells_BLUEPRINT_2	0.9516642001254013	1.5183661180346422	0.5667019179092408
CMP_HPCA_2	1.1162281820599638	0.5576107090911935	0.5586174729687703
Endothelial-cells_FANTOM_2	1.9576813016633416	2.513203025511585	0.5555217238482435
Adipocytes_ENCODE_1	2.1806024386532665	1.6275395945921496	0.5530628440611169
Osteoblast_FANTOM_1	3.30333305459618	2.750357098225905	0.552975956370275
Macrophages_IRIS_2	1.0569199211712546	0.5223391720692596	0.5345807491019949
cDC_HPCA_3	1.7284203749709557	1.2003461137201072	0.5280742612508484
naive-B-cells_HPCA_2	1.2699376425596727	0.74242845189376	0.5275091906659126
Sebocytes_FANTOM_3	14.044869159131634	14.57064453847121	0.5257753793395761
CD4+-naive-T-cells_FANTOM_3	0.5502791991664292	0.026272978708532714	0.5240062204578965
cDC_HPCA_2	0.7916706210797351	0.272038761771622	0.5196318593081131
Neutrophils_BLUEPRINT_3	3.4043023113182453	2.8847740054609163	0.519528305857329
CD4+-memory-T-cells_FANTOM_3	3.3249405295102012	2.8056373340956733	0.519303195414528
pro-B-cells_HPCA_2	1.499511806138819	2.018343857630566	0.5188320514917468
CD8+-T-cells_IRIS_3	0.717575888763723	1.2301245032337815	0.5125486144700585
pDC_FANTOM_2	1.228886767853998	1.738895789893013	0.510009022039015
Epithelial-cells_FANTOM_2	7.394901453443402	7.903518178952606	0.5086167255092038
GMP_HPCA_2	1.4082789863590184	0.9003430022815078	0.5079359840775106
DC_IRIS_3	0.9149969251188182	1.4208057643066545	0.5058088391878363
Osteoblast_FANTOM_2	2.09013074162262	1.5863516258935548	0.5037791157290652
Macrophages-M1_BLUEPRINT_1	0.7279451377592979	1.2303465869889232	0.5024014492296253
CD4+-T-cells_BLUEPRINT_3	0.7052080615532793	0.20407444169758732	0.5011336198556919
Erythrocytes_HPCA_1	0.698458019252476	1.198876921880173	0.500418902627697
MPP_BLUEPRINT_2	0.6494578975441837	1.1479873327987375	0.49852943525455384
CD8+-Tem_BLUEPRINT_2	0.7801520468002141	0.28176842130493074	0.49838362549528337
CD8+-Tem_NOVERSHTERN_1	1.0338985097086038	1.5320070104604455	0.49810850075184177
DC_FANTOM_1	0.5706332181797098	1.064729878519586	0.4940966603398762
pro-B-cells_NOVERSHTERN_1	0.452807442520653	0.9421016020575232	0.4892941595368702
Fibroblasts_HPCA_1	1.6999406452955987	2.189062873780691	0.48912222848509246
CD4+-Tcm_BLUEPRINT_2	0.8428046690393112	0.3539472137396821	0.4888574552996291
Tgd-cells_HPCA_3	1.4865703693886274	0.9977774256105802	0.48879294377804716
naive-B-cells_NOVERSHTERN_3	1.2560873348949735	1.743127089233575	0.4870397543386016
Eosinophils_FANTOM_1	1.589731493789335	1.103781062153736	0.4859504316355989
CD4+-Tem_NOVERSHTERN_2	0.47663594976353835	0.9607453891415412	0.4841094393780028
CD8+-Tem_HPCA_2	0.8308824005854655	1.3148472636072484	0.4839648630217829
CD8+-T-cells_NOVERSHTERN_3	2.03434289201774	1.5506060617073647	0.4837368303103755
MPP_BLUEPRINT_1	1.4886947682867202	1.0062258794354493	0.4824688888512709
Pericytes_ENCODE_1	1.0924079428440312	0.6141424000535312	0.47826554279050004
Platelets_HPCA_3	1.0961660728895801	1.5684494598682632	0.4722833869786831
Chondrocytes_HPCA_3	3.0725584566565973	2.6005821694010374	0.47197628725555996
DC_FANTOM_2	0.9463345407373249	1.4136219925957052	0.4672874518583803
HSC_FANTOM_3	1.0790216090426141	1.545736359068961	0.4667147500263469
CD4+-Tcm_NOVERSHTERN_1	1.1470571028904368	1.6111074195594628	0.46405031666902596
CD4+-Tcm_HPCA_2	1.673662968764101	1.213545075506618	0.460117893257483
CD8+-Tcm_BLUEPRINT_1	0.6360734355779444	1.0877561254052526	0.4516826898273082
ly-Endothelial-cells_FANTOM_1	0.8063108488824353	1.2558273788621732	0.4495165299797379
NK-cells_BLUEPRINT_2	0.6124882666525188	0.16483002739087044	0.4476582392616483
Macrophages_FANTOM_1	0.42350666056639236	0.8670249406475456	0.4435182800811533
mv-Endothelial-cells_ENCODE_2	1.754717825470857	2.195375586635722	0.440657761164865
DC_BLUEPRINT_2	0.4169713274233189	0.8527086184328748	0.43573729100955594
CMP_BLUEPRINT_3	1.6530380183500502	1.2196059562340622	0.43343206211598795
Macrophages-M1_BLUEPRINT_2	1.7562106434189764	1.3247557134578638	0.43145492996111257
GMP_NOVERSHTERN_1	1.0519890862147803	0.6224607930289114	0.4295282931858688
HSC_FANTOM_1	0.3313448901504043	0.7584500770186567	0.42710518686825244
Endothelial-cells_BLUEPRINT_1	1.53675801997648	1.9609061477563956	0.4241481277799155
Th2-cells_IRIS_3	0.8966770275872381	1.3190581956836909	0.42238116809645276
CD4+-naive-T-cells_HPCA_2	0.3694126358284275	0.7881149847316109	0.4187023489031834
B-cells_FANTOM_1	2.0043651990664224	1.5871364410139428	0.4172287580524796
Chondrocytes_FANTOM_1	4.04076590095352	3.631881239353114	0.40888466160040604
Endothelial-cells_HPCA_3	1.068178704810369	1.473834761050015	0.40565605623964607
Tregs_FANTOM_3	1.0514224722431413	0.6459954496291502	0.4054270226139911
Tregs_HPCA_3	0.7122261887245247	1.1176196409640486	0.40539345223952394
CD4+-T-cells_FANTOM_2	0.9380627260365012	1.3430316559741995	0.4049689299376983
NK-cells_FANTOM_1	1.0941922033742861	0.6892733206154408	0.40491888275884536
pDC_NOVERSHTERN_3	0.9368900719083331	1.3408485119015336	0.4039584399932006
Skeletal-muscle_ENCODE_1	1.634573127067603	1.2313906298583248	0.4031824972092781
Chondrocytes_ENCODE_3	2.4805428183686016	2.0780926342369654	0.40245018413163614
mv-Endothelial-cells_HPCA_2	1.1902124568400039	1.5876638901988462	0.39745143335884237
Hepatocytes_HPCA_2	7.109798479380543	7.507030526663793	0.39723204728325
Fibroblasts_ENCODE_1	4.723233432229548	4.327157983558159	0.39607544867138866
HSC_BLUEPRINT_2	1.3403135964490434	1.7352461813852984	0.39493258493625505
Macrophages-M1_BLUEPRINT_3	1.3032724726213314	1.6939974857534426	0.39072501313211117
MPP_FANTOM_3	3.4760216402472803	3.0878955850685985	0.3881260551786818
MEP_HPCA_2	0.4596475986577522	0.0719075950619292	0.38774000359582295
CLP_BLUEPRINT_2	0.35209921237003133	0.739095555528769	0.3869963431587377
pDC_FANTOM_1	0.6714775532250578	1.0556595100503745	0.38418195682531675
CD8+-T-cells_FANTOM_2	0.6159411304651639	0.9979058535564298	0.38196472309126595
aDC_IRIS_2	2.2116731781153174	1.8377354588885035	0.37393771922681385
Tregs_FANTOM_2	1.0937219886783232	1.4669061257723652	0.3731841370940421
Class-switched-memory-B-cells_BLUEPRINT_1	0.4449714373518998	0.8177734868445323	0.3728020494926325
MEP_BLUEPRINT_1	0.35431966891006766	0.7251208161672563	0.37080114725718866
naive-B-cells_BLUEPRINT_1	0.665712382699904	0.29578428522980177	0.3699280974701022
iDC_HPCA_2	0.5943752729524189	0.9607130566554598	0.36633778370304093
CD8+-T-cells_BLUEPRINT_2	0.7127019247650962	0.3547421433327326	0.3579597814323636
Preadipocytes_ENCODE_3	3.1956539653447016	3.5487102393515464	0.3530562740068448
Mast-cells_FANTOM_1	0.5302877516711638	0.8813637009349766	0.3510759492638128
MPP_NOVERSHTERN_3	0.5955398271286029	0.9421379539078242	0.3465981267792213
Macrophages_IRIS_1	0.9277450043647107	1.272539698063822	0.3447946936991112
MEP_BLUEPRINT_2	1.1645507044926182	1.5042636991900318	0.33971299469741356
Mesangial-cells_FANTOM_2	1.2161266258909784	0.8777673470506385	0.3383592788403399
Preadipocytes_ENCODE_2	1.1119904849124638	0.7790559027491258	0.33293458216333793
naive-B-cells_BLUEPRINT_3	1.3284914156521737	0.9970051782099167	0.3314862374422569
B-cells_HPCA_3	0.6144891437056715	0.9446857668265767	0.33019662312090514
CD4+-Tem_NOVERSHTERN_1	0.6884919941872764	1.0175114419672615	0.32901944777998515
DC_IRIS_2	0.9185754145486097	1.2452511293243562	0.32667571477574653
Eosinophils_BLUEPRINT_3	1.1136005130042774	0.7876552436844233	0.3259452693198541
Macrophages_HPCA_3	0.8757325568355178	0.5588761900995795	0.3168563667359383
Pericytes_FANTOM_3	0.4478405285651135	0.7642531823991794	0.31641265383406586
CD8+-naive-T-cells_HPCA_2	1.5346584784630999	1.2188765493415277	0.3157819291215722
Mast-cells_FANTOM_2	0.384850885768063	0.6933471637493882	0.30849627798132523
Class-switched-memory-B-cells_NOVERSHTERN_3	0.40217290756082136	0.7088259721828458	0.30665306462202446
Plasma-cells_BLUEPRINT_3	1.2582094110520716	0.9524869952942447	0.3057224157578269
NK-cells_BLUEPRINT_1	0.45388101889530175	0.7555170830199748	0.30163606412467303
pDC_NOVERSHTERN_2	0.839142657734449	0.5424166849901537	0.29672597274429524
CD4+-T-cells_HPCA_2	0.677854859841974	0.9729065299613164	0.2950516701193424
Erythrocytes_FANTOM_1	1.6879346017172907	1.3942983429419638	0.29363625877532695
Macrophages-M2_HPCA_2	1.6361880062059584	1.9201048178598719	0.28391681165391347
Memory-B-cells_BLUEPRINT_2	0.8613980505274821	1.1446495529791334	0.2832515024516513
Preadipocytes_FANTOM_1	0.47806058380013655	0.20203078866477733	0.2760297951353592
Memory-B-cells_HPCA_2	0.9833056159235761	0.7078452511745279	0.2754603647490482
CMP_BLUEPRINT_2	1.2544909757845202	0.9794598995656578	0.27503107621886236
MPP_FANTOM_1	3.6637645359130797	3.9345741092187296	0.2708095733056499
Neurons_ENCODE_3	5.05692800267023	4.786856347737085	0.27007165493314567
naive-B-cells_HPCA_3	0.7391607577393087	0.4712947940486227	0.267865963690686
Tregs_BLUEPRINT_2	0.5553941438405314	0.8219250716694917	0.26653092782896026
CD8+-Tem_NOVERSHTERN_2	1.096279009639696	0.8317470581297017	0.2645319515099942
Macrophages-M1_FANTOM_1	1.1447810938680172	0.8859274702565371	0.2588536236114801
Adipocytes_FANTOM_3	1.6829482129203528	1.9397347029949703	0.2567864900746175
CD4+-naive-T-cells_IRIS_1	0.35665341935104383	0.10556208864114543	0.2510913307098984
Melanocytes_ENCODE_2	0.5856135205097103	0.3349443230938558	0.25066919741585447
Keratinocytes_HPCA_1	9.617015230262647	9.867417902074388	0.2504026718117416
Plasma-cells_BLUEPRINT_1	0.4825418324321841	0.23240256883661295	0.25013926359557115
Megakaryocytes_NOVERSHTERN_1	1.0784192301410027	1.327597886724165	0.24917865658316218
HSC_NOVERSHTERN_3	0.5818943011992476	0.8301409358554956	0.24824663465624808
Class-switched-memory-B-cells_BLUEPRINT_2	0.7645008671715473	0.5228962785062452	0.2416045886653021
CD4+-Tcm_HPCA_1	1.2307446005578455	0.9910023842995652	0.2397422162582803
Erythrocytes_NOVERSHTERN_3	0.875777124203947	0.6394272546172377	0.23634986958670934
pro-B-cells_HPCA_3	1.5703407657376838	1.804694366523865	0.23435360078618128
