variable	pval	odds	full_feature	tailed
DC_HPCA_1	0.05836953838273757	5.867455621301775	vae_0_two	neg
MSC_FANTOM_2	0.05836953838273757	5.867455621301775	vae_0_two	neg
DC_HPCA_2	0.05836953838273757	5.867455621301775	vae_0_two	neg
B-cells_HPCA_1	0.05843833293062447	19.728682170542637	vae_1_two	pos
CD4+-Tcm_BLUEPRINT_1	0.05843833293062447	19.728682170542637	vae_1_two	pos
Fibroblasts_FANTOM_3	0.05843833293062447	19.728682170542637	vae_1_two	pos
Hepatocytes_HPCA_1	0.05850752703037742	32.879746835443036	vae_2_three	pos
Astrocytes_FANTOM_1	0.05850752703037742	32.879746835443036	vae_2_three	pos
Keratinocytes_FANTOM_3	0.05868878863854034	3.59733893557423	vae_0_three	pos
Memory-B-cells_BLUEPRINT_2	0.05868878863854034	3.59733893557423	vae_0_three	pos
Hepatocytes_FANTOM_3	0.05923223977646921	32.45625	vae_2_three	pos
Neurons_FANTOM_3	0.05923223977646921	32.45625	vae_2_three	pos
Eosinophils_FANTOM_3	0.05973168686963399	19.276515151515152	vae_1_two	pos
CD4+-Tem_NOVERSHTERN_1	0.05973168686963399	19.276515151515152	vae_1_two	pos
Erythrocytes_HPCA_2	0.0597574087962859	18.25	vae_1_three	pos
Mesangial-cells_ENCODE_2	0.0597574087962859	18.25	vae_1_three	pos
Erythrocytes_BLUEPRINT_2	0.0597574087962859	18.25	vae_1_three	pos
cDC_HPCA_2	0.0597574087962859	18.25	vae_1_three	pos
Erythrocytes_BLUEPRINT_3	0.0597574087962859	18.25	vae_1_three	pos
NKT_NOVERSHTERN_2	0.0597574087962859	18.25	vae_1_three	pos
ly-Endothelial-cells_HPCA_1	0.0597574087962859	18.25	vae_1_three	pos
pDC_FANTOM_1	0.0597574087962859	18.25	vae_1_three	pos
Tregs_HPCA_1	0.0597574087962859	18.25	vae_1_three	pos
Endothelial-cells_HPCA_1	0.0597574087962859	18.25	vae_1_three	pos
CD8+-T-cells_FANTOM_2	0.0597574087962859	18.25	vae_1_three	pos
Erythrocytes_HPCA_3	0.0597574087962859	18.25	vae_1_three	pos
MEP_NOVERSHTERN_2	0.0597574087962859	18.25	vae_1_three	pos
Class-switched-memory-B-cells_BLUEPRINT_1	0.0597574087962859	18.25	vae_1_three	pos
Monocytes_BLUEPRINT_3	0.0597574087962859	18.25	vae_1_three	pos
Erythrocytes_BLUEPRINT_1	0.0597574087962859	18.25	vae_1_three	pos
B-cells_FANTOM_2	0.0597574087962859	18.25	vae_1_three	pos
Chondrocytes_HPCA_2	0.0597574087962859	18.25	vae_1_three	pos
Adipocytes_ENCODE_1	0.0597574087962859	18.25	vae_1_three	pos
Neutrophils_HPCA_3	0.0597574087962859	18.25	vae_1_three	pos
Adipocytes_HPCA_2	0.0597574087962859	18.25	vae_1_three	pos
Memory-B-cells_IRIS_3	0.0597574087962859	18.25	vae_1_three	pos
Platelets_HPCA_3	0.0597574087962859	18.25	vae_1_three	pos
cDC_NOVERSHTERN_2	0.0597574087962859	18.25	vae_1_three	pos
CD4+-naive-T-cells_IRIS_2	0.0597574087962859	18.25	vae_1_three	pos
Melanocytes_ENCODE_3	0.0597574087962859	18.25	vae_1_three	pos
CD8+-Tem_HPCA_2	0.05995667349242909	32.04320987654321	vae_2_three	pos
Plasma-cells_IRIS_3	0.06008086573530822	3.7300463753966318	vae_1_three	neg
Th2-cells_IRIS_1	0.06024225694996316	6.025974025974026	vae_1_three	neg
NK-cells_IRIS_3	0.06024225694996316	6.025974025974026	vae_1_three	neg
aDC_HPCA_1	0.06024225694996316	6.025974025974026	vae_1_three	neg
DC_IRIS_1	0.06024225694996316	6.025974025974026	vae_1_three	neg
NK-cells_FANTOM_2	0.06024225694996316	6.025974025974026	vae_1_three	neg
B-cells_HPCA_3	0.06024225694996316	6.025974025974026	vae_1_three	neg
Monocytes_FANTOM_3	0.06031878571336078	31.84049079754601	vae_2_three	pos
Tgd-cells_HPCA_2	0.06068082817704931	31.640243902439025	vae_2_three	pos
Platelets_HPCA_2	0.06068082817704931	31.640243902439025	vae_2_three	pos
Epithelial-cells_FANTOM_2	0.061023517721242516	18.844444444444445	vae_1_two	pos
Basophils_FANTOM_1	0.061023517721242516	18.844444444444445	vae_1_two	pos
Neurons_ENCODE_2	0.06140470383095631	31.246987951807228	vae_2_three	pos
Hepatocytes_FANTOM_2	0.06140470383095631	31.246987951807228	vae_2_three	pos
mv-Endothelial-cells_ENCODE_1	0.06140470383095631	31.246987951807228	vae_2_three	pos
Macrophages_BLUEPRINT_3	0.062080262744319596	0.18979630687226348	vae_2_three	neg
MSC_HPCA_3	0.062080262744319596	0.18979630687226348	vae_2_three	neg
CD8+-Tem_HPCA_1	0.06212830045426241	30.863095238095237	vae_2_three	pos
CD4+-Tcm_BLUEPRINT_3	0.062132343334263575	0.18755174230450816	vae_2_three	neg
Eosinophils_BLUEPRINT_3	0.06231382698286476	18.431159420289855	vae_1_two	pos
Keratinocytes_HPCA_3	0.06231382698286476	18.431159420289855	vae_1_two	pos
naive-B-cells_NOVERSHTERN_1	0.06231382698286476	18.431159420289855	vae_1_two	pos
MPP_BLUEPRINT_1	0.06231382698286476	18.431159420289855	vae_1_two	pos
Mesangial-cells_FANTOM_3	0.06248999412972802	30.674556213017752	vae_2_three	pos
Macrophages-M1_FANTOM_2	0.06338326769339092	0.18112068652049015	vae_2_three	neg
Chondrocytes_ENCODE_3	0.06360261614653816	18.0354609929078	vae_1_two	pos
CD4+-naive-T-cells_IRIS_3	0.06360261614653816	18.0354609929078	vae_1_two	pos
Astrocytes_ENCODE_1	0.06360261614653816	18.0354609929078	vae_1_two	pos
Preadipocytes_ENCODE_3	0.06365993812895586	0.1915739268680445	vae_0_two	neg
CD4+-memory-T-cells_FANTOM_1	0.06379240014880672	0.18768939393939393	vae_0_three	neg
Sebocytes_FANTOM_2	0.06386967970941765	2.9305866547245856	vae_1_two	neg
CMP_HPCA_1	0.06393607125288081	29.942196531791907	vae_2_three	pos
aDC_IRIS_2	0.06393607125288081	29.942196531791907	vae_2_three	pos
CD4+-T-cells_FANTOM_2	0.06420931500419623	16.84294871794872	vae_1_three	pos
NK-cells_BLUEPRINT_1	0.06420931500419623	16.84294871794872	vae_1_three	pos
Eosinophils_NOVERSHTERN_2	0.06420931500419623	16.84294871794872	vae_1_three	pos
ly-Endothelial-cells_FANTOM_3	0.06420931500419623	16.84294871794872	vae_1_three	pos
pDC_NOVERSHTERN_3	0.06420931500419623	16.84294871794872	vae_1_three	pos
CD4+-memory-T-cells_IRIS_1	0.06420931500419623	16.84294871794872	vae_1_three	pos
Monocytes_NOVERSHTERN_3	0.06420931500419623	16.84294871794872	vae_1_three	pos
pro-B-cells_NOVERSHTERN_2	0.06420931500419623	16.84294871794872	vae_1_three	pos
Pericytes_FANTOM_2	0.06420931500419623	16.84294871794872	vae_1_three	pos
Adipocytes_ENCODE_3	0.06420931500419623	16.84294871794872	vae_1_three	pos
Smooth-muscle_ENCODE_1	0.06420931500419623	16.84294871794872	vae_1_three	pos
cDC_NOVERSHTERN_1	0.06420931500419623	16.84294871794872	vae_1_three	pos
Memory-B-cells_HPCA_3	0.06420931500419623	16.84294871794872	vae_1_three	pos
Preadipocytes_ENCODE_2	0.06420931500419623	16.84294871794872	vae_1_three	pos
NK-cells_IRIS_1	0.06420931500419623	16.84294871794872	vae_1_three	pos
Macrophages_BLUEPRINT_3	0.06445251419600077	0.17698209718670077	vae_1_two	neg
MSC_HPCA_3	0.06445251419600077	0.17698209718670077	vae_1_two	neg
Macrophages_HPCA_3	0.06454590202455804	0.18201682508467168	vae_1_three	neg
Plasma-cells_BLUEPRINT_3	0.0650198966398441	29.414772727272727	vae_2_three	pos
Monocytes_NOVERSHTERN_1	0.06511561016035891	0.17706888580674987	vae_2_three	neg
Neurons_ENCODE_3	0.06511561016035891	0.17706888580674987	vae_2_three	neg
mv-Endothelial-cells_FANTOM_3	0.06516409512562397	0.1803840877914952	vae_1_three	neg
Chondrocytes_FANTOM_2	0.06542973145666131	0.2862483311081442	vae_1_two	neg
Monocytes_FANTOM_2	0.06610309420684676	28.905027932960895	vae_2_three	pos
Neurons_FANTOM_2	0.06639093755229465	3.510152284263959	vae_1_three	pos
Hepatocytes_HPCA_1	0.06641940832294392	0.17907669396872672	vae_0_two	neg
CD8+-Tcm_BLUEPRINT_3	0.06675190334294787	5.231552162849873	vae_0_three	neg
CD8+-Tem_BLUEPRINT_2	0.06690314994155551	0.2871178408368491	vae_1_three	neg
Sebocytes_FANTOM_3	0.0671097529208767	2.4842767295597485	vae_1_two	neg
mv-Endothelial-cells_ENCODE_2	0.06718566395538109	28.412087912087912	vae_2_three	pos
NK-cells_HPCA_1	0.06745987797523334	16.94333333333333	vae_1_two	pos
Tgd-cells_HPCA_3	0.06754638102225988	28.25136612021858	vae_2_three	pos
Melanocytes_FANTOM_3	0.06756029342962355	0.28360738604263924	vae_0_two	neg
Memory-B-cells_BLUEPRINT_3	0.06762201028918059	3.3799385425812116	vae_0_three	pos
Hepatocytes_HPCA_2	0.06826760588371222	27.935135135135134	vae_2_three	pos
Adipocytes_ENCODE_2	0.06864098144201078	15.636904761904763	vae_1_three	pos
Monocytes_NOVERSHTERN_2	0.06864098144201078	15.636904761904763	vae_1_three	pos
cDC_HPCA_1	0.06864098144201078	15.636904761904763	vae_1_three	pos
MEP_BLUEPRINT_3	0.06864098144201078	15.636904761904763	vae_1_three	pos
Smooth-muscle_HPCA_2	0.06864098144201078	15.636904761904763	vae_1_three	pos
Adipocytes_HPCA_1	0.06864098144201078	15.636904761904763	vae_1_three	pos
ly-Endothelial-cells_HPCA_3	0.06864098144201078	15.636904761904763	vae_1_three	pos
Pericytes_FANTOM_1	0.06864098144201078	15.636904761904763	vae_1_three	pos
CMP_HPCA_3	0.06864098144201078	15.636904761904763	vae_1_three	pos
Class-switched-memory-B-cells_NOVERSHTERN_3	0.06864098144201078	15.636904761904763	vae_1_three	pos
MEP_BLUEPRINT_1	0.06864098144201078	15.636904761904763	vae_1_three	pos
DC_FANTOM_1	0.06864098144201078	15.636904761904763	vae_1_three	pos
Memory-B-cells_IRIS_1	0.06864098144201078	15.636904761904763	vae_1_three	pos
CMP_NOVERSHTERN_2	0.06864098144201078	15.636904761904763	vae_1_three	pos
GMP_HPCA_2	0.06864098144201078	15.636904761904763	vae_1_three	pos
Class-switched-memory-B-cells_NOVERSHTERN_2	0.06864098144201078	15.636904761904763	vae_1_three	pos
Endothelial-cells_ENCODE_1	0.06874260166453258	16.607843137254903	vae_1_two	pos
Astrocytes_ENCODE_2	0.06874260166453258	16.607843137254903	vae_1_two	pos
Myocytes_ENCODE_3	0.069348919992853	27.47340425531915	vae_2_three	pos
CD8+-T-cells_BLUEPRINT_2	0.07002381270690328	16.28525641025641	vae_1_two	pos
CD8+-T-cells_FANTOM_1	0.07002381270690328	16.28525641025641	vae_1_two	pos
MPP_FANTOM_1	0.07002381270690328	16.28525641025641	vae_1_two	pos
Smooth-muscle_FANTOM_1	0.07006944727884487	27.173684210526314	vae_2_three	pos
Chondrocytes_FANTOM_1	0.07042960628297908	27.026178010471206	vae_2_three	pos
Hepatocytes_FANTOM_1	0.07042960628297908	27.026178010471206	vae_2_three	pos
MEP_HPCA_1	0.07052789867649928	4.952477249747219	vae_0_two	pos
CD8+-Tcm_HPCA_3	0.07130351259168553	15.974842767295597	vae_1_two	pos
CD4+-Tem_HPCA_2	0.07130351259168553	15.974842767295597	vae_1_two	pos
Keratinocytes_HPCA_2	0.07130351259168553	15.974842767295597	vae_1_two	pos
Preadipocytes_FANTOM_3	0.07227427243170793	4.833099579242637	vae_0_three	pos
B-cells_NOVERSHTERN_3	0.072581702802707	15.675925925925926	vae_1_two	pos
Basophils_FANTOM_2	0.07258909540640722	26.17258883248731	vae_2_three	pos
Macrophages-M2_HPCA_2	0.07305249630831046	14.591666666666667	vae_1_three	pos
CMP_BLUEPRINT_3	0.07305249630831046	14.591666666666667	vae_1_three	pos
Tregs_BLUEPRINT_3	0.07305249630831046	14.591666666666667	vae_1_three	pos
Neutrophils_IRIS_2	0.07305249630831046	14.591666666666667	vae_1_three	pos
MPP_ENCODE_1	0.07305249630831046	14.591666666666667	vae_1_three	pos
Eosinophils_BLUEPRINT_2	0.07305249630831046	14.591666666666667	vae_1_three	pos
Eosinophils_NOVERSHTERN_3	0.07305249630831046	14.591666666666667	vae_1_three	pos
CD4+-Tem_NOVERSHTERN_3	0.07305249630831046	14.591666666666667	vae_1_three	pos
Erythrocytes_FANTOM_3	0.07305249630831046	14.591666666666667	vae_1_three	pos
CD4+-naive-T-cells_FANTOM_1	0.07305249630831046	14.591666666666667	vae_1_three	pos
Melanocytes_ENCODE_1	0.07305249630831046	14.591666666666667	vae_1_three	pos
Monocytes_HPCA_2	0.07305249630831046	14.591666666666667	vae_1_three	pos
CD4+-Tem_NOVERSHTERN_2	0.07305249630831046	14.591666666666667	vae_1_three	pos
pro-B-cells_NOVERSHTERN_3	0.07305249630831046	14.591666666666667	vae_1_three	pos
NK-cells_FANTOM_1	0.07305249630831046	14.591666666666667	vae_1_three	pos
CD4+-naive-T-cells_NOVERSHTERN_3	0.07305249630831046	14.591666666666667	vae_1_three	pos
CD4+-memory-T-cells_IRIS_2	0.07305249630831046	14.591666666666667	vae_1_three	pos
Tregs_FANTOM_2	0.07305249630831046	14.591666666666667	vae_1_three	pos
Erythrocytes_FANTOM_1	0.07309400503369128	5.271694214876033	vae_1_three	neg
Macrophages-M1_BLUEPRINT_2	0.07309400503369128	5.271694214876033	vae_1_three	neg
CD8+-T-cells_IRIS_2	0.07309400503369128	5.271694214876033	vae_1_three	neg
Preadipocytes_FANTOM_2	0.07309400503369128	5.271694214876033	vae_1_three	neg
Skeletal-muscle_FANTOM_1	0.07323152929646813	4.838709677419355	vae_1_three	pos
Neurons_FANTOM_2	0.07330836705253535	25.899497487437184	vae_2_three	pos
CD4+-memory-T-cells_FANTOM_1	0.07366789823910622	25.765	vae_2_three	pos
Melanocytes_FANTOM_3	0.07366789823910622	25.765	vae_2_three	pos
pro-B-cells_HPCA_1	0.07385838482333176	15.387878787878789	vae_1_two	pos
MEP_NOVERSHTERN_1	0.07385838482333176	15.387878787878789	vae_1_two	pos
Macrophages-M1_FANTOM_1	0.07385838482333176	15.387878787878789	vae_1_two	pos
CD4+-naive-T-cells_FANTOM_2	0.07385838482333176	15.387878787878789	vae_1_two	pos
CD8+-T-cells_IRIS_3	0.07389270335902202	4.903625954198473	vae_0_three	neg
GMP_HPCA_1	0.07470664650738615	3.2331932773109244	vae_0_three	pos
Smooth-muscle_ENCODE_3	0.07513356013907757	15.110119047619047	vae_1_two	pos
CD4+-Tcm_HPCA_1	0.07513356013907757	15.110119047619047	vae_1_two	pos
pDC_FANTOM_3	0.07555740609795004	4.74515503875969	vae_0_two	pos
Macrophages_FANTOM_3	0.07640723023137712	14.842105263157896	vae_1_two	pos
CD4+-Tcm_NOVERSHTERN_3	0.07640723023137712	14.842105263157896	vae_1_two	pos
Plasma-cells_BLUEPRINT_3	0.07709766382564048	0.43485812490858566	vae_1_two	neg
Class-switched-memory-B-cells_NOVERSHTERN_1	0.07744394743476908	13.677083333333334	vae_1_three	pos
Adipocytes_HPCA_3	0.07744394743476908	13.677083333333334	vae_1_three	pos
Osteoblast_HPCA_2	0.07744394743476908	13.677083333333334	vae_1_three	pos
Mesangial-cells_ENCODE_1	0.07744394743476908	13.677083333333334	vae_1_three	pos
CD8+-Tcm_BLUEPRINT_3	0.07744394743476908	13.677083333333334	vae_1_three	pos
Th2-cells_IRIS_3	0.07744394743476908	13.677083333333334	vae_1_three	pos
Eosinophils_NOVERSHTERN_1	0.07744394743476908	13.677083333333334	vae_1_three	pos
Chondrocytes_HPCA_1	0.07744394743476908	13.677083333333334	vae_1_three	pos
HSC_FANTOM_1	0.07744394743476908	13.677083333333334	vae_1_three	pos
B-cells_FANTOM_1	0.07744394743476908	13.677083333333334	vae_1_three	pos
Myocytes_ENCODE_2	0.07744394743476908	13.677083333333334	vae_1_three	pos
MPP_FANTOM_2	0.07767939658218996	14.583333333333334	vae_1_two	pos
aDC_IRIS_3	0.0786649668406305	4.635589421783953	vae_1_three	pos
mv-Endothelial-cells_FANTOM_2	0.07895006066744215	14.333333333333334	vae_1_two	pos
GMP_BLUEPRINT_3	0.07895006066744215	14.333333333333334	vae_1_two	pos
Eosinophils_FANTOM_2	0.08007390355909741	4.53842775581906	vae_0_three	pos
pro-B-cells_NOVERSHTERN_1	0.08021922396978294	14.091666666666667	vae_1_two	pos
Neutrophils_FANTOM_2	0.08021922396978294	14.091666666666667	vae_1_two	pos
Memory-B-cells_HPCA_1	0.08126560527904045	4.6142792995060615	vae_0_three	neg
MSC_FANTOM_3	0.08126560527904045	4.6142792995060615	vae_0_three	neg
Osteoblast_HPCA_3	0.08148688796520415	13.857923497267759	vae_1_two	pos
Fibroblasts_HPCA_2	0.08148688796520415	13.857923497267759	vae_1_two	pos
MPP_BLUEPRINT_3	0.08148688796520415	13.857923497267759	vae_1_two	pos
Neutrophils_IRIS_3	0.08181542228557542	12.870098039215685	vae_1_three	pos
Fibroblasts_FANTOM_2	0.08181542228557542	12.870098039215685	vae_1_three	pos
Macrophages_IRIS_3	0.08181542228557542	12.870098039215685	vae_1_three	pos
Erythrocytes_FANTOM_2	0.08181542228557542	12.870098039215685	vae_1_three	pos
Monocytes_BLUEPRINT_2	0.08181542228557542	12.870098039215685	vae_1_three	pos
Macrophages_FANTOM_1	0.08181542228557542	12.870098039215685	vae_1_three	pos
mv-Endothelial-cells_HPCA_1	0.08181542228557542	12.870098039215685	vae_1_three	pos
Plasma-cells_HPCA_3	0.08181542228557542	12.870098039215685	vae_1_three	pos
CD8+-T-cells_IRIS_3	0.08181542228557542	12.870098039215685	vae_1_three	pos
CLP_BLUEPRINT_2	0.08181542228557542	12.870098039215685	vae_1_three	pos
CD4+-naive-T-cells_IRIS_1	0.08181542228557542	12.870098039215685	vae_1_three	pos
Epithelial-cells_FANTOM_1	0.08181542228557542	12.870098039215685	vae_1_three	pos
Myocytes_FANTOM_1	0.08181542228557542	12.870098039215685	vae_1_three	pos
DC_IRIS_3	0.08181542228557542	12.870098039215685	vae_1_three	pos
Th1-cells_IRIS_3	0.08181542228557542	12.870098039215685	vae_1_three	pos
Erythrocytes_NOVERSHTERN_1	0.08210881112315126	3.0985092667203866	vae_0_three	pos
CD8+-T-cells_NOVERSHTERN_1	0.08246976575607722	3.1505102040816326	vae_0_two	neg
CD8+-naive-T-cells_HPCA_1	0.08275305413054543	13.631720430107526	vae_1_two	pos
CD8+-Tcm_BLUEPRINT_2	0.08303706542688208	3.10748987854251	vae_0_three	neg
Keratinocytes_FANTOM_2	0.08401772394054106	13.412698412698413	vae_1_two	pos
DC_FANTOM_2	0.08401772394054106	13.412698412698413	vae_1_two	pos
Plasma-cells_HPCA_1	0.08456911614476867	3.1686721991701243	vae_1_three	neg
B-cells_NOVERSHTERN_1	0.08528089886671143	13.200520833333334	vae_1_two	pos
CD8+-Tem_BLUEPRINT_3	0.08528089886671143	13.200520833333334	vae_1_two	pos
Neutrophils_FANTOM_3	0.08581427554942865	2.5646464646464646	vae_1_three	neg
Eosinophils_BLUEPRINT_1	0.08616700796164045	12.152777777777779	vae_1_three	pos
Memory-B-cells_HPCA_1	0.08616700796164045	12.152777777777779	vae_1_three	pos
Keratinocytes_HPCA_1	0.08616700796164045	12.152777777777779	vae_1_three	pos
CMP_BLUEPRINT_1	0.08616700796164045	12.152777777777779	vae_1_three	pos
Keratinocytes_ENCODE_2	0.08616700796164045	12.152777777777779	vae_1_three	pos
MSC_FANTOM_3	0.08616700796164045	12.152777777777779	vae_1_three	pos
naive-B-cells_BLUEPRINT_2	0.08616700796164045	12.152777777777779	vae_1_three	pos
Monocytes_IRIS_1	0.08616700796164045	12.152777777777779	vae_1_three	pos
Keratinocytes_FANTOM_3	0.08654258038481484	12.994871794871795	vae_1_two	pos
Memory-B-cells_BLUEPRINT_2	0.08654258038481484	12.994871794871795	vae_1_two	pos
CD8+-T-cells_IRIS_1	0.08672719710742806	4.6850321395775945	vae_1_three	neg
aDC_HPCA_3	0.08672719710742806	4.6850321395775945	vae_1_three	neg
Macrophages-M1_BLUEPRINT_1	0.08672719710742806	4.6850321395775945	vae_1_three	neg
Monocytes_IRIS_2	0.08672719710742806	4.6850321395775945	vae_1_three	neg
Monocytes_BLUEPRINT_1	0.08672719710742806	4.6850321395775945	vae_1_three	neg
Myocytes_ENCODE_1	0.08672719710742806	4.6850321395775945	vae_1_three	neg
aDC_HPCA_2	0.08672719710742806	4.6850321395775945	vae_1_three	neg
iDC_HPCA_2	0.08672719710742806	4.6850321395775945	vae_1_three	neg
CMP_NOVERSHTERN_2	0.08705921212450478	4.510696404187528	vae_0_two	neg
DC_FANTOM_1	0.08705921212450478	4.510696404187528	vae_0_two	neg
Smooth-muscle_FANTOM_3	0.08780276996840307	12.795454545454545	vae_1_two	pos
NK-cells_BLUEPRINT_2	0.08812282466753871	4.277432712215321	vae_0_three	pos
Platelets_HPCA_1	0.08822789603427757	0.3713355048859935	vae_2_three	neg
MSC_HPCA_2	0.08885462102557456	4.357082273112807	vae_0_three	neg
Plasma-cells_IRIS_3	0.08885462102557456	4.357082273112807	vae_0_three	neg
Tgd-cells_HPCA_2	0.0889821129849937	0.38028277239895497	vae_1_three	neg
naive-B-cells_NOVERSHTERN_3	0.08906146908287786	12.601990049751244	vae_1_two	pos
CD4+-T-cells_BLUEPRINT_2	0.08906146908287786	12.601990049751244	vae_1_two	pos
Erythrocytes_NOVERSHTERN_1	0.08912836710265731	0.20099378881987578	vae_1_two	neg
Macrophages_IRIS_2	0.08927083486822006	0.20445700708696898	vae_2_three	neg
Monocytes_FANTOM_1	0.08962592344835439	0.20186084142394822	vae_2_three	neg
B-cells_NOVERSHTERN_2	0.08980512515015805	0.19830827067669174	vae_1_two	neg
CD4+-T-cells_FANTOM_3	0.08980512515015805	0.19830827067669174	vae_1_two	neg
Chondrocytes_FANTOM_1	0.09010736919513071	0.48264984227129337	vae_1_two	neg
Mast-cells_FANTOM_3	0.09031867919967236	12.41421568627451	vae_1_two	pos
Epithelial-cells_HPCA_3	0.09049879120154221	11.510964912280702	vae_1_three	pos
MSC_HPCA_2	0.09049879120154221	11.510964912280702	vae_1_three	pos
CD4+-naive-T-cells_HPCA_2	0.09049879120154221	11.510964912280702	vae_1_three	pos
NK-cells_IRIS_2	0.09049879120154221	11.510964912280702	vae_1_three	pos
CD4+-Tcm_NOVERSHTERN_2	0.09049879120154221	11.510964912280702	vae_1_three	pos
Plasma-cells_IRIS_3	0.09049879120154221	11.510964912280702	vae_1_three	pos
CMP_BLUEPRINT_2	0.09049879120154221	11.510964912280702	vae_1_three	pos
aDC_IRIS_1	0.09049879120154221	11.510964912280702	vae_1_three	pos
Monocytes_HPCA_1	0.09049879120154221	11.510964912280702	vae_1_three	pos
Memory-B-cells_IRIS_2	0.09049879120154221	11.510964912280702	vae_1_three	pos
mv-Endothelial-cells_FANTOM_1	0.09061393013373917	0.20621399176954733	vae_1_three	neg
Macrophages_HPCA_2	0.090753323627627	0.19569250625151247	vae_1_two	neg
Skeletal-muscle_FANTOM_3	0.090753323627627	0.19569250625151247	vae_1_two	neg
aDC_IRIS_3	0.09083036168811306	0.3103702990011883	vae_1_two	neg
Mast-cells_FANTOM_2	0.09101908239128498	0.307139678301227	vae_1_two	neg
Macrophages-M1_FANTOM_3	0.09105798854547278	0.19685847343910332	vae_2_three	neg
HSC_FANTOM_2	0.09110979747621986	4.696660482374768	vae_2_three	neg
CD8+-naive-T-cells_HPCA_2	0.09129013227787718	4.2153316106804475	vae_0_two	pos
CD4+-Tem_HPCA_1	0.09131537652115222	0.20742808072133964	vae_0_two	neg
Monocytes_FANTOM_2	0.0914122289995345	0.2105975960724564	vae_0_three	neg
mv-Endothelial-cells_ENCODE_2	0.0914135767202495	0.207001332001332	vae_0_three	neg
Endothelial-cells_HPCA_3	0.0915744017878851	12.231884057971014	vae_1_two	pos
Fibroblasts_ENCODE_2	0.0915744017878851	12.231884057971014	vae_1_two	pos
Macrophages_BLUEPRINT_1	0.0915744017878851	12.231884057971014	vae_1_two	pos
Memory-B-cells_BLUEPRINT_3	0.0915744017878851	12.231884057971014	vae_1_two	pos
Chondrocytes_FANTOM_2	0.09163104153440978	0.3070500927643785	vae_2_three	neg
CD4+-memory-T-cells_FANTOM_3	0.09163151123908977	0.20435886584849766	vae_0_two	neg
Hepatocytes_HPCA_2	0.0918343239030674	0.2035217035217035	vae_0_three	neg
NK-cells_HPCA_2	0.09223496129009198	4.15780998389694	vae_0_three	pos
Endothelial-cells_BLUEPRINT_3	0.09227001875801974	0.2013767209011264	vae_0_two	neg
Platelets_HPCA_1	0.09252805644036392	0.31417576178159107	vae_1_three	neg
naive-B-cells_NOVERSHTERN_2	0.09265280514326563	2.4887254901960785	vae_1_three	neg
Memory-B-cells_HPCA_2	0.09265280514326563	2.4887254901960785	vae_1_three	neg
Keratinocytes_ENCODE_2	0.09266673526534366	3.086726384364821	vae_2_three	neg
MSC_FANTOM_3	0.09266673526534366	3.086726384364821	vae_2_three	neg
Smooth-muscle_HPCA_3	0.09322630308222016	0.19847799259563964	vae_0_two	neg
CD8+-Tem_BLUEPRINT_2	0.09382218552977944	0.19705882352941176	vae_0_two	neg
Hepatocytes_FANTOM_1	0.09390712371760492	0.19689036966523876	vae_0_three	neg
Mesangial-cells_ENCODE_3	0.0940813902446813	11.88262910798122	vae_1_two	pos
GMP_BLUEPRINT_1	0.0940813902446813	11.88262910798122	vae_1_two	pos
Chondrocytes_FANTOM_2	0.09423033897340244	0.1943085643295287	vae_1_three	neg
CD8+-Tem_NOVERSHTERN_2	0.09481085837791482	10.933333333333334	vae_1_three	pos
Class-switched-memory-B-cells_BLUEPRINT_3	0.09481085837791482	10.933333333333334	vae_1_three	pos
HSC_BLUEPRINT_3	0.09481085837791482	10.933333333333334	vae_1_three	pos
Chondrocytes_ENCODE_1	0.09481085837791482	10.933333333333334	vae_1_three	pos
CMP_NOVERSHTERN_3	0.09481085837791482	10.933333333333334	vae_1_three	pos
mv-Endothelial-cells_HPCA_3	0.09481085837791482	10.933333333333334	vae_1_three	pos
HSC_BLUEPRINT_2	0.09481085837791482	10.933333333333334	vae_1_three	pos
cDC_NOVERSHTERN_3	0.09481085837791482	10.933333333333334	vae_1_three	pos
Smooth-muscle_FANTOM_1	0.0950573654957078	0.2992392223161454	vae_0_two	neg
GMP_HPCA_1	0.09533265904245704	11.715277777777779	vae_1_two	pos
Neurons_FANTOM_1	0.09534646403620889	0.19245413637937003	vae_1_three	neg
Hepatocytes_HPCA_3	0.09607397624667766	0.1929171668667467	vae_0_two	neg
Eosinophils_FANTOM_1	0.09640255051816161	4.044653349001175	vae_0_three	pos
CMP_NOVERSHTERN_3	0.09664440919738021	4.126958617918843	vae_0_three	neg
CD8+-naive-T-cells_HPCA_3	0.09673178875213463	4.063953488372093	vae_0_two	pos
CD4+-naive-T-cells_FANTOM_1	0.09739181399217911	4.187658495350803	vae_0_two	neg
CD4+-naive-T-cells_NOVERSHTERN_3	0.09739181399217911	4.187658495350803	vae_0_two	neg
Erythrocytes_NOVERSHTERN_1	0.09907758127460685	11.24	vae_1_two	pos
Macrophages-M2_HPCA_1	0.09907758127460685	11.24	vae_1_two	pos
Platelets_HPCA_2	0.09910282151441421	0.46865172955974843	vae_1_two	neg
Tregs_FANTOM_3	0.09910329550567924	10.410714285714286	vae_1_three	pos
Epithelial-cells_ENCODE_2	0.09910329550567924	10.410714285714286	vae_1_three	pos
CD4+-Tem_BLUEPRINT_3	0.09910329550567924	10.410714285714286	vae_1_three	pos
