	loss	val_loss	num_components	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2884.520539584758	2810.9245292707337	100	0.0015	50	100	1.0	9716	1	100
1	2769.8801011462706	2767.720084137488	100	0.0015	50	100	1.0	9716	1	100
2	2747.04127351199	2743.635169413988	100	0.0015	50	100	1.0	9716	1	100
3	2735.27675929607	2736.008501508724	100	0.0015	50	100	1.0	9716	1	100
4	2726.6770004747423	2730.663514467316	100	0.0015	50	100	1.0	9716	1	100
5	2720.1935163429234	2721.9251109135994	100	0.0015	50	100	1.0	9716	1	100
6	2715.62013119323	2716.0214685035253	100	0.0015	50	100	1.0	9716	1	100
7	2711.055447258985	2712.9009974755018	100	0.0015	50	100	1.0	9716	1	100
8	2708.2546528332246	2712.3568243606596	100	0.0015	50	100	1.0	9716	1	100
9	2704.875826519632	2707.545941383843	100	0.0015	50	100	1.0	9716	1	100
10	2702.7010995120613	2702.509354833891	100	0.0015	50	100	1.0	9716	1	100
11	2700.1669565506977	2701.4359553320687	100	0.0015	50	100	1.0	9716	1	100
12	2697.6058779766845	2698.131156731746	100	0.0015	50	100	1.0	9716	1	100
13	2696.248053722246	2697.766338749552	100	0.0015	50	100	1.0	9716	1	100
14	2694.5113031948003	2696.9118087505976	100	0.0015	50	100	1.0	9716	1	100
15	2693.8241435081054	2695.45379066832	100	0.0015	50	100	1.0	9716	1	100
16	2692.446675439095	2693.0857685154756	100	0.0015	50	100	1.0	9716	1	100
17	2690.1410900421124	2694.311816592973	100	0.0015	50	100	1.0	9716	1	100
18	2689.529876867846	2692.53519032699	100	0.0015	50	100	1.0	9716	1	100
19	2688.4946626237484	2689.302672756334	100	0.0015	50	100	1.0	9716	1	100
20	2687.861293888771	2693.3685048323973	100	0.0015	50	100	1.0	9716	1	100
21	2686.8773258071037	2701.3898883768525	100	0.0015	50	100	1.0	9716	1	100
22	2685.922427240751	2687.442959320477	100	0.0015	50	100	1.0	9716	1	100
23	2685.353756523558	2694.767945502958	100	0.0015	50	100	1.0	9716	1	100
24	2685.055421192765	2687.7962298712355	100	0.0015	50	100	1.0	9716	1	100
25	2684.363790176734	2688.204409189024	100	0.0015	50	100	1.0	9716	1	100
26	2683.890059090694	2687.7390939628644	100	0.0015	50	100	1.0	9716	1	100
27	2682.977745776702	2685.950689195447	100	0.0015	50	100	1.0	9716	1	100
28	2682.776687114687	2683.2480212005557	100	0.0015	50	100	1.0	9716	1	100
29	2682.0084648039115	2682.9740636763563	100	0.0015	50	100	1.0	9716	1	100
30	2681.6953681857453	2680.6036505325346	100	0.0015	50	100	1.0	9716	1	100
31	2681.2409463848203	2689.1167776425073	100	0.0015	50	100	1.0	9716	1	100
32	2681.4500033821246	2682.2914348186546	100	0.0015	50	100	1.0	9716	1	100
33	2680.005123555439	2686.076518713402	100	0.0015	50	100	1.0	9716	1	100
34	2680.6924423109162	2682.7868493629003	100	0.0015	50	100	1.0	9716	1	100
35	2680.3836536219023	2682.2125003734463	100	0.0015	50	100	1.0	9716	1	100
36	2679.8141090768336	2687.5185178096617	100	0.0015	50	100	1.0	9716	1	100
37	2679.358885084748	2683.752929220692	100	0.0015	50	100	1.0	9716	1	100
38	2679.26624623194	2681.373838581501	100	0.0015	50	100	1.0	9716	1	100
39	2678.699446083749	2680.147532825944	100	0.0015	50	100	1.0	9716	1	100
40	2678.729656391717	2680.321783412255	100	0.0015	50	100	1.0	9716	1	100
41	2678.5026892817364	2682.829282217226	100	0.0015	50	100	1.0	9716	1	100
42	2678.500055659809	2679.8432640527903	100	0.0015	50	100	1.0	9716	1	100
43	2678.2376828162764	2679.0197744570087	100	0.0015	50	100	1.0	9716	1	100
44	2677.2422921279913	2678.753616828991	100	0.0015	50	100	1.0	9716	1	100
45	2677.6626878116535	2678.957562477593	100	0.0015	50	100	1.0	9716	1	100
46	2676.8848608120916	2676.537138317101	100	0.0015	50	100	1.0	9716	1	100
47	2677.185489088395	2679.953325727474	100	0.0015	50	100	1.0	9716	1	100
48	2677.0575868417513	2677.539027489394	100	0.0015	50	100	1.0	9716	1	100
49	2676.2455380337533	2680.668878558945	100	0.0015	50	100	1.0	9716	1	100
50	2676.95143035853	2683.248944080127	100	0.0015	50	100	1.0	9716	1	100
51	2676.7849369047044	2678.7549448979744	100	0.0015	50	100	1.0	9716	1	100
52	2676.4354562527387	2681.0554105857136	100	0.0015	50	100	1.0	9716	1	100
53	2677.2268338999256	2676.497897963223	100	0.0015	50	100	1.0	9716	1	100
54	2676.043674950036	2676.858220583622	100	0.0015	50	100	1.0	9716	1	100
55	2676.702305379487	2677.8451275506395	100	0.0015	50	100	1.0	9716	1	100
56	2675.592658746132	2684.0037718092735	100	0.0015	50	100	1.0	9716	1	100
57	2675.9582476217233	2678.899820652336	100	0.0015	50	100	1.0	9716	1	100
