	loss	val_loss	num_components	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer	dataset
51	1903.1943505848474	1900.3465668184674	5	0.0005	50	100	0.5	5433	1	100	TCGA
52	1902.0868461533096	1895.8978069056218	5	0.0005	50	100	0.5	5433	1	100	TCGA
53	1900.795860395273	1895.8593565974404	5	0.0005	50	100	0.5	5433	1	100	TCGA
54	1899.8334645508576	1893.5561425290516	5	0.0005	50	100	0.5	5433	1	100	TCGA
55	1899.083829862516	1893.8430899615264	5	0.0005	50	100	0.5	5433	1	100	TCGA
56	1898.383823316855	1893.198728628494	5	0.0005	50	100	0.5	5433	1	100	TCGA
57	1897.4874709178619	1891.907440645611	5	0.0005	50	100	0.5	5433	1	100	TCGA
58	1896.9459681697742	1892.5546899536746	5	0.0005	50	100	0.5	5433	1	100	TCGA
59	1896.3087268296676	1891.942760678392	5	0.0005	50	100	0.5	5433	1	100	TCGA
60	1895.1860147180907	1890.0263236347755	5	0.0005	50	100	0.5	5433	1	100	TCGA
61	1894.9634132423575	1890.3160136620604	5	0.0005	50	100	0.5	5433	1	100	TCGA
62	1894.353572824595	1889.794298028227	5	0.0005	50	100	0.5	5433	1	100	TCGA
63	1893.7689998987357	1889.3386150724325	5	0.0005	50	100	0.5	5433	1	100	TCGA
64	1893.108737724569	1887.4781880594378	5	0.0005	50	100	0.5	5433	1	100	TCGA
65	1892.4351885123156	1887.6244289072315	5	0.0005	50	100	0.5	5433	1	100	TCGA
66	1892.1528399612557	1886.8127373930197	5	0.0005	50	100	0.5	5433	1	100	TCGA
67	1891.4201004636357	1886.96603930296	5	0.0005	50	100	0.5	5433	1	100	TCGA
68	1890.935004650635	1886.8148751570352	5	0.0005	50	100	0.5	5433	1	100	TCGA
69	1890.5746802981378	1886.657734473147	5	0.0005	50	100	0.5	5433	1	100	TCGA
70	1890.1995201719726	1885.681594618601	5	0.0005	50	100	0.5	5433	1	100	TCGA
71	1889.8483993814705	1884.6614235729428	5	0.0005	50	100	0.5	5433	1	100	TCGA
72	1889.4304243910192	1884.745147245014	5	0.0005	50	100	0.5	5433	1	100	TCGA
73	1889.0776240470914	1884.390280872134	5	0.0005	50	100	0.5	5433	1	100	TCGA
74	1888.8713177249745	1884.6713732235396	5	0.0005	50	100	0.5	5433	1	100	TCGA
75	1888.1932683025623	1883.296456035058	5	0.0005	50	100	0.5	5433	1	100	TCGA
76	1888.2303024651362	1883.646734036393	5	0.0005	50	100	0.5	5433	1	100	TCGA
77	1887.5427025906647	1883.5176695243797	5	0.0005	50	100	0.5	5433	1	100	TCGA
78	1887.4558703080527	1883.2935858491678	5	0.0005	50	100	0.5	5433	1	100	TCGA
79	1887.2784345481848	1883.150319468436	5	0.0005	50	100	0.5	5433	1	100	TCGA
80	1887.099933374326	1883.0232964137092	5	0.0005	50	100	0.5	5433	1	100	TCGA
81	1886.7613854853753	1882.321278634383	5	0.0005	50	100	0.5	5433	1	100	TCGA
82	1886.6125127888374	1882.076508641842	5	0.0005	50	100	0.5	5433	1	100	TCGA
83	1886.1168939535314	1882.0717491264918	5	0.0005	50	100	0.5	5433	1	100	TCGA
84	1886.098173921323	1881.5797916584877	5	0.0005	50	100	0.5	5433	1	100	TCGA
85	1885.8491139131434	1881.4278227072864	5	0.0005	50	100	0.5	5433	1	100	TCGA
86	1885.7222798063574	1880.9997834632145	5	0.0005	50	100	0.5	5433	1	100	TCGA
87	1885.3417735073713	1881.688758121663	5	0.0005	50	100	0.5	5433	1	100	TCGA
88	1885.2587371223246	1881.0014746584484	5	0.0005	50	100	0.5	5433	1	100	TCGA
89	1884.9429533641537	1880.6616235474246	5	0.0005	50	100	0.5	5433	1	100	TCGA
90	1884.80351655698	1880.531547508048	5	0.0005	50	100	0.5	5433	1	100	TCGA
91	1884.5526417628878	1880.612721812186	5	0.0005	50	100	0.5	5433	1	100	TCGA
92	1884.3234743513638	1880.2499024664337	5	0.0005	50	100	0.5	5433	1	100	TCGA
93	1884.0392554362234	1880.664746461801	5	0.0005	50	100	0.5	5433	1	100	TCGA
94	1884.1859044337834	1880.156280057514	5	0.0005	50	100	0.5	5433	1	100	TCGA
95	1883.7764499484194	1879.5092086408606	5	0.0005	50	100	0.5	5433	1	100	TCGA
96	1883.7802769937398	1879.901615008637	5	0.0005	50	100	0.5	5433	1	100	TCGA
97	1883.602368213114	1879.3507362250707	5	0.0005	50	100	0.5	5433	1	100	TCGA
98	1883.3525489273181	1879.3063774683967	5	0.0005	50	100	0.5	5433	1	100	TCGA
99	1883.2953206643633	1879.3341187136857	5	0.0005	50	100	0.5	5433	1	100	TCGA
