	loss	val_loss	num_components	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer	dataset
81	1886.4349267267464	1885.766457409116	5	0.0005	50	100	0.0	3855	1	100	TCGA
82	1886.2102356399857	1885.1536030985003	5	0.0005	50	100	0.0	3855	1	100	TCGA
83	1886.1902295297937	1885.4237330451083	5	0.0005	50	100	0.0	3855	1	100	TCGA
84	1885.6967147348555	1884.6559935910018	5	0.0005	50	100	0.0	3855	1	100	TCGA
85	1885.412071741536	1884.855518436911	5	0.0005	50	100	0.0	3855	1	100	TCGA
86	1885.2552211730392	1884.5801124764448	5	0.0005	50	100	0.0	3855	1	100	TCGA
87	1884.9583353680657	1884.3050524841	5	0.0005	50	100	0.0	3855	1	100	TCGA
88	1885.0540422400616	1884.2575088577653	5	0.0005	50	100	0.0	3855	1	100	TCGA
89	1884.6145703664567	1884.0885684526147	5	0.0005	50	100	0.0	3855	1	100	TCGA
90	1884.3954544007772	1883.986103613772	5	0.0005	50	100	0.0	3855	1	100	TCGA
91	1884.1167645254816	1883.548061965099	5	0.0005	50	100	0.0	3855	1	100	TCGA
92	1883.7317644611694	1883.4429201672424	5	0.0005	50	100	0.0	3855	1	100	TCGA
93	1883.8951185064425	1883.1083242138427	5	0.0005	50	100	0.0	3855	1	100	TCGA
94	1883.7026220714026	1883.4703583837154	5	0.0005	50	100	0.0	3855	1	100	TCGA
95	1883.259457744569	1882.6720093386857	5	0.0005	50	100	0.0	3855	1	100	TCGA
96	1883.1199100399433	1882.5177412943624	5	0.0005	50	100	0.0	3855	1	100	TCGA
97	1882.907328835049	1882.604064634697	5	0.0005	50	100	0.0	3855	1	100	TCGA
98	1883.0905440158378	1882.132992231666	5	0.0005	50	100	0.0	3855	1	100	TCGA
99	1882.5498356036223	1881.9157512415593	5	0.0005	50	100	0.0	3855	1	100	TCGA
