	loss	val_loss	num_components	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer	dataset
0	5068.573537369021	4515.682131359925	5	0.0005	50	100	0.0	3855	1	100	TCGA
1	4143.491350734509	3907.342880172346	5	0.0005	50	100	0.0	3855	1	100	TCGA
2	3376.398685046985	3274.9303426311244	5	0.0005	50	100	0.0	3855	1	100	TCGA
3	2864.020657147317	2654.846384019708	5	0.0005	50	100	0.0	3855	1	100	TCGA
4	2531.1347697943843	2478.5994216688914	5	0.0005	50	100	0.0	3855	1	100	TCGA
5	2337.657776294482	2207.5331098853644	5	0.0005	50	100	0.0	3855	1	100	TCGA
6	2242.2328941327332	2259.9265590648556	5	0.0005	50	100	0.0	3855	1	100	TCGA
7	2178.352307075767	2146.721532467023	5	0.0005	50	100	0.0	3855	1	100	TCGA
8	2134.8446771566564	2091.5358984865734	5	0.0005	50	100	0.0	3855	1	100	TCGA
9	2098.4987635731177	2115.7866112790516	5	0.0005	50	100	0.0	3855	1	100	TCGA
10	2081.83326203595	2077.7387830264606	5	0.0005	50	100	0.0	3855	1	100	TCGA
11	2068.8669393398704	2045.4618042605607	5	0.0005	50	100	0.0	3855	1	100	TCGA
12	2051.4489019857824	2057.686271935851	5	0.0005	50	100	0.0	3855	1	100	TCGA
13	2041.3920985776567	2036.939417546718	5	0.0005	50	100	0.0	3855	1	100	TCGA
14	2030.1746131683224	2044.058399296286	5	0.0005	50	100	0.0	3855	1	100	TCGA
15	2026.4274579420835	2024.3549436636306	5	0.0005	50	100	0.0	3855	1	100	TCGA
16	2015.8492344437811	2015.075449881242	5	0.0005	50	100	0.0	3855	1	100	TCGA
17	2007.9094042074921	2005.7718456785883	5	0.0005	50	100	0.0	3855	1	100	TCGA
18	2002.5224731050175	2011.8676622860396	5	0.0005	50	100	0.0	3855	1	100	TCGA
19	1997.2490587273883	2000.2603489861417	5	0.0005	50	100	0.0	3855	1	100	TCGA
20	1989.821627136905	1988.482077747134	5	0.0005	50	100	0.0	3855	1	100	TCGA
21	1983.800565750049	1978.685714338293	5	0.0005	50	100	0.0	3855	1	100	TCGA
22	1977.9612281578754	1986.4200151146356	5	0.0005	50	100	0.0	3855	1	100	TCGA
23	1978.5732967982615	1971.6825024782113	5	0.0005	50	100	0.0	3855	1	100	TCGA
24	1969.8602509386292	1968.934107181415	5	0.0005	50	100	0.0	3855	1	100	TCGA
25	1966.391629399273	1967.3873260344692	5	0.0005	50	100	0.0	3855	1	100	TCGA
26	1964.882499346524	1964.616077212233	5	0.0005	50	100	0.0	3855	1	100	TCGA
27	1958.7699390594044	1953.349049937186	5	0.0005	50	100	0.0	3855	1	100	TCGA
28	1954.869005733149	1947.9888768795147	5	0.0005	50	100	0.0	3855	1	100	TCGA
29	1949.680671188605	1949.708321269433	5	0.0005	50	100	0.0	3855	1	100	TCGA
30	1946.2490508655096	1949.266854904405	5	0.0005	50	100	0.0	3855	1	100	TCGA
31	1944.0300542995565	1942.3512312539258	5	0.0005	50	100	0.0	3855	1	100	TCGA
32	1940.321275791322	1939.573799785058	5	0.0005	50	100	0.0	3855	1	100	TCGA
33	1936.1778033333494	1936.909493144433	5	0.0005	50	100	0.0	3855	1	100	TCGA
34	1933.822863713667	1932.865590771239	5	0.0005	50	100	0.0	3855	1	100	TCGA
35	1930.3203979042548	1935.0467903482256	5	0.0005	50	100	0.0	3855	1	100	TCGA
36	1929.054954613116	1927.120455794598	5	0.0005	50	100	0.0	3855	1	100	TCGA
37	1926.9240134309773	1928.2197572334328	5	0.0005	50	100	0.0	3855	1	100	TCGA
38	1924.6080348835233	1925.0536888544284	5	0.0005	50	100	0.0	3855	1	100	TCGA
39	1922.7143757161532	1919.3648399468043	5	0.0005	50	100	0.0	3855	1	100	TCGA
40	1921.0154991554407	1920.434662938717	5	0.0005	50	100	0.0	3855	1	100	TCGA
41	1919.3860448766386	1915.9009408615343	5	0.0005	50	100	0.0	3855	1	100	TCGA
42	1917.1189521851718	1919.0637685497802	5	0.0005	50	100	0.0	3855	1	100	TCGA
43	1915.014308714417	1914.0756823669126	5	0.0005	50	100	0.0	3855	1	100	TCGA
44	1912.925386439265	1911.4618772573806	5	0.0005	50	100	0.0	3855	1	100	TCGA
45	1911.5160409437917	1909.805795947511	5	0.0005	50	100	0.0	3855	1	100	TCGA
46	1910.0117140764742	1908.8450430865264	5	0.0005	50	100	0.0	3855	1	100	TCGA
47	1908.4924170477793	1908.9428557582837	5	0.0005	50	100	0.0	3855	1	100	TCGA
48	1907.6932833177966	1905.811106312814	5	0.0005	50	100	0.0	3855	1	100	TCGA
49	1906.1612337497559	1904.9006139093908	5	0.0005	50	100	0.0	3855	1	100	TCGA
50	1904.311248884894	1906.209287403816	5	0.0005	50	100	0.0	3855	1	100	TCGA
51	1903.7551950530717	1902.692352754986	5	0.0005	50	100	0.0	3855	1	100	TCGA
52	1902.5345880555474	1901.8843319380103	5	0.0005	50	100	0.0	3855	1	100	TCGA
53	1901.1680486632026	1899.8092482677057	5	0.0005	50	100	0.0	3855	1	100	TCGA
54	1900.8315880962057	1900.4455008195273	5	0.0005	50	100	0.0	3855	1	100	TCGA
55	1900.1805985513868	1898.0345385374137	5	0.0005	50	100	0.0	3855	1	100	TCGA
56	1898.687515969015	1899.0087399890076	5	0.0005	50	100	0.0	3855	1	100	TCGA
57	1898.2438701191495	1897.4326981587626	5	0.0005	50	100	0.0	3855	1	100	TCGA
58	1897.4925278226024	1897.0127652422268	5	0.0005	50	100	0.0	3855	1	100	TCGA
59	1896.4597863819945	1896.4649498714275	5	0.0005	50	100	0.0	3855	1	100	TCGA
60	1895.6391503050572	1895.0664172915358	5	0.0005	50	100	0.0	3855	1	100	TCGA
61	1895.1054694857737	1893.975193962979	5	0.0005	50	100	0.0	3855	1	100	TCGA
62	1894.3288272415266	1894.119674912649	5	0.0005	50	100	0.0	3855	1	100	TCGA
63	1894.0053233638355	1893.4086871123195	5	0.0005	50	100	0.0	3855	1	100	TCGA
64	1893.3903027583558	1893.4272344387955	5	0.0005	50	100	0.0	3855	1	100	TCGA
65	1892.714532613089	1891.734662079931	5	0.0005	50	100	0.0	3855	1	100	TCGA
66	1892.0400365690446	1891.5690157329616	5	0.0005	50	100	0.0	3855	1	100	TCGA
67	1891.7603829936638	1890.823413331305	5	0.0005	50	100	0.0	3855	1	100	TCGA
68	1891.3618683736763	1890.2628124754633	5	0.0005	50	100	0.0	3855	1	100	TCGA
69	1890.9232126775232	1890.517376923681	5	0.0005	50	100	0.0	3855	1	100	TCGA
70	1890.5162943633409	1889.9169234846106	5	0.0005	50	100	0.0	3855	1	100	TCGA
71	1889.97833023727	1889.8595001374058	5	0.0005	50	100	0.0	3855	1	100	TCGA
72	1889.6919199290692	1889.1752107706502	5	0.0005	50	100	0.0	3855	1	100	TCGA
73	1889.0503155461033	1888.3905562971106	5	0.0005	50	100	0.0	3855	1	100	TCGA
74	1888.8676167967224	1887.6391558623195	5	0.0005	50	100	0.0	3855	1	100	TCGA
75	1888.5794526219488	1888.2515955019237	5	0.0005	50	100	0.0	3855	1	100	TCGA
76	1888.2851599833705	1887.0534281514997	5	0.0005	50	100	0.0	3855	1	100	TCGA
77	1887.717120097676	1886.6716247251884	5	0.0005	50	100	0.0	3855	1	100	TCGA
78	1887.482069848145	1887.222775866638	5	0.0005	50	100	0.0	3855	1	100	TCGA
79	1886.9444088336013	1886.6396742010836	5	0.0005	50	100	0.0	3855	1	100	TCGA
80	1886.8612674645433	1885.9319945675643	5	0.0005	50	100	0.0	3855	1	100	TCGA
