learning_rate	batch_size	epochs	kappa	num_components	end_loss
Learn: 0.002	Batch: 50	100	0.0	5	1870.3636308986333
Learn: 0.001	Batch: 50	100	0.0	25	1828.377274556376
Learn: 0.001	Batch: 50	100	1.0	50	1818.1032843661667
Learn: 0.0015	Batch: 50	100	0.5	75	1814.4837069870841
Learn: 0.001	Batch: 50	100	0.0	100	1811.3680677557709
Learn: 0.0005	Batch: 50	100	0.5	125	1807.8440113163474
