train_epoch	loss	val_loss	num_components	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
62	2478.352875992368	2470.7174618208232	50	0.0025	50	100	0.5	4004	1	100
63	2478.7440969418412	2472.381540269708	50	0.0025	50	100	0.5	4004	1	100
64	2478.277647161287	2473.113741313992	50	0.0025	50	100	0.5	4004	1	100
65	2478.6432212184936	2472.1788667458386	50	0.0025	50	100	0.5	4004	1	100
66	2478.9752860415765	2472.225971164416	50	0.0025	50	100	0.5	4004	1	100
67	2478.923080142873	2472.0605996290037	50	0.0025	50	100	0.5	4004	1	100
68	2478.251163912293	2472.618041378769	50	0.0025	50	100	0.5	4004	1	100
69	2478.577260547617	2471.647982343357	50	0.0025	50	100	0.5	4004	1	100
70	2478.4040520803533	2472.1068918812816	50	0.0025	50	100	0.5	4004	1	100
71	2478.2705343003545	2470.9341495073018	50	0.0025	50	100	0.5	4004	1	100
72	2478.3739181401033	2474.2046965785958	50	0.0025	50	100	0.5	4004	1	100
73	2478.8115120193816	2471.774141704617	50	0.0025	50	100	0.5	4004	1	100
74	2477.8668662666378	2472.117463538395	50	0.0025	50	100	0.5	4004	1	100
75	2478.1671148164555	2471.9984235140546	50	0.0025	50	100	0.5	4004	1	100
76	2478.573368468073	2471.493663385286	50	0.0025	50	100	0.5	4004	1	100
77	2477.9424882189	2471.274829960349	50	0.0025	50	100	0.5	4004	1	100
78	2478.285718163125	2471.629374901853	50	0.0025	50	100	0.5	4004	1	100
79	2477.9713012000416	2472.05037516685	50	0.0025	50	100	0.5	4004	1	100
80	2477.938513569193	2475.6430884893216	50	0.0025	50	100	0.5	4004	1	100
81	2478.3188561040224	2474.4623336408604	50	0.0025	50	100	0.5	4004	1	100
82	2477.911950393372	2472.3978817426982	50	0.0025	50	100	0.5	4004	1	100
83	2477.6333096650364	2470.365213518766	50	0.0025	50	100	0.5	4004	1	100
84	2478.067633983852	2471.315768294598	50	0.0025	50	100	0.5	4004	1	100
85	2477.4854525542582	2472.093687431297	50	0.0025	50	100	0.5	4004	1	100
86	2478.1845846192114	2471.763930737673	50	0.0025	50	100	0.5	4004	1	100
87	2478.01878378564	2470.961527608747	50	0.0025	50	100	0.5	4004	1	100
88	2478.071823670244	2474.763758980449	50	0.0025	50	100	0.5	4004	1	100
89	2478.0969478634	2472.4355370603016	50	0.0025	50	100	0.5	4004	1	100
90	2477.5845239424043	2471.425418106156	50	0.0025	50	100	0.5	4004	1	100
91	2477.7938832622485	2472.571854634501	50	0.0025	50	100	0.5	4004	1	100
92	2478.202174761849	2471.020035480135	50	0.0025	50	100	0.5	4004	1	100
93	2477.933593613745	2470.55890413984	50	0.0025	50	100	0.5	4004	1	100
94	2477.831262529954	2469.946864449199	50	0.0025	50	100	0.5	4004	1	100
95	2477.42447078248	2471.4323509638034	50	0.0025	50	100	0.5	4004	1	100
96	2477.580223862701	2471.2537050486812	50	0.0025	50	100	0.5	4004	1	100
97	2477.747109499264	2471.263746712076	50	0.0025	50	100	0.5	4004	1	100
98	2477.727221317251	2471.734298936087	50	0.0025	50	100	0.5	4004	1	100
99	2477.152261125335	2470.188442211055	50	0.0025	50	100	0.5	4004	1	100
0	3458.020042449239	3431.1466414101756	75	0.0015	150	100	0.5	3602	1	100
1	2712.1227352611986	2791.319099157899	75	0.0015	150	100	0.5	3602	1	100
2	2662.396832314223	2784.848473323649	75	0.0015	150	100	0.5	3602	1	100
3	2628.835757507944	2672.9231128788474	75	0.0015	150	100	0.5	3602	1	100
4	2607.008790397793	2627.3242874528896	75	0.0015	150	100	0.5	3602	1	100
5	2593.303241350353	2654.094850473069	75	0.0015	150	100	0.5	3602	1	100
6	2583.15743489547	2581.26824429766	75	0.0015	150	100	0.5	3602	1	100
7	2574.2311467791205	2578.3910212684523	75	0.0015	150	100	0.5	3602	1	100
8	2566.035571744152	2575.749609865735	75	0.0015	150	100	0.5	3602	1	100
9	2558.4118408448385	2575.1096498115576	75	0.0015	150	100	0.5	3602	1	100
10	2552.8368025246523	2552.730006232333	75	0.0015	150	100	0.5	3602	1	100
11	2549.649012548049	2549.1125586428234	75	0.0015	150	100	0.5	3602	1	100
12	2544.547587392479	2549.30471939777	75	0.0015	150	100	0.5	3602	1	100
13	2540.388306794974	2559.088385040437	75	0.0015	150	100	0.5	3602	1	100
14	2537.747630617823	2537.981035548838	75	0.0015	150	100	0.5	3602	1	100
15	2534.953717924625	2536.38404915201	75	0.0015	150	100	0.5	3602	1	100
16	2531.45004682246	2533.3799895473458	75	0.0015	150	100	0.5	3602	1	100
17	2528.750416338929	2535.1574523005647	75	0.0015	150	100	0.5	3602	1	100
18	2526.1736587880373	2550.229192839196	75	0.0015	150	100	0.5	3602	1	100
19	2524.899769522966	2524.949242059909	75	0.0015	150	100	0.5	3602	1	100
20	2521.199900921254	2523.4551922208702	75	0.0015	150	100	0.5	3602	1	100
21	2519.362968110149	2521.470895738458	75	0.0015	150	100	0.5	3602	1	100
22	2518.3569264812704	2516.736196853408	75	0.0015	150	100	0.5	3602	1	100
23	2517.160685516572	2518.1927778541144	75	0.0015	150	100	0.5	3602	1	100
24	2514.291004997157	2518.000743463411	75	0.0015	150	100	0.5	3602	1	100
25	2512.792310859279	2513.9545370897463	75	0.0015	150	100	0.5	3602	1	100
26	2511.200534040926	2515.653564453125	75	0.0015	150	100	0.5	3602	1	100
27	2510.149217474659	2514.8348676978644	75	0.0015	150	100	0.5	3602	1	100
28	2509.139175743753	2510.8990999921484	75	0.0015	150	100	0.5	3602	1	100
29	2507.130084659761	2509.6948622507066	75	0.0015	150	100	0.5	3602	1	100
30	2505.4047336248377	2507.69559099207	75	0.0015	150	100	0.5	3602	1	100
31	2504.7145718134784	2506.4242722401073	75	0.0015	150	100	0.5	3602	1	100
32	2503.4315910284004	2505.856507881203	75	0.0015	150	100	0.5	3602	1	100
33	2502.655415578085	2507.9825776833386	75	0.0015	150	100	0.5	3602	1	100
34	2501.081949960628	2504.300090540593	75	0.0015	150	100	0.5	3602	1	100
35	2500.45550005036	2504.8167644864952	75	0.0015	150	100	0.5	3602	1	100
36	2499.3091020061443	2499.7352620033757	75	0.0015	150	100	0.5	3602	1	100
37	2497.905538288793	2500.198157535725	75	0.0015	150	100	0.5	3602	1	100
38	2497.2604591598706	2500.85566504397	75	0.0015	150	100	0.5	3602	1	100
39	2495.959521871337	2499.626854978015	75	0.0015	150	100	0.5	3602	1	100
40	2495.166075576934	2499.771122457993	75	0.0015	150	100	0.5	3602	1	100
41	2494.882614931127	2495.963631634736	75	0.0015	150	100	0.5	3602	1	100
42	2493.4922094642084	2496.650981960584	75	0.0015	150	100	0.5	3602	1	100
43	2492.8976832501708	2496.252964038945	75	0.0015	150	100	0.5	3602	1	100
44	2492.045703103199	2496.8322312244823	75	0.0015	150	100	0.5	3602	1	100
45	2491.603548298804	2494.442374224639	75	0.0015	150	100	0.5	3602	1	100
46	2490.3003892188544	2492.4604455382378	75	0.0015	150	100	0.5	3602	1	100
47	2490.036355479432	2493.055364714196	75	0.0015	150	100	0.5	3602	1	100
48	2489.0181145040515	2493.609325926508	75	0.0015	150	100	0.5	3602	1	100
49	2488.0435104157223	2491.5330264604268	75	0.0015	150	100	0.5	3602	1	100
50	2487.571613402462	2491.0634802430122	75	0.0015	150	100	0.5	3602	1	100
51	2487.0585739658623	2493.0592366127507	75	0.0015	150	100	0.5	3602	1	100
52	2486.4714402885284	2491.059252561636	75	0.0015	150	100	0.5	3602	1	100
53	2485.9216102304595	2489.442894403659	75	0.0015	150	100	0.5	3602	1	100
54	2485.4172742613487	2490.12692122723	75	0.0015	150	100	0.5	3602	1	100
55	2484.680601249224	2488.501104153581	75	0.0015	150	100	0.5	3602	1	100
56	2483.836044841212	2487.3973235317208	75	0.0015	150	100	0.5	3602	1	100
57	2483.5148576697493	2489.616884471184	75	0.0015	150	100	0.5	3602	1	100
58	2483.164861550274	2485.763855900597	75	0.0015	150	100	0.5	3602	1	100
59	2482.313406009974	2489.05497948728	75	0.0015	150	100	0.5	3602	1	100
60	2481.8362907803953	2486.1515193153273	75	0.0015	150	100	0.5	3602	1	100
61	2481.615250453019	2483.585968170933	75	0.0015	150	100	0.5	3602	1	100
62	2481.3726555251264	2485.348923572943	75	0.0015	150	100	0.5	3602	1	100
63	2480.312888079768	2483.474803215295	75	0.0015	150	100	0.5	3602	1	100
64	2479.950415363348	2483.9958765997962	75	0.0015	150	100	0.5	3602	1	100
65	2479.3596897476527	2482.5453598559197	75	0.0015	150	100	0.5	3602	1	100
66	2479.211399048137	2481.358865862516	75	0.0015	150	100	0.5	3602	1	100
67	2478.5895440175823	2483.5846812185932	75	0.0015	150	100	0.5	3602	1	100
68	2478.022633462815	2482.63554589353	75	0.0015	150	100	0.5	3602	1	100
69	2477.774937034119	2481.015611504789	75	0.0015	150	100	0.5	3602	1	100
70	2477.4506972464405	2479.856629338097	75	0.0015	150	100	0.5	3602	1	100
71	2477.248061099959	2481.534351444724	75	0.0015	150	100	0.5	3602	1	100
72	2476.867269824905	2479.656885501727	75	0.0015	150	100	0.5	3602	1	100
73	2476.346240921097	2479.9389893804964	75	0.0015	150	100	0.5	3602	1	100
74	2475.854136972292	2479.176616726209	75	0.0015	150	100	0.5	3602	1	100
75	2475.921774798518	2478.7925074591712	75	0.0015	150	100	0.5	3602	1	100
76	2475.152263932175	2479.0144570508787	75	0.0015	150	100	0.5	3602	1	100
77	2474.9258919703216	2478.0893198904682	75	0.0015	150	100	0.5	3602	1	100
78	2474.526249627208	2476.9880383362124	75	0.0015	150	100	0.5	3602	1	100
79	2474.216499404405	2476.4623839411897	75	0.0015	150	100	0.5	3602	1	100
80	2473.964292628223	2477.4244808024496	75	0.0015	150	100	0.5	3602	1	100
81	2473.519602020533	2476.0781814345164	75	0.0015	150	100	0.5	3602	1	100
82	2473.3160440858187	2476.766727926743	75	0.0015	150	100	0.5	3602	1	100
83	2473.0432213656477	2475.9394433103016	75	0.0015	150	100	0.5	3602	1	100
84	2472.707252554389	2475.3996532957763	75	0.0015	150	100	0.5	3602	1	100
85	2472.266324012297	2476.488120534312	75	0.0015	150	100	0.5	3602	1	100
86	2472.046886581624	2475.3546308201157	75	0.0015	150	100	0.5	3602	1	100
87	2471.627056814595	2478.0762614341243	75	0.0015	150	100	0.5	3602	1	100
88	2471.869185207438	2474.356639152795	75	0.0015	150	100	0.5	3602	1	100
89	2471.185256189873	2475.2829369013034	75	0.0015	150	100	0.5	3602	1	100
90	2471.054831629899	2473.519878444959	75	0.0015	150	100	0.5	3602	1	100
91	2471.2576795157106	2473.98603613772	75	0.0015	150	100	0.5	3602	1	100
92	2470.7135800994893	2475.9087846458856	75	0.0015	150	100	0.5	3602	1	100
93	2470.1129686006648	2474.816896984925	75	0.0015	150	100	0.5	3602	1	100
94	2469.844468714683	2473.7633185458544	75	0.0015	150	100	0.5	3602	1	100
95	2469.9543921931245	2472.6581368757847	75	0.0015	150	100	0.5	3602	1	100
96	2470.022054981156	2472.668791957836	75	0.0015	150	100	0.5	3602	1	100
97	2469.376753648565	2474.189753700141	75	0.0015	150	100	0.5	3602	1	100
98	2469.151496710928	2472.2082875314068	75	0.0015	150	100	0.5	3602	1	100
99	2468.940482826714	2472.417417900047	75	0.0015	150	100	0.5	3602	1	100
0	3112.2246340097945	3735.2833785627363	100	0.0015	100	50	0.0	8265	1	100
1	2647.556850429517	2725.234216737987	100	0.0015	100	50	0.0	8265	1	100
2	2607.287189329079	2629.649182190248	100	0.0015	100	50	0.0	8265	1	100
3	2583.9774331383333	2620.405840236338	100	0.0015	100	50	0.0	8265	1	100
4	2566.894587114302	2598.389628808103	100	0.0015	100	50	0.0	8265	1	100
5	2556.598216991337	2555.63430924152	100	0.0015	100	50	0.0	8265	1	100
6	2547.3284167206602	2550.010891861652	100	0.0015	100	50	0.0	8265	1	100
7	2538.7948614325505	2543.450873753533	100	0.0015	100	50	0.0	8265	1	100
8	2533.982665170848	2538.184275871545	100	0.0015	100	50	0.0	8265	1	100
9	2528.298426147284	2550.975238742541	100	0.0015	100	50	0.0	8265	1	100
10	2525.1110828398378	2532.718849373822	100	0.0015	100	50	0.0	8265	1	100
11	2521.4625813820253	2526.914744621545	100	0.0015	100	50	0.0	8265	1	100
12	2517.7914583700313	2527.370096331266	100	0.0015	100	50	0.0	8265	1	100
13	2515.309930759877	2521.445687912217	100	0.0015	100	50	0.0	8265	1	100
14	2512.451799789754	2522.166875637956	100	0.0015	100	50	0.0	8265	1	100
15	2509.5178291328466	2516.861782054805	100	0.0015	100	50	0.0	8265	1	100
16	2507.274032495692	2514.324532820352	100	0.0015	100	50	0.0	8265	1	100
17	2505.26699713626	2512.6006031132224	100	0.0015	100	50	0.0	8265	1	100
18	2503.8051882894033	2512.4519938559993	100	0.0015	100	50	0.0	8265	1	100
19	2502.0872119146075	2509.65351660647	100	0.0015	100	50	0.0	8265	1	100
20	2500.4538683222268	2506.3459423582763	100	0.0015	100	50	0.0	8265	1	100
21	2498.5478138200324	2511.018103211369	100	0.0015	100	50	0.0	8265	1	100
22	2497.0888579494517	2503.6455973716243	100	0.0015	100	50	0.0	8265	1	100
23	2495.725385779793	2503.876555629711	100	0.0015	100	50	0.0	8265	1	100
24	2494.604019848014	2501.448426213097	100	0.0015	100	50	0.0	8265	1	100
25	2492.929648476741	2500.9896160489952	100	0.0015	100	50	0.0	8265	1	100
26	2491.7886712591308	2506.3588450062816	100	0.0015	100	50	0.0	8265	1	100
27	2490.779808319497	2497.544556277481	100	0.0015	100	50	0.0	8265	1	100
28	2489.369953927484	2495.4242096714042	100	0.0015	100	50	0.0	8265	1	100
29	2488.6739356297176	2495.815652971891	100	0.0015	100	50	0.0	8265	1	100
30	2487.399563479069	2497.1422812303713	100	0.0015	100	50	0.0	8265	1	100
31	2486.699412694506	2493.492501570352	100	0.0015	100	50	0.0	8265	1	100
32	2485.262160404996	2493.0806461506754	100	0.0015	100	50	0.0	8265	1	100
33	2484.42825459428	2495.3514950239482	100	0.0015	100	50	0.0	8265	1	100
34	2484.1551111857666	2491.4488224815477	100	0.0015	100	50	0.0	8265	1	100
35	2482.8260118305875	2490.390585741206	100	0.0015	100	50	0.0	8265	1	100
36	2482.058213709241	2490.3862685007066	100	0.0015	100	50	0.0	8265	1	100
37	2481.49754960096	2490.432006222519	100	0.0015	100	50	0.0	8265	1	100
38	2480.0686143887256	2487.661227278973	100	0.0015	100	50	0.0	8265	1	100
39	2479.4027150432266	2487.3548516508317	100	0.0015	100	50	0.0	8265	1	100
40	2478.9197643921702	2488.429732892981	100	0.0015	100	50	0.0	8265	1	100
41	2478.192681018869	2488.163488340138	100	0.0015	100	50	0.0	8265	1	100
42	2478.1270246858085	2487.903025871545	100	0.0015	100	50	0.0	8265	1	100
43	2477.578196152045	2484.914645247723	100	0.0015	100	50	0.0	8265	1	100
44	2476.3791225947284	2484.385429343985	100	0.0015	100	50	0.0	8265	1	100
45	2475.7715024423333	2484.9960716669284	100	0.0015	100	50	0.0	8265	1	100
46	2475.592315595482	2483.633308142274	100	0.0015	100	50	0.0	8265	1	100
47	2475.033812754414	2484.0067439247023	100	0.0015	100	50	0.0	8265	1	100
48	2474.2563562947785	2481.061639987045	100	0.0015	100	50	0.0	8265	1	100
49	2473.6828772426384	2483.1191541202106	100	0.0015	100	50	0.0	8265	1	100
0	4823.560207438051	4137.190940051822	25	0.0005	100	50	0.5	8183	1	100
1	3737.865123491173	3803.1231364341243	25	0.0005	100	50	0.5	8183	1	100
2	3175.9931014127287	3042.713111455716	25	0.0005	100	50	0.5	8183	1	100
3	2919.706531932144	2901.1078389996865	25	0.0005	100	50	0.5	8183	1	100
4	2814.437674623633	3011.897361563678	25	0.0005	100	50	0.5	8183	1	100
5	2764.1533986042755	2718.646495416536	25	0.0005	100	50	0.5	8183	1	100
6	2729.960709382892	2745.217017705716	25	0.0005	100	50	0.5	8183	1	100
7	2710.6659235442803	2697.9298960623432	25	0.0005	100	50	0.5	8183	1	100
8	2693.237566622949	2696.794761159312	25	0.0005	100	50	0.5	8183	1	100
9	2684.676734431245	2683.6047228329144	25	0.0005	100	50	0.5	8183	1	100
10	2677.2756701100147	2671.765504769944	25	0.0005	100	50	0.5	8183	1	100
11	2666.224673959583	2667.5057710427136	25	0.0005	100	50	0.5	8183	1	100
12	2659.3068695868856	2726.585916643766	25	0.0005	100	50	0.5	8183	1	100
13	2652.659846625513	2636.529382753612	25	0.0005	100	50	0.5	8183	1	100
14	2648.438759562879	2643.567114135129	25	0.0005	100	50	0.5	8183	1	100
15	2635.903324808895	2653.354791535804	25	0.0005	100	50	0.5	8183	1	100
16	2634.777394327632	2622.256142774419	25	0.0005	100	50	0.5	8183	1	100
17	2627.133450633833	2617.957050879397	25	0.0005	100	50	0.5	8183	1	100
18	2623.4227266717216	2605.5480822079144	25	0.0005	100	50	0.5	8183	1	100
19	2619.4142531744005	2626.4055985493874	25	0.0005	100	50	0.5	8183	1	100
20	2615.415163108501	2602.77819272142	25	0.0005	100	50	0.5	8183	1	100
21	2611.0813562729777	2604.418485248508	25	0.0005	100	50	0.5	8183	1	100
22	2606.344471576025	2607.1352318231784	25	0.0005	100	50	0.5	8183	1	100
23	2603.977813097339	2620.818856244111	25	0.0005	100	50	0.5	8183	1	100
24	2600.4086163300785	2604.491783870525	25	0.0005	100	50	0.5	8183	1	100
25	2595.978545927977	2601.5485140546484	25	0.0005	100	50	0.5	8183	1	100
26	2592.4651891003896	2582.225544225032	25	0.0005	100	50	0.5	8183	1	100
27	2590.006892946339	2584.2022833896044	25	0.0005	100	50	0.5	8183	1	100
28	2588.208900169784	2580.871152638191	25	0.0005	100	50	0.5	8183	1	100
29	2583.1895847194946	2572.366026911903	25	0.0005	100	50	0.5	8183	1	100
30	2581.788917607076	2577.019433103015	25	0.0005	100	50	0.5	8183	1	100
31	2577.782957867089	2564.7207092591866	25	0.0005	100	50	0.5	8183	1	100
32	2577.065366165701	2576.7197768628303	25	0.0005	100	50	0.5	8183	1	100
33	2572.8084037296207	2571.7590282957763	25	0.0005	100	50	0.5	8183	1	100
34	2568.969760816855	2561.0960319174	25	0.0005	100	50	0.5	8183	1	100
35	2569.0216172230357	2565.4871010325064	25	0.0005	100	50	0.5	8183	1	100
36	2566.881406681654	2561.734903766881	25	0.0005	100	50	0.5	8183	1	100
37	2563.365504022448	2559.418444762877	25	0.0005	100	50	0.5	8183	1	100
38	2560.8097120443217	2551.160358678157	25	0.0005	100	50	0.5	8183	1	100
39	2560.050767706313	2555.420315689777	25	0.0005	100	50	0.5	8183	1	100
40	2558.2124719697463	2560.266783134422	25	0.0005	100	50	0.5	8183	1	100
41	2554.2723043266988	2554.015995504868	25	0.0005	100	50	0.5	8183	1	100
42	2554.8407792181742	2550.91067642902	25	0.0005	100	50	0.5	8183	1	100
43	2551.427820378774	2547.594789131203	25	0.0005	100	50	0.5	8183	1	100
44	2548.6334407145137	2541.711630663081	25	0.0005	100	50	0.5	8183	1	100
45	2547.822569799312	2546.2402122919284	25	0.0005	100	50	0.5	8183	1	100
46	2546.9945666652425	2539.265125677214	25	0.0005	100	50	0.5	8183	1	100
47	2544.50070002058	2544.25411603918	25	0.0005	100	50	0.5	8183	1	100
48	2543.34823350537	2540.057515360003	25	0.0005	100	50	0.5	8183	1	100
49	2541.300089949701	2534.046051792164	25	0.0005	100	50	0.5	8183	1	100
0	3300.1566906467133	3113.7551306336372	50	0.002	100	50	0.0	1317	1	100
1	2692.782533734408	2799.9163885835433	50	0.002	100	50	0.0	1317	1	100
2	2641.696700005755	2766.087799839039	50	0.002	100	50	0.0	1317	1	100
3	2612.82746868983	2612.6987525518216	50	0.002	100	50	0.0	1317	1	100
4	2590.6597455247515	2587.646587429334	50	0.002	100	50	0.0	1317	1	100
5	2577.920676915105	2587.321766302214	50	0.002	100	50	0.0	1317	1	100
6	2568.646055555168	2552.766656770179	50	0.002	100	50	0.0	1317	1	100
7	2558.7518803106514	2557.160672748508	50	0.002	100	50	0.0	1317	1	100
8	2554.4181614954673	2551.1396754279212	50	0.002	100	50	0.0	1317	1	100
9	2547.253047057036	2533.5120033762564	50	0.002	100	50	0.0	1317	1	100
10	2541.8825049738307	2535.196756487516	50	0.002	100	50	0.0	1317	1	100
11	2537.335165400845	2526.555757302136	50	0.002	100	50	0.0	1317	1	100
12	2534.572853153951	2527.232299191269	50	0.002	100	50	0.0	1317	1	100
13	2529.526622119473	2521.073723107726	50	0.002	100	50	0.0	1317	1	100
14	2527.471273049884	2519.1182487142746	50	0.002	100	50	0.0	1317	1	100
15	2523.152704824147	2514.4386765369823	50	0.002	100	50	0.0	1317	1	100
16	2520.8634406948927	2511.483133440641	50	0.002	100	50	0.0	1317	1	100
17	2518.20567584578	2515.476257017509	50	0.002	100	50	0.0	1317	1	100
18	2516.0105418935395	2507.051875588882	50	0.002	100	50	0.0	1317	1	100
19	2514.0643585099483	2506.0950320449906	50	0.002	100	50	0.0	1317	1	100
20	2512.39959326428	2504.4388323453204	50	0.002	100	50	0.0	1317	1	100
21	2510.184444903955	2502.339090471891	50	0.002	100	50	0.0	1317	1	100
22	2508.743003554823	2501.2678234924624	50	0.002	100	50	0.0	1317	1	100
23	2507.2509390925416	2502.1949395414567	50	0.002	100	50	0.0	1317	1	100
24	2505.4138275974233	2498.1846279738543	50	0.002	100	50	0.0	1317	1	100
25	2504.2007213362176	2497.612384431925	50	0.002	100	50	0.0	1317	1	100
26	2502.8222885157384	2497.1067937342964	50	0.002	100	50	0.0	1317	1	100
27	2501.2206367146077	2493.735842297425	50	0.002	100	50	0.0	1317	1	100
28	2500.3477240229363	2492.535756173445	50	0.002	100	50	0.0	1317	1	100
29	2499.247839822821	2490.423095703125	50	0.002	100	50	0.0	1317	1	100
30	2497.578201411465	2492.030389987045	50	0.002	100	50	0.0	1317	1	100
31	2497.1500790111986	2492.5031983648714	50	0.002	100	50	0.0	1317	1	100
32	2495.882361225444	2491.966230076162	50	0.002	100	50	0.0	1317	1	100
33	2494.8877517490705	2488.69474202065	50	0.002	100	50	0.0	1317	1	100
34	2494.144796864318	2490.69398015468	50	0.002	100	50	0.0	1317	1	100
35	2492.82982826169	2486.3540345771826	50	0.002	100	50	0.0	1317	1	100
36	2492.381290783665	2485.2776565935146	50	0.002	100	50	0.0	1317	1	100
37	2491.28450519925	2484.408569949356	50	0.002	100	50	0.0	1317	1	100
38	2490.6041313313603	2484.81246810223	50	0.002	100	50	0.0	1317	1	100
39	2489.875102872068	2484.642221115342	50	0.002	100	50	0.0	1317	1	100
40	2489.2986002804005	2482.0846112888657	50	0.002	100	50	0.0	1317	1	100
41	2488.29610118404	2481.4922917811714	50	0.002	100	50	0.0	1317	1	100
42	2488.0890751117067	2480.223916211919	50	0.002	100	50	0.0	1317	1	100
43	2487.283850415129	2481.7649809104114	50	0.002	100	50	0.0	1317	1	100
44	2486.863076050881	2481.597686920933	50	0.002	100	50	0.0	1317	1	100
45	2485.875289595091	2481.738164700456	50	0.002	100	50	0.0	1317	1	100
46	2485.8619807017994	2478.3973223048843	50	0.002	100	50	0.0	1317	1	100
47	2485.1129832071365	2480.415031701476	50	0.002	100	50	0.0	1317	1	100
48	2484.500175223152	2477.3760096871074	50	0.002	100	50	0.0	1317	1	100
49	2484.3820948481016	2480.3061621584484	50	0.002	100	50	0.0	1317	1	100
0	3138.242685673319	2984.5060078223146	50	0.0015	50	50	0.5	8135	1	100
1	2667.7262700163155	2684.769226994347	50	0.0015	50	50	0.5	8135	1	100
2	2612.737638674273	2624.9351395650124	50	0.0015	50	50	0.5	8135	1	100
3	2589.721255990833	2584.4627532192208	50	0.0015	50	50	0.5	8135	1	100
4	2572.2598114337275	2566.6889292654682	50	0.0015	50	50	0.5	8135	1	100
5	2559.4143101287373	2558.7317569291768	50	0.0015	50	50	0.5	8135	1	100
6	2549.609118787236	2545.7922105645416	50	0.0015	50	50	0.5	8135	1	100
7	2542.26399648747	2541.5391397907506	50	0.0015	50	50	0.5	8135	1	100
8	2535.9477701205233	2531.939107156878	50	0.0015	50	50	0.5	8135	1	100
9	2529.756662158645	2527.2892759696924	50	0.0015	50	50	0.5	8135	1	100
10	2526.207302450748	2522.057760727465	50	0.0015	50	50	0.5	8135	1	100
11	2522.5123593909148	2519.357347037924	50	0.0015	50	50	0.5	8135	1	100
12	2518.528831266481	2517.0982905248898	50	0.0015	50	50	0.5	8135	1	100
13	2515.058312330173	2515.813390683888	50	0.0015	50	50	0.5	8135	1	100
14	2512.433643837116	2510.4839394727537	50	0.0015	50	50	0.5	8135	1	100
15	2509.7293646261355	2507.9726022691584	50	0.0015	50	50	0.5	8135	1	100
16	2507.8142727786826	2504.1244000765546	50	0.0015	50	50	0.5	8135	1	100
17	2505.535026699321	2502.699390507224	50	0.0015	50	50	0.5	8135	1	100
18	2503.0329192253425	2504.235722067368	50	0.0015	50	50	0.5	8135	1	100
19	2501.437353199515	2501.8969971929964	50	0.0015	50	50	0.5	8135	1	100
20	2499.7756187966097	2500.6791844967024	50	0.0015	50	50	0.5	8135	1	100
21	2497.922107886012	2496.5302832521984	50	0.0015	50	50	0.5	8135	1	100
22	2496.446123104647	2494.9956729448018	50	0.0015	50	50	0.5	8135	1	100
23	2495.107374185962	2494.348935841316	50	0.0015	50	50	0.5	8135	1	100
24	2493.535690666988	2492.287878601994	50	0.0015	50	50	0.5	8135	1	100
25	2492.6624178822008	2493.0952945881754	50	0.0015	50	50	0.5	8135	1	100
26	2490.9050031360307	2489.565288601209	50	0.0015	50	50	0.5	8135	1	100
27	2489.895908781933	2488.507915554334	50	0.0015	50	50	0.5	8135	1	100
28	2488.7963167657435	2486.756350109925	50	0.0015	50	50	0.5	8135	1	100
29	2487.740702299843	2487.165231675958	50	0.0015	50	50	0.5	8135	1	100
30	2486.9896502524084	2487.1774472950688	50	0.0015	50	50	0.5	8135	1	100
31	2486.6145336186464	2485.7705642470164	50	0.0015	50	50	0.5	8135	1	100
32	2485.3145912597056	2485.857799740892	50	0.0015	50	50	0.5	8135	1	100
33	2485.084280374048	2483.312669303549	50	0.0015	50	50	0.5	8135	1	100
34	2484.5507164746605	2484.0172407447394	50	0.0015	50	50	0.5	8135	1	100
35	2483.3237718355845	2482.449035951241	50	0.0015	50	50	0.5	8135	1	100
36	2482.7756817188892	2485.1720136326157	50	0.0015	50	50	0.5	8135	1	100
37	2482.568309614895	2480.9339532133317	50	0.0015	50	50	0.5	8135	1	100
38	2482.335665835987	2481.5167782270732	50	0.0015	50	50	0.5	8135	1	100
39	2481.2993279606226	2484.1006399183416	50	0.0015	50	50	0.5	8135	1	100
40	2481.268320111933	2480.0407751648872	50	0.0015	50	50	0.5	8135	1	100
41	2480.383214641221	2479.906727239714	50	0.0015	50	50	0.5	8135	1	100
42	2479.9950300391893	2478.605858884265	50	0.0015	50	50	0.5	8135	1	100
43	2479.484538341769	2479.5145110317208	50	0.0015	50	50	0.5	8135	1	100
44	2479.4011127187923	2478.196956461997	50	0.0015	50	50	0.5	8135	1	100
45	2479.3572125337478	2478.2733921070194	50	0.0015	50	50	0.5	8135	1	100
46	2478.808343450676	2479.0611946451004	50	0.0015	50	50	0.5	8135	1	100
47	2478.472899028081	2477.198158762563	50	0.0015	50	50	0.5	8135	1	100
48	2478.133221481193	2476.9266891096104	50	0.0015	50	50	0.5	8135	1	100
49	2477.995564483428	2478.785534115892	50	0.0015	50	50	0.5	8135	1	100
0	3521.725995409208	2824.31563947668	75	0.0005	50	50	1.0	2828	1	100
1	2725.999168739186	2767.7827921345006	75	0.0005	50	50	1.0	2828	1	100
2	2671.44480963953	2796.5103814973304	75	0.0005	50	50	1.0	2828	1	100
3	2637.420655196154	2612.857177734375	75	0.0005	50	50	1.0	2828	1	100
4	2617.288456958217	2613.9182656446287	75	0.0005	50	50	1.0	2828	1	100
