learning_rate	batch_size	epochs	noise	sparsity	num_components	end_loss
Learn: 5e-04	100	100	Noise: 0.5	0.0	5	0.020597464737996996
Learn: 5e-04	100	100	Noise: 0.5	0.0	25	0.012341773595098214
Learn: 5e-04	50	100	Noise: 0	1e-06	50	0.01099531230005662
Learn: 5e-04	100	50	Noise: 0.1	0.0	75	0.00985417979098073
Learn: 5e-04	100	100	Noise: 0.1	0.0	100	0.009115162415939241
Learn: 5e-04	50	100	Noise: 0.1	0.0	125	0.008744323902174004
