learning_rate	batch_size	epochs	kappa	num_components	end_loss
Learn: 0.0015	Batch: 25	100	0.5	5	4230.530983664773
Learn: 0.0015	Batch: 25	100	0.0	25	4097.767678000711
Learn: 0.0015	Batch: 25	100	0.0	50	4078.5612534031734
Learn: 0.0015	Batch: 25	100	1.0	75	4082.612874348959
Learn: 0.0015	Batch: 25	100	0.5	100	4063.11268939394
Learn: 0.0005	Batch: 25	100	0.5	125	4155.268465909091
