train_epoch	loss	val_loss	num_components	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
50	2672.9706802749106	2676.0005615701184	125	0.001	150	100	0.0	3187	1	100
51	2671.958995242409	2677.2506213215524	125	0.001	150	100	0.0	3187	1	100
52	2671.4505080552663	2675.2056163547145	125	0.001	150	100	0.0	3187	1	100
53	2670.915971040093	2675.679652022586	125	0.001	150	100	0.0	3187	1	100
54	2670.951073783016	2677.057706814651	125	0.001	150	100	0.0	3187	1	100
55	2670.212897394437	2673.37613200959	125	0.001	150	100	0.0	3187	1	100
56	2670.1324435527576	2675.348402676117	125	0.001	150	100	0.0	3187	1	100
57	2668.9405792375737	2672.23451597604	125	0.001	150	100	0.0	3187	1	100
58	2668.9019482696804	2671.0474263003407	125	0.001	150	100	0.0	3187	1	100
59	2668.6380068103117	2673.35152842301	125	0.001	150	100	0.0	3187	1	100
60	2667.6357604468217	2672.5594671479153	125	0.001	150	100	0.0	3187	1	100
61	2667.4878813864057	2672.440126729057	125	0.001	150	100	0.0	3187	1	100
62	2667.556412590965	2671.2588264071464	125	0.001	150	100	0.0	3187	1	100
63	2667.073231371964	2672.185290597365	125	0.001	150	100	0.0	3187	1	100
64	2666.782864264141	2669.7698318744024	125	0.001	150	100	0.0	3187	1	100
65	2666.305068922717	2672.6250690875954	125	0.001	150	100	0.0	3187	1	100
66	2666.0726890389706	2672.5079520756153	125	0.001	150	100	0.0	3187	1	100
67	2665.22210055969	2671.687257726607	125	0.001	150	100	0.0	3187	1	100
68	2665.037453552849	2669.5429239364244	125	0.001	150	100	0.0	3187	1	100
69	2664.9086750402953	2671.379523837088	125	0.001	150	100	0.0	3187	1	100
70	2664.671528643482	2667.8683391155296	125	0.001	150	100	0.0	3187	1	100
71	2664.7539783017005	2667.906543155473	125	0.001	150	100	0.0	3187	1	100
72	2664.0960012654955	2668.289602596947	125	0.001	150	100	0.0	3187	1	100
73	2664.0892681923024	2668.434029748745	125	0.001	150	100	0.0	3187	1	100
74	2663.8957962527306	2671.235304414884	125	0.001	150	100	0.0	3187	1	100
75	2663.369365961636	2669.48549253854	125	0.001	150	100	0.0	3187	1	100
76	2663.1427454934746	2667.492576351129	125	0.001	150	100	0.0	3187	1	100
77	2662.845494802733	2668.0538677850145	125	0.001	150	100	0.0	3187	1	100
78	2663.0910379459838	2673.776623931943	125	0.001	150	100	0.0	3187	1	100
79	2662.178750231354	2667.4735226457933	125	0.001	150	100	0.0	3187	1	100
80	2662.025852891903	2665.700206982702	125	0.001	150	100	0.0	3187	1	100
81	2661.457325811253	2664.7488577206327	125	0.001	150	100	0.0	3187	1	100
82	2661.203484039485	2666.5503732597394	125	0.001	150	100	0.0	3187	1	100
83	2661.4537437420317	2665.1370161067457	125	0.001	150	100	0.0	3187	1	100
84	2661.126201769453	2667.631514306734	125	0.001	150	100	0.0	3187	1	100
85	2661.2791197284505	2665.0025072261888	125	0.001	150	100	0.0	3187	1	100
86	2660.7816266503933	2664.1569310729865	125	0.001	150	100	0.0	3187	1	100
87	2660.483187599389	2664.2589080985604	125	0.001	150	100	0.0	3187	1	100
88	2660.6453442307597	2667.558021910104	125	0.001	150	100	0.0	3187	1	100
89	2660.162037297363	2666.02079209862	125	0.001	150	100	0.0	3187	1	100
90	2659.971218432122	2662.314119357224	125	0.001	150	100	0.0	3187	1	100
91	2660.3164443248365	2668.634464533789	125	0.001	150	100	0.0	3187	1	100
92	2660.669627676858	2664.2690943176385	125	0.001	150	100	0.0	3187	1	100
93	2660.0659352684197	2663.526264489723	125	0.001	150	100	0.0	3187	1	100
94	2659.458575459554	2663.0286102003165	125	0.001	150	100	0.0	3187	1	100
95	2660.0429167213065	2665.623234531848	125	0.001	150	100	0.0	3187	1	100
96	2659.0446731954808	2665.502421333503	125	0.001	150	100	0.0	3187	1	100
97	2659.5220821084367	2664.188128323673	125	0.001	150	100	0.0	3187	1	100
98	2659.052931492683	2664.5078344399803	125	0.001	150	100	0.0	3187	1	100
99	2658.5935529601265	2662.071168626016	125	0.001	150	100	0.0	3187	1	100
0	3182.340217443629	2978.3900326205485	25	0.001	100	100	0.0	4638	1	100
1	2954.0551997984835	2897.792354430569	25	0.001	100	100	0.0	4638	1	100
2	2894.4782031934724	2861.045707512996	25	0.001	100	100	0.0	4638	1	100
3	2862.0935653059178	2836.8969241082104	25	0.001	100	100	0.0	4638	1	100
4	2840.487040861043	2840.1588543222692	25	0.001	100	100	0.0	4638	1	100
5	2827.4116008113783	2810.6667872587536	25	0.001	100	100	0.0	4638	1	100
6	2817.686346265014	2800.644287109375	25	0.001	100	100	0.0	4638	1	100
7	2809.180553935963	2793.842750563904	25	0.001	100	100	0.0	4638	1	100
8	2801.776823852111	2783.101237601577	25	0.001	100	100	0.0	4638	1	100
9	2796.1229455928224	2778.2005043394483	25	0.001	100	100	0.0	4638	1	100
10	2790.076282338712	2772.9967547502392	25	0.001	100	100	0.0	4638	1	100
11	2785.0516233056183	2768.49026845199	25	0.001	100	100	0.0	4638	1	100
12	2780.9799665927026	2767.113084256991	25	0.001	100	100	0.0	4638	1	100
13	2776.445679942923	2763.1383796531427	25	0.001	100	100	0.0	4638	1	100
14	2772.7359460798066	2759.526512364813	25	0.001	100	100	0.0	4638	1	100
15	2769.534121356228	2757.0386969892747	25	0.001	100	100	0.0	4638	1	100
16	2766.6151308882168	2752.2462043835144	25	0.001	100	100	0.0	4638	1	100
17	2763.225769568184	2751.29389443042	25	0.001	100	100	0.0	4638	1	100
18	2760.5270810906873	2746.302263365649	25	0.001	100	100	0.0	4638	1	100
19	2758.2371781171987	2744.034495716569	25	0.001	100	100	0.0	4638	1	100
20	2756.92186833431	2740.734142062769	25	0.001	100	100	0.0	4638	1	100
21	2753.936513477869	2738.7431430561364	25	0.001	100	100	0.0	4638	1	100
22	2751.750941963159	2737.1355428604506	25	0.001	100	100	0.0	4638	1	100
23	2750.174909107999	2739.548042020196	25	0.001	100	100	0.0	4638	1	100
24	2749.024674828445	2738.5556701310047	25	0.001	100	100	0.0	4638	1	100
25	2747.5186137968685	2732.9753030518045	25	0.001	100	100	0.0	4638	1	100
26	2745.672660799269	2733.7470553746416	25	0.001	100	100	0.0	4638	1	100
27	2743.5492076024757	2728.808219369921	25	0.001	100	100	0.0	4638	1	100
28	2743.2576372727544	2732.262900241247	25	0.001	100	100	0.0	4638	1	100
29	2742.068400562221	2731.08510424758	25	0.001	100	100	0.0	4638	1	100
30	2740.361709573653	2727.5620397272346	25	0.001	100	100	0.0	4638	1	100
31	2739.2266941797993	2725.730990641432	25	0.001	100	100	0.0	4638	1	100
32	2738.189605346537	2725.8959512801744	25	0.001	100	100	0.0	4638	1	100
33	2737.020040669528	2723.8164323912524	25	0.001	100	100	0.0	4638	1	100
34	2736.6951786155946	2724.7357464821343	25	0.001	100	100	0.0	4638	1	100
35	2735.244700542966	2721.9195115506986	25	0.001	100	100	0.0	4638	1	100
36	2734.3047701856813	2722.368950634112	25	0.001	100	100	0.0	4638	1	100
37	2733.2359187426964	2719.9711937402903	25	0.001	100	100	0.0	4638	1	100
38	2732.176139900437	2719.5341465441265	25	0.001	100	100	0.0	4638	1	100
39	2732.145630570131	2719.18795187022	25	0.001	100	100	0.0	4638	1	100
40	2731.0879982875667	2725.771485308617	25	0.001	100	100	0.0	4638	1	100
41	2730.2993043198235	2715.973860614842	25	0.001	100	100	0.0	4638	1	100
42	2729.400358282138	2716.9056034708115	25	0.001	100	100	0.0	4638	1	100
43	2728.65363489676	2715.608928731477	25	0.001	100	100	0.0	4638	1	100
44	2727.847735019264	2718.6032490775874	25	0.001	100	100	0.0	4638	1	100
45	2727.689251131248	2715.0100480438878	25	0.001	100	100	0.0	4638	1	100
46	2726.781347988237	2713.23182436066	25	0.001	100	100	0.0	4638	1	100
47	2726.16034799882	2711.453219295232	25	0.001	100	100	0.0	4638	1	100
48	2725.552635453047	2713.972728605252	25	0.001	100	100	0.0	4638	1	100
49	2725.4652888469154	2710.573033991097	25	0.001	100	100	0.0	4638	1	100
50	2724.741299873886	2712.2894592868665	25	0.001	100	100	0.0	4638	1	100
51	2723.9343726242128	2713.001551203245	25	0.001	100	100	0.0	4638	1	100
52	2723.2308586799013	2710.9336810431105	25	0.001	100	100	0.0	4638	1	100
53	2723.0659045854973	2709.086007054404	25	0.001	100	100	0.0	4638	1	100
54	2722.4983321250365	2709.819210832935	25	0.001	100	100	0.0	4638	1	100
55	2721.894955753305	2710.5821414167067	25	0.001	100	100	0.0	4638	1	100
56	2721.760516980547	2709.940866619861	25	0.001	100	100	0.0	4638	1	100
57	2721.5910797816186	2708.7597441518287	25	0.001	100	100	0.0	4638	1	100
58	2720.773380673047	2708.2475301184572	25	0.001	100	100	0.0	4638	1	100
59	2720.3491509467044	2710.024694614155	25	0.001	100	100	0.0	4638	1	100
60	2719.9189915832826	2707.2441448262725	25	0.001	100	100	0.0	4638	1	100
61	2719.6128660838485	2709.871012058586	25	0.001	100	100	0.0	4638	1	100
62	2719.3741271058398	2707.631167468332	25	0.001	100	100	0.0	4638	1	100
63	2718.813723426461	2707.170549265057	25	0.001	100	100	0.0	4638	1	100
64	2718.165320888914	2707.185817156877	25	0.001	100	100	0.0	4638	1	100
65	2718.290945726032	2705.3367231379957	25	0.001	100	100	0.0	4638	1	100
66	2718.0301930861083	2705.7164178268404	25	0.001	100	100	0.0	4638	1	100
67	2717.758936874826	2706.018675590792	25	0.001	100	100	0.0	4638	1	100
68	2717.396446481719	2706.3314388705485	25	0.001	100	100	0.0	4638	1	100
69	2716.770642941859	2704.6710422143883	25	0.001	100	100	0.0	4638	1	100
70	2716.622487008907	2706.312936932361	25	0.001	100	100	0.0	4638	1	100
71	2716.3327131475007	2704.8997968451245	25	0.001	100	100	0.0	4638	1	100
72	2716.2877765924204	2704.874659696911	25	0.001	100	100	0.0	4638	1	100
73	2716.1956165799625	2705.4491613326063	25	0.001	100	100	0.0	4638	1	100
74	2715.4332741599883	2703.173602656698	25	0.001	100	100	0.0	4638	1	100
75	2715.6737666813433	2702.804181013235	25	0.001	100	100	0.0	4638	1	100
76	2715.4803044161	2703.5048562044394	25	0.001	100	100	0.0	4638	1	100
77	2714.94639729567	2703.6030296777903	25	0.001	100	100	0.0	4638	1	100
78	2714.494076380197	2702.169238001165	25	0.001	100	100	0.0	4638	1	100
79	2714.4997973318978	2703.649087296845	25	0.001	100	100	0.0	4638	1	100
80	2714.6434822986243	2702.552001019509	25	0.001	100	100	0.0	4638	1	100
81	2714.3264832690656	2703.7733562753947	25	0.001	100	100	0.0	4638	1	100
82	2713.881538782593	2701.4250931748925	25	0.001	100	100	0.0	4638	1	100
83	2713.326566862525	2700.133468832158	25	0.001	100	100	0.0	4638	1	100
84	2713.2765708411903	2700.4193710414675	25	0.001	100	100	0.0	4638	1	100
85	2713.3513471489314	2699.995197478489	25	0.001	100	100	0.0	4638	1	100
86	2712.4295968777387	2701.6902350285313	25	0.001	100	100	0.0	4638	1	100
87	2713.111777242079	2700.0358844706025	25	0.001	100	100	0.0	4638	1	100
88	2712.3165897769377	2699.7323948001317	25	0.001	100	100	0.0	4638	1	100
89	2712.4957436067475	2699.532162609793	25	0.001	100	100	0.0	4638	1	100
90	2712.4839714015443	2703.4965787635933	25	0.001	100	100	0.0	4638	1	100
91	2712.2317025510765	2699.951410880736	25	0.001	100	100	0.0	4638	1	100
92	2711.9764926788416	2699.1781278942103	25	0.001	100	100	0.0	4638	1	100
93	2711.516303836989	2700.8234111720244	25	0.001	100	100	0.0	4638	1	100
94	2711.416800334934	2698.973509575167	25	0.001	100	100	0.0	4638	1	100
95	2711.077085541397	2698.995118121117	25	0.001	100	100	0.0	4638	1	100
96	2711.432999647678	2698.4518580828753	25	0.001	100	100	0.0	4638	1	100
97	2711.273628781962	2699.171406324689	25	0.001	100	100	0.0	4638	1	100
98	2711.0560559895143	2699.1602790205247	25	0.001	100	100	0.0	4638	1	100
99	2710.6660680946147	2698.992485790362	25	0.001	100	100	0.0	4638	1	100
0	2919.361577478869	2828.0687276865733	125	0.0025	150	50	1.0	487	1	100
1	2776.1516372387264	2768.97554952647	125	0.0025	150	50	1.0	487	1	100
2	2749.676969195278	2753.437504668081	125	0.0025	150	50	1.0	487	1	100
3	2735.5350026278893	2735.908874861825	125	0.0025	150	50	1.0	487	1	100
4	2727.170877532651	2725.535287889878	125	0.0025	150	50	1.0	487	1	100
5	2719.4189794190465	2740.2249235368367	125	0.0025	150	50	1.0	487	1	100
6	2714.5751755488586	2714.95209755542	125	0.0025	150	50	1.0	487	1	100
7	2709.9327319048043	2714.8900433571343	125	0.0025	150	50	1.0	487	1	100
8	2706.8781112691972	2713.687719399797	125	0.0025	150	50	1.0	487	1	100
9	2703.6973331896797	2703.06528637742	125	0.0025	150	50	1.0	487	1	100
10	2701.1013980623543	2704.551812429045	125	0.0025	150	50	1.0	487	1	100
11	2698.417904868309	2700.459098742979	125	0.0025	150	50	1.0	487	1	100
12	2696.321837724009	2699.568629656877	125	0.0025	150	50	1.0	487	1	100
13	2694.273524906131	2692.880262794276	125	0.0025	150	50	1.0	487	1	100
14	2692.3121712543907	2692.873760157744	125	0.0025	150	50	1.0	487	1	100
15	2689.959262518425	2692.7471856140955	125	0.0025	150	50	1.0	487	1	100
16	2689.4590940865523	2686.7635061581327	125	0.0025	150	50	1.0	487	1	100
17	2687.915878731957	2692.7839210758248	125	0.0025	150	50	1.0	487	1	100
18	2686.686229628406	2684.286733594497	125	0.0025	150	50	1.0	487	1	100
19	2685.5780156256224	2688.1515968570748	125	0.0025	150	50	1.0	487	1	100
20	2684.955988782759	2686.178875720752	125	0.0025	150	50	1.0	487	1	100
21	2684.065568188609	2684.903987381244	125	0.0025	150	50	1.0	487	1	100
22	2683.0694078854544	2683.659739390386	125	0.0025	150	50	1.0	487	1	100
23	2681.5538562858546	2679.798596588193	125	0.0025	150	50	1.0	487	1	100
24	2680.7591352893355	2684.333702889729	125	0.0025	150	50	1.0	487	1	100
25	2680.398700963345	2684.012816215792	125	0.0025	150	50	1.0	487	1	100
26	2679.7660192613025	2677.361310853101	125	0.0025	150	50	1.0	487	1	100
27	2679.479522870424	2679.3905157669096	125	0.0025	150	50	1.0	487	1	100
28	2678.2320392332667	2677.994328748656	125	0.0025	150	50	1.0	487	1	100
29	2677.764389642732	2675.747152003914	125	0.0025	150	50	1.0	487	1	100
30	2677.113617595015	2675.676805426924	125	0.0025	150	50	1.0	487	1	100
31	2676.034946397477	2674.648351607313	125	0.0025	150	50	1.0	487	1	100
32	2676.5931323473023	2674.226737086221	125	0.0025	150	50	1.0	487	1	100
33	2674.64131431535	2674.836514941593	125	0.0025	150	50	1.0	487	1	100
34	2674.376688390764	2675.6689518478133	125	0.0025	150	50	1.0	487	1	100
35	2675.1084582212184	2680.2609093047918	125	0.0025	150	50	1.0	487	1	100
36	2673.195187849002	2672.785582912584	125	0.0025	150	50	1.0	487	1	100
37	2674.2409906066164	2674.215111697837	125	0.0025	150	50	1.0	487	1	100
38	2672.9739996329463	2674.021353668738	125	0.0025	150	50	1.0	487	1	100
39	2673.2349009151653	2670.908510751524	125	0.0025	150	50	1.0	487	1	100
40	2671.6331787498425	2669.30925708428	125	0.0025	150	50	1.0	487	1	100
41	2671.783964517987	2672.7873567832817	125	0.0025	150	50	1.0	487	1	100
42	2671.7917459978885	2670.160518959877	125	0.0025	150	50	1.0	487	1	100
43	2671.074395222199	2675.9576409013503	125	0.0025	150	50	1.0	487	1	100
44	2671.181324147373	2675.8720670448433	125	0.0025	150	50	1.0	487	1	100
45	2672.457792487368	2670.0310516065665	125	0.0025	150	50	1.0	487	1	100
46	2671.223807910063	2673.749674634769	125	0.0025	150	50	1.0	487	1	100
47	2669.046438410269	2667.341404756214	125	0.0025	150	50	1.0	487	1	100
48	2670.8835696393953	2670.8427799728133	125	0.0025	150	50	1.0	487	1	100
49	2669.9261592750304	2672.1688141394297	125	0.0025	150	50	1.0	487	1	100
0	3068.6171274309804	2899.363034775335	125	0.0005	100	50	0.5	9606	1	100
1	2851.3590539834786	2820.150991406997	125	0.0005	100	50	0.5	9606	1	100
2	2806.417742739014	2789.880181102862	125	0.0005	100	50	0.5	9606	1	100
3	2783.580784325036	2768.4710518306347	125	0.0005	100	50	0.5	9606	1	100
4	2769.6048204921885	2759.489694278053	125	0.0005	100	50	0.5	9606	1	100
5	2760.526746768723	2756.3268025327143	125	0.0005	100	50	0.5	9606	1	100
6	2752.0743174644613	2753.8239246609105	125	0.0005	100	50	0.5	9606	1	100
7	2746.672533736173	2738.947466819282	125	0.0005	100	50	0.5	9606	1	100
8	2741.101491589507	2732.771321458981	125	0.0005	100	50	0.5	9606	1	100
9	2737.25205731207	2732.770269273572	125	0.0005	100	50	0.5	9606	1	100
10	2733.418438149451	2725.529107817729	125	0.0005	100	50	0.5	9606	1	100
11	2730.115769549509	2722.53271484375	125	0.0005	100	50	0.5	9606	1	100
12	2726.962921593225	2722.468421367113	125	0.0005	100	50	0.5	9606	1	100
13	2724.168102660342	2717.365267051565	125	0.0005	100	50	0.5	9606	1	100
14	2722.2067295043257	2715.431989330635	125	0.0005	100	50	0.5	9606	1	100
15	2719.007470215518	2711.666188343989	125	0.0005	100	50	0.5	9606	1	100
16	2717.045184430566	2710.3174224911872	125	0.0005	100	50	0.5	9606	1	100
17	2714.890507170311	2717.54956428134	125	0.0005	100	50	0.5	9606	1	100
18	2713.22029911156	2705.6151438142333	125	0.0005	100	50	0.5	9606	1	100
19	2711.1818011721657	2703.647435263056	125	0.0005	100	50	0.5	9606	1	100
20	2708.990397256454	2702.422113538928	125	0.0005	100	50	0.5	9606	1	100
21	2707.961731806453	2702.252238344736	125	0.0005	100	50	0.5	9606	1	100
22	2706.337791417745	2702.9281596371593	125	0.0005	100	50	0.5	9606	1	100
23	2704.856628268833	2703.4650010643218	125	0.0005	100	50	0.5	9606	1	100
24	2703.1544683155107	2696.376363546397	125	0.0005	100	50	0.5	9606	1	100
25	2702.155621946751	2694.6034344003947	125	0.0005	100	50	0.5	9606	1	100
26	2700.314641087085	2696.631028826333	125	0.0005	100	50	0.5	9606	1	100
27	2699.42558231676	2696.0407845550008	125	0.0005	100	50	0.5	9606	1	100
28	2698.411103063292	2695.081810449779	125	0.0005	100	50	0.5	9606	1	100
29	2696.6755738614484	2692.1342614722753	125	0.0005	100	50	0.5	9606	1	100
30	2695.729805267441	2690.647394183945	125	0.0005	100	50	0.5	9606	1	100
31	2694.791823444389	2689.631225352533	125	0.0005	100	50	0.5	9606	1	100
32	2693.740088196676	2689.235141032057	125	0.0005	100	50	0.5	9606	1	100
33	2692.544413674489	2690.1311501964333	125	0.0005	100	50	0.5	9606	1	100
34	2691.435360806282	2685.168598474098	125	0.0005	100	50	0.5	9606	1	100
35	2690.5307457677795	2684.2730295097394	125	0.0005	100	50	0.5	9606	1	100
36	2689.931074171027	2684.7816808638563	125	0.0005	100	50	0.5	9606	1	100
37	2688.647331695735	2685.053678260935	125	0.0005	100	50	0.5	9606	1	100
38	2688.29864446838	2685.2213697269362	125	0.0005	100	50	0.5	9606	1	100
39	2687.096332578822	2683.051442250239	125	0.0005	100	50	0.5	9606	1	100
40	2686.3180117475918	2681.365723589867	125	0.0005	100	50	0.5	9606	1	100
41	2685.710561134908	2679.6153328715045	125	0.0005	100	50	0.5	9606	1	100
42	2684.865277870573	2680.670017570656	125	0.0005	100	50	0.5	9606	1	100
43	2684.160277088327	2682.584297136413	125	0.0005	100	50	0.5	9606	1	100
44	2683.5356620124758	2679.8099306883364	125	0.0005	100	50	0.5	9606	1	100
45	2683.050742578623	2677.936948232851	125	0.0005	100	50	0.5	9606	1	100
46	2682.427508441824	2676.5928513944486	125	0.0005	100	50	0.5	9606	1	100
47	2681.741423046501	2676.10090663465	125	0.0005	100	50	0.5	9606	1	100
48	2680.829946471137	2676.5622101121835	125	0.0005	100	50	0.5	9606	1	100
49	2680.32383465582	2675.4882901193537	125	0.0005	100	50	0.5	9606	1	100
0	3406.968818368712	3340.790836837506	5	0.0005	100	50	0.5	7718	1	100
1	3295.5259514248078	3225.377299963402	5	0.0005	100	50	0.5	7718	1	100
2	3204.8399964643318	3147.484048701153	5	0.0005	100	50	0.5	7718	1	100
3	3137.832350217535	3085.7190697635333	5	0.0005	100	50	0.5	7718	1	100
4	3090.085622059835	3065.167486537255	5	0.0005	100	50	0.5	7718	1	100
5	3049.1951916357375	2997.8992637502993	5	0.0005	100	50	0.5	7718	1	100
6	3016.966977263617	2992.083260822479	5	0.0005	100	50	0.5	7718	1	100
7	2994.191558808712	2958.1764996676325	5	0.0005	100	50	0.5	7718	1	100
8	2976.013648091195	2978.643005254392	5	0.0005	100	50	0.5	7718	1	100
9	2960.9249733528013	2949.3979319468513	5	0.0005	100	50	0.5	7718	1	100
10	2950.362830291427	2951.4131013421666	5	0.0005	100	50	0.5	7718	1	100
11	2941.721690113988	2925.2883524849126	5	0.0005	100	50	0.5	7718	1	100
12	2932.3839844943077	2930.81144081247	5	0.0005	100	50	0.5	7718	1	100
13	2927.744368503417	2927.8433905577795	5	0.0005	100	50	0.5	7718	1	100
14	2921.05735144174	2926.7655764519604	5	0.0005	100	50	0.5	7718	1	100
15	2916.5598512051984	2926.9847115686243	5	0.0005	100	50	0.5	7718	1	100
16	2911.7910281004743	2913.632584697658	5	0.0005	100	50	0.5	7718	1	100
17	2906.628353049597	2900.8617347148356	5	0.0005	100	50	0.5	7718	1	100
18	2903.9972389778013	2899.860130762279	5	0.0005	100	50	0.5	7718	1	100
19	2901.907831350675	2894.872552525245	5	0.0005	100	50	0.5	7718	1	100
20	2897.589636828306	2896.940149135845	5	0.0005	100	50	0.5	7718	1	100
21	2896.293812024636	2905.551725135935	5	0.0005	100	50	0.5	7718	1	100
22	2893.649659370269	2883.4988003032386	5	0.0005	100	50	0.5	7718	1	100
23	2891.1300474317018	2894.102628689651	5	0.0005	100	50	0.5	7718	1	100
24	2887.8918715099794	2885.334335881483	5	0.0005	100	50	0.5	7718	1	100
25	2886.364953378556	2881.492774744563	5	0.0005	100	50	0.5	7718	1	100
26	2884.4934175402777	2875.713723410612	5	0.0005	100	50	0.5	7718	1	100
27	2882.128595374665	2878.2498945013745	5	0.0005	100	50	0.5	7718	1	100
28	2880.0721734465465	2879.1025348612275	5	0.0005	100	50	0.5	7718	1	100
29	2878.889944425263	2880.175777982344	5	0.0005	100	50	0.5	7718	1	100
30	2876.453417408521	2874.232348586132	5	0.0005	100	50	0.5	7718	1	100
31	2874.814646663441	2870.131677689561	5	0.0005	100	50	0.5	7718	1	100
32	2872.4426117543144	2865.39738811544	5	0.0005	100	50	0.5	7718	1	100
33	2872.762890329324	2868.1926194841963	5	0.0005	100	50	0.5	7718	1	100
34	2870.375175305055	2866.4354600486968	5	0.0005	100	50	0.5	7718	1	100
35	2869.6272968619282	2863.9463931607015	5	0.0005	100	50	0.5	7718	1	100
36	2868.1339800332235	2866.206383320387	5	0.0005	100	50	0.5	7718	1	100
37	2866.175085761754	2860.227781802701	5	0.0005	100	50	0.5	7718	1	100
38	2865.66900343628	2862.495720303537	5	0.0005	100	50	0.5	7718	1	100
39	2864.539138234689	2862.7041855879547	5	0.0005	100	50	0.5	7718	1	100
40	2863.276515726049	2859.0647523489783	5	0.0005	100	50	0.5	7718	1	100
41	2862.034260635433	2858.2659559669282	5	0.0005	100	50	0.5	7718	1	100
42	2860.7806941021972	2858.0254008947772	5	0.0005	100	50	0.5	7718	1	100
43	2860.7407698348106	2855.5291400274846	5	0.0005	100	50	0.5	7718	1	100
44	2859.374810818897	2853.675107645943	5	0.0005	100	50	0.5	7718	1	100
45	2857.5746505674083	2852.1419278613466	5	0.0005	100	50	0.5	7718	1	100
