train_epoch	batch_size	dataset	depth	epochs	first_layer	kappa	learning_rate	loss	num_components	seed	val_loss
46	150	TCGA	1	100	100	1.0	0.002	1862.7353466709671	25	2695	1860.2251044038555
47	150	TCGA	1	100	100	1.0	0.002	1862.0301280268093	25	2695	1861.3760421982959
48	150	TCGA	1	100	100	1.0	0.002	1860.679843320526	25	2695	1857.8485573620053
49	150	TCGA	1	100	100	1.0	0.002	1860.4086628473287	25	2695	1859.0187301252358
50	150	TCGA	1	100	100	1.0	0.002	1859.811308686948	25	2695	1858.4327214686716
51	150	TCGA	1	100	100	1.0	0.002	1858.7478261565052	25	2695	1856.755260064973
52	150	TCGA	1	100	100	1.0	0.002	1858.4551990098994	25	2695	1855.2819210800092
53	150	TCGA	1	100	100	1.0	0.002	1857.5338924632354	25	2695	1855.432633136385
54	150	TCGA	1	100	100	1.0	0.002	1856.5265602463526	25	2695	1854.4939381968438
55	150	TCGA	1	100	100	1.0	0.002	1856.0962044594212	25	2695	1854.1298656367776
56	150	TCGA	1	100	100	1.0	0.002	1855.4068194752442	25	2695	1852.1881551311246
57	150	TCGA	1	100	100	1.0	0.002	1854.8788734535672	25	2695	1852.2721033144242
58	150	TCGA	1	100	100	1.0	0.002	1854.4053649459522	25	2695	1854.5563369827653
59	150	TCGA	1	100	100	1.0	0.002	1853.3966585898693	25	2695	1851.2790122487438
60	150	TCGA	1	100	100	1.0	0.002	1853.424345850825	25	2695	1849.854735101288
61	150	TCGA	1	100	100	1.0	0.002	1852.742146923441	25	2695	1850.3412901911904
62	150	TCGA	1	100	100	1.0	0.002	1852.3339337428667	25	2695	1851.2943550761622
63	150	TCGA	1	100	100	1.0	0.002	1851.366515425197	25	2695	1850.259369969967
64	150	TCGA	1	100	100	1.0	0.002	1850.9230442807166	25	2695	1848.8631107196136
65	150	TCGA	1	100	100	1.0	0.002	1850.652390376254	25	2695	1848.124440562186
66	150	TCGA	1	100	100	1.0	0.002	1850.2941940040216	25	2695	1847.4832303607886
67	150	TCGA	1	100	100	1.0	0.002	1849.6950894788065	25	2695	1847.8582095045542
68	150	TCGA	1	100	100	1.0	0.002	1849.030344494167	25	2695	1847.2401840746704
69	150	TCGA	1	100	100	1.0	0.002	1848.7506299721954	25	2695	1845.4693431758399
70	150	TCGA	1	100	100	1.0	0.002	1848.3399759848905	25	2695	1846.551898285372
71	150	TCGA	1	100	100	1.0	0.002	1847.8355569959765	25	2695	1846.0537833209012
72	150	TCGA	1	100	100	1.0	0.002	1847.5993034430069	25	2695	1847.0223830333307
73	150	TCGA	1	100	100	1.0	0.002	1846.9615852397683	25	2695	1844.5621981980212
74	150	TCGA	1	100	100	1.0	0.002	1846.8837873865712	25	2695	1843.9063929265467
75	150	TCGA	1	100	100	1.0	0.002	1846.3415174989887	25	2695	1843.9225019138667
76	150	TCGA	1	100	100	1.0	0.002	1846.073136413213	25	2695	1842.6506617560456
77	150	TCGA	1	100	100	1.0	0.002	1845.7025230825845	25	2695	1842.3936240038079
78	150	TCGA	1	100	100	1.0	0.002	1845.2661756312607	25	2695	1844.6469180619895
79	150	TCGA	1	100	100	1.0	0.002	1845.0241990803158	25	2695	1844.102831663199
80	150	TCGA	1	100	100	1.0	0.002	1844.505733380561	25	2695	1841.8773708631045
81	150	TCGA	1	100	100	1.0	0.002	1844.123527185368	25	2695	1841.5173204891648
82	150	TCGA	1	100	100	1.0	0.002	1844.0368178450965	25	2695	1841.3053315895886
83	150	TCGA	1	100	100	1.0	0.002	1843.353012246763	25	2695	1841.4504793253375
84	150	TCGA	1	100	100	1.0	0.002	1843.58892019046	25	2695	1840.5571994493955
85	150	TCGA	1	100	100	1.0	0.002	1843.0341710762225	25	2695	1843.816121010325
86	150	TCGA	1	100	100	1.0	0.002	1842.9194630519503	25	2695	1841.3442677253452
87	150	TCGA	1	100	100	1.0	0.002	1842.4864528386481	25	2695	1839.7833307160806
88	150	TCGA	1	100	100	1.0	0.002	1842.1178681724562	25	2695	1840.4380545304648
89	150	TCGA	1	100	100	1.0	0.002	1841.710583184071	25	2695	1839.383441254122
90	150	TCGA	1	100	100	1.0	0.002	1841.6210578060907	25	2695	1838.627648741756
91	150	TCGA	1	100	100	1.0	0.002	1841.4502201107998	25	2695	1839.54336133794
92	150	TCGA	1	100	100	1.0	0.002	1841.3114215737146	25	2695	1839.48757397829
93	150	TCGA	1	100	100	1.0	0.002	1840.985433533144	25	2695	1838.5583318202341
94	150	TCGA	1	100	100	1.0	0.002	1840.760679224344	25	2695	1838.3916034027561
95	150	TCGA	1	100	100	1.0	0.002	1840.5054069695325	25	2695	1838.2556998861494
96	150	TCGA	1	100	100	1.0	0.002	1840.2772565744378	25	2695	1837.9306830784783
97	150	TCGA	1	100	100	1.0	0.002	1839.8881682923814	25	2695	1837.6795096085896
98	150	TCGA	1	100	100	1.0	0.002	1839.959548045807	25	2695	1837.3570495298761
99	150	TCGA	1	100	100	1.0	0.002	1839.7688518855866	25	2695	1837.244292139408
0	100	TCGA	1	100	100	1.0	0.0025	3196.298395081282	25	4242	3679.9669980763188
1	100	TCGA	1	100	100	1.0	0.0025	2112.6504983749755	25	4242	2357.476342896121
2	100	TCGA	1	100	100	1.0	0.0025	2010.0832873383915	25	4242	2191.088683161903
3	100	TCGA	1	100	100	1.0	0.0025	1982.135652777366	25	4242	2007.7649913385285
4	100	TCGA	1	100	100	1.0	0.0025	1962.4148784185684	25	4242	1992.8232219446845
5	100	TCGA	1	100	100	1.0	0.0025	1952.7282085212191	25	4242	1975.7397700170773
6	100	TCGA	1	100	100	1.0	0.0025	1938.5970575618132	25	4242	1945.272795864086
7	100	TCGA	1	100	100	1.0	0.0025	1930.3931575876913	25	4242	1931.043184059948
8	100	TCGA	1	100	100	1.0	0.0025	1924.4130403467796	25	4242	1921.3276698433572
9	100	TCGA	1	100	100	1.0	0.0025	1916.0748463377442	25	4242	1908.9955410597909
10	100	TCGA	1	100	100	1.0	0.0025	1909.9502664236688	25	4242	1910.715969986652
11	100	TCGA	1	100	100	1.0	0.0025	1905.14236979203	25	4242	1900.474361553863
12	100	TCGA	1	100	100	1.0	0.0025	1900.7999739563352	25	4242	1897.9319957944015
13	100	TCGA	1	100	100	1.0	0.0025	1895.049478821489	25	4242	1893.7594294715768
14	100	TCGA	1	100	100	1.0	0.0025	1892.4254708079864	25	4242	1891.5961644158288
15	100	TCGA	1	100	100	1.0	0.0025	1888.892851805578	25	4242	1885.085875544716
16	100	TCGA	1	100	100	1.0	0.0025	1884.7548881672974	25	4242	1882.1036904493171
17	100	TCGA	1	100	100	1.0	0.0025	1881.587929770888	25	4242	1885.185114414848
18	100	TCGA	1	100	100	1.0	0.0025	1879.879743260749	25	4242	1877.6195902608747
19	100	TCGA	1	100	100	1.0	0.0025	1877.2423546160155	25	4242	1877.969313118326
20	100	TCGA	1	100	100	1.0	0.0025	1874.4369441910721	25	4242	1871.9461510433025
21	100	TCGA	1	100	100	1.0	0.0025	1872.501123853501	25	4242	1870.8644663748432
22	100	TCGA	1	100	100	1.0	0.0025	1871.2218735638787	25	4242	1873.1007123017428
23	100	TCGA	1	100	100	1.0	0.0025	1869.3235494411608	25	4242	1876.255505432436
24	100	TCGA	1	100	100	1.0	0.0025	1867.6814607964493	25	4242	1867.084721704224
25	100	TCGA	1	100	100	1.0	0.0025	1865.6331401236926	25	4242	1864.190643157192
26	100	TCGA	1	100	100	1.0	0.0025	1863.987909943148	25	4242	1862.986358182514
27	100	TCGA	1	100	100	1.0	0.0025	1862.8417299195905	25	4242	1863.4172768137562
28	100	TCGA	1	100	100	1.0	0.0025	1861.3080166308844	25	4242	1861.7334291084326
29	100	TCGA	1	100	100	1.0	0.0025	1860.781731945421	25	4242	1859.1511359286667
30	100	TCGA	1	100	100	1.0	0.0025	1859.179136255594	25	4242	1857.9954496604114
31	100	TCGA	1	100	100	1.0	0.0025	1857.665426774381	25	4242	1856.9172154718908
32	100	TCGA	1	100	100	1.0	0.0025	1856.967061630915	25	4242	1857.440966428824
33	100	TCGA	1	100	100	1.0	0.0025	1856.1315140909933	25	4242	1856.0793242334719
34	100	TCGA	1	100	100	1.0	0.0025	1854.9900294347644	25	4242	1853.933106082169
35	100	TCGA	1	100	100	1.0	0.0025	1854.107620302276	25	4242	1854.7026164759345
36	100	TCGA	1	100	100	1.0	0.0025	1853.260098617116	25	4242	1853.3459215020414
37	100	TCGA	1	100	100	1.0	0.0025	1852.7383767507056	25	4242	1851.5087068644
38	100	TCGA	1	100	100	1.0	0.0025	1851.617820769552	25	4242	1851.444129828832
39	100	TCGA	1	100	100	1.0	0.0025	1851.0937324095576	25	4242	1849.8265049613299
40	100	TCGA	1	100	100	1.0	0.0025	1850.23890547226	25	4242	1850.007721714039
41	100	TCGA	1	100	100	1.0	0.0025	1849.7233944081852	25	4242	1849.0184148280466
42	100	TCGA	1	100	100	1.0	0.0025	1848.5677412024354	25	4242	1848.2341707315882
43	100	TCGA	1	100	100	1.0	0.0025	1848.4057096559454	25	4242	1848.381775209053
44	100	TCGA	1	100	100	1.0	0.0025	1847.9030440975907	25	4242	1847.1429854349874
45	100	TCGA	1	100	100	1.0	0.0025	1847.2110128486804	25	4242	1846.9931382989166
46	100	TCGA	1	100	100	1.0	0.0025	1846.545826222671	25	4242	1846.4053041084326
47	100	TCGA	1	100	100	1.0	0.0025	1846.237734747247	25	4242	1846.5989763269474
48	100	TCGA	1	100	100	1.0	0.0025	1845.9520036808308	25	4242	1845.9394905435379
49	100	TCGA	1	100	100	1.0	0.0025	1845.300545230137	25	4242	1845.7571070685456
50	100	TCGA	1	100	100	1.0	0.0025	1844.6291171036762	25	4242	1844.5672644226995
51	100	TCGA	1	100	100	1.0	0.0025	1843.8973769639167	25	4242	1845.5524945283053
52	100	TCGA	1	100	100	1.0	0.0025	1843.60494186788	25	4242	1843.2375500549624
53	100	TCGA	1	100	100	1.0	0.0025	1843.3489717589332	25	4242	1843.463105934948
54	100	TCGA	1	100	100	1.0	0.0025	1842.8294750494226	25	4242	1842.8627518697
55	100	TCGA	1	100	100	1.0	0.0025	1842.6979918609252	25	4242	1842.5501850070666
56	100	TCGA	1	100	100	1.0	0.0025	1842.3106805678126	25	4242	1842.0456052233826
57	100	TCGA	1	100	100	1.0	0.0025	1841.7967509539988	25	4242	1842.5354580519784
58	100	TCGA	1	100	100	1.0	0.0025	1841.4934885795928	25	4242	1842.3805201544837
59	100	TCGA	1	100	100	1.0	0.0025	1841.2692085587162	25	4242	1841.0019488310693
60	100	TCGA	1	100	100	1.0	0.0025	1840.880333296781	25	4242	1841.474782359061
61	100	TCGA	1	100	100	1.0	0.0025	1840.7672603797507	25	4242	1840.013657766371
62	100	TCGA	1	100	100	1.0	0.0025	1840.1468739263157	25	4242	1840.7123728996546
63	100	TCGA	1	100	100	1.0	0.0025	1840.4394765471304	25	4242	1840.7135298072394
64	100	TCGA	1	100	100	1.0	0.0025	1839.7501775394767	25	4242	1839.8618802017904
65	100	TCGA	1	100	100	1.0	0.0025	1839.3265910343955	25	4242	1839.5654039239166
66	100	TCGA	1	100	100	1.0	0.0025	1839.003645649844	25	4242	1838.4904938510915
67	100	TCGA	1	100	100	1.0	0.0025	1838.7042437848374	25	4242	1839.0855074935228
68	100	TCGA	1	100	100	1.0	0.0025	1838.513205394453	25	4242	1838.3168577261304
69	100	TCGA	1	100	100	1.0	0.0025	1838.3849915620374	25	4242	1837.741606592533
70	100	TCGA	1	100	100	1.0	0.0025	1838.2201581755469	25	4242	1838.6731079714984
71	100	TCGA	1	100	100	1.0	0.0025	1837.9556818137225	25	4242	1838.2939483795933
72	100	TCGA	1	100	100	1.0	0.0025	1837.941908824336	25	4242	1838.3971303048443
73	100	TCGA	1	100	100	1.0	0.0025	1837.4851733826279	25	4242	1837.4962446509894
74	100	TCGA	1	100	100	1.0	0.0025	1837.3194702843332	25	4242	1837.249960741206
75	100	TCGA	1	100	100	1.0	0.0025	1837.2874560470573	25	4242	1836.5836224579928
76	100	TCGA	1	100	100	1.0	0.0025	1837.068423564445	25	4242	1837.3255553892511
77	100	TCGA	1	100	100	1.0	0.0025	1836.909706160857	25	4242	1837.0626312715924
78	100	TCGA	1	100	100	1.0	0.0025	1836.5677860165054	25	4242	1837.1134033203125
79	100	TCGA	1	100	100	1.0	0.0025	1836.5591440678759	25	4242	1837.0380068064933
80	100	TCGA	1	100	100	1.0	0.0025	1836.3029278971173	25	4242	1837.1199135325064
81	100	TCGA	1	100	100	1.0	0.0025	1835.9183636424882	25	4242	1836.859589083111
82	100	TCGA	1	100	100	1.0	0.0025	1835.755904393452	25	4242	1835.978751177764
83	100	TCGA	1	100	100	1.0	0.0025	1835.8898326398169	25	4242	1835.9063561214275
84	100	TCGA	1	100	100	1.0	0.0025	1835.4205540817675	25	4242	1836.086331314777
85	100	TCGA	1	100	100	1.0	0.0025	1835.4695635068651	25	4242	1835.4208597921247
86	100	TCGA	1	100	100	1.0	0.0025	1835.5921784418078	25	4242	1835.1798684585035
87	100	TCGA	1	100	100	1.0	0.0025	1835.190818652921	25	4242	1835.0999369405624
88	100	TCGA	1	100	100	1.0	0.0025	1834.9372012077367	25	4242	1835.7658482843908
89	100	TCGA	1	100	100	1.0	0.0025	1835.1398832174482	25	4242	1834.9866544637246
90	100	TCGA	1	100	100	1.0	0.0025	1834.8969628731845	25	4242	1834.9318056346185
91	100	TCGA	1	100	100	1.0	0.0025	1834.6711335308328	25	4242	1834.5316027157269
92	100	TCGA	1	100	100	1.0	0.0025	1834.606981092032	25	4242	1834.5912405042795
93	100	TCGA	1	100	100	1.0	0.0025	1834.4324628112704	25	4242	1834.7391707070508
94	100	TCGA	1	100	100	1.0	0.0025	1834.436833484376	25	4242	1836.364391537767
95	100	TCGA	1	100	100	1.0	0.0025	1834.2866830622488	25	4242	1834.1492018196448
96	100	TCGA	1	100	100	1.0	0.0025	1834.0600488379355	25	4242	1834.1136204705167
97	100	TCGA	1	100	100	1.0	0.0025	1834.092885288733	25	4242	1834.2204712527482
98	100	TCGA	1	100	100	1.0	0.0025	1834.290898936736	25	4242	1834.3115295716864
99	100	TCGA	1	100	100	1.0	0.0025	1834.02252496344	25	4242	1834.951464475699
0	100	TCGA	1	50	100	0.5	0.0025	3183.8581853901283	25	7572	3190.716491392509
1	100	TCGA	1	50	100	0.5	0.0025	2099.944612315915	25	7572	2438.615111691269
2	100	TCGA	1	50	100	0.5	0.0025	2018.339227171612	25	7572	2126.1840771239013
3	100	TCGA	1	50	100	0.5	0.0025	1983.3589487417505	25	7572	2034.52971215943
4	100	TCGA	1	50	100	0.5	0.0025	1961.6617304106512	25	7572	1981.8790620583386
5	100	TCGA	1	50	100	0.5	0.0025	1947.3331822045002	25	7572	1999.096650856823
6	100	TCGA	1	50	100	0.5	0.0025	1939.6742109044721	25	7572	1943.933358197236
7	100	TCGA	1	50	100	0.5	0.0025	1928.724315011005	25	7572	1926.2548429402875
8	100	TCGA	1	50	100	0.5	0.0025	1922.3057802466226	25	7572	1922.8936706236261
9	100	TCGA	1	50	100	0.5	0.0025	1915.5862706964974	25	7572	1924.8905311469455
10	100	TCGA	1	50	100	0.5	0.0025	1908.3378903661167	25	7572	1905.9878254799387
11	100	TCGA	1	50	100	0.5	0.0025	1904.9989736637692	25	7572	1900.336933691897
12	100	TCGA	1	50	100	0.5	0.0025	1899.468114741134	25	7572	1897.6104791535806
13	100	TCGA	1	50	100	0.5	0.0025	1895.422084913521	25	7572	1898.7619444880652
14	100	TCGA	1	50	100	0.5	0.0025	1891.965909722634	25	7572	1891.3041636404682
15	100	TCGA	1	50	100	0.5	0.0025	1888.1752808012327	25	7572	1887.0034388249842
16	100	TCGA	1	50	100	0.5	0.0025	1884.5861795423075	25	7572	1887.841796261581
17	100	TCGA	1	50	100	0.5	0.0025	1881.8784984950973	25	7572	1883.12568457522
18	100	TCGA	1	50	100	0.5	0.0025	1879.2715323774235	25	7572	1878.0809933456344
19	100	TCGA	1	50	100	0.5	0.0025	1876.8366375887072	25	7572	1877.545875127591
20	100	TCGA	1	50	100	0.5	0.0025	1874.8343954272586	25	7572	1871.8987024968592
21	100	TCGA	1	50	100	0.5	0.0025	1873.214326719073	25	7572	1872.8866972803469
22	100	TCGA	1	50	100	0.5	0.0025	1870.4726574081626	25	7572	1871.6882925369034
23	100	TCGA	1	50	100	0.5	0.0025	1868.6614053076648	25	7572	1868.3913052812893
24	100	TCGA	1	50	100	0.5	0.0025	1866.757749509593	25	7572	1866.5419701044284
25	100	TCGA	1	50	100	0.5	0.0025	1865.7152965506052	25	7572	1864.2434364203832
26	100	TCGA	1	50	100	0.5	0.0025	1863.344006785033	25	7572	1864.1308624420933
27	100	TCGA	1	50	100	0.5	0.0025	1861.9977389128164	25	7572	1861.674297390272
28	100	TCGA	1	50	100	0.5	0.0025	1861.3296095188848	25	7572	1861.85525896082
29	100	TCGA	1	50	100	0.5	0.0025	1860.0822170873694	25	7572	1859.495829979978
30	100	TCGA	1	50	100	0.5	0.0025	1858.9033012232592	25	7572	1861.7085666368955
31	100	TCGA	1	50	100	0.5	0.0025	1857.502519548145	25	7572	1857.7714659724404
32	100	TCGA	1	50	100	0.5	0.0025	1856.4679588797321	25	7572	1856.7154258843045
33	100	TCGA	1	50	100	0.5	0.0025	1855.3522794570013	25	7572	1855.2076281063519
34	100	TCGA	1	50	100	0.5	0.0025	1854.441013796466	25	7572	1855.7958358687968
35	100	TCGA	1	50	100	0.5	0.0025	1853.3895500073252	25	7572	1853.274433691897
36	100	TCGA	1	50	100	0.5	0.0025	1853.0156773761892	25	7572	1854.1182861328125
37	100	TCGA	1	50	100	0.5	0.0025	1852.2430551271111	25	7572	1852.3171540073413
38	100	TCGA	1	50	100	0.5	0.0025	1851.3583955080303	25	7572	1852.2638031465924
39	100	TCGA	1	50	100	0.5	0.0025	1850.2018813652605	25	7572	1851.1494895129947
40	100	TCGA	1	50	100	0.5	0.0025	1850.0896917037203	25	7572	1851.307522721027
41	100	TCGA	1	50	100	0.5	0.0025	1849.1694213853561	25	7572	1849.262471414691
42	100	TCGA	1	50	100	0.5	0.0025	1848.7338283746178	25	7572	1849.7507305816189
43	100	TCGA	1	50	100	0.5	0.0025	1848.0495167547126	25	7572	1848.8646700298368
44	100	TCGA	1	50	100	0.5	0.0025	1847.2800902979682	25	7572	1848.0708713243955
45	100	TCGA	1	50	100	0.5	0.0025	1846.680706778253	25	7572	1847.2263428961205
46	100	TCGA	1	50	100	0.5	0.0025	1846.1049912873486	25	7572	1847.4447696244895
47	100	TCGA	1	50	100	0.5	0.0025	1845.7085036422436	25	7572	1847.473093004083
48	100	TCGA	1	50	100	0.5	0.0025	1845.1663436438305	25	7572	1845.490478515625
49	100	TCGA	1	50	100	0.5	0.0025	1844.7077185171688	25	7572	1845.4775746407818
0	50	TCGA	1	100	100	1.0	0.002	3968.298696748512	5	1150	3531.2793287727704
1	50	TCGA	1	100	100	1.0	0.002	2384.5599764323497	5	1150	2235.412488467729
2	50	TCGA	1	100	100	1.0	0.002	2107.718104753687	5	1150	2089.1200374430746
3	50	TCGA	1	100	100	1.0	0.002	2056.5054600542444	5	1150	2032.8345818447708
4	50	TCGA	1	100	100	1.0	0.002	2025.12611017356	5	1150	2009.513520360592
5	50	TCGA	1	100	100	1.0	0.002	2004.0656873718121	5	1150	2007.5358806974325
6	50	TCGA	1	100	100	1.0	0.002	1989.8854849119516	5	1150	1979.863963984964
7	50	TCGA	1	100	100	1.0	0.002	1981.7658468221553	5	1150	1966.9770894266253
8	50	TCGA	1	100	100	1.0	0.002	1968.2993054377714	5	1150	1956.427673646553
9	50	TCGA	1	100	100	1.0	0.002	1959.5112494762384	5	1150	1949.1579411952341
10	50	TCGA	1	100	100	1.0	0.002	1950.4143266427704	5	1150	1942.498565213764
11	50	TCGA	1	100	100	1.0	0.002	1943.3600420470166	5	1150	1944.9988510668577
12	50	TCGA	1	100	100	1.0	0.002	1937.916115703853	5	1150	1933.9457118355451
13	50	TCGA	1	100	100	1.0	0.002	1932.756731335001	5	1150	1926.7410422473695
14	50	TCGA	1	100	100	1.0	0.002	1927.2003081447644	5	1150	1925.2270004809202
15	50	TCGA	1	100	100	1.0	0.002	1923.459411450776	5	1150	1917.9566300741992
16	50	TCGA	1	100	100	1.0	0.002	1919.7291317537488	5	1150	1917.5441011208386
17	50	TCGA	1	100	100	1.0	0.002	1916.7837637845846	5	1150	1913.7828816936246
18	50	TCGA	1	100	100	1.0	0.002	1913.5270431046772	5	1150	1910.0079523594534
19	50	TCGA	1	100	100	1.0	0.002	1910.6214076665008	5	1150	1907.8876180217492
20	50	TCGA	1	100	100	1.0	0.002	1908.2487218383967	5	1150	1903.815989125314
21	50	TCGA	1	100	100	1.0	0.002	1906.5381381229333	5	1150	1905.171062220281
22	50	TCGA	1	100	100	1.0	0.002	1904.736668815489	5	1150	1902.722299853761
23	50	TCGA	1	100	100	1.0	0.002	1902.5800450424329	5	1150	1898.7399301193466
24	50	TCGA	1	100	100	1.0	0.002	1900.8422949120647	5	1150	1896.1112839588568
25	50	TCGA	1	100	100	1.0	0.002	1899.1347013401764	5	1150	1897.3663489566975
26	50	TCGA	1	100	100	1.0	0.002	1897.8701422583088	5	1150	1894.125648383519
27	50	TCGA	1	100	100	1.0	0.002	1896.43667503414	5	1150	1894.0327215913555
28	50	TCGA	1	100	100	1.0	0.002	1894.9623730490548	5	1150	1891.8410325553546
29	50	TCGA	1	100	100	1.0	0.002	1894.131620968941	5	1150	1892.4150844554806
30	50	TCGA	1	100	100	1.0	0.002	1893.3862495852413	5	1150	1889.8730658909783
31	50	TCGA	1	100	100	1.0	0.002	1892.2748953130233	5	1150	1887.7566586595083
32	50	TCGA	1	100	100	1.0	0.002	1891.456041797834	5	1150	1887.8290757989166
33	50	TCGA	1	100	100	1.0	0.002	1890.3821897084115	5	1150	1886.7509293292635
34	50	TCGA	1	100	100	1.0	0.002	1889.952405099904	5	1150	1886.87454361652
35	50	TCGA	1	100	100	1.0	0.002	1889.2703336793832	5	1150	1886.2875890683886
36	50	TCGA	1	100	100	1.0	0.002	1888.536279790116	5	1150	1885.3978179471576
37	50	TCGA	1	100	100	1.0	0.002	1887.9601557949106	5	1150	1885.2018539965447
38	50	TCGA	1	100	100	1.0	0.002	1887.2388303960886	5	1150	1884.432324586801
39	50	TCGA	1	100	100	1.0	0.002	1887.008980677056	5	1150	1883.4709822304885
40	50	TCGA	1	100	100	1.0	0.002	1886.160082345616	5	1150	1883.3834805129159
41	50	TCGA	1	100	100	1.0	0.002	1885.6546210242057	5	1150	1882.691560218083
42	50	TCGA	1	100	100	1.0	0.002	1885.186157880584	5	1150	1881.9748185507615
43	50	TCGA	1	100	100	1.0	0.002	1884.9628325125007	5	1150	1882.1430111985708
44	50	TCGA	1	100	100	1.0	0.002	1884.4074330015342	5	1150	1881.183015296208
45	50	TCGA	1	100	100	1.0	0.002	1883.994921689694	5	1150	1880.7766579479428
46	50	TCGA	1	100	100	1.0	0.002	1883.4047676884368	5	1150	1880.3833050751803
47	50	TCGA	1	100	100	1.0	0.002	1883.0763479156783	5	1150	1880.3704821716
48	50	TCGA	1	100	100	1.0	0.002	1882.592974521736	5	1150	1879.6341430050643
49	50	TCGA	1	100	100	1.0	0.002	1882.2972018197918	5	1150	1879.3677303755105
50	50	TCGA	1	100	100	1.0	0.002	1881.9808431634522	5	1150	1879.2048603613769
51	50	TCGA	1	100	100	1.0	0.002	1881.4809563363528	5	1150	1878.7341363801431
