	loss	val_loss	batch_size	dataset	depth	epochs	first_layer	kappa	learning_rate	num_components	seed
0	4959.225879411706	4315.293535936014	150	GTEX	1	100	100	0.0	0.002	5	472
1	3909.6337758071622	3726.963168184114	150	GTEX	1	100	100	0.0	0.002	5	472
2	3239.0941496458504	3199.3657036262775	150	GTEX	1	100	100	0.0	0.002	5	472
3	2912.7183612885137	2913.164402254634	150	GTEX	1	100	100	0.0	0.002	5	472
4	2775.2925533473185	2893.8409326357532	150	GTEX	1	100	100	0.0	0.002	5	472
5	2697.2599539848948	2702.384394772606	150	GTEX	1	100	100	0.0	0.002	5	472
6	2654.3931769361666	2622.7196973213227	150	GTEX	1	100	100	0.0	0.002	5	472
7	2624.3102552317837	2589.142813446857	150	GTEX	1	100	100	0.0	0.002	5	472
8	2602.224960306195	2572.0505951275845	150	GTEX	1	100	100	0.0	0.002	5	472
9	2578.6632258664145	2559.616102327412	150	GTEX	1	100	100	0.0	0.002	5	472
10	2570.3196366067245	2566.1184328028457	150	GTEX	1	100	100	0.0	0.002	5	472
11	2557.9273250068495	2552.400639871227	150	GTEX	1	100	100	0.0	0.002	5	472
12	2543.4130926425346	2550.499068923776	150	GTEX	1	100	100	0.0	0.002	5	472
13	2531.5150728661897	2511.1293847841907	150	GTEX	1	100	100	0.0	0.002	5	472
14	2522.555229576258	2490.6173109627493	150	GTEX	1	100	100	0.0	0.002	5	472
15	2514.815309203186	2485.9534666112168	150	GTEX	1	100	100	0.0	0.002	5	472
16	2505.1945425815084	2481.926730427905	150	GTEX	1	100	100	0.0	0.002	5	472
17	2497.2589641670575	2473.6655691168608	150	GTEX	1	100	100	0.0	0.002	5	472
18	2491.6147736101802	2484.294134683935	150	GTEX	1	100	100	0.0	0.002	5	472
19	2487.782399346084	2470.7908489967026	150	GTEX	1	100	100	0.0	0.002	5	472
20	2482.771509235205	2472.057559633436	150	GTEX	1	100	100	0.0	0.002	5	472
21	2476.834044178751	2461.3023612018774	150	GTEX	1	100	100	0.0	0.002	5	472
22	2471.6083050312104	2457.7166158581867	150	GTEX	1	100	100	0.0	0.002	5	472
23	2468.4994015756624	2439.9639024625712	150	GTEX	1	100	100	0.0	0.002	5	472
24	2463.2197076336715	2441.3329586130585	150	GTEX	1	100	100	0.0	0.002	5	472
25	2460.6364889994106	2435.3816382114424	150	GTEX	1	100	100	0.0	0.002	5	472
26	2457.367599240701	2437.3006095161004	150	GTEX	1	100	100	0.0	0.002	5	472
27	2455.61851269851	2433.4014720844225	150	GTEX	1	100	100	0.0	0.002	5	472
28	2450.9978654264482	2442.067811218958	150	GTEX	1	100	100	0.0	0.002	5	472
29	2448.633322082629	2429.8800494407974	150	GTEX	1	100	100	0.0	0.002	5	472
30	2444.4116478623114	2423.522155993792	150	GTEX	1	100	100	0.0	0.002	5	472
31	2444.0814787551494	2421.001710376812	150	GTEX	1	100	100	0.0	0.002	5	472
32	2442.5508184371533	2425.7860678321053	150	GTEX	1	100	100	0.0	0.002	5	472
33	2439.611600581502	2422.8420656153457	150	GTEX	1	100	100	0.0	0.002	5	472
34	2438.5192515984804	2416.6474057041646	150	GTEX	1	100	100	0.0	0.002	5	472
35	2434.9219535262705	2415.262821095978	150	GTEX	1	100	100	0.0	0.002	5	472
36	2433.4655297266163	2414.1425428499288	150	GTEX	1	100	100	0.0	0.002	5	472
37	2431.2226866289643	2411.0297884052698	150	GTEX	1	100	100	0.0	0.002	5	472
38	2430.5949071858167	2408.827236625178	150	GTEX	1	100	100	0.0	0.002	5	472
39	2427.63327839675	2407.729177960878	150	GTEX	1	100	100	0.0	0.002	5	472
40	2426.588607341621	2407.057270006535	150	GTEX	1	100	100	0.0	0.002	5	472
41	2424.464482322847	2401.8063486773704	150	GTEX	1	100	100	0.0	0.002	5	472
42	2423.2162797621013	2400.848775769368	150	GTEX	1	100	100	0.0	0.002	5	472
43	2421.5680968728957	2401.6401000512415	150	GTEX	1	100	100	0.0	0.002	5	472
44	2420.385092314916	2404.287693734405	150	GTEX	1	100	100	0.0	0.002	5	472
45	2418.9357656912252	2396.0974752331867	150	GTEX	1	100	100	0.0	0.002	5	472
46	2417.1992494384276	2395.2665653591375	150	GTEX	1	100	100	0.0	0.002	5	472
47	2416.1140638564802	2395.5506387572777	150	GTEX	1	100	100	0.0	0.002	5	472
48	2414.6722241259936	2394.7736454372625	150	GTEX	1	100	100	0.0	0.002	5	472
49	2414.3111613140545	2394.755071255644	150	GTEX	1	100	100	0.0	0.002	5	472
50	2412.4623636350693	2394.2413241890445	150	GTEX	1	100	100	0.0	0.002	5	472
51	2411.928903733033	2392.1394697414153	150	GTEX	1	100	100	0.0	0.002	5	472
52	2409.5107833718857	2390.8621069614424	150	GTEX	1	100	100	0.0	0.002	5	472
53	2408.923283108842	2392.374359014823	150	GTEX	1	100	100	0.0	0.002	5	472
54	2408.0685550072785	2388.338339453868	150	GTEX	1	100	100	0.0	0.002	5	472
55	2406.9967836980595	2386.505074040518	150	GTEX	1	100	100	0.0	0.002	5	472
56	2406.5748325185514	2387.7164724371733	150	GTEX	1	100	100	0.0	0.002	5	472
57	2404.0955359117524	2381.415851317431	150	GTEX	1	100	100	0.0	0.002	5	472
58	2403.808942334433	2382.7557442668726	150	GTEX	1	100	100	0.0	0.002	5	472
59	2402.673106585912	2382.836241515417	150	GTEX	1	100	100	0.0	0.002	5	472
60	2401.060077032595	2381.0119512869833	150	GTEX	1	100	100	0.0	0.002	5	472
61	2400.64597022779	2384.7531631527745	150	GTEX	1	100	100	0.0	0.002	5	472
