gene_id	median_absolute_deviation
213	154700.64762316103
7038	77290.45364750878
1277	74143.9307774259
2335	66436.6355703337
3852	62070.64558648494
5265	56488.68228081498
3853	52127.71639283361
3861	50944.23797842048
1281	48667.202371511514
2670	47668.57199601901
3240	46646.48608955289
1191	45811.470229796854
1278	45672.671174390554
2512	45553.902759986944
2597	39483.49249091846
3481	36546.45800859834
972	36355.10434352232
60	36084.7710354162
718	34989.26515140436
3872	34659.63247848645
1915	32265.813298759604
1113	31552.482197782112
6678	29742.178050330334
567	28786.377089847312
1114	28167.877392222454
1508	28084.27564624509
7431	27024.78879246544
6439	26861.49146373158
71	25951.619421647214
3860	25520.264956115916
348	25457.949367475725
3106	25021.91906579169
7178	24903.082085888385
3868	24736.18287532802
720	22319.871825094753
1938	21358.140015515863
6490	20783.964490443595
6132	20447.875891982436
6280	20126.740956997077
3854	20082.611546561282
729238	19807.93406577619
335	19445.016233281494
3105	19299.498136196755
2778	18622.290031934783
4629	18426.666912025663
6696	18281.19603198487
2495	18267.818607492158
6277	17996.861169659176
7018	17765.603356540592
2316	17724.67655193924
3880	17651.68302786083
1048	17593.4410772345
2023	17499.81090281679
3856	17347.488081545776
2	17252.975405427667
2878	17220.23179453593
100133941	17186.194653355986
1509	17102.302312936805
6222	17035.935418530567
26986	16372.503347848442
5284	16207.032032485187
3488	16010.462711162654
4069	15986.54868751038
6122	15909.374817568852
6194	15708.480105881552
7448	15369.910051077859
79026	15297.518934126352
5315	15048.782928861185
10397	14858.064024993166
5004	14725.857661346281
6176	14682.385848057753
259	14371.69111749917
5660	14289.052322421201
3107	14060.323003591873
6191	14001.795125982007
12	13742.473781897723
226	13567.795605402143
6188	13186.798790216977
9168	13078.711550199409
6175	12965.089217771989
2752	12902.267883933262
229	12688.617735190019
3122	12588.919770557848
5950	12571.134051659319
1832	12497.29304629594
476	12472.73587588724
3315	12462.033314531749
3817	12294.225022756804
6279	12281.831663772424
6137	12268.294199729831
5034	12159.301002230164
629	12021.71814114338
2810	11830.629524006203
341	11725.172480361283
6124	11596.893454014771
338	11279.493455433016
6223	11145.242184431207
7316	11138.460862499702
1293	11108.849703762033
3326	11062.14120001689
55	11021.56617029627
6205	10924.743762071457
4627	10861.053059306752
10399	10791.441293802152
6143	10764.555403760658
3875	10731.873183650378
1292	10723.48711127684
8490	10641.760185489442
6319	10601.678906861076
64065	10541.225868932792
1674	10466.897488723565
10568	10428.12399005544
6876	10370.930291564875
6158	10332.957379166985
8404	10270.354093034566
6202	10236.591700022658
3851	10230.589696157349
4256	10222.768294133673
4680	10083.955396163803
3486	10019.12048328287
3303	10018.280552353493
286887	9997.101480672089
351	9992.88300744294
10562	9833.264726540614
1410	9801.739400997703
3855	9709.565630838484
3320	9683.156084836071
301	9652.57935915353
334	9577.963130683473
203068	9360.019544045093
3959	9305.281176057457
23521	9293.298459973528
10376	9230.080974306835
3728	9227.17265318575
811	9207.68168873195
6224	9163.198192830474
7045	9142.876931848252
10457	9034.850068663805
3939	8978.011924268056
7534	8928.068839340007
302	8920.021337166325
6382	8892.254995767518
6229	8769.122772385475
6141	8664.658094166121
710	8664.377818046964
563	8656.950983836236
4057	8647.957174177242
1718	8628.291062581431
1291	8595.10358463816
7494	8591.197313313069
633	8550.91265130661
7184	8494.890459426553
6161	8493.913124259798
5757	8484.372329234146
3312	8417.05070750442
6168	8256.644271629495
967	8183.586889808793
63827	8181.963200753607
1066	8176.492084526584
6273	8143.094417931218
716	8122.8343938683465
358	8098.686772715264
6414	8091.286890128623
2353	8054.780298345249
3487	8025.997512803993
59	8015.062831904601
6203	8012.965231574558
6217	7965.207010277058
9445	7961.998272739791
1937	7954.627948289236
6125	7931.664933950817
7078	7927.0671394000765
643834	7888.326975026286
8407	7886.453319820252
1634	7878.845188106932
6130	7815.919763704605
6282	7732.262398121083
6206	7708.326642194767
2194	7681.503925376757
6187	7677.111880000336
682	7669.472799491861
1571	7657.104065421866
2950	7632.644492808543
6167	7630.662646576157
10410	7588.856576043557
165	7582.101974380697
183	7567.474833377663
10551	7545.119660776835
10631	7465.609662799579
6156	7456.705015434616
197	7432.216772726301
6181	7382.898263851541
2934	7342.3027422470395
960	7275.719645954751
6171	7264.661719930656
10398	7241.993757036445
6157	7230.657592235439
10628	7180.280055645463
4060	7178.743576295963
10406	7154.413652127826
2052	7114.5969606116805
5317	7105.005318914009
7009	7039.29850989315
481	6991.449202879186
6590	6983.396962164118
4582	6969.115107448904
1284	6919.031589350044
6208	6898.0322519210695
6138	6888.731646410808
72	6878.475969824171
7076	6844.118275615763
4070	6774.593592581515
344	6710.6573536101405
3371	6706.459781699519
6135	6693.307872492869
6193	6681.656266936975
6134	6681.342061099916
3263	6557.237670706748
1072	6552.622437740097
1282	6535.095870013352
462	6530.789352832208
3309	6529.437557613054
6218	6518.467036213061
4637	6505.336321937894
4059	6463.200201084129
1958	6451.419727159174
8857	6441.784823530116
125	6439.381703779306
8878	6364.41262595938
6160	6360.064848427757
1356	6334.726788476886
5037	6327.007133009702
4155	6314.9162179928435
293	6274.834952150592
3866	6273.4958198453
4323	6263.924603315403
7077	6226.465045239965
4478	6198.412790989842
1289	6152.653608491316
6648	6152.4715272331405
3918	6143.972149916367
2064	6133.325044276304
7846	6125.2584579873255
5339	6124.290668875339
10653	6107.884871543432
6136	6099.596814393963
4313	6094.765855263026
6513	6083.649710848265
1116	6082.145264522678
2192	5967.00382130093
4035	5964.922579805838
3945	5909.527423098365
347	5884.132541253302
6159	5856.367491006358
7171	5851.555242446933
966	5841.274203620337
9349	5821.836360117717
4061	5815.538481031093
727897	5811.271517243839
1364	5787.941598149871
1843	5783.4093351298525
7314	5775.900182553961
7057	5728.321863679564
25873	5728.080666117456
928	5669.386763439154
1476	5652.970688220958
3490	5637.155864177149
4072	5633.247880289882
5354	5626.3135376274295
360	5619.607385897074
216	5609.576864518231
3512	5591.125821285134
11224	5580.966224221238
821	5578.755845746065
1645	5577.765461363675
290	5573.0465071651715
5230	5572.964794286181
3485	5572.122387428017
6228	5559.744973602575
715	5550.993154079003
975	5545.446451632079
4000	5515.82416320505
4502	5511.573421494379
1363	5501.029388623058
9547	5499.6442908319195
4353	5478.907792777335
7167	5470.967104769438
3700	5467.520683550405
999	5456.791345223317
4915	5450.202340090647
3934	5446.688003795304
1152	5439.775708575815
5216	5414.0682472380495
10577	5408.447159043151
3675	5406.315288606313
81618	5399.141004978981
5266	5398.381419600337
388	5388.312779763355
595	5387.75881041737
1471	5382.6754235248845
8682	5367.96151867058
5792	5367.407547881623
3339	5364.884360510435
3429	5360.359451226947
11167	5350.784355272442
5479	5320.088318289428
506	5283.114344188576
5270	5262.9872330754515
25800	5254.165167152869
3133	5243.320019338447
2537	5241.075378197483
80781	5232.944516073787
3123	5182.283914479628
1465	5143.848282908237
7033	5082.844612549969
3113	5078.935919830905
6152	5069.058055106073
6711	5068.984821328507
6155	5062.530957237289
3691	5049.711018446982
4736	5044.888391986636
6227	5043.780765779012
6165	5024.111346108201
7453	4980.709027929811
2896	4973.296480226852
1621	4962.442121173613
445	4957.147773601391
3698	4928.713110117406
3914	4927.771796750117
5644	4914.563581136075
2923	4906.942055464247
4282	4905.1804005534095
81	4904.516892228943
6154	4895.649164880901
6385	4889.663701598637
7169	4876.520281687208
771	4847.1766346624345
7052	4840.567323530433
6210	4839.059419253488
3688	4829.194503096787
5320	4817.575817992399
4666	4808.363691899529
3075	4775.827583929541
7145	4772.1860102527235
1462	4765.7718575007
7430	4753.686844308456
3956	4751.609285065802
5967	4718.202612451197
375790	4706.422244095357
800	4701.905048012363
4638	4647.703237946296
5803	4641.916911138217
6303	4628.37974380376
388524	4617.479832236327
1982	4614.612480286046
23650	4606.64109605589
6281	4595.6189621951125
7422	4588.46560031153
1999	4587.573730636337
1373	4568.105530350451
9045	4541.458250208009
2317	4532.477287401396
10169	4530.37473147711
1303	4502.709909276517
1936	4478.022334964054
1290	4456.091571417318
6233	4439.52440166284
51280	4417.735162906351
4192	4407.317184706595
9289	4394.375601461682
3958	4393.641362798864
28959	4392.034243712338
7311	4369.71026215065
1308	4356.867892516762
8140	4356.617907922992
810	4301.354550885755
3069	4284.387410281444
7168	4274.324332227475
284119	4250.211069112933
7450	4224.533001851469
2697	4218.115350366522
9476	4215.145473345147
56901	4209.791591211908
10103	4206.276991767073
9076	4206.220862654768
3329	4205.801773960794
780	4201.659618599634
7538	4201.076723996226
217	4193.041999784697
5176	4185.867204103896
3158	4181.652455494015
6201	4171.678877626145
5098	4164.086490875702
6772	4155.62526176951
3960	4147.449359536881
2273	4139.926898540329
2706	4130.1565333937215
2628	4094.9712418681584
3021	4074.414997690382
4320	4062.4337064222036
84790	4060.6792878998453
4071	4057.806383150139
4837	4052.699856983247
6288	4051.7449647224676
57447	4049.0085942317446
2877	4042.9692438657066
1382	4024.855278586228
85414	4013.0575344656004
728689	4012.9889917020423
4831	3988.5901341034155
55600	3977.7328284201953
8848	3975.261338735415
2821	3974.6201830311034
4869	3971.762677138504
10383	3963.8478407232983
1973	3959.1814926214583
2034	3954.5283958087257
1490	3942.2762822733325
5052	3929.7927779167094
3655	3919.0681331658284
6164	3915.888529951684
1809	3913.5863064758723
5349	3911.2164194909897
1	3889.697124008154
7857	3888.8704195127098
8519	3884.023836184459
57402	3859.233530341296
8542	3854.7418698011393
801	3854.3729906172744
6423	3847.416586448227
292	3843.5139866711156
677	3835.9255060542414
667	3822.9846398296963
4691	3812.7995851648525
5360	3804.2896541328523
3164	3800.3602015663755
6128	3794.7476741957016
6204	3791.6489581413393
6238	3784.0282782218305
5763	3778.6102457786837
23646	3757.9411502555827
1646	3756.5427034643885
3725	3752.2774194607828
65108	3749.841065805749
6768	3737.0134544092207
3921	3733.1239622947032
871	3725.0778383576735
23524	3719.074111191284
7086	3719.031854874423
2354	3716.1441178371933
3159	3715.0156229276677
7058	3714.6840314009373
11057	3698.750037631782
3699	3694.125307746366
1576	3693.3486848390007
6624	3688.936851369053
79784	3678.160913756039
4946	3671.50471893852
3181	3658.545717437948
7531	3657.948100638049
57016	3655.200588958651
308	3652.601341898027
10209	3649.292468370999
7037	3644.860164536612
166	3643.1803611778128
10417	3642.2498713762006
5054	3633.012138513158
1981	3630.2490587122566
4316	3627.2360836348385
8553	3616.792556034537
10916	3616.658891027467
805	3604.2833374719908
6230	3595.673921247238
23654	3585.9147380867075
9235	3556.3133441867717
140576	3556.076550564925
4170	3552.658417516246
361	3545.902743112662
5834	3543.620396168638
7113	3525.509300489034
114569	3521.5445004861704
2012	3507.983431067362
10493	3492.738506417274
7103	3491.9637170489805
51458	3482.9106217839962
1499	3474.99311133947
7094	3461.566596236375
1755	3446.2855744579147
57535	3445.129710957235
7805	3445.111686960682
857	3443.728497208451
5166	3436.808788711731
4904	3421.7174462812827
9601	3417.9435608940107
51109	3413.8101541643064
3726	3407.973613558681
4926	3407.2594858912053
8000	3399.9555186342636
1213	3391.77661511938
498	3387.3170145631684
7306	3371.865259662272
3115	3368.369504690609
6169	3358.0928122911732
2197	3353.706933786134
55353	3344.5004727553
55748	3339.3940135503176
1522	3335.1902865586403
54541	3333.336563273438
722	3332.8272820393827
2147	3329.118272266906
9806	3312.043995477105
1825	3308.2854746754074
10232	3303.087420807688
64855	3298.846289843547
9672	3297.812572894677
8581	3295.74283471928
3925	3281.457699094578
3491	3280.8745821744287
2938	3254.9367300649897
9415	3253.135349586384
3936	3250.7797928137675
5345	3244.663354434446
1192	3242.499404645924
4588	3236.8491779256274
7812	3221.393778017908
1728	3212.4126939961134
25932	3209.240493898944
1984	3208.3690360810597
87	3199.4700155999267
50848	3196.13644591191
1075	3191.272244512826
29956	3190.8585465756705
6209	3184.069675971127
6035	3181.0653801236717
103910	3175.985111827903
25878	3171.545508618084
713	3170.0801353483735
375	3164.7536378163486
3068	3160.756365387993
5105	3159.2128499841892
10956	3154.5558090283816
1327	3148.005045641977
11034	3144.6432923284783
8763	3143.379454944571
3912	3139.0309262129254
307	3135.5726677697794
6207	3135.189635090587
6185	3132.726656824812
29997	3132.677593911131
7849	3127.057275190238
55365	3126.664663763321
10099	3126.601725450808
4312	3120.774399296005
1512	3108.9269788396373
9761	3100.641103338537
1153	3099.930450670003
6286	3095.2733581963907
3915	3094.9288430571582
113146	3090.1750989552597
3005	3075.6923960290596
5493	3066.453215574665
30061	3061.5830742856588
3242	3060.220116363554
754	3056.3361439279706
684	3049.8640429904426
4318	3048.7370287203225
7170	3046.2615396680553
3848	3045.7433613831395
10763	3042.8687346837237
977	3042.513426422481
5919	3042.503430089458
1173	3041.6331938442263
688	3035.694763798037
4779	3029.5505409350026
3898	3029.0940180420644
427	3028.247872080468
6235	3021.320001477441
4681	3018.792974301298
10611	3018.7159411804014
11170	3018.1876585980162
2195	3012.1228147980733
1778	3011.234720956969
5730	3001.565944927926
1264	2992.454282951869
123	2980.5593174838173
1974	2978.686940615391
56667	2977.948902889734
114908	2977.4081047059244
7173	2977.3148585707027
717	2975.2941026717604
347735	2970.5184213852303
1586	2967.4782791268694
10130	2965.526359751825
7832	2963.3952461189683
5358	2961.639944026522
4257	2957.890845449861
171024	2951.0640570040046
3040	2949.9793129509007
4233	2948.472335982412
10437	2944.120756671388
6139	2943.5611866698814
2824	2935.8210538844414
2065	2926.9017886675388
57222	2921.32668993029
5654	2913.1756521801804
56937	2912.559755703805
712	2904.294535664921
22883	2896.990875877528
9961	2894.5278934739413
4854	2888.4559587950334
6709	2886.407553504493
2180	2877.498203006959
4953	2873.4214026178547
2040	2869.8740174824193
2200	2868.391472789588
6892	2868.3729497602963
23213	2862.655773043014
689	2852.862802119365
6890	2852.193320745821
79144	2851.6175966478318
51669	2849.6904841696432
1655	2847.9220887244383
1975	2843.6781804629727
6480	2837.754042438551
374897	2831.9841410645154
4179	2823.5353998026717
2683	2823.341223164207
80736	2823.0722202341235
8644	2819.1630516693167
1500	2815.7982197770984
4673	2807.312747373034
23336	2801.7835356739533
10155	2788.2612500745277
25840	2786.711937773699
83483	2786.6111052736514
10202	2783.9389986398537
6337	2779.3294210551767
26018	2778.79989485672
7203	2778.4945563840943
3151	2767.824953093669
