gene_id	median_absolute_deviation
1937	489.5791395402848
2810	480.08413396861994
1358	479.8032599056421
6698	479.5280604517966
1675	478.8387573789804
6137	476.2584741726627
6233	475.5551617423057
6590	472.7163279199377
1938	472.2376374618326
6133	469.6348374590044
4069	464.5368234484775
6139	464.1662258489516
2	463.7605356817468
1476	463.4732620719678
7168	462.14913882674335
11224	462.13767067085
1191	461.66862818995554
1410	459.2313175690804
7138	458.0912737498109
6130	456.28962700109935
348	453.70381328088325
124220	452.2890557947369
11034	447.44034058825196
23436	444.254221741415
3726	443.06963343185237
6207	442.0779486748086
374897	441.5830284644874
3240	441.1697952799855
2273	439.3235727788404
3122	439.01560794884085
1152	431.51525676915264
58498	419.3021284722397
6439	411.6694865237901
3491	410.92985100974306
1277	408.80301459513026
2353	400.9125224819964
4736	400.2966297838629
7078	397.83641471881765
6124	388.3504614436703
4359	386.21137796470117
710	386.0789192091236
6202	383.9535026632464
1490	379.7176870806905
1917	379.061123178754
2023	377.7240859093905
51458	377.67223848641726
8557	377.53579640463215
4014	376.9010416305609
7076	376.87416821157177
5166	374.3304079536723
1081	373.2076107069359
57402	366.2404757382749
5660	364.38010678001217
4155	361.1079477056569
9045	357.62336175228813
342898	357.47340125876514
7141	356.43627934519384
7137	356.2511690544134
4239	351.73248521194273
64065	347.5431418488859
3488	346.9827771053717
7052	346.1940747377707
6201	344.50932389524417
7136	344.41869434621543
4632	343.4619766683562
56287	341.6568192991022
4604	335.3366663523087
6699	335.30287432812105
1509	334.39895133600623
6152	333.68781089226763
226	333.685940413883
6144	333.39733254131096
6191	333.02430738556075
25802	333.01292119143733
3921	332.7543322962361
1281	332.36274120021073
70	332.27107592649554
5354	330.54323417096015
5265	329.73866304830256
10324	328.6247451643383
6164	327.1709268989657
4240	324.75107103623486
729238	324.02009126043345
1339	322.06117959258825
653499	318.90279471923276
5054	317.6866499545393
2244	316.2079171242975
1634	314.9845207127991
2950	314.11559438663664
4637	313.8165165309841
653509	311.8758546023122
6155	311.4548930685537
358	311.40583104664574
3326	311.0836828637459
6141	309.0798664601425
800	308.81782189459744
5552	306.7243726639476
6440	305.571184056629
6135	304.4027443910881
5320	302.7764530156871
6159	302.7218364075265
1958	299.613144391012
165	299.16944930552205
5646	298.68312841814395
1475	298.35620382478623
6275	298.294137491829
301	297.88268541096323
27063	296.8360848060919
5068	296.5224004325937
5757	295.1991624172144
29895	293.66551488489574
117159	292.40671980864886
8581	292.34482648463944
805	291.688031184929
2752	287.7733680303503
4624	287.00875883187075
125	286.49282730814787
84518	285.99130306804085
2170	284.5088515227599
5037	283.85493758251334
4634	282.6190341148104
811	280.37369595473524
6700	280.0290570727013
27129	278.9532547799113
387763	278.0183723322295
3123	276.5781028836228
6303	275.797311140583
93099	274.9161299424102
5304	274.3214398674485
715	272.48736343327704
27295	270.68995605873636
6129	270.68300298092305
6204	270.35385753055044
7184	268.07791090415714
3489	267.57075206599245
1401	266.7712017160206
6189	264.765618966669
50486	262.34233496350083
4900	261.6661401746709
1586	260.89645901191227
2266	259.2390170535888
5376	257.23091917274377
5216	257.0233931362688
63036	255.54815083181276
4904	255.12045377469562
8490	254.98801329307096
6136	254.24637208885449
6285	252.52068542074636
3021	252.36413316132828
345	251.36721593304233
3320	250.73899199472842
4118	250.6353281821047
27076	250.14229546552946
6128	249.28852654630128
3880	248.15806645935382
6208	248.0746096802107
8531	246.9766300929665
2934	246.55134843481034
718	246.08379410527127
9445	242.39034430104326
7139	242.33384550657485
9547	242.29701754418903
7057	241.3550035462729
4070	238.7422903100655
6283	237.87508969151938
7077	237.8638922440313
5806	237.48797915283504
6234	237.19652966725863
6193	237.17086618512081
302	235.27473298192766
308	234.933186318628
6616	234.4208582774828
5763	234.35840705397314
6704	234.28801002162783
6649	233.12417231216594
689	232.8393470209042
54541	232.7708576342183
5950	232.62657496466574
6171	231.70877340575274
2012	230.2967705372293
716	230.29665169129936
4313	229.0500202468086
4627	228.60525157990028
126393	228.35482963291844
2243	227.80497032344408
1670	226.74213021287642
4616	226.61157133681237
6154	225.80956921676304
4946	225.4265152472076
5837	224.96804713437632
4879	224.15147011321568
335	221.5925806690271
1363	219.8357499585649
3164	218.87365572825257
3728	218.2690942872191
6224	218.18324396685878
25873	218.06522060818722
3725	217.06782543183903
5266	217.03656572961606
6231	216.82422196227938
6770	215.51635615364611
4504	214.9659441293121
6169	214.0063957408638
5549	213.93809810708802
6690	213.8672868287494
7140	213.27972369476166
4619	212.33901449433773
967	212.1358882576832
6209	211.93848989276916
761	209.7298512977406
279	209.30295319500064
6588	209.2801854057054
6525	209.04043644889188
5004	208.5137487371907
54544	208.22605970729333
1832	207.42674544755414
1471	207.2248779436517
387	206.78002243230267
2027	206.34012514943328
975	206.3118646848221
730	205.12640217457187
10437	204.74788086913276
6161	204.13650262291054
1831	203.75628407194995
7316	202.16344073781264
5479	202.14456764304398
3312	199.91987638066578
140576	199.7767225751008
26986	198.93789006481222
8407	198.14001461951293
1441	197.8827936890191
6281	196.94245962272282
6227	195.58990864917905
6035	195.52450477076732
12	195.38138195540316
360	194.62939070024422
5315	194.5391472187372
808	193.64125936472607
6142	193.10444329994857
5350	193.00064420901322
1933	191.57939846528473
5408	190.88794863846474
2006	188.4041151210225
7053	187.91403145995747
1508	187.5658003101717
4162	187.42816092358535
58529	187.1255374468431
801	186.6106559616198
7305	186.2552419238091
79144	185.5025521526517
3939	184.80994517204687
79026	183.4551899346961
468	182.57613454252032
8682	182.38331111399884
2192	181.39088095516937
2318	181.22620971309374
6223	180.81921611765995
6319	179.10261890690828
3958	179.01177061510575
5317	178.4197505676963
2034	178.33003839637024
3309	178.27785650032027
6188	178.20849741915936
644844	177.92988907534598
7846	177.72709398126503
7045	177.46783056174309
3303	176.6500479826512
3945	176.45326888342294
2202	175.55319193870196
6237	175.17545241630253
6165	174.95272558690908
5034	174.92268952913207
57152	174.55105949429486
966	174.36102553210344
6173	173.69600354754797
857	173.61940225099136
23336	173.15721848819106
5176	173.11566861787784
7791	172.0964519970059
9349	171.60897560254267
88	171.41982648273395
23770	171.28699876359656
87	170.8327908015667
8553	170.29100138125585
8519	169.2593207033162
3678	169.21491156973838
6235	169.11271539079166
81618	167.75620362004582
810	167.44545614981016
7832	167.42081083653156
354	167.38520515015267
57447	167.1533801844832
10383	166.86521348225415
26471	166.2984426947122
3727	165.97808064413454
9741	165.6666668785899
57104	165.6099403105643
5204	165.41297154712018
1974	164.89926318095917
7345	164.31332973542303
1584	164.12816091161528
8425	163.82530686252133
397	163.32610071928042
6289	162.32999442427493
10521	162.3260549255229
37	161.3920121514305
4869	160.7357057636881
3304	160.71204026112477
25932	160.2047910985715
6229	159.9403806237263
229	159.33725787679538
10376	159.2220947026354
7555	159.1171363073653
729359	158.81093664749727
63924	158.7777838396216
1805	158.58389121630736
1655	158.19288082630715
563	157.51888045612992
11330	157.14009741349912
7805	157.06869183393113
1284	156.7549100372489
2171	156.5113535121538
7171	156.44527934869888
389125	155.88959746111402
706	155.27204551628637
94274	155.08795307331454
10209	154.6425125898387
4837	154.3047030827116
3485	154.29931667469054
4495	153.85221641305432
10627	153.27302462547445
3972	152.59628054136584
1052	152.45287615174794
487	152.01801424501164
1718	151.69863236739948
10397	151.66783067217958
2180	151.54569478668637
3337	151.13144580925163
336	150.7878815783991
4620	150.65456437899903
5654	150.5651482724767
2879	150.10538551487764
4060	149.57939576227685
9260	149.5611290439718
678	149.2222900455426
2207	148.84432815596003
26353	148.1243764302347
2621	148.12171513630318
4892	147.58965938186392
84525	146.94800769528226
83483	146.42140465575548
5346	146.11038700063438
2197	145.61739858326035
7094	145.36716251805515
6696	145.00922542549188
1973	144.74892481484818
11005	144.26021933074807
28984	144.06895684220999
6203	144.00395842213652
4826	143.92244992656265
6366	143.76469703408569
1026	143.68921601161395
3557	143.6726008878673
260436	143.10731558231163
3181	143.0591095324997
5919	142.96911842771567
9021	142.84351208055793
23650	142.65958958032638
477	142.48393841896043
682	142.02458855338483
64061	141.7192451304399
1351	140.62302231858274
713	140.41923581581892
694	140.19140061542637
11167	139.75915221080686
1192	139.74834284094925
4493	139.5869909783646
7033	139.52926356776743
643834	139.51146917704173
5052	138.65816906561236
7145	138.57359736023065
4725	138.46063667377106
103910	138.18540648382145
3856	138.05862104382064
977	137.82579849134422
27122	137.49383436862524
4635	137.30262527562115
5355	136.95417751898245
2040	136.86816461271795
4792	136.78737651605644
6156	136.7373488869949
81	135.24648044581065
114823	134.9518368071548
27344	134.88029907030557
677	134.47161124507545
6382	134.37857443073005
203068	133.7936030680193
6168	133.74509447135452
3872	133.6275079456873
4856	133.49992519612886
476	133.05401914919457
9510	132.97633666330347
8530	132.94441939271374
217	132.6493663574792
654364	132.6134561482739
3868	132.59633208741434
2022	131.73498407818303
2194	131.6149914196731
341	130.72513898800253
79957	130.37145410557974
6423	130.35119524030713
6625	130.2188283863662
2697	130.14490551139644
4170	129.71082148785345
351	129.68401119430942
1382	129.57115697937655
7167	129.40382732910558
7812	129.39762038761413
2876	128.99218264983884
6515	128.88288309477628
1513	128.75306160245924
334	128.3762393563936
5997	127.28366761040752
5284	126.85957078163032
230	126.09182356648294
6166	125.57490743394366
6138	125.48064157623132
3630	125.3943500579955
6430	125.36147828606077
171024	125.30872654479684
23022	125.18714018221424
7018	125.14053676693013
25824	124.83720835007958
2778	124.32098495159003
292	123.68690349884639
3397	123.50269308443463
684	123.4429193085539
5407	123.26683109638374
1522	122.53703193843127
7276	122.41256356582757
6147	121.95946426983825
9370	121.82717430097625
23524	121.81193840667562
133	121.70894032684366
231	121.60934638675513
1346	121.42147566901639
3178	121.33429884046129
6278	121.3196502755187
3798	121.26841278133803
3936	120.97077485503489
3688	120.67081611378441
4023	120.39528602992358
5493	119.82269940181278
55859	119.6234595751571
8639	119.53167434809188
3486	119.37249786909936
2872	119.36273216836851
8048	119.15795951712859
6273	119.04776047722778
3866	118.688777646758
166	118.56148118379079
9124	118.19786450783778
2331	118.0631757733339
8000	117.88121996106256
7031	117.7396287518177
1727	117.69008730741861
30846	117.68847608137753
10653	117.04386380198794
10370	117.03476148339846
11170	117.02776684494744
712	117.00220736482768
1474	116.66257035598058
7494	116.54471802012475
83442	116.1551190717136
1337	116.12099803435777
58473	116.09802217461976
7295	115.93583571453274
6706	114.924933649805
6402	114.86705990205871
3005	114.73590736844754
2357	113.72589825990246
714	113.71704768152142
928	112.98086399356144
4607	112.49983201402165
6648	112.13106057695245
2026	111.86988349788987
2896	111.09183069744049
1668	110.88706986580631
2907	110.4038270004104
27231	110.06220269236206
5348	109.94295857042678
146330	109.4353294131349
3399	109.31480482494632
604	108.92823714107202
65108	108.49266857452153
8788	108.2355524566895
10267	108.02976952549649
10487	107.91419279055754
3854	107.84913140909937
1822	107.7584792178969
7414	107.65453802485096
1671	107.20168116185944
84676	107.14776006370957
246329	107.08165091671279
350	106.74764970731628
9588	106.7221509253724
4606	106.54531629241211
5358	106.30154423918465
290	106.26545251094076
4323	105.65946144536974
4694	105.5780416082103
80781	105.51060450143181
274	105.4425537290181
488	105.4087675324218
7531	105.32668601768076
7173	105.31656237095794
6347	105.31627231244202
2537	105.27160677303824
10580	105.18478887179486
259	105.03690231719688
8547	104.78365815712039
4478	104.75204891100914
7533	104.5150686905279
342897	104.3734008116409
5226	104.19329541693509
79921	104.09652129148057
51142	103.92641908885489
527	103.89823544891495
9314	103.82426765510397
84152	103.79097367122591
10409	103.75484610495249
7048	103.54348575476341
54206	103.51490358399214
25959	103.43992898480698
2706	103.11624640782165
4144	102.8635469054905
2819	102.86231380159269
1282	102.75341821356365
57515	102.5685917881086
5093	102.55171893618133
1266	102.3521280794683
64855	102.32413347895228
3049	101.95497324039295
79901	101.91820627970753
7314	101.52535196511494
9572	101.46487024818087
1114	101.45171822427672
10555	101.3432142049156
2052	101.21331734431239
7041	101.05536257670856
481	100.74253029770148
6888	100.37653397318806
5250	100.20461018817842
3611	100.15211514513872
4059	99.92500406166546
948	99.5063795869014
57124	99.42416050328433
6192	99.24201333747608
1672	99.0191158697013
4681	99.00808223098336
150094	98.45786172206809
1293	98.42803428533573
151887	98.20211291148001
7430	98.13250263516743
5121	98.06967692343066
7422	98.00085801518502
54587	97.81629272695496
3916	97.71770179585648
1116	97.59746697882706
1982	97.52726164735788
3959	97.5210631609285
10983	97.469065894235
123	97.37160260116376
10135	97.26800291420834
114907	96.87836077792176
51655	96.76689843600539
93621	96.53701900818022
1893	96.3149794025332
6228	96.12778830914344
8991	95.92166696733997
10567	95.56666561517719
1051	95.47980657882245
6236	94.76442691464636
844	94.69233306900375
7123	94.67838972866117
5187	94.54756441563057
10365	94.52837588618253
100129271	94.51760186222349
1072	94.44790155836539
7032	94.40782476846928
23645	94.3995980488675
51310	94.36400937566337
51533	94.18769578204031
11075	94.18098528191682
11151	94.0569016291275
3960	93.94149263198885
770	93.69352033545316
293	93.66714239081729
51119	93.62723642778214
4000	93.4211408414379
1984	93.4177340440305
4638	93.35173266761413
963	93.32400736926071
5159	93.20319349314606
10562	93.15681835535904
2923	92.71334752836081
64073	92.6508642783124
3398	92.64428818172657
3679	92.50427524796949
25789	92.46502919237757
80740	91.73782872319197
202333	91.67318054868878
388698	91.55300696794347
3113	91.49620734533482
11156	91.42347766193656
3015	91.35136755242564
241	91.34886937659356
26118	91.1617321218873
130120	91.10886316988623
7849	90.89966160241056
6160	90.72369315463077
6703	90.6891082010149
3875	90.65361944399443
177	90.43473332624417
30851	90.42262186186389
6840	90.30221782280972
3400	90.2862907549289
3615	90.11392496856766
404217	90.00139316156773
54407	89.9903871049569
2280	89.85453193082608
55600	89.73209061737337
5478	89.38440586247927
2275	89.26071558956367
216	89.2540919287361
10382	89.04276041762174
6385	88.78383427977872
8971	88.76525144466036
8839	88.66550391741531
3934	88.52125971958566
5692	88.51193392341408
2215	88.50822836083081
5118	88.36851913256807
5209	88.34104749374889
3127	88.31872399557969
3913	88.07716058993724
23581	87.65498224469161
6513	87.26506917374964
7852	87.24666350831995
396	87.21098668858984
3162	87.14213280190444
183	86.92264699017127
3159	86.49489028843577
6620	86.44098933570892
3190	86.40958682159878
11337	86.39635323424902
1160	86.35403699619164
7311	86.06337912100581
23154	85.97401391839999
7102	85.91617037143727
54543	85.7710444585395
10516	85.71841423582126
8870	85.61154982997097
7001	85.56476692311006
55679	85.3871886762032
3371	85.33602653911318
23646	85.25556489727892
11117	85.14162540594378
4582	84.6606108210695
7135	84.64170903602746
1603	84.40303855491727
4703	84.37299652372089
3855	84.2979239283804
3280	84.23736322096148
26585	83.9016528874831
4779	83.6309783388629
3075	83.32564636656475
51329	83.09803487107398
151516	83.09292754101409
9076	83.07625492209124
50624	82.86533076764171
1992	82.63423324902924
8406	82.51050135279681
5621	82.5068933457588
6158	82.38735838581202
6157	82.28939344459492
845	82.03449063360833
2664	82.02019877340346
1316	82.00770733495818
968	82.00754460582381
7356	81.70157006001538
3912	81.68284516560071
2219	81.62485413107756
1113	81.61746319807725
2521	81.5711813574956
1195	81.56967675755504
8875	81.51908333257347
10493	81.47457792212745
6451	81.42415590040412
2199	81.40665189165657
333	81.32149988926194
353133	81.05569839958835
64114	81.02806111507573
754	81.01049127461265
5720	80.72810146529552
291	80.7051247248206
23741	80.62744662843565
92304	80.5706105854197
7763	80.43950061293239
55845	80.3939677862214
64714	80.37611871843467
59286	80.32952839989709
8673	80.24090701236959
7170	80.19485813858324
6623	79.95641159718132
149018	79.8774894503258
3915	79.85941817222016
4053	79.71412575646882
7423	79.70077231498877
63940	79.63290533497047
51386	79.40427474887974
6688	79.4037621776938
1571	79.26321216648468
81669	79.22171722784766
51228	79.20875491228517
7086	79.0754562078861
1891	78.89727782033901
55450	78.87424937517817
54985	78.85434947269201
3329	78.84214748421394
25939	78.73555815712368
5360	78.69191761389003
4489	78.63469867184769
56654	78.54464599088641
4609	78.52059956219297
1528	78.48475954732415
394263	78.45599048453889
51372	78.13079740098974
2114	78.10232046588953
1173	77.90164266904358
55076	77.77331905552546
10312	77.55334334825815
2783	77.5518774943493
4052	77.47815574093552
10218	77.30808517755007
1396	77.16459814905834
9796	77.14347387547312
1311	77.1189570616492
10211	77.07256745567658
1460	77.06688218542895
4811	77.05812299532495
4697	77.04038266285178
4628	77.03611983602957
1329	76.99874466145427
1975	76.77174737140993
10457	76.64254937389839
91624	76.59713099023294
4924	76.47775313731808
11155	76.44387693767193
114897	76.2112379726317
23787	76.04617689315013
375	76.0078878384123
5414	75.98373698369319
4035	75.83557992552439
4057	75.79622188440676
2289	75.7755208405508
6038	75.74279987393444
826	75.25470746821593
3713	75.18471689940193
4783	75.10835156181025
4969	75.06172512793073
91663	74.82538856231322
5879	74.81898330221745
4499	74.78911701879738
9332	74.76352486245105
309	74.52874671455199
8560	74.47136849384898
2354	74.43413059071875
65009	74.40194280823421
7009	74.34276942629586
5834	74.31199451543192
6146	74.23904727016031
10916	74.11541371146328
1397	74.08100980377225
534	74.06383942260864
11346	74.01947095793867
1890	73.68966610054156
6844	73.66532992352224
1622	73.65936682200946
1212	73.62290890032406
4691	73.4877929553157
1153	73.46135326095536
81567	73.38789763689662
25777	73.30806312470294
10541	73.21337407029375
8992	73.1996155363974
54776	73.15463637059773
50861	73.05355311011749
10971	73.03972672172998
100128731	72.98577090960337
83643	72.83984818104508
4653	72.82679343837208
5005	72.80788316966364
10094	72.7337093352038
2938	72.71808539925375
91304	72.70648720745898
4854	72.69311611171011
84617	72.52867630555959
2782	72.46856272202062
29995	72.10376396046492
482	72.06778898894726
57030	72.03319517587148
7252	72.00906051466809
3671	72.00371476227878
4332	71.97792515892989
2355	71.95737843420683
2261	71.87510045934361
5239	71.80705572399829
221749	71.76455213702171
813	71.64718426524252
7058	71.58646100891332
8666	71.50566268051101
1265	71.49340362073933
26287	71.20443877707291
1308	71.0571463615687
118430	70.92424453530606
10321	70.86408658780014
7850	70.79476615769956
4071	70.73947370467431
6252	70.7083869343652
391	70.62107389840314
8721	70.61578513282187
2824	70.27636170132965
5307	70.26109595401856
23641	70.26009759722982
9476	70.25017681280718
23413	70.23321373950083
3418	70.1641191721829
3263	70.13829852474775
3429	70.09209535550693
5500	70.03241421997951
6556	70.00054013423572
9524	69.93422258574124
9499	69.91006077924295
196374	69.86813507595649
6711	69.79649487870073
929	69.79606879459142
3208	69.58798334217829
2168	69.57537322454517
7122	69.53626823705414
7532	69.50085749930388
4190	69.48784635801049
3898	69.48699874827587
5880	69.38584787144306
3577	69.18638713201676
1809	69.14131087966322
5935	69.091383233347
7448	69.08782366442627
10814	68.99921974088569
84649	68.78687980205842
5996	68.58207170947846
6210	68.48007756644886
56271	68.43426027611613
6647	68.28273531179306
7879	68.12095188211701
5886	68.01331852094467
3284	67.85444753216235
4713	67.84805287000248
127435	67.8430733333628
7919	67.73737040576282
80332	67.60011636840197
249	67.53984022590419
8796	67.49604254890971
10957	67.47554058934048
6727	67.44119272262203
84935	67.41020983502798
2319	67.26291582162838
9377	67.15099583172514
483	67.01408604154513
10266	66.96428868314261
402	66.88792026363396
90952	66.86486192132179
9368	66.84131873010332
9322	66.77713100518308
51335	66.75946644825093
871	66.74056972216601
688	66.72980422510422
9022	66.61064704950903
10109	66.55193969946252
3270	66.53274689153318
2014	66.51557720131899
2217	66.51386153712265
5507	66.47221680927335
5441	66.3775264591002
2771	66.37717607511573
1514	66.35333687781349
2694	66.35294385049961
9531	66.29750087502481
409	66.27081963717905
1537	66.09892861562939
4818	66.00906235044357
629	65.864496592234
6317	65.82990712786861
286887	65.80113145499219
51629	65.69202337206458
9643	65.50200721278428
5105	65.43636838632328
6386	65.37231821109252
1828	65.3002860744361
7458	65.17610936167999
821	65.07779315435873
687	65.05313752199538
84940	64.99977734092234
6427	64.99552355842297
389	64.84394958338801
146225	64.82450605626916
3817	64.79457681414256
8473	64.65708592323534
10900	64.62693718670863
1647	64.56932998850337
427	64.5446950186364
57142	64.42060054656783
6778	64.35456758288235
212	64.34284065903194
8516	64.30825910593767
7277	64.28193221305591
7450	64.26511612748035
2091	64.14794992885619
4128	64.14538816915184
4184	64.1387006556459
64744	64.04843918831328
3006	64.00823849301722
1350	63.986366175002104
26239	63.97640127733585
7534	63.94209234113888
4641	63.79060578090435
2547	63.72688933815023
10272	63.68187550312577
57326	63.66860314267799
5476	63.51979097393985
3700	63.36918354363055
51286	63.195242564449956
5375	63.186922457509155
7373	63.09830085326759
112476	63.048976807907984
7869	63.044210871507055
10857	62.91892475709739
10912	62.860413037703886
128	62.83450702500735
4318	62.83088567808355
27250	62.82650838639707
51285	62.8036397325876
6185	62.771805591683226
5292	62.75941158321483
8848	62.74779124844664
2124	62.732004703495825
28959	62.64354399405857
348093	62.62361310687947
6506	62.618650869978616
54732	62.61320675910636
10647	62.511044266311536
2596	62.50331448886872
91300	62.49313076519291
5464	62.34950654194982
153579	62.30741057556691
84651	62.30569969364396
57863	62.278819786882714
9709	62.27372958068867
25999	62.22211628547027
64129	62.1779531860975
57136	62.171188564386696
57111	62.08992143107458
442721	62.03016670652263
3646	62.02584614320569
84293	62.01096084862489
551	61.979518196648215
7408	61.816531570643605
947	61.79396401483318
5349	61.77073167871306
57658	61.715924986624884
5918	61.70911445001366
23558	61.70744847099486
366	61.49282730964537
6692	61.49118205703639
144568	61.46942240776385
11315	61.32376248687093
7051	61.28857132828604
3995	61.28521570612584
448834	61.25323819175104
51129	61.201903635554096
64094	61.198197715622086
6324	61.15214796474058
8763	61.11953884668147
6746	61.1071648049736
11030	60.98716462775148
3187	60.976693817454404
55505	60.929649863174525
10140	60.76812221735284
4716	60.686083828356104
23612	60.66221551455903
5864	60.638847551005654
478	60.63171156893422
11331	60.60735449892086
80341	60.59925646990978
163175	60.50408355409245
3991	60.48688601102724
11187	60.45478206587816
6507	60.3965360604061
8106	60.3839506534156
1760	60.35958923849217
6812	60.19775077754789
5652	60.195915092381995
7384	60.16683285764295
58476	60.056833028385874
114990	60.03245959755993
9982	59.9824014062389
7416	59.97399628297874
3693	59.93946084258717
2268	59.92391166975485
1535	59.860707173084776
55861	59.84910497566588
116362	59.82451716339809
10174	59.765251309466265
9296	59.758919721533736
1340	59.74631400573538
415116	59.7008788199687
9987	59.671578998309585
50854	59.60128902555606
4054	59.45657183582385
960	59.452107295509684
1466	59.44006271219581
56901	59.38860650182702
550	59.36613054168474
64386	59.24560426748925
9948	59.208285426519446
2017	59.19387468529237
7133	59.17949085193913
4061	59.10232374580142
353514	58.984144341560715
3339	58.958212589955956
8724	58.93063056271965
353	58.89941695008997
55082	58.86034306605701
7536	58.78195843840409
375704	58.75439521865028
27069	58.66264971529284
4688	58.561709237584026
9479	58.555384322408806
4072	58.541731535921784
27089	58.4944699351681
815	58.44714757820055
26112	58.40671117657868
51032	58.39997304778704
23204	58.39490570072097
23193	58.38862731933869
496	58.380110736693794
51162	58.368095375505256
1589	58.343986942237905
8668	58.25560820455165
23109	58.24488049418835
10956	58.2405047206916
4477	58.22922025848177
10313	58.227421320038346
6750	58.216884877335445
6813	58.19128728354305
54751	58.162678832029314
9159	58.10476431217692
1759	58.0923328354842
51035	58.06340628103566
79073	58.0474091426333
10106	57.956146471193954
79180	57.90682190213446
2152	57.87686853822253
3816	57.87521627749599
5688	57.864937006622625
7127	57.846641604464146
3032	57.822420419978386
5094	57.78724239501034
29114	57.74669129482322
11014	57.74542667029
6855	57.74149370411267
1495	57.74113031777886
495	57.72897305350325
22943	57.7191095070671
547	57.70608543923757
9592	57.66241973185855
10231	57.649493359165675
3689	57.622614949645026
91851	57.56257171494823
56882	57.50787714725229
144501	57.50739820607835
56944	57.338747547698624
51181	57.28786746909465
60681	57.18188982733639
4314	57.14945427536862
79188	56.97760679321082
80700	56.97384170393906
10252	56.973303675680626
4689	56.94650662977906
10589	56.94439993420294
347733	56.90044924242367
5764	56.8831350557221
3983	56.85753333308305
51090	56.856264602742876
3336	56.84489492888766
57664	56.83897192068549
5725	56.78326460726671
3423	56.69444416084829
2669	56.68724890323286
1267	56.67741398204762
378	56.66844028351838
3055	56.63701946930104
57595	56.61077945279458
8722	56.583247090567404
4660	56.54645377639034
57467	56.3755818818331
5066	56.351897671246626
5230	56.27963929472677
353131	56.20978675457772
23710	56.01368487986324
10933	55.947534687290386
23654	55.94415113184402
5213	55.9335671939322
10945	55.93159565422063
337	55.8940419058895
80303	55.85069743374103
57153	55.836442596139584
1048	55.77566237649378
5268	55.76344460560708
29927	55.672606557574596
10791	55.65834070622315
8655	55.60559095190806
1650	55.50006213846994
4250	55.493154421443215
7447	55.44070280240698
467	55.42659213858904
192286	55.34619991343636
9324	55.282781229400946
1912	55.212929459429134
6767	55.20402722645637
3119	55.20319751553416
1506	55.19275020803077
51778	55.15522924972361
9638	55.12711795637337
6447	54.9994432477809
57062	54.98368980825824
3191	54.95369305066375
7132	54.89876094614239
6286	54.83522906246375
115572	54.768958109903245
23676	54.758262126433735
55365	54.74611464083234
2267	54.69474869346915
5252	54.65895212083526
10155	54.642360113982974
401152	54.6234727436341
316	54.5806403903972
2805	54.488260960581066
83716	54.42216675180657
51195	54.39953282917188
10519	54.391688032161134
