Gene ID,Symbol,SAGD Group,Species,FPKM(F),FPKM(M),Chromosome,log2(M/F ratio),Padj
ENSG00000215580,BCORP1,SAGD_00073,Human,0.0,0.0249753622528215,Y,4.87,3.6545e-08
ENSG00000267541,MTCO2P2,SAGD_00053,Human,42.987572811189,74.747401041893,18,2.6228,0.016933
ENSG00000228764,ZNF885P,SAGD_00060,Human,0.0,0.265856191058494,Y,5.615,9.8224e-20
ENSG00000092377,TBL1Y,SAGD_00058,Human,0.000813783124517019,0.179725245725211,Y,5.6322,4.2245e-15
ENSG00000186081,KRT5,SAGD_00163,Human,54.3276674796938,208.339853260872,12,6.5283,7.5575e-14
ENSG00000188269,OR7A5,SAGD_00153,Human,0.0474868782418594,0.471284813771108,19,3.3012,0.047416
ENSG00000136872,ALDOB,SAGD_00015,Human,84.752704764047,379.416491215538,9,2.1831,0.004903
ENSG00000225117,ARSDP1,SAGD_00061,Human,0.0,0.343146777345309,Y,5.9555,1.9293e-24
ENSG00000232634,NEFLP1,SAGD_00047,Human,0.0,0.687369099773643,Y,6.8328,4.4061e-16
ENSG00000270641,TSIX,SAGD_00042,Human,0.0143673244494156,0.00105183175893834,X,-3.7704,1.8196e-12
ENSG00000198074,AKR1B10,SAGD_00064,Human,14.618637282317,0.367259355852695,7,-4.5595,5.1284e-10
ENSG00000227494,USP9YP14,SAGD_00055,Human,0.0,0.184828129345015,Y,4.0447,6.1079e-06
ENSG00000270641,TSIX,SAGD_00072,Human,0.0257637058777953,0.00066798224204643,X,-5.418,1.264e-35
ENSG00000232348,LINC00279,SAGD_00063,Human,0.0,0.507334402963711,Y,5.162,6.9282e-14
ENSG00000273906,AC011297.1,SAGD_00045,Human,0.00147882953940929,0.229753711234958,Y,5.9637,1.4721e-15
ENSG00000211663,IGLV3-19,SAGD_00077,Human,10.3045829361218,0.0585723005585141,22,-7.1962,0.0015513
ENSG00000278847,AC006157.1,SAGD_00046,Human,0.0,1.28511502258785,Y,6.0757,3.0248e-11
ENSG00000231535,LINC00278,SAGD_00050,Human,0.00576207827141562,0.216139822686073,Y,4.2393,1.5608e-10
ENSG00000225117,ARSDP1,SAGD_00044,Human,0.0,0.242939459067718,Y,5.199,2.0542e-08
ENSG00000211659,IGLV3-25,SAGD_00138,Human,0.0852037208696658,30.6568702140056,22,8.6972,2.1608e-11
ENSG00000231535,LINC00278,SAGD_00048,Human,0.00273402311435113,0.413629926237104,Y,5.3704,2.2688e-14
ENSG00000206159,GYG2P1,SAGD_00059,Human,0.0,0.234961158994201,Y,6.2475,3.4895e-08
ENSG00000267793,AC009977.1,SAGD_00038,Human,0.0044409648632076,0.185184585127124,Y,3.8055,5.7537e-07
ENSG00000197565,COL4A6,SAGD_00133,Human,0.0193447462802206,0.0937580670588808,X,2.3461,2.8789e-05
ENSG00000165246,NLGN4Y,SAGD_00108,Human,0.0,0.881347867494008,Y,9.6236,0.0003666
ENSG00000241859,ANOS2P,SAGD_00052,Human,0.00158409466402306,0.139286734135299,Y,5.2674,5.9337e-17
ENSG00000233070,ZFY-AS1,SAGD_00034,Human,0.0,0.495672726996418,Y,6.0091,5.5375e-21
ENSG00000230146,SEPHS1P4,SAGD_00035,Human,0.17692747764204,0.0230264481351985,X,-2.8823,5.3178e-06
ENSG00000184895,SRY,SAGD_00014,Human,0.0,1.22421966315552,Y,7.7639,0.0078754
ENSG00000225117,ARSDP1,SAGD_00053,Human,0.0,0.0511165154412536,Y,3.6444,0.017153
ENSG00000131002,TXLNGY,SAGD_00076,Human,0.304351339423152,7.12050396681188,Y,5.1618,8.0353e-10
ENSG00000215580,BCORP1,SAGD_00049,Human,0.000294065168209489,0.106256888658944,Y,6.5009,1.4982e-23
ENSG00000184895,SRY,SAGD_00040,Human,0.00257558476696203,0.142411445955408,Y,4.0426,0.00028982
ENSG00000215580,BCORP1,SAGD_00032,Human,0.0,0.030061420954377,Y,5.0474,1.3621e-15
ENSG00000229236,TTTY10,SAGD_00066,Human,0.00113282452390428,0.282857274918275,Y,6.1512,1.886e-18
ENSG00000232226,ARSFP1,SAGD_00071,Human,0.0,0.331785680058696,Y,4.689,1.8909e-11
ENSG00000131002,TXLNGY,SAGD_00074,Human,0.408330255424398,6.48322476591821,Y,5.1817,2.2082e-10
ENSG00000133048,CHI3L1,SAGD_00055,Human,30.438321048225,94.0426462843888,1,3.4601,6.379e-06
ENSG00000231535,LINC00278,SAGD_00067,Human,0.00373915372624754,0.638164365220538,Y,5.9399,2.0446e-26
ENSG00000206159,GYG2P1,SAGD_00062,Human,0.0,0.151887630663586,Y,5.4896,1.0942e-20
ENSG00000229163,NAP1L1P2,SAGD_00075,Human,0.00248790385753309,0.0770000990705544,Y,3.6844,7.4604e-05
ENSG00000267793,AC009977.1,SAGD_00065,Human,0.0119047196571766,0.605570248060407,Y,4.9091,9.4157e-12
ENSG00000273906,AC011297.1,SAGD_00068,Human,0.00128246802957379,0.804181383741589,Y,7.8346,2.4386e-21
ENSG00000241859,ANOS2P,SAGD_00057,Human,0.00103192861588089,0.185275295071021,Y,5.5695,5.3224e-16
ENSG00000228075,BOD1L2,SAGD_00051,Human,0.0250485485499677,302.025912535082,18,13.335,0.0
ENSG00000132465,JCHAIN,SAGD_00077,Human,64.9855210774373,0.72935885968118,4,-6.2536,0.0021016
ENSG00000205336,ADGRG1,SAGD_00132,Human,9.47587209633421,0.558723538000803,16,-4.0121,2.6189e-11
ENSG00000273906,AC011297.1,SAGD_00044,Human,0.0,0.0933315651067349,Y,4.6574,9.4246e-08
ENSG00000138135,CH25H,SAGD_00039,Human,4.50373792199516,1.04564783798405,10,-2.34,0.0014675
ENSG00000198744,MTCO3P12,SAGD_00015,Human,3.50160853671053,61.8989441336805,1,4.1776,0.0079083
ENSG00000228787,NLGN4Y-AS1,SAGD_00033,Human,0.0,0.241601642775533,Y,4.2555,0.00042077
ENSG00000134762,DSC3,SAGD_00163,Human,7.36314065494936,23.9939045201789,18,6.2832,2.2703e-12
ENSG00000092377,TBL1Y,SAGD_00069,Human,0.0,0.474292935873704,Y,7.5642,7.3662e-25
ENSG00000185567,AHNAK2,SAGD_00106,Human,2.64737145345578,0.59098330528476,14,-2.1406,4.1201e-06
ENSG00000154620,TMSB4Y,SAGD_00037,Human,0.00495168464263161,0.977639162661005,Y,7.2327,1.493e-31
ENSG00000233070,ZFY-AS1,SAGD_00046,Human,0.0,0.649040894038987,Y,6.3867,4.1858e-10
ENSG00000227289,HSFY3P,SAGD_00064,Human,0.0,0.0907543498930988,Y,4.06,9.9441e-10
ENSG00000092377,TBL1Y,SAGD_00063,Human,0.00157787588859292,0.156965542911609,Y,5.3417,3.1214e-13
ENSG00000233070,ZFY-AS1,SAGD_00045,Human,0.00395321163222765,0.353903862062413,Y,5.1763,1.4268e-12
ENSG00000224060,ARSEP1,SAGD_00058,Human,0.0,0.463606316503279,Y,5.5138,1.3916e-13
ENSG00000267793,AC009977.1,SAGD_00070,Human,0.0,0.252925099481536,Y,4.6142,2.1815e-05
ENSG00000185275,CD24P4,SAGD_00042,Human,0.00905265881885134,1.05416228114055,Y,5.2576,7.9036e-12
ENSG00000116329,OPRD1,SAGD_00135,Human,0.0200374696923403,0.216906452695443,1,3.5683,4.7233e-13
ENSG00000092377,TBL1Y,SAGD_00060,Human,0.00118868966307158,0.143503320530537,Y,5.5379,3.3542e-18
ENSG00000224060,ARSEP1,SAGD_00041,Human,0.00966456540434714,0.216793872322783,Y,4.2359,5.0191e-07
ENSG00000114374,USP9Y,SAGD_00138,Human,0.00128254211048945,3.34896654203589,Y,11.393,3.0745e-11
ENSG00000278847,AC006157.1,SAGD_00059,Human,0.0207095027102008,1.28896795137904,Y,5.6389,7.0287e-08
ENSG00000278847,AC006157.1,SAGD_00158,Human,0.0,6.03947669081037,Y,5.0398,2.6076e-07
ENSG00000215580,BCORP1,SAGD_00061,Human,0.0,0.0518829932553867,Y,5.7437,1.085e-23
ENSG00000270641,TSIX,SAGD_00034,Human,0.0140964039448972,0.000424931485013342,X,-5.0641,1.6064e-20
ENSG00000215580,BCORP1,SAGD_00048,Human,0.00106451966750139,0.0395386070766433,Y,4.7487,9.4853e-11
ENSG00000228787,NLGN4Y-AS1,SAGD_00038,Human,0.0,0.172104444465705,Y,3.8841,6.4859e-07
ENSG00000134339,SAA2,SAGD_00054,Human,0.144677080399986,0.0113799504423381,11,-3.4399,0.0021743
ENSG00000262902,MTCO1P40,SAGD_00036,Human,0.16192118327209,2.25565869450918,17,4.0027,0.0029801
ENSG00000099715,PCDH11Y,SAGD_00066,Human,0.00381289461093105,0.102714398270685,Y,4.8012,1.9821e-18
ENSG00000273179,AC092535.4,SAGD_00107,Human,1.75607715715816,11.4643219706872,4,2.3986,0.0009944
ENSG00000198768,APCDD1L,SAGD_00035,Human,0.159260287501839,0.887524696310091,20,2.5088,6.7103e-06
ENSG00000231535,LINC00278,SAGD_00056,Human,0.0,0.141011640960216,Y,4.1325,1.7378e-07
ENSG00000239893,ZNF736P9Y,SAGD_00052,Human,0.0013037141971915,0.289785286920225,Y,5.5788,2.6689e-11
ENSG00000270641,TSIX,SAGD_00049,Human,0.00968835909899,0.000143531582737366,X,-5.4218,1.5242e-23
ENSG00000092377,TBL1Y,SAGD_00040,Human,0.0,0.0397089103896033,Y,3.8886,0.00059493
ENSG00000226863,SHROOM2P1,SAGD_00131,Human,0.0,0.0425793367174563,Y,5.9584,7.8822e-09
ENSG00000160862,AZGP1,SAGD_00014,Human,1.38986538844689,0.15199431114788,7,-3.0535,0.011183
ENSG00000275302,CCL4,SAGD_00039,Human,0.343363621395273,0.0378318251352575,17,-3.2628,0.0014879
ENSG00000227447,XGY1,SAGD_00071,Human,0.0292216418018162,0.960976366825513,Y,4.9569,2.0182e-11
ENSG00000154620,TMSB4Y,SAGD_00108,Human,0.0,2.08322868024296,Y,8.5892,0.00042013
ENSG00000231535,LINC00278,SAGD_00072,Human,0.0,1.24485286063495,Y,7.0415,9.9309e-34
ENSG00000229236,TTTY10,SAGD_00076,Human,0.0107477836425208,0.191296162489302,Y,4.3369,8.0353e-10
ENSG00000229236,TTTY10,SAGD_00133,Human,0.0,0.130647713720052,Y,6.7582,7.4394e-05
ENSG00000206159,GYG2P1,SAGD_00073,Human,0.0,0.0693257177997347,Y,4.683,1.2473e-06
ENSG00000114374,USP9Y,SAGD_00074,Human,0.257924236285798,4.76182792243667,Y,5.1504,5.5316e-10
ENSG00000229163,NAP1L1P2,SAGD_00064,Human,0.0,0.106498149853725,Y,4.1063,1.1682e-09
ENSG00000229308,AC010737.1,SAGD_00032,Human,0.0,0.415947606110862,Y,5.1454,2.0906e-15
ENSG00000229163,NAP1L1P2,SAGD_00062,Human,0.0,0.26178793491189,Y,5.3204,1.1218e-19
ENSG00000229236,TTTY10,SAGD_00046,Human,0.00182480385726035,0.22116883782811,Y,5.4141,1.0528e-08
ENSG00000239893,ZNF736P9Y,SAGD_00057,Human,0.0,0.421338594957222,Y,6.222,1.109e-15
ENSG00000232634,NEFLP1,SAGD_00067,Human,0.0,0.941063862128369,Y,6.9633,6.0842e-26
ENSG00000184895,SRY,SAGD_00055,Human,0.0,0.157182683526623,Y,4.2852,5.2589e-05
ENSG00000228764,ZNF885P,SAGD_00045,Human,0.0,0.129016188618947,Y,4.5184,1.195e-09
ENSG00000188120,DAZ1,SAGD_00068,Human,0.0,1.52747176493032,Y,10.328,1.4254e-19
ENSG00000168676,KCTD19,SAGD_00051,Human,0.115974986066994,35.5351223595388,16,7.9697,3.0838e-304
ENSG00000164659,KIAA1324L,SAGD_00132,Human,0.245447872165283,1.09027161671226,7,2.2022,3.3968e-11
ENSG00000170476,MZB1,SAGD_00077,Human,4.85149315344726,0.102845038159208,5,-5.3648,0.0032511
ENSG00000134757,DSG3,SAGD_00163,Human,8.37313085840551,28.6715251637924,18,7.3999,3.5797e-12
ENSG00000241859,ANOS2P,SAGD_00069,Human,0.000854516777168243,0.196823931170676,Y,6.0472,3.1072e-21
ENSG00000278847,AC006157.1,SAGD_00058,Human,0.00635915555694846,0.748173509405421,Y,4.9905,7.5067e-12
ENSG00000185885,IFITM1,SAGD_00106,Human,8.1445665448555,37.5891605395003,11,2.2416,9.3754e-06
ENSG00000099715,PCDH11Y,SAGD_00063,Human,0.012319262113142,0.10678412845151,Y,3.392,6.969e-13
ENSG00000233070,ZFY-AS1,SAGD_00048,Human,0.0,0.257242236966065,Y,4.9326,1.2462e-10
ENSG00000229163,NAP1L1P2,SAGD_00038,Human,0.0,0.0705033486056586,Y,3.6418,1.5866e-06
ENSG00000223722,AC023157.1,SAGD_00040,Human,0.590737350298535,0.556249258267501,12,-3.647,0.0010703
ENSG00000116329,OPRD1,SAGD_00001,Human,0.0119919915522153,0.537353802656549,1,5.6512,1.4172e-05
ENSG00000206159,GYG2P1,SAGD_00037,Human,0.0,1.95096725660506,Y,9.8295,2.0898e-31
ENSG00000215030,RPL13P12,SAGD_00138,Human,11.0839610475129,246.960268652373,17,4.602,6.8636e-11
ENSG00000173391,OLR1,SAGD_00039,Human,5.90052326349186,1.60396363383224,12,-2.0287,0.0021351
ENSG00000176728,TTTY14,SAGD_00047,Human,0.00343148085401728,0.364696789396709,Y,6.7448,4.283e-14
ENSG00000224060,ARSEP1,SAGD_00044,Human,0.00755153626483727,0.301017615708772,Y,4.4116,5.3205e-07
ENSG00000232348,LINC00279,SAGD_00041,Human,0.0,0.328252947656557,Y,4.7502,7.0457e-07
ENSG00000235615,AJ239322.1,SAGD_00054,Human,0.0619069823533603,0.263288369635377,2,2.1276,0.0030626
ENSG00000232226,ARSFP1,SAGD_00070,Human,0.0,0.459032716805659,Y,5.086,7.7809e-05
ENSG00000229236,TTTY10,SAGD_00059,Human,0.00455204001402093,0.255991779458542,Y,5.555,2.1855e-07
ENSG00000206159,GYG2P1,SAGD_00064,Human,0.00186485600094291,0.0760542061262994,Y,4.3201,1.4761e-09
ENSG00000206159,GYG2P1,SAGD_00065,Human,0.000753416087153787,0.0854297990815732,Y,4.6358,6.2834e-10
ENSG00000099715,PCDH11Y,SAGD_00035,Human,0.000306323265160618,0.00906698268462494,Y,3.7472,8.4944e-06
ENSG00000257859,CASC18,SAGD_00131,Human,0.187222317886739,0.0160593670733857,12,-3.4058,1.5373e-08
ENSG00000183146,PRORY,SAGD_00066,Human,0.0,1.26776470658006,Y,7.6297,1.0833e-13
ENSG00000233070,ZFY-AS1,SAGD_00061,Human,0.0,0.527952082916338,Y,5.9665,3.8974e-23
ENSG00000233070,ZFY-AS1,SAGD_00055,Human,0.0,0.096967581953701,Y,3.5864,7.164e-05
ENSG00000227204,RBMY2JP,SAGD_00050,Human,0.0,0.161261988924803,Y,4.7095,2.1655e-08
ENSG00000225117,ARSDP1,SAGD_00060,Human,0.0,0.219569428097582,Y,5.5223,3.3617e-17
ENSG00000228764,ZNF885P,SAGD_00033,Human,0.0,0.139984229889669,Y,4.5837,0.00084814
ENSG00000092377,TBL1Y,SAGD_00045,Human,0.0,0.115894267401853,Y,4.393,1.6685e-09
ENSG00000198842,DUSP27,SAGD_00073,Human,0.118391989653835,0.665998371721093,1,2.6004,7.9871e-06
ENSG00000188120,DAZ1,SAGD_00071,Human,0.000657182447089285,0.133287899824491,Y,6.3392,3.1667e-11
ENSG00000143595,AQP10,SAGD_00015,Human,0.425384879695618,6.81260277784171,1,4.0117,0.010145
ENSG00000211662,IGLV3-21,SAGD_00077,Human,9.15571336540748,0.0511562010437315,22,-7.2824,0.0061175
ENSG00000139352,ASCL1,SAGD_00056,Human,3.31366749510061,0.44708284625936,12,-4.0134,2.7877e-06
ENSG00000005073,HOXA11,SAGD_00052,Human,1.36209779925491,0.216774966108965,7,-4.7524,2.0055e-10
ENSG00000273906,AC011297.1,SAGD_00062,Human,0.00136174064153256,0.161804290851207,Y,5.275,8.3153e-18
ENSG00000134240,HMGCS2,SAGD_00108,Human,0.121776849850283,275.758847091763,1,11.48,0.00056522
ENSG00000267793,AC009977.1,SAGD_00049,Human,0.0,0.767417545640551,Y,5.911,3.5077e-23
ENSG00000279668,AC024610.2,SAGD_00135,Human,0.0730542823890627,0.887320836496311,17,3.6765,3.3235e-12
ENSG00000233864,TTTY15,SAGD_00075,Human,0.243816037995825,2.0083148032216,Y,4.6748,0.00027493
ENSG00000162772,ATF3,SAGD_00107,Human,0.157722540682131,0.825225144807949,1,2.0682,0.0011082
ENSG00000227289,HSFY3P,SAGD_00057,Human,0.0,0.236618476321016,Y,5.186,3.0164e-15
ENSG00000170889,RPS9,SAGD_00133,Human,0.215844592442244,0.00473517928877088,19,-5.4026,8.4533e-05
ENSG00000188257,PLA2G2A,SAGD_00046,Human,17.4037903921334,0.555717059572264,1,-4.5023,1.0928e-07
ENSG00000215580,BCORP1,SAGD_00034,Human,0.000293268036806282,0.049220790876891,Y,5.6149,4.2233e-18
ENSG00000198692,EIF1AY,SAGD_00074,Human,0.302928443527615,5.29529920256413,Y,4.9961,1.2228e-09
ENSG00000228696,ARL17B,SAGD_00002,Human,0.0925813748082016,0.0131789598455084,17,-2.8057,3.7847e-05
ENSG00000188580,NKAIN2,SAGD_00163,Human,0.207720919613619,1.6346226177394,6,5.3006,8.8084e-12
ENSG00000184895,SRY,SAGD_00032,Human,0.0,0.327249703770408,Y,5.4198,4.1462e-14
ENSG00000228764,ZNF885P,SAGD_00040,Human,0.0115490005154512,0.0816637434877998,Y,3.6451,0.0010703
ENSG00000107438,PDLIM1,SAGD_00039,Human,6.09703096953705,1.64833209885574,10,-2.066,0.0028412
ENSG00000099715,PCDH11Y,SAGD_00058,Human,0.0014576597093737,0.0251647375436544,Y,4.2465,1.1782e-09
ENSG00000233070,ZFY-AS1,SAGD_00072,Human,0.0,1.1469284591976,Y,6.9687,7.5573e-33
ENSG00000092377,TBL1Y,SAGD_00076,Human,0.00578022680732993,0.0949404899001732,Y,4.2059,4.5504e-08
ENSG00000099715,PCDH11Y,SAGD_00048,Human,0.000369957354906709,0.0301009334053086,Y,5.3328,5.7854e-10
ENSG00000267793,AC009977.1,SAGD_00067,Human,0.0,0.976749605313839,Y,6.241,2.9576e-25
ENSG00000215580,BCORP1,SAGD_00044,Human,0.000806853158020627,0.0249583301936494,Y,4.099,5.6728e-06
ENSG00000154620,TMSB4Y,SAGD_00106,Human,0.0,6.43453821656537,Y,7.4826,3.791e-05
ENSG00000270641,TSIX,SAGD_00063,Human,0.0110093938974651,0.000541729130315287,X,-4.3129,1.1454e-12
ENSG00000067646,ZFY,SAGD_00138,Human,0.00260754942926904,4.95247698688299,Y,10.933,2.4421e-10
ENSG00000228787,NLGN4Y-AS1,SAGD_00055,Human,0.0,0.181519535038907,Y,3.8489,7.4263e-05
ENSG00000165566,AMER2,SAGD_00069,Human,0.00746744434071271,0.263276516758539,13,5.1618,3.4077e-19
ENSG00000227447,XGY1,SAGD_00132,Human,0.0,2.48392112869069,Y,8.9759,4.2088e-11
ENSG00000099715,PCDH11Y,SAGD_00068,Human,0.000843278288295799,0.0506345497363676,Y,5.6425,4.757e-19
ENSG00000099715,PCDH11Y,SAGD_00064,Human,0.000333857717550783,0.0200986567981473,Y,4.8438,2.6726e-09
ENSG00000215580,BCORP1,SAGD_00047,Human,0.000279577047111324,0.142989459886798,Y,5.8584,7.7026e-14
ENSG00000079257,LXN,SAGD_00129,Human,8.51175371686296,136.849815018554,3,4.0315,0.0
ENSG00000225117,ARSDP1,SAGD_00054,Human,0.0,0.0753387944580294,Y,3.5163,0.0031441
ENSG00000173838,MARCH10,SAGD_00051,Human,0.0245394999440479,36.5518228427982,17,10.242,9.3923e-303
ENSG00000215580,BCORP1,SAGD_00042,Human,0.0,0.0311120490699213,Y,5.2908,7.061e-11
ENSG00000233070,ZFY-AS1,SAGD_00059,Human,0.0,0.378477709810916,Y,5.4549,8.9619e-06
ENSG00000226918,AC010086.1,SAGD_00066,Human,0.0,1.60648932890424,Y,7.9775,1.2719e-12
ENSG00000206172,HBA1,SAGD_00077,Human,0.825950809888227,0.174220115463384,16,-2.3934,0.0061825
ENSG00000227289,HSFY3P,SAGD_00045,Human,0.0,0.0918909098032715,Y,4.1788,3.8198e-08
ENSG00000233070,ZFY-AS1,SAGD_00050,Human,0.0,0.140877005103165,Y,3.9805,5.3625e-05
ENSG00000105664,COMP,SAGD_00035,Human,6.16284107585791,43.5739701767012,19,2.9008,9.0147e-06
ENSG00000228787,NLGN4Y-AS1,SAGD_00041,Human,0.00888233034070748,0.260758099377109,Y,4.2829,1.1159e-06
ENSG00000267793,AC009977.1,SAGD_00037,Human,0.0,1.21568487229966,Y,6.9831,2.5633e-31
ENSG00000270641,TSIX,SAGD_00061,Human,0.0101388666003106,0.000329332257326623,X,-4.7491,2.3945e-18
ENSG00000232348,LINC00279,SAGD_00033,Human,0.0,0.324409404127437,Y,4.4728,0.00090734
ENSG00000160111,CPAMD8,SAGD_00073,Human,1.11736094272529,4.46570163648988,19,2.0687,8.9745e-06
ENSG00000267793,AC009977.1,SAGD_00060,Human,0.0,0.423809433669111,Y,5.3528,2.3107e-16
ENSG00000256618,MTRNR2L1,SAGD_00039,Human,1.13003684358747,0.106986241719354,17,-5.9197,0.0028412
ENSG00000275791,TRBV10-3,SAGD_00107,Human,0.0653193092839007,6.2441925993314,7,6.0787,0.0011163
ENSG00000228764,ZNF885P,SAGD_00064,Human,0.0,0.115644062035234,Y,4.2321,5.9058e-09
ENSG00000270641,TSIX,SAGD_00057,Human,0.00836431356901505,0.000337179704846014,X,-4.5969,5.1312e-14
ENSG00000151962,RBM46,SAGD_00108,Human,0.00362122908060382,0.87818103599604,4,6.9821,0.00058218
ENSG00000233070,ZFY-AS1,SAGD_00052,Human,0.0,0.301674421301238,Y,5.1584,2.475e-09
ENSG00000169594,BNC1,SAGD_00163,Human,0.821455879684952,6.05565390661526,15,5.8415,1.2805e-11
ENSG00000228764,ZNF885P,SAGD_00048,Human,0.0,0.14195445811996,Y,4.5497,3.3583e-08
ENSG00000262902,MTCO1P40,SAGD_00075,Human,16.8391568100893,0.3940875344096,17,-3.0763,0.00040598
ENSG00000230663,FAM224B,SAGD_00044,Human,0.0,0.0645571014949602,Y,4.0378,6.519e-06
ENSG00000205611,LINC01597,SAGD_00046,Human,0.218389725897997,0.92203408609888,20,2.0709,1.3635e-07
ENSG00000225972,MTND1P23,SAGD_00076,Human,759.125498499387,533.984467171025,1,-4.2805,1.3053e-07
ENSG00000188001,TPRG1,SAGD_00131,Human,1.11368255519381,0.115560036730071,3,-3.2201,3.5197e-08
ENSG00000092377,TBL1Y,SAGD_00062,Human,0.000786026833725877,0.105763926039879,Y,5.0128,6.1468e-17
ENSG00000237659,RNASEH2CP1,SAGD_00049,Human,0.0,0.793943453691438,Y,5.8376,9.7503e-23
ENSG00000215580,BCORP1,SAGD_00077,Human,0.00108179934478509,0.162394616183767,Y,6.5257,0.0080381
ENSG00000224060,ARSEP1,SAGD_00038,Human,0.026493668162837,0.201185773395982,Y,3.4937,1.1131e-05
ENSG00000237531,AL672277.1,SAGD_00054,Human,0.443061838064288,0.0908653988908124,X,-2.329,0.0032528
ENSG00000225520,TTTY16,SAGD_00058,Human,0.0,1.10500760096963,Y,4.7532,4.0154e-07
ENSG00000206159,GYG2P1,SAGD_00032,Human,0.0,0.117369863860869,Y,5.2891,4.4524e-14
ENSG00000196091,MYBPC1,SAGD_00106,Human,2.50265046258791,0.211076728926756,12,-3.3217,4.1712e-05
ENSG00000184895,SRY,SAGD_00133,Human,0.0,0.198530207964609,Y,6.3709,0.0001639
ENSG00000240280,TCAM1P,SAGD_00138,Human,0.0208224505774158,1.65366193609353,17,6.3849,2.5987e-10
ENSG00000102802,MEDAG,SAGD_00040,Human,0.590213887967195,4.35375820167426,13,2.9513,0.0027386
ENSG00000012817,KDM5D,SAGD_00074,Human,0.777760954082929,15.3977218111906,Y,5.1713,1.3652e-09
ENSG00000270641,TSIX,SAGD_00067,Human,0.0123390128571913,4.65114002706652e-05,X,-5.7899,4.0659e-24
ENSG00000225117,ARSDP1,SAGD_00066,Human,0.00144900482732156,0.486685587417063,Y,6.5162,2.3082e-11
ENSG00000278847,AC006157.1,SAGD_00069,Human,0.0185767076862621,1.03700934430556,Y,5.3955,2.2131e-16
ENSG00000100362,PVALB,SAGD_00001,Human,0.175156270691185,5.02652265891762,22,4.9696,1.6948e-05
ENSG00000114771,AADAC,SAGD_00014,Human,51.3110004116859,8.15530388894044,3,-2.5175,0.024414
ENSG00000198074,AKR1B10,SAGD_00019,Human,0.396222781053474,8.53726494911068,7,4.3444,5.0835e-05
ENSG00000234449,FAM239A,SAGD_00132,Human,0.831080598650437,0.1088014749623,X,-2.869,5.7262e-11
ENSG00000198033,TUBA3C,SAGD_00051,Human,0.0366453237642788,414.255641184864,13,13.218,2.6563e-301
ENSG00000225189,REREP1Y,SAGD_00045,Human,0.0,0.799858356836935,Y,4.6566,9.9812e-07
ENSG00000229163,NAP1L1P2,SAGD_00071,Human,0.0,0.0946520186979187,Y,4.0904,9.3825e-09
ENSG00000228764,ZNF885P,SAGD_00070,Human,0.0,0.132885890644736,Y,4.5001,0.00047542
ENSG00000231535,LINC00278,SAGD_00068,Human,0.00277297946033594,0.339036277933322,Y,5.1192,7.9841e-17
ENSG00000131203,IDO1,SAGD_00059,Human,1.49159907835348,0.108263746785623,8,-3.8238,5.7866e-05
ENSG00000092377,TBL1Y,SAGD_00034,Human,0.000538449137965962,0.155048653157108,Y,5.74,3.2458e-16
ENSG00000273906,AC011297.1,SAGD_00042,Human,0.00300703282605892,0.0926850020429974,Y,4.5982,2.6355e-10
ENSG00000267793,AC009977.1,SAGD_00072,Human,0.0,1.09949619694589,Y,6.4306,1.4054e-30
ENSG00000227494,USP9YP14,SAGD_00044,Human,0.0,0.253648249818213,Y,4.1403,4.9864e-05
ENSG00000135245,HILPDA,SAGD_00055,Human,5.27894126030429,22.7375031267624,7,2.4871,0.00043
ENSG00000211598,IGKV4-1,SAGD_00077,Human,10.7092560723623,0.190104088579094,2,-5.6494,0.0087857
ENSG00000273906,AC011297.1,SAGD_00073,Human,0.00079257827426426,0.0612747296776285,Y,4.2597,2.1792e-05
ENSG00000228787,NLGN4Y-AS1,SAGD_00075,Human,0.025463602451631,0.231487878299072,Y,3.4452,0.0014147
ENSG00000241859,ANOS2P,SAGD_00037,Human,0.000742116343121073,0.256207054114455,Y,6.5841,2.7678e-26
ENSG00000183426,NPIPA1,SAGD_00015,Human,0.0,0.0963740473208535,16,6.9066,0.014174
ENSG00000232226,ARSFP1,SAGD_00033,Human,0.0,0.310948268413026,Y,4.4562,0.0016019
ENSG00000278847,AC006157.1,SAGD_00061,Human,0.00646119617398529,0.626595938043566,Y,4.8956,2.1295e-15
ENSG00000008438,PGLYRP1,SAGD_00056,Human,1.31828582031429,0.299700985238935,19,-2.2487,1.2462e-05
ENSG00000228787,NLGN4Y-AS1,SAGD_00063,Human,0.0,0.281040885892249,Y,4.5902,9.6758e-10
ENSG00000133636,NTS,SAGD_00163,Human,3.31505899113285,92.7936114928138,12,6.0061,2.5398e-10
ENSG00000273906,AC011297.1,SAGD_00048,Human,0.00628026404047216,0.127248459424761,Y,4.3411,2.8039e-07
ENSG00000229236,TTTY10,SAGD_00131,Human,0.000581367798754175,0.0685841676971826,Y,5.6932,3.6453e-08
ENSG00000215580,BCORP1,SAGD_00057,Human,0.0,0.0464706340500019,Y,5.3798,1.3577e-13
ENSG00000162772,ATF3,SAGD_00108,Human,5.30424730031192,62.3878614064758,1,3.5501,0.00058218
ENSG00000280809,LINC00836,SAGD_00002,Human,0.857388683002949,0.00303065334189784,10,-7.9627,7.9042e-05
ENSG00000080573,COL5A3,SAGD_00129,Human,28.0830749722466,0.564354884247615,19,-5.571,0.0
