	model_type	index	variable	value	z_score
433	real	vae_0_three	Tregs_FANTOM_2	-0.1525619477033615	0.6222301089245171
1218	real	vae_1_three	MEP_NOVERSHTERN_1	0.2835029219277203	0.6279424508128199
1426	real	vae_1_three	cDC_NOVERSHTERN_2	0.0	0.6286113273708137
1463	real	vae_1_three	pro-B-cells_HPCA_3	-1.0013425601646304	0.6298327989679101
163	real	vae_0_three	Eosinophils_BLUEPRINT_2	-0.17735033482313156	0.6304176251015973
1707	real	vae_1_two	MEP_NOVERSHTERN_1	0.209843838121742	0.6333286474169394
1987	real	vae_2	CD4+-T-cells_BLUEPRINT_2	-1.6502365251071751	0.6336676021815458
871	real	vae_0_two	Pericytes_FANTOM_2	-0.08599106222391129	0.6341243672274224
1385	real	vae_1_three	Skeletal-muscle_ENCODE_3	-0.18659420497715473	0.6347968397616985
591	real	vae_0_two	CD8+-Tem_HPCA_1	-4.8030616524629295	0.6358597519697478
289	real	vae_0_three	Megakaryocytes_BLUEPRINT_2	-0.07771577686071396	0.6384744253570098
559	real	vae_0_two	CD4+-naive-T-cells_IRIS_2	-0.25251718051731586	0.6400843362888543
1268	real	vae_1_three	Megakaryocytes_BLUEPRINT_3	0.0	0.6430881799645071
339	real	vae_0_three	NK-cells_FANTOM_1	0.0464382516220212	0.6436358777551279
607	real	vae_0_two	CMP_HPCA_2	-2.280346278101206	0.643924280324316
1974	real	vae_2	B-cells_HPCA_1	-1.5028889058157802	0.6441806401995752
1137	real	vae_1_three	Endothelial-cells_HPCA_1	0.03532973671099172	0.6471801173062083
1503	real	vae_1_two	CD4+-T-cells_HPCA_1	-0.001665826654061689	0.6486478136312486
2389	real	vae_2	Tregs_FANTOM_2	-0.06767716258764267	0.651489334671987
1169	real	vae_1_three	Erythrocytes_NOVERSHTERN_3	-2.00399639736861	0.6525162982185732
2337	real	vae_2	Pericytes_FANTOM_1	-0.5164844216778874	0.6530031814501771
550	real	vae_0_two	CD4+-memory-T-cells_IRIS_2	-0.1886017178185284	0.6544433228437968
1028	real	vae_1_three	CD4+-Tem_BLUEPRINT_3	-0.3051082193851471	0.6556051664466027
1222	real	vae_1_three	MPP_BLUEPRINT_2	-1.3112131193338428	0.6565706272274362
2430	real	vae_2	naive-B-cells_NOVERSHTERN_1	-1.8110200613737106	0.6585561049517632
916	real	vae_0_two	Th2-cells_IRIS_2	-0.039975501596927636	0.6613707847418714
735	real	vae_0_two	MPP_ENCODE_1	-0.1868622563779354	0.6621821631952515
1991	real	vae_2	CD4+-T-cells_FANTOM_3	-1.751673113554716	0.6628047544746786
1135	real	vae_1_three	Endothelial-cells_FANTOM_2	0.11057889059884474	0.6644505218825716
254	real	vae_0_three	MPP_NOVERSHTERN_3	0.0	0.6646251268826575
879	real	vae_0_two	Plasma-cells_IRIS_1	-0.06215301528573036	0.6649670973035233
1845	real	vae_1_two	Pericytes_ENCODE_1	0.5697355954907835	0.66713499676012
679	real	vae_0_two	Erythrocytes_NOVERSHTERN_2	-0.8632051609456539	0.6686360954702277
1854	real	vae_1_two	Plasma-cells_HPCA_1	0.07029107352718711	0.6696130426068905
2011	real	vae_2	CD4+-Tem_NOVERSHTERN_2	-0.30631062388420105	0.6713887884060157
1103	real	vae_1_three	Chondrocytes_ENCODE_3	-0.14828048273921013	0.6714864009503941
798	real	vae_0_two	Mesangial-cells_ENCODE_1	-0.20650664344429967	0.6716744011369123
765	real	vae_0_two	Macrophages_FANTOM_1	-0.34020015411078935	0.672147931837751
619	real	vae_0_two	Chondrocytes_HPCA_2	-0.3308904077857733	0.6727188419225902
2146	real	vae_2	Erythrocytes_NOVERSHTERN_2	-1.0159335846547037	0.6804486846278887
30	real	vae_0_three	CD4+-T-cells_BLUEPRINT_1	-1.069799916818738	0.6823516624586613
1194	real	vae_1_three	HSC_NOVERSHTERN_1	0.04895602725446223	0.6828638861320279
1118	real	vae_1_three	DC_BLUEPRINT_3	0.05719079449772835	0.6832461397070186
2211	real	vae_2	MSC_FANTOM_1	-0.29556336998939514	0.684161620754865
2383	real	vae_2	Th2-cells_IRIS_2	-0.14693213999271393	0.6869669220956766
436	real	vae_0_three	Tregs_HPCA_2	0.0	0.6881076694165188
2379	real	vae_2	Th1-cells_IRIS_1	-0.5333242798224092	0.6911266689739718
1370	real	vae_1_three	Plasma-cells_IRIS_3	-0.28137837490066886	0.6925045366376352
2054	real	vae_2	CD8+-Tcm_NOVERSHTERN_3	0.029317042091861367	0.6926428908835095
830	real	vae_0_two	NK-cells_FANTOM_3	-0.04041104391217232	0.6940303866827642
2060	real	vae_2	CD8+-Tem_HPCA_3	-0.8471302823163569	0.6985287409101104
2051	real	vae_2	CD8+-Tcm_HPCA_3	-1.459367675241083	0.7008861887051433
253	real	vae_0_three	MPP_NOVERSHTERN_2	0.0	0.7043119320632297
1059	real	vae_1_three	CD8+-T-cells_HPCA_1	0.012754076626151798	0.70443362549822
1013	real	vae_1_three	CD4+-T-cells_FANTOM_3	-1.4723042140249163	0.7050993249773174
2249	real	vae_2	Megakaryocytes_NOVERSHTERN_3	-0.144796684384346	0.707051855525125
863	real	vae_0_two	Osteoblast_FANTOM_3	-1.6757823540829122	0.7102266574728372
1405	real	vae_1_three	Th2-cells_IRIS_2	-0.023540258407592773	0.7138101899506917
284	real	vae_0_three	Macrophages_IRIS_3	-0.08971633948385715	0.7176509433462975
119	real	vae_0_three	CMP_HPCA_3	-0.13896029070019722	0.7186818518085176
480	real	vae_0_three	pDC_NOVERSHTERN_1	-0.05548138916492462	0.7204234136962955
120	real	vae_0_three	CMP_NOVERSHTERN_1	-0.546721588820219	0.72138596507229
1578	real	vae_1_two	CLP_BLUEPRINT_1	0.322550349868834	0.7225607741240911
1517	real	vae_1_two	CD4+-Tem_BLUEPRINT_3	0.1938915103673935	0.7237500730304391
1917	real	vae_1_two	iDC_HPCA_1	0.21742476895451546	0.7243519182944029
1390	real	vae_1_three	Smooth-muscle_ENCODE_2	0.2121097700437531	0.7260445250475337
1179	real	vae_1_three	GMP_BLUEPRINT_1	-1.1552306219236925	0.7303797926621841
1025	real	vae_1_three	CD4+-Tcm_NOVERSHTERN_3	-0.9102732549508801	0.7318405119338354
1266	real	vae_1_three	Megakaryocytes_BLUEPRINT_1	0.02088288776576519	0.7319898442864031
1236	real	vae_1_three	MSC_HPCA_1	-0.09646279586013405	0.7378245349130265
1223	real	vae_1_three	MPP_BLUEPRINT_3	-0.5539761180116329	0.7380120989002494
988	real	vae_1_three	Astrocytes_ENCODE_2	-0.45689660671632737	0.7388384602061385
969	real	vae_0_two	pDC_NOVERSHTERN_1	-0.0993172749876976	0.739992318992704
2147	real	vae_2	Erythrocytes_NOVERSHTERN_3	-2.0989106711931527	0.740277366208396
2208	real	vae_2	MPP_NOVERSHTERN_1	-0.1817220076918602	0.7409059252579692
2126	real	vae_2	Eosinophils_NOVERSHTERN_3	-0.28892863262444735	0.7409488141296187
1529	real	vae_1_two	CD4+-memory-T-cells_IRIS_3	0.1583948014304042	0.7431326992645932
1497	real	vae_1_two	CD4+-T-cells_BLUEPRINT_1	0.2333938162773847	0.7445660787724668
2192	real	vae_2	MEP_BLUEPRINT_3	-0.14956283196806908	0.7446638724611293
2385	real	vae_2	Tregs_BLUEPRINT_1	-0.44501482695341105	0.7458694339096759
1407	real	vae_1_three	Tregs_BLUEPRINT_1	0.08343886258080602	0.7460254307359608
921	real	vae_0_two	Tregs_FANTOM_1	0.0	0.7477312100405852
2014	real	vae_2	CD4+-memory-T-cells_FANTOM_2	-0.10137404687702654	0.7484154438734409
2029	real	vae_2	CD4+-naive-T-cells_NOVERSHTERN_2	-0.06744152400642633	0.7492986153249656
2197	real	vae_2	MEP_NOVERSHTERN_2	-0.1455569127574563	0.7494067825703642
1430	real	vae_1_three	iDC_HPCA_3	-0.020841844379901886	0.7512948506176302
1128	real	vae_1_three	Endothelial-cells_BLUEPRINT_1	0.13451373105635867	0.7543323066235225
656	real	vae_0_two	Eosinophils_FANTOM_3	-1.1023252233862877	0.7560567242101186
183	real	vae_0_three	Erythrocytes_FANTOM_1	-0.07774849236011505	0.7588493274820641
1101	real	vae_1_three	Chondrocytes_ENCODE_1	0.11511201225221157	0.7616029363790583
549	real	vae_0_two	CD4+-memory-T-cells_IRIS_1	-0.13902175799012184	0.7690979440204523
922	real	vae_0_two	Tregs_FANTOM_2	-0.13208364881575108	0.7700581551138465
69	real	vae_0_three	CD4+-naive-T-cells_IRIS_1	-0.4254229124635458	0.770080776382438
1742	real	vae_1_two	Macrophages_BLUEPRINT_3	1.2818892227951437	0.7714323336817204
1919	real	vae_1_two	iDC_HPCA_3	0.2830292768776417	0.7715328166097414
1045	real	vae_1_three	CD4+-naive-T-cells_HPCA_2	0.06896617030724883	0.7727038044801967
1949	real	vae_1_two	pDC_NOVERSHTERN_3	-0.07415049895644188	0.7772401298283239
2309	real	vae_2	NKT_NOVERSHTERN_3	-0.18023490300402045	0.7786988668902746
168	real	vae_0_three	Eosinophils_NOVERSHTERN_1	-0.20106854289770124	0.7799013738747705
853	real	vae_0_two	Neutrophils_FANTOM_2	-1.5497565232217312	0.7821004432905183
826	real	vae_0_two	NK-cells_BLUEPRINT_2	-1.1514675579965115	0.7828579672685679
741	real	vae_0_two	MPP_NOVERSHTERN_1	-0.14489110186696053	0.7837435911987494
2374	real	vae_2	Smooth-muscle_HPCA_2	-0.3829036746174097	0.7842779904727348
1515	real	vae_1_two	CD4+-Tem_BLUEPRINT_1	0.1606835499405861	0.7845608908940547
653	real	vae_0_two	Eosinophils_BLUEPRINT_3	-0.9118908895179629	0.7846146370639169
2254	real	vae_2	Melanocytes_FANTOM_2	-5.055012898868881	0.7886809424096991
1864	real	vae_1_two	Preadipocytes_ENCODE_2	0.6168657299131155	0.789079297349485
1432	real	vae_1_three	ly-Endothelial-cells_FANTOM_2	0.21210045571206138	0.7931789474191964
2004	real	vae_2	CD4+-Tem_BLUEPRINT_1	-0.1724761575460434	0.7932639054996619
1196	real	vae_1_three	HSC_NOVERSHTERN_3	0.1397178377956152	0.7955265676017246
2345	real	vae_2	Plasma-cells_HPCA_3	-0.32821332663297653	0.7961148874979734
828	real	vae_0_two	NK-cells_FANTOM_1	-0.10763982310891151	0.7982208497051767
1874	real	vae_1_two	Skeletal-muscle_ENCODE_3	0.20073691196739676	0.8006952377141326
1029	real	vae_1_three	CD4+-Tem_HPCA_1	-1.739065736241173	0.8072027252932336
2158	real	vae_2	GMP_BLUEPRINT_2	-2.6255352988955565	0.8103684816261547
1992	real	vae_2	CD4+-T-cells_HPCA_1	-0.7665566350333393	0.8113561839282499
1220	real	vae_1_three	MEP_NOVERSHTERN_3	-0.08575236517935991	0.8123030201916374
1404	real	vae_1_three	Th2-cells_IRIS_1	0.1146685779094696	0.8130135618577539
1734	real	vae_1_two	Macrophages-M2_BLUEPRINT_1	1.7207399748731405	0.8131360825686322
1032	real	vae_1_three	CD4+-Tem_NOVERSHTERN_1	-0.6270457226783037	0.8154858302444977
933	real	vae_0_two	cDC_HPCA_1	-0.4696126850321889	0.8166968461418603
1098	real	vae_1_three	CMP_NOVERSHTERN_1	0.11314055882394314	0.8170889886985832
1424	real	vae_1_three	cDC_HPCA_3	0.07719075307250023	0.820719671229658
2216	real	vae_2	MSC_HPCA_3	-2.8085097081493586	0.8215056426870257
2120	real	vae_2	Eosinophils_BLUEPRINT_3	-1.0977224389789626	0.8238401940347821
531	real	vae_0_two	CD4+-Tcm_HPCA_1	-1.4933008714579046	0.8244983135005319
1326	real	vae_1_three	NK-cells_NOVERSHTERN_1	0.0	0.8247920613301689
1898	real	vae_1_two	Tregs_BLUEPRINT_3	0.11135509610176086	0.8293969230684909
808	real	vae_0_two	Monocytes_FANTOM_2	-5.142204391071573	0.8294479613451615
101	real	vae_0_three	CD8+-Tem_BLUEPRINT_3	-0.7773307756797294	0.8310454616247435
1060	real	vae_1_three	CD8+-T-cells_HPCA_2	0.22488485602661967	0.8317667592058693
44	real	vae_0_three	CD4+-Tcm_HPCA_3	-0.8975178888067603	0.837324081377769
1736	real	vae_1_two	Macrophages-M2_BLUEPRINT_3	0.615443414542824	0.8410261338278844
1994	real	vae_2	CD4+-T-cells_HPCA_3	-0.784766769502312	0.8429254392965169
2332	real	vae_2	Osteoblast_HPCA_2	-0.41848838655278087	0.8485786070959089
778	real	vae_0_two	Megakaryocytes_BLUEPRINT_2	-0.061893783509731286	0.8487802100462694
2378	real	vae_2	Tgd-cells_HPCA_3	-5.40536282164976	0.8556379378815464
2092	real	vae_2	Class-switched-memory-B-cells_NOVERSHTERN_2	-0.27461119927465916	0.8557328628928549
658	real	vae_0_two	Eosinophils_NOVERSHTERN_2	-0.11519519798457623	0.8565798443766727
657	real	vae_0_two	Eosinophils_NOVERSHTERN_1	-0.4304463807493448	0.8574389076736342
477	real	vae_0_three	pDC_FANTOM_1	0.01330580934882164	0.8616821703982727
308	real	vae_0_three	Memory-B-cells_IRIS_3	-0.2137172929942608	0.863013697358153
482	real	vae_0_three	pDC_NOVERSHTERN_3	-0.05548138916492462	0.8637637762044775
1195	real	vae_1_three	HSC_NOVERSHTERN_2	0.0897263716906309	0.8649088269790084
1023	real	vae_1_three	CD4+-Tcm_NOVERSHTERN_1	0.06232806667685509	0.8653446045780069
1425	real	vae_1_three	cDC_NOVERSHTERN_1	0.0	0.86766669853773
2343	real	vae_2	Plasma-cells_HPCA_1	-0.383940938860178	0.8689767358247755
1245	real	vae_1_three	Macrophages-M2_BLUEPRINT_1	-1.666970694786869	0.8698227536730208
62	real	vae_0_three	CD4+-memory-T-cells_IRIS_3	-0.32716470770537853	0.8709480317622718
1176	real	vae_1_three	Fibroblasts_HPCA_1	-0.8712192623643205	0.8711915264410913
859	real	vae_0_two	Neutrophils_IRIS_2	0.14067169837653637	0.871552770349593
561	real	vae_0_two	CD4+-naive-T-cells_NOVERSHTERN_1	-1.1330313445068896	0.8719324601342497
1375	real	vae_1_three	Preadipocytes_ENCODE_2	0.0907437689602375	0.8762288850931953
608	real	vae_0_two	CMP_HPCA_3	-0.15427839383482933	0.8771226244018162
2243	real	vae_2	Mast-cells_FANTOM_3	-1.422108973376453	0.8778718427456578
510	real	vae_0_two	B-cells_NOVERSHTERN_1	-1.5474733328446746	0.8779393315856848
1538	real	vae_1_two	CD4+-naive-T-cells_IRIS_3	0.43943143263459206	0.8780052612822415
2329	real	vae_2	Osteoblast_FANTOM_2	-1.436345517868176	0.8792437319521847
1613	real	vae_1_two	DC_HPCA_3	0.14185021817684176	0.8798111965696196
341	real	vae_0_three	NK-cells_FANTOM_3	0.058165711350739	0.8815947250477899
2078	real	vae_2	CMP_NOVERSHTERN_3	-0.4891340099275112	0.8843803091723298
1410	real	vae_1_three	Tregs_FANTOM_1	0.0	0.8845330208066831
978	real	vae_1_three	Adipocytes_ENCODE_1	0.31482396088540554	0.8870170174910201
2390	real	vae_2	Tregs_FANTOM_3	-0.2749866135418415	0.8870885160351012
11	real	vae_0_three	Astrocytes_ENCODE_3	-0.5979892583563924	0.8872138045370648
2044	real	vae_2	CD8+-T-cells_NOVERSHTERN_2	-0.06833378039300442	0.8878288287011566
448	real	vae_0_three	cDC_NOVERSHTERN_2	0.0	0.8885359065118666
420	real	vae_0_three	Tgd-cells_HPCA_1	-3.073530456982553	0.8915076053496802
1271	real	vae_1_three	Megakaryocytes_NOVERSHTERN_3	0.03797431662678719	0.8948312849602562
2336	real	vae_2	Pericytes_ENCODE_3	-2.6151938358088955	0.8966633242385714
428	real	vae_0_three	Th2-cells_IRIS_3	-0.104938805103302	0.8985352258835009
207	real	vae_0_three	GMP_NOVERSHTERN_1	-0.02820377051830293	0.9026577166092167
282	real	vae_0_three	Macrophages_IRIS_1	-0.7788757644593716	0.9028554584529446
2252	real	vae_2	Melanocytes_ENCODE_3	-0.2505526067689061	0.9040359089269216
1873	real	vae_1_two	Skeletal-muscle_ENCODE_2	0.12298321165144446	0.904115733774546
743	real	vae_0_two	MPP_NOVERSHTERN_3	0.0	0.9054942159029371
1225	real	vae_1_three	MPP_ENCODE_2	0.0	0.9090205780066809
739	real	vae_0_two	MPP_FANTOM_2	-0.6465130103752017	0.9091040565654116
1133	real	vae_1_three	Endothelial-cells_ENCODE_3	0.26471720094559714	0.9113652798111715
844	real	vae_0_two	Neurons_ENCODE_2	-4.889343412593007	0.9161969615186267
1252	real	vae_1_three	Macrophages_BLUEPRINT_2	-2.5478504021884874	0.9201594473030172
968	real	vae_0_two	pDC_FANTOM_3	-0.11679259547963738	0.9239367536375838
2203	real	vae_2	MPP_ENCODE_2	0.0	0.9297658618229595
1022	real	vae_1_three	CD4+-Tcm_HPCA_3	-0.44787650695070624	0.9300284562020091
2300	real	vae_2	NK-cells_HPCA_3	-0.8789130999939516	0.9309130720740311
524	real	vae_0_two	CD4+-T-cells_FANTOM_3	-2.2463012551888824	0.9315905785799572
1192	real	vae_1_three	HSC_FANTOM_2	0.13380770944058895	0.9349916457630922
2065	real	vae_2	CD8+-naive-T-cells_HPCA_2	-0.7633097167126834	0.9361338687479911
24	real	vae_0_three	Basophils_FANTOM_1	-0.8880840223282576	0.9386951048915166
1740	real	vae_1_two	Macrophages_BLUEPRINT_1	0.5231825849041343	0.9397207441258175
1414	real	vae_1_three	Tregs_HPCA_2	0.0	0.94029068530455
1289	real	vae_1_three	Mesangial-cells_ENCODE_3	-0.1440391312353313	0.9425499143824613
1090	real	vae_1_three	CLP_BLUEPRINT_2	0.2500622781954007	0.946740431098642
2304	real	vae_2	NK-cells_NOVERSHTERN_1	0.0	0.9490856811223427
622	real	vae_0_two	Class-switched-memory-B-cells_BLUEPRINT_2	-0.7813259635586292	0.9493484053826059
1359	real	vae_1_three	Pericytes_FANTOM_1	-0.01880679244641214	0.9518149491189214
604	real	vae_0_two	CMP_BLUEPRINT_2	-0.3513551037758589	0.9523391546488886
72	real	vae_0_three	CD4+-naive-T-cells_NOVERSHTERN_1	-0.9349644538015127	0.9525845421027977
1372	real	vae_1_three	Platelets_HPCA_2	-2.970898644416593	0.9561515015443692
213	real	vae_0_three	HSC_FANTOM_1	-0.29208770766854286	0.9576282354262121
680	real	vae_0_two	Erythrocytes_NOVERSHTERN_3	-3.3376293410547078	0.9605578152160509
1986	real	vae_2	CD4+-T-cells_BLUEPRINT_1	-0.44322621915489435	0.9618640580436353
2031	real	vae_2	CD8+-T-cells_BLUEPRINT_1	-0.47070998582057655	0.96282737655711
972	real	vae_0_two	pro-B-cells_HPCA_1	-1.4411293473094702	0.9641184044341874
541	real	vae_0_two	CD4+-Tem_HPCA_2	-1.4691343186423182	0.9647884521949202
431	real	vae_0_three	Tregs_BLUEPRINT_3	-0.1525619477033615	0.9689918528448282
757	real	vae_0_two	Macrophages-M2_BLUEPRINT_2	-0.22207667492330074	0.9692936306848692
2012	real	vae_2	CD4+-Tem_NOVERSHTERN_3	-0.30631062388420105	0.9729879488930908
435	real	vae_0_three	Tregs_HPCA_1	-0.12756121158599856	0.975117174581831
147	real	vae_0_three	DC_IRIS_1	-0.11832450330257414	0.9778583568536624
609	real	vae_0_two	CMP_NOVERSHTERN_1	-0.6915752962231636	0.9826630216980383
2091	real	vae_2	Class-switched-memory-B-cells_NOVERSHTERN_1	-0.27461119927465916	0.9931645004463592
1360	real	vae_1_three	Pericytes_FANTOM_2	-0.02043372392654419	0.9967857382671345
966	real	vae_0_two	pDC_FANTOM_1	0.003227241337299333	0.999147617360401
1010	real	vae_1_three	CD4+-T-cells_BLUEPRINT_3	0.048309579666238264	1.004698294447099
781	real	vae_0_two	Megakaryocytes_NOVERSHTERN_2	0.11905137822031975	1.0052302608050974
2338	real	vae_2	Pericytes_FANTOM_2	-0.3312963508069515	1.0064784958207444
1885	real	vae_1_two	Smooth-muscle_HPCA_2	0.5033842045813799	1.007314639991786
1944	real	vae_1_two	pDC_FANTOM_1	0.09238158538937569	1.0089777455378977
1735	real	vae_1_two	Macrophages-M2_BLUEPRINT_2	0.18616650998592377	1.0130368674355386
1913	real	vae_1_two	cDC_HPCA_3	0.45885030180215836	1.0137026316810096
1265	real	vae_1_three	Mast-cells_FANTOM_3	-0.4600557945086621	1.0167163415337657
190	real	vae_0_three	Erythrocytes_NOVERSHTERN_2	-0.3685082867741585	1.0182366315725127
1749	real	vae_1_two	Macrophages_IRIS_1	0.6080652950331569	1.0217686450906587
2169	real	vae_2	HSC_FANTOM_1	-0.537927120923996	1.0233198107789767
1766	real	vae_1_two	Melanocytes_FANTOM_3	1.4310928789200261	1.0240159239108908
434	real	vae_0_three	Tregs_FANTOM_3	-0.29044555593281984	1.0275038049480172
797	real	vae_0_two	Memory-B-cells_IRIS_3	-0.29800428450107574	1.0326170140596098
1308	real	vae_1_three	Myocytes_ENCODE_1	0.035074766725301736	1.033450355283298
1408	real	vae_1_three	Tregs_BLUEPRINT_2	0.0	1.0339007951744112
2038	real	vae_2	CD8+-T-cells_HPCA_2	-0.12384292762726545	1.035128692642609
479	real	vae_0_three	pDC_FANTOM_3	-0.04515691706910731	1.0394158095289256
1985	real	vae_2	Basophils_NOVERSHTERN_3	-0.0805919598788023	1.0396098532232116
846	real	vae_0_two	Neurons_FANTOM_1	-2.763410640414804	1.042673164060423
1129	real	vae_1_three	Endothelial-cells_BLUEPRINT_2	0.13451373105635867	1.0440953145432135
551	real	vae_0_two	CD4+-memory-T-cells_IRIS_3	-0.39705821918323636	1.0444818292338567
925	real	vae_0_two	Tregs_HPCA_2	0.0	1.0474960474531048
2118	real	vae_2	Eosinophils_BLUEPRINT_1	-0.231733369641006	1.0507353174058534
2094	real	vae_2	DC_BLUEPRINT_1	-0.1268279105424881	1.0513351595117917
268	real	vae_0_three	Macrophages-M2_BLUEPRINT_2	-0.14004791155457497	1.0522443057905662
321	real	vae_0_three	Monocytes_HPCA_1	0.013878231868147836	1.0528585353484445
1908	real	vae_1_two	aDC_IRIS_1	0.37777324393391615	1.055132353249071
984	real	vae_1_three	Adipocytes_HPCA_1	0.377585893496871	1.0553409975724706
1004	real	vae_1_three	Basophils_FANTOM_3	0.0	1.057740377368183
577	real	vae_0_two	CD8+-T-cells_NOVERSHTERN_2	-0.19799895584583282	1.057885389034552
772	real	vae_0_two	Macrophages_IRIS_2	-2.242103169672191	1.0624319501807673
1138	real	vae_1_three	Endothelial-cells_HPCA_2	-0.05811852548504248	1.0634491891905828
83	real	vae_0_three	CD8+-T-cells_HPCA_3	-0.2141493819653988	1.0662117379447549
854	real	vae_0_two	Neutrophils_FANTOM_3	-0.5667081028223038	1.0739660538162392
2386	real	vae_2	Tregs_BLUEPRINT_2	0.0	1.0787456169165197
1855	real	vae_1_two	Plasma-cells_HPCA_2	0.44844562467187643	1.0790305764069559
923	real	vae_0_two	Tregs_FANTOM_3	-0.3781794123351574	1.0794983452231988
1993	real	vae_2	CD4+-T-cells_HPCA_2	-0.6238034069538116	1.0796849773654058
840	real	vae_0_two	NKT_NOVERSHTERN_1	0.008808990940451622	1.0818349107027725
1738	real	vae_1_two	Macrophages-M2_HPCA_2	0.7745576861780137	1.0819015731413564
1140	real	vae_1_three	Eosinophils_BLUEPRINT_1	-0.2775322734378278	1.0827260984608136
2239	real	vae_2	Macrophages_IRIS_2	-2.065892038634047	1.0829874487876106
1682	real	vae_1_two	HSC_FANTOM_3	0.5434906301088631	1.0865038945589136
373	real	vae_0_three	Osteoblast_FANTOM_2	-0.7832521945238113	1.0880421941971608
349	real	vae_0_three	NK-cells_NOVERSHTERN_2	-0.1192714236676693	1.0907760488155442
2246	real	vae_2	Megakaryocytes_BLUEPRINT_3	0.0	1.0938469264406496
1867	real	vae_1_two	Preadipocytes_FANTOM_2	0.4261348843574524	1.09486151457654
2420	real	vae_2	mv-Endothelial-cells_FANTOM_3	-3.5225773755228147	1.0991198862246019
1021	real	vae_1_three	CD4+-Tcm_HPCA_2	-1.4443167176650604	1.101040961640338
2164	real	vae_2	GMP_NOVERSHTERN_2	-0.18689654022455215	1.1012207238369998
767	real	vae_0_two	Macrophages_FANTOM_3	-1.442099359817803	1.1017150099057655
811	real	vae_0_two	Monocytes_HPCA_2	-0.08367520757019517	1.1048063364843095
2444	real	vae_2	pro-B-cells_NOVERSHTERN_3	-0.12696641683578494	1.108183036355937
52	real	vae_0_three	CD4+-Tem_HPCA_2	-1.2054456872865558	1.1117465037663068
544	real	vae_0_two	CD4+-Tem_NOVERSHTERN_2	-0.09845461696386336	1.1174199807548404
1120	real	vae_1_three	DC_FANTOM_2	-0.5155134506057948	1.1183898703314563
