algorithm	seed	model_type	geneset_coverage	level_3	abs_top_z_score	dataset	z_dim	geneset_name
dae	165158	real	0.016359918200409	25	42.9767	tcga	7	gpxcell
dae	451283	real	0.012269938650306749	26	36.1128	tcga	7	gpxcell
dae	486191	real	0.010224948875255624	12	39.0687	tcga	7	gpxcell
dae	908341	real	0.014314928425357873	13	34.1032	tcga	7	gpxcell
dae	978124	real	0.02044989775051125	19	47.2633	tcga	7	gpxcell
ica	165158	real	0.028629856850715747	35	34.6992	tcga	7	gpxcell
ica	451283	real	0.028629856850715747	61	34.7646	tcga	7	gpxcell
ica	486191	real	0.028629856850715747	67	34.7667	tcga	7	gpxcell
ica	908341	real	0.028629856850715747	43	37.0125	tcga	7	gpxcell
ica	978124	real	0.028629856850715747	49	35.7475	tcga	7	gpxcell
nmf	165158	real	0.026584867075664622	80	20.2478	tcga	7	gpxcell
nmf	451283	real	0.026584867075664622	81	20.2478	tcga	7	gpxcell
nmf	486191	real	0.026584867075664622	82	20.2478	tcga	7	gpxcell
nmf	908341	real	0.026584867075664622	83	20.2478	tcga	7	gpxcell
nmf	978124	real	0.026584867075664622	84	20.2478	tcga	7	gpxcell
pca	165158	real	0.024539877300613498	125	24.2368	tcga	7	gpxcell
pca	451283	real	0.024539877300613498	126	24.2365	tcga	7	gpxcell
pca	486191	real	0.024539877300613498	127	24.2368	tcga	7	gpxcell
pca	908341	real	0.024539877300613498	128	24.2368	tcga	7	gpxcell
pca	978124	real	0.024539877300613498	129	24.2367	tcga	7	gpxcell
vae	165158	real	0.024539877300613498	155	31.6874	tcga	7	gpxcell
vae	451283	real	0.024539877300613498	171	36.3637	tcga	7	gpxcell
vae	486191	real	0.024539877300613498	152	29.2016	tcga	7	gpxcell
vae	908341	real	0.02044989775051125	168	39.4895	tcga	7	gpxcell
vae	978124	real	0.026584867075664622	174	23.0336	tcga	7	gpxcell
dae	165158	real	0.03885480572597137	15	49.1406	tcga	25	gpxcell
dae	451283	real	0.034764826175869123	21	47.5431	tcga	25	gpxcell
dae	486191	real	0.024539877300613498	32	41.0104	tcga	25	gpxcell
dae	908341	real	0.03067484662576687	48	54.5392	tcga	25	gpxcell
dae	978124	real	0.03067484662576687	14	37.1674	tcga	25	gpxcell
ica	165158	real	0.07770961145194274	220	64.2448	tcga	25	gpxcell
ica	451283	real	0.0736196319018405	246	62.2934	tcga	25	gpxcell
ica	486191	real	0.07566462167689161	137	64.3536	tcga	25	gpxcell
ica	908341	real	0.07770961145194274	248	64.2922	tcga	25	gpxcell
ica	978124	real	0.0736196319018405	229	64.3619	tcga	25	gpxcell
nmf	165158	real	0.06134969325153374	295	33.9689	tcga	25	gpxcell
nmf	451283	real	0.06134969325153374	296	34.0011	tcga	25	gpxcell
nmf	486191	real	0.06134969325153374	297	33.9885	tcga	25	gpxcell
nmf	908341	real	0.06134969325153374	298	33.9831	tcga	25	gpxcell
nmf	978124	real	0.06134969325153374	299	33.9955	tcga	25	gpxcell
pca	165158	real	0.07770961145194274	395	24.2366	tcga	25	gpxcell
pca	451283	real	0.07770961145194274	396	24.2366	tcga	25	gpxcell
pca	486191	real	0.07770961145194274	397	24.2366	tcga	25	gpxcell
pca	908341	real	0.07770961145194274	398	24.2366	tcga	25	gpxcell
pca	978124	real	0.07770961145194274	399	24.2366	tcga	25	gpxcell
vae	165158	real	0.06339468302658487	600	42.2401	tcga	25	gpxcell
vae	451283	real	0.06339468302658487	606	45.8782	tcga	25	gpxcell
vae	486191	real	0.06134969325153374	542	37.9889	tcga	25	gpxcell
vae	908341	real	0.05725971370143149	608	36.444	tcga	25	gpxcell
vae	978124	real	0.06339468302658487	504	38.929	tcga	25	gpxcell
dae	165158	real	0.006134969325153374	5	26.5003	tcga	2	gpxcell
dae	451283	real	0.00408997955010225	1	15.3986	tcga	2	gpxcell
dae	486191	real	0.00408997955010225	7	15.0836	tcga	2	gpxcell
dae	908341	real	0.006134969325153374	3	26.8492	tcga	2	gpxcell
dae	978124	real	0.006134969325153374	4	28.2307	tcga	2	gpxcell
ica	165158	real	0.0081799591002045	10	22.8385	tcga	2	gpxcell
ica	451283	real	0.0081799591002045	11	22.8375	tcga	2	gpxcell
ica	486191	real	0.0081799591002045	12	22.8527	tcga	2	gpxcell
ica	908341	real	0.0081799591002045	18	22.8522	tcga	2	gpxcell
ica	978124	real	0.0081799591002045	19	22.8537	tcga	2	gpxcell
nmf	165158	real	0.0081799591002045	20	12.3341	tcga	2	gpxcell
nmf	451283	real	0.0081799591002045	21	12.3341	tcga	2	gpxcell
nmf	486191	real	0.0081799591002045	22	12.3341	tcga	2	gpxcell
nmf	908341	real	0.0081799591002045	23	12.3341	tcga	2	gpxcell
nmf	978124	real	0.0081799591002045	24	12.3341	tcga	2	gpxcell
pca	165158	real	0.0081799591002045	35	15.0566	tcga	2	gpxcell
pca	451283	real	0.0081799591002045	36	15.0566	tcga	2	gpxcell
pca	486191	real	0.0081799591002045	37	15.0566	tcga	2	gpxcell
pca	908341	real	0.0081799591002045	38	15.0566	tcga	2	gpxcell
pca	978124	real	0.0081799591002045	39	15.0566	tcga	2	gpxcell
vae	165158	real	0.0081799591002045	45	36.9048	tcga	2	gpxcell
vae	451283	real	0.0081799591002045	41	40.6137	tcga	2	gpxcell
vae	486191	real	0.0081799591002045	47	42.1303	tcga	2	gpxcell
vae	908341	real	0.0081799591002045	43	41.1653	tcga	2	gpxcell
vae	978124	real	0.0081799591002045	44	40.907	tcga	2	gpxcell
dae	165158	real	0.10224948875255624	115	37.662	tcga	70	gpxcell
dae	451283	real	0.11860940695296524	121	54.3832	tcga	70	gpxcell
dae	486191	real	0.11860940695296524	137	53.7981	tcga	70	gpxcell
dae	908341	real	0.1083844580777096	283	45.5481	tcga	70	gpxcell
dae	978124	real	0.11860940695296524	14	44.8707	tcga	70	gpxcell
ica	165158	real	0.19631901840490798	615	30.7942	tcga	70	gpxcell
ica	451283	real	0.20040899795501022	451	30.6919	tcga	70	gpxcell
ica	486191	real	0.2065439672801636	692	30.2572	tcga	70	gpxcell
ica	908341	real	0.1901840490797546	433	30.160999999999998	tcga	70	gpxcell
ica	978124	real	0.20449897750511248	649	30.7092	tcga	70	gpxcell
nmf	165158	real	0.12474437627811862	940	42.5224	tcga	70	gpxcell
nmf	451283	real	0.130879345603272	941	44.6651	tcga	70	gpxcell
nmf	486191	real	0.12883435582822086	942	42.4396	tcga	70	gpxcell
nmf	908341	real	0.12883435582822086	943	44.3013	tcga	70	gpxcell
nmf	978124	real	0.1329243353783231	944	43.7397	tcga	70	gpxcell
pca	165158	real	0.1574642126789366	1070	24.2366	tcga	70	gpxcell
pca	451283	real	0.15950920245398773	1071	24.2366	tcga	70	gpxcell
pca	486191	real	0.1554192229038855	1072	24.2366	tcga	70	gpxcell
pca	908341	real	0.15132924335378323	1073	24.2366	tcga	70	gpxcell
pca	978124	real	0.1554192229038855	1074	24.2366	tcga	70	gpxcell
vae	165158	real	0.12065439672801637	1670	30.287	tcga	70	gpxcell
vae	451283	real	0.12883435582822086	1456	38.5247	tcga	70	gpxcell
