algorithm	seed	model_type	geneset_coverage	level_3	abs_top_z_score	dataset	z_dim	geneset_name
dae	165158	real	0.19427402862985685	290	42.2979	target	150	gpxcell
dae	451283	real	0.24539877300613497	711	46.3626	target	150	gpxcell
dae	486191	real	0.2310838445807771	342	29.4769	target	150	gpxcell
dae	908341	real	0.2147239263803681	78	22.7385	target	150	gpxcell
dae	978124	real	0.22699386503067484	594	36.3414	target	150	gpxcell
ica	165158	real	0.3312883435582822	1025	50.1441	target	150	gpxcell
ica	451283	real	0.3231083844580777	891	52.0179	target	150	gpxcell
ica	486191	real	0.3312883435582822	1117	47.1637	target	150	gpxcell
ica	908341	real	0.33537832310838445	773	51.9065	target	150	gpxcell
ica	978124	real	0.3374233128834356	1194	50.9366	target	150	gpxcell
nmf	165158	real	0.130879345603272	1555	63.8255	target	150	gpxcell
nmf	451283	real	0.14314928425357873	1556	46.5136	target	150	gpxcell
nmf	486191	real	0.13496932515337423	1632	48.1038	target	150	gpxcell
nmf	908341	real	0.12065439672801637	1558	53.5483	target	150	gpxcell
nmf	978124	real	0.12065439672801637	1559	46.9889	target	150	gpxcell
pca	165158	real	0.3394683026584867	2250	23.322	target	150	gpxcell
pca	451283	real	0.32515337423312884	2251	23.322	target	150	gpxcell
pca	486191	real	0.3169734151329243	2252	23.322	target	150	gpxcell
pca	908341	real	0.33537832310838445	2253	23.322	target	150	gpxcell
pca	978124	real	0.30879345603271985	2254	23.322	target	150	gpxcell
vae	165158	real	0.20449897750511248	3620	33.7705	target	150	gpxcell
vae	451283	real	0.18404907975460122	3666	37.8032	target	150	gpxcell
vae	486191	real	0.18813905930470348	3552	35.3622	target	150	gpxcell
vae	908341	real	0.20449897750511248	3208	36.6527	target	150	gpxcell
vae	978124	real	0.18813905930470348	3084	31.7862	target	150	gpxcell
dae	165158	real	0.130879345603272	230	24.1855	target	80	gpxcell
dae	451283	real	0.147239263803681	91	23.537	target	80	gpxcell
dae	486191	real	0.1390593047034765	37	20.2195	target	80	gpxcell
dae	908341	real	0.1329243353783231	248	24.4636	target	80	gpxcell
dae	978124	real	0.12065439672801637	79	30.1443	target	80	gpxcell
ica	165158	real	0.2249488752556237	535	52.558	target	80	gpxcell
ica	451283	real	0.24130879345603273	466	52.3185	target	80	gpxcell
ica	486191	real	0.24539877300613497	682	53.5924	target	80	gpxcell
ica	908341	real	0.2229038854805726	493	51.7074	target	80	gpxcell
ica	978124	real	0.2167689161554192	759	52.3595	target	80	gpxcell
nmf	165158	real	0.1083844580777096	960	51.2278	target	80	gpxcell
nmf	451283	real	0.11042944785276074	961	48.2294	target	80	gpxcell
nmf	486191	real	0.10429447852760736	857	48.5316	target	80	gpxcell
nmf	908341	real	0.11451942740286299	963	46.2092	target	80	gpxcell
nmf	978124	real	0.10224948875255624	964	47.2769	target	80	gpxcell
pca	165158	real	0.2085889570552147	1200	23.322	target	80	gpxcell
pca	451283	real	0.20245398773006135	1201	23.322	target	80	gpxcell
pca	486191	real	0.21063394683026584	1202	23.322	target	80	gpxcell
pca	908341	real	0.18609406952965235	1203	23.322	target	80	gpxcell
pca	978124	real	0.19631901840490798	1204	23.322	target	80	gpxcell
vae	165158	real	0.16973415132924335	1995	30.1383	target	80	gpxcell
vae	451283	real	0.16973415132924335	1726	23.963	target	80	gpxcell
vae	486191	real	0.1574642126789366	1612	30.6206	target	80	gpxcell
vae	908341	real	0.1554192229038855	1798	30.6791	target	80	gpxcell
vae	978124	real	0.1554192229038855	1889	46.475	target	80	gpxcell
dae	165158	real	0.026584867075664622	10	30.1069	target	14	gpxcell
dae	451283	real	0.03067484662576687	16	30.9067	target	14	gpxcell
dae	486191	real	0.034764826175869123	17	21.9184	target	14	gpxcell
dae	908341	real	0.04294478527607362	33	19.769000000000002	target	14	gpxcell
dae	978124	real	0.03885480572597137	9	23.3075	target	14	gpxcell
ica	165158	real	0.05112474437627812	100	25.4102	target	14	gpxcell
ica	451283	real	0.05112474437627812	86	25.4239	target	14	gpxcell
ica	486191	real	0.05112474437627812	97	25.6046	target	14	gpxcell
ica	908341	real	0.05112474437627812	128	25.3763	target	14	gpxcell
ica	978124	real	0.05521472392638037	114	25.5195	target	14	gpxcell
nmf	165158	real	0.034764826175869123	150	22.2577	target	14	gpxcell
nmf	451283	real	0.034764826175869123	151	22.2512	target	14	gpxcell
nmf	486191	real	0.034764826175869123	152	22.2508	target	14	gpxcell
nmf	908341	real	0.034764826175869123	153	22.2541	target	14	gpxcell
nmf	978124	real	0.034764826175869123	154	22.2612	target	14	gpxcell
pca	165158	real	0.05112474437627812	210	23.322	target	14	gpxcell
pca	451283	real	0.05112474437627812	211	23.322	target	14	gpxcell
pca	486191	real	0.05112474437627812	212	23.322	target	14	gpxcell
pca	908341	real	0.05112474437627812	213	23.322	target	14	gpxcell
pca	978124	real	0.05112474437627812	214	23.322	target	14	gpxcell
vae	165158	real	0.0408997955010225	295	26.4737	target	14	gpxcell
vae	451283	real	0.0408997955010225	341	31.3184	target	14	gpxcell
vae	486191	real	0.04294478527607362	287	27.2811	target	14	gpxcell
vae	908341	real	0.0408997955010225	288	39.8204	target	14	gpxcell
vae	978124	real	0.044989775051124746	284	31.6394	target	14	gpxcell
dae	165158	real	0.07157464212678936	95	28.5464	target	35	gpxcell
dae	451283	real	0.081799591002045	101	23.6115	target	35	gpxcell
dae	486191	real	0.065439672801636	2	23.8343	target	35	gpxcell
dae	908341	real	0.0736196319018405	103	27.3026	target	35	gpxcell
dae	978124	real	0.06748466257668712	134	25.8101	target	35	gpxcell
ica	165158	real	0.1165644171779141	310	36.1814	target	35	gpxcell
ica	451283	real	0.11042944785276074	271	28.4506	target	35	gpxcell
ica	486191	real	0.10429447852760736	272	32.9375	target	35	gpxcell
ica	908341	real	0.11247443762781185	293	33.256	target	35	gpxcell
ica	978124	real	0.10633946830265849	309	27.6763	target	35	gpxcell
nmf	165158	real	0.06748466257668712	405	39.859	target	35	gpxcell
nmf	451283	real	0.07975460122699386	511	44.8532	target	35	gpxcell
nmf	486191	real	0.06748466257668712	512	44.488	target	35	gpxcell
nmf	908341	real	0.06339468302658487	513	41.2549	target	35	gpxcell
nmf	978124	real	0.06134969325153374	409	40.7499	target	35	gpxcell
pca	165158	real	0.10429447852760736	525	23.322	target	35	gpxcell
pca	451283	real	0.10020449897750511	526	23.322	target	35	gpxcell
pca	486191	real	0.10429447852760736	527	23.322	target	35	gpxcell
pca	908341	real	0.10633946830265849	528	23.322	target	35	gpxcell
pca	978124	real	0.10429447852760736	529	23.322	target	35	gpxcell
vae	165158	real	0.08997955010224949	780	24.0946	target	35	gpxcell
vae	451283	real	0.08588957055214724	851	33.8753	target	35	gpxcell
vae	486191	real	0.08588957055214724	837	27.6105	target	35	gpxcell
vae	908341	real	0.08997955010224949	743	32.4583	target	35	gpxcell
vae	978124	real	0.081799591002045	754	38.0619	target	35	gpxcell
dae	165158	real	0.010224948875255624	10	27.087	target	3	gpxcell
dae	451283	real	0.010224948875255624	6	26.9805	target	3	gpxcell
dae	486191	real	0.012269938650306749	7	24.1863	target	3	gpxcell
dae	908341	real	0.012269938650306749	3	28.1515	target	3	gpxcell
dae	978124	real	0.010224948875255624	9	24.625	target	3	gpxcell
ica	165158	real	0.012269938650306749	20	26.2955	target	3	gpxcell
ica	451283	real	0.012269938650306749	26	26.3075	target	3	gpxcell
ica	486191	real	0.012269938650306749	22	26.295	target	3	gpxcell
ica	908341	real	0.012269938650306749	28	26.311	target	3	gpxcell
ica	978124	real	0.012269938650306749	29	26.2981	target	3	gpxcell
nmf	165158	real	0.0081799591002045	40	19.345	target	3	gpxcell
nmf	451283	real	0.0081799591002045	41	19.3451	target	3	gpxcell
nmf	486191	real	0.0081799591002045	42	19.345	target	3	gpxcell
nmf	908341	real	0.0081799591002045	43	19.345	target	3	gpxcell
nmf	978124	real	0.0081799591002045	44	19.345	target	3	gpxcell
pca	165158	real	0.012269938650306749	45	23.322	target	3	gpxcell
pca	451283	real	0.012269938650306749	46	23.322	target	3	gpxcell
pca	486191	real	0.012269938650306749	47	23.322	target	3	gpxcell
pca	908341	real	0.012269938650306749	48	23.322	target	3	gpxcell
pca	978124	real	0.012269938650306749	49	23.322	target	3	gpxcell
vae	165158	real	0.010224948875255624	70	36.2569	target	3	gpxcell
vae	451283	real	0.010224948875255624	61	29.7436	target	3	gpxcell
vae	486191	real	0.010224948875255624	72	35.764	target	3	gpxcell
vae	908341	real	0.010224948875255624	68	29.23	target	3	gpxcell
vae	978124	real	0.012269938650306749	64	32.1329	target	3	gpxcell
dae	165158	real	0.17791411042944785	80	26.3131	target	125	gpxcell
dae	451283	real	0.18200408997955012	471	26.2258	target	125	gpxcell
dae	486191	real	0.21063394683026584	207	44.0437	target	125	gpxcell
dae	908341	real	0.1983640081799591	353	31.9347	target	125	gpxcell
dae	978124	real	0.19222903885480572	139	38.5631	target	125	gpxcell
ica	165158	real	0.30879345603271985	930	44.2982	target	125	gpxcell
ica	451283	real	0.3067484662576687	1176	44.657	target	125	gpxcell
ica	486191	real	0.30265848670756645	752	55.4116	target	125	gpxcell
ica	908341	real	0.3169734151329243	1248	44.9048	target	125	gpxcell
ica	978124	real	0.3149284253578732	989	44.7179	target	125	gpxcell
nmf	165158	real	0.12474437627811862	1570	49.3123	target	125	gpxcell
nmf	451283	real	0.12269938650306748	1306	53.9652	target	125	gpxcell
nmf	486191	real	0.12065439672801637	1307	46.9117	target	125	gpxcell
