algorithm	seed	model_type	geneset_coverage	level_3	abs_top_z_score	dataset	z_dim	signal	geneset_name
ica	255652	real	0.41798941798941797	974	49.42100000000001	tcga	60	signal	gpc6
ica	329841	real	0.41798941798941797	775	48.1533	tcga	60	signal	gpc6
ica	715909	real	0.4126984126984127	1046	47.3057	tcga	60	signal	gpc6
ica	758949	real	0.41798941798941797	1037	49.6072	tcga	60	signal	gpc6
ica	849949	real	0.42328042328042326	1198	49.4619	tcga	60	signal	gpc6
ica	933994	real	0.43915343915343913	1169	50.0151	tcga	60	signal	gpc6
nmf	120664	real	0.37566137566137564	1550	81.3555	tcga	60	signal	gpc6
nmf	177433	real	0.3915343915343915	1551	60.0886	tcga	60	signal	gpc6
nmf	190310	real	0.3862433862433862	1552	62.9615	tcga	60	signal	gpc6
nmf	225538	real	0.4021164021164021	1553	71.6196	tcga	60	signal	gpc6
nmf	255652	real	0.4126984126984127	1554	79.8453	tcga	60	signal	gpc6
nmf	329841	real	0.4074074074074074	1365	231.80700000000002	tcga	60	signal	gpc6
nmf	715909	real	0.3915343915343915	1556	109.68299999999999	tcga	60	signal	gpc6
nmf	758949	real	0.4126984126984127	1437	63.3442	tcga	60	signal	gpc6
nmf	849949	real	0.4074074074074074	1288	82.0382	tcga	60	signal	gpc6
nmf	933994	real	0.42328042328042326	1559	107.522	tcga	60	signal	gpc6
pca	120664	real	0.3915343915343915	1800	31.6713	tcga	60	signal	gpc6
pca	177433	real	0.38095238095238093	2311	60.1855	tcga	60	signal	gpc6
pca	190310	real	0.3862433862433862	1802	31.6713	tcga	60	signal	gpc6
pca	225538	real	0.3968253968253968	1803	31.6713	tcga	60	signal	gpc6
pca	255652	real	0.3968253968253968	1804	31.6713	tcga	60	signal	gpc6
pca	329841	real	0.3915343915343915	2325	53.5059	tcga	60	signal	gpc6
pca	715909	real	0.3915343915343915	1806	31.6713	tcga	60	signal	gpc6
pca	758949	real	0.3968253968253968	1807	31.6713	tcga	60	signal	gpc6
pca	849949	real	0.3862433862433862	1808	31.6713	tcga	60	signal	gpc6
pca	933994	real	0.3862433862433862	1809	31.6713	tcga	60	signal	gpc6
vae	120664	real	0.3968253968253968	2700	31.5911	tcga	60	signal	gpc6
vae	177433	real	0.37566137566137564	2411	34.2082	tcga	60	signal	gpc6
vae	190310	real	0.4021164021164021	2632	55.5772	tcga	60	signal	gpc6
vae	225538	real	0.3968253968253968	2673	35.7175	tcga	60	signal	gpc6
vae	255652	real	0.37566137566137564	2834	27.0091	tcga	60	signal	gpc6
vae	329841	real	0.37037037037037035	2815	28.0468	tcga	60	signal	gpc6
vae	715909	real	0.3915343915343915	2896	53.9821	tcga	60	signal	gpc6
vae	758949	real	0.3862433862433862	2647	58.6945	tcga	60	signal	gpc6
vae	849949	real	0.41798941798941797	2568	42.2817	tcga	60	signal	gpc6
vae	933994	real	0.3492063492063492	2799	49.6909	tcga	60	signal	gpc6
dae	197772	real	0.3439153439153439	360	28.2799	tcga	70	signal	gpc6
dae	444642	real	0.2857142857142857	311	22.151	tcga	70	signal	gpc6
dae	483159	real	0.3386243386243386	92	25.6172	tcga	70	signal	gpc6
dae	493114	real	0.3492063492063492	533	26.9642	tcga	70	signal	gpc6
dae	621541	real	0.3862433862433862	324	22.1338	tcga	70	signal	gpc6
dae	680667	real	0.30687830687830686	155	24.4675	tcga	70	signal	gpc6
dae	727284	real	0.2857142857142857	456	78.1059	tcga	70	signal	gpc6
dae	752543	real	0.3439153439153439	617	25.1685	tcga	70	signal	gpc6
dae	810659	real	0.2962962962962963	418	43.8837	tcga	70	signal	gpc6
dae	825537	real	0.31216931216931215	699	31.1808	tcga	70	signal	gpc6
ica	197772	real	0.4497354497354497	1220	31.4952	tcga	70	signal	gpc6
ica	444642	real	0.49206349206349204	1041	31.8504	tcga	70	signal	gpc6
ica	483159	real	0.49206349206349204	1042	30.9249	tcga	70	signal	gpc6
ica	493114	real	0.455026455026455	1363	30.3651	tcga	70	signal	gpc6
ica	621541	real	0.4656084656084656	1134	31.6722	tcga	70	signal	gpc6
ica	680667	real	0.4603174603174603	1295	33.2612	tcga	70	signal	gpc6
ica	727284	real	0.4656084656084656	766	31.8307	tcga	70	signal	gpc6
ica	752543	real	0.48148148148148145	1047	30.0483	tcga	70	signal	gpc6
ica	810659	real	0.4656084656084656	1318	31.9878	tcga	70	signal	gpc6
ica	825537	real	0.49206349206349204	919	30.4216	tcga	70	signal	gpc6
nmf	197772	real	0.42328042328042326	1480	128.616	tcga	70	signal	gpc6
nmf	444642	real	0.42857142857142855	1751	93.3968	tcga	70	signal	gpc6
nmf	483159	real	0.43386243386243384	1752	104.266	tcga	70	signal	gpc6
nmf	493114	real	0.42328042328042326	1753	129.22899999999998	tcga	70	signal	gpc6
nmf	621541	real	0.4497354497354497	1754	97.6032	tcga	70	signal	gpc6
nmf	680667	real	0.43386243386243384	1485	115.175	tcga	70	signal	gpc6
nmf	727284	real	0.47619047619047616	1716	74.17399999999999	tcga	70	signal	gpc6
nmf	752543	real	0.42857142857142855	1757	153.9	tcga	70	signal	gpc6
nmf	810659	real	0.43386243386243384	1488	74.6966	tcga	70	signal	gpc6
nmf	825537	real	0.4497354497354497	1759	128.975	tcga	70	signal	gpc6
pca	197772	real	0.43386243386243384	2100	31.6713	tcga	70	signal	gpc6
pca	444642	real	0.4444444444444444	2101	31.6713	tcga	70	signal	gpc6
pca	483159	real	0.43915343915343913	2102	31.6713	tcga	70	signal	gpc6
pca	493114	real	0.43386243386243384	2103	31.6713	tcga	70	signal	gpc6
pca	621541	real	0.455026455026455	2104	31.6713	tcga	70	signal	gpc6
pca	680667	real	0.4444444444444444	2105	31.6713	tcga	70	signal	gpc6
pca	727284	real	0.42857142857142855	2106	31.6713	tcga	70	signal	gpc6
pca	752543	real	0.43915343915343913	2107	31.6713	tcga	70	signal	gpc6
pca	810659	real	0.4497354497354497	2108	31.6713	tcga	70	signal	gpc6
pca	825537	real	0.43386243386243384	2109	31.6713	tcga	70	signal	gpc6
vae	197772	real	0.3968253968253968	3450	30.5935	tcga	70	signal	gpc6
vae	444642	real	0.4074074074074074	3441	91.0888	tcga	70	signal	gpc6
vae	483159	real	0.3915343915343915	2822	33.9114	tcga	70	signal	gpc6
vae	493114	real	0.37566137566137564	3453	51.1203	tcga	70	signal	gpc6
vae	621541	real	0.4126984126984127	3194	46.3531	tcga	70	signal	gpc6
vae	680667	real	0.4074074074074074	2985	70.3317	tcga	70	signal	gpc6
vae	727284	real	0.4021164021164021	3356	54.6839	tcga	70	signal	gpc6
vae	752543	real	0.4126984126984127	2957	33.4791	tcga	70	signal	gpc6
vae	810659	real	0.4126984126984127	3318	34.7932	tcga	70	signal	gpc6
vae	825537	real	0.4021164021164021	3369	28.6786	tcga	70	signal	gpc6
dae	69267	real	0.1111111111111111	80	71.47	tcga	25	signal	gpc6
dae	196462	real	0.13756613756613756	201	32.547	tcga	25	signal	gpc6
dae	209624	real	0.07936507936507936	92	62.0639	tcga	25	signal	gpc6
dae	213364	real	0.10582010582010581	93	43.2763	tcga	25	signal	gpc6
dae	337116	real	0.07936507936507936	124	45.0854	tcga	25	signal	gpc6
dae	397257	real	0.0582010582010582	105	55.5489	tcga	25	signal	gpc6
dae	413199	real	0.12698412698412698	176	25.5508	tcga	25	signal	gpc6
dae	688841	real	0.10582010582010581	127	17.8011	tcga	25	signal	gpc6
dae	922690	real	0.1111111111111111	178	32.6258	tcga	25	signal	gpc6
dae	930681	real	0.10582010582010581	39	23.7977	tcga	25	signal	gpc6
ica	69267	real	0.21693121693121692	420	24.3149	tcga	25	signal	gpc6
ica	196462	real	0.21164021164021163	261	24.4288	tcga	25	signal	gpc6
ica	209624	real	0.21693121693121692	302	23.9435	tcga	25	signal	gpc6
ica	213364	real	0.21164021164021163	313	24.1714	tcga	25	signal	gpc6
ica	337116	real	0.21693121693121692	314	24.3362	tcga	25	signal	gpc6
ica	397257	real	0.20634920634920634	315	24.631999999999998	tcga	25	signal	gpc6
ica	413199	real	0.21693121693121692	376	23.9973	tcga	25	signal	gpc6
ica	688841	real	0.21693121693121692	387	24.0335	tcga	25	signal	gpc6
ica	922690	real	0.21693121693121692	278	24.5476	tcga	25	signal	gpc6
ica	930681	real	0.2222222222222222	359	24.1869	tcga	25	signal	gpc6
nmf	69267	real	0.2222222222222222	690	52.7844	tcga	25	signal	gpc6
nmf	196462	real	0.2275132275132275	691	52.8218	tcga	25	signal	gpc6
nmf	209624	real	0.2222222222222222	692	52.8039	tcga	25	signal	gpc6
nmf	213364	real	0.2275132275132275	693	52.7995	tcga	25	signal	gpc6
nmf	337116	real	0.2275132275132275	694	52.8338	tcga	25	signal	gpc6
nmf	397257	real	0.2222222222222222	695	52.8298	tcga	25	signal	gpc6
nmf	413199	real	0.2222222222222222	696	52.8256	tcga	25	signal	gpc6
nmf	688841	real	0.2222222222222222	697	52.8691	tcga	25	signal	gpc6
nmf	922690	real	0.2222222222222222	698	52.8035	tcga	25	signal	gpc6
nmf	930681	real	0.2222222222222222	699	52.8692	tcga	25	signal	gpc6
pca	69267	real	0.21164021164021163	750	31.6713	tcga	25	signal	gpc6
pca	196462	real	0.21164021164021163	751	31.6713	tcga	25	signal	gpc6
pca	209624	real	0.21164021164021163	752	31.6713	tcga	25	signal	gpc6
pca	213364	real	0.21164021164021163	753	31.6713	tcga	25	signal	gpc6
pca	337116	real	0.21164021164021163	754	31.6713	tcga	25	signal	gpc6
pca	397257	real	0.21164021164021163	755	31.6713	tcga	25	signal	gpc6
pca	413199	real	0.21164021164021163	756	31.6713	tcga	25	signal	gpc6
pca	688841	real	0.21164021164021163	757	31.6713	tcga	25	signal	gpc6
pca	922690	real	0.21164021164021163	758	31.6713	tcga	25	signal	gpc6
pca	930681	real	0.21164021164021163	759	31.6713	tcga	25	signal	gpc6
vae	69267	real	0.20105820105820105	1140	24.5568	tcga	25	signal	gpc6
vae	196462	real	0.20105820105820105	1141	55.7841	tcga	25	signal	gpc6
vae	209624	real	0.2328042328042328	1132	23.2972	tcga	25	signal	gpc6
vae	213364	real	0.20634920634920634	1123	32.2767	tcga	25	signal	gpc6
vae	337116	real	0.21164021164021163	1034	25.0774	tcga	25	signal	gpc6
vae	397257	real	0.21164021164021163	1235	36.1903	tcga	25	signal	gpc6
vae	413199	real	0.18518518518518517	1216	29.9381	tcga	25	signal	gpc6
vae	688841	real	0.18518518518518517	1217	34.955	tcga	25	signal	gpc6
vae	922690	real	0.18518518518518517	1208	21.8311	tcga	25	signal	gpc6
vae	930681	real	0.21164021164021163	1149	41.6479	tcga	25	signal	gpc6
dae	190848	real	0.015873015873015872	15	18.3364	tcga	4	signal	gpc6
dae	301834	real	0.015873015873015872	1	18.2418	tcga	4	signal	gpc6
dae	315053	real	0.037037037037037035	17	25.3484	tcga	4	signal	gpc6
dae	465083	real	0.015873015873015872	3	18.1814	tcga	4	signal	gpc6
dae	869246	real	0.037037037037037035	19	29.6963	tcga	4	signal	gpc6
ica	190848	real	0.042328042328042326	30	39.5069	tcga	4	signal	gpc6
ica	301834	real	0.042328042328042326	26	39.9871	tcga	4	signal	gpc6
ica	315053	real	0.042328042328042326	27	70.8074	tcga	4	signal	gpc6
ica	465083	real	0.042328042328042326	23	39.376	tcga	4	signal	gpc6
ica	869246	real	0.042328042328042326	39	38.4351	tcga	4	signal	gpc6
nmf	190848	real	0.042328042328042326	50	37.2851	tcga	4	signal	gpc6
nmf	301834	real	0.042328042328042326	51	37.2848	tcga	4	signal	gpc6
nmf	315053	real	0.042328042328042326	52	37.2848	tcga	4	signal	gpc6
nmf	465083	real	0.042328042328042326	53	37.2855	tcga	4	signal	gpc6
nmf	869246	real	0.042328042328042326	54	37.2855	tcga	4	signal	gpc6
pca	190848	real	0.042328042328042326	60	31.6713	tcga	4	signal	gpc6
pca	301834	real	0.042328042328042326	61	31.6713	tcga	4	signal	gpc6
pca	315053	real	0.042328042328042326	62	31.6713	tcga	4	signal	gpc6
pca	465083	real	0.042328042328042326	63	31.6713	tcga	4	signal	gpc6
pca	869246	real	0.042328042328042326	64	31.6713	tcga	4	signal	gpc6
vae	190848	real	0.031746031746031744	85	34.7889	tcga	4	signal	gpc6
vae	301834	real	0.031746031746031744	91	29.7009	tcga	4	signal	gpc6
vae	315053	real	0.031746031746031744	82	30.2326	tcga	4	signal	gpc6
vae	465083	real	0.031746031746031744	93	31.1958	tcga	4	signal	gpc6
vae	869246	real	0.031746031746031744	94	31.8542	tcga	4	signal	gpc6
dae	181545	real	0.047619047619047616	60	33.5233	tcga	20	signal	gpc6
dae	230851	real	0.08465608465608465	11	23.8576	tcga	20	signal	gpc6
dae	659477	real	0.09523809523809523	172	53.8023	tcga	20	signal	gpc6
dae	788742	real	0.07936507936507936	133	68.5969	tcga	20	signal	gpc6
dae	838788	real	0.07407407407407407	194	42.7814	tcga	20	signal	gpc6
dae	901489	real	0.06878306878306878	15	44.2783	tcga	20	signal	gpc6
dae	909181	real	0.08465608465608465	26	71.2288	tcga	20	signal	gpc6
dae	923885	real	0.10582010582010581	17	27.6926	tcga	20	signal	gpc6
dae	927308	real	0.08465608465608465	118	48.9498	tcga	20	signal	gpc6
dae	995293	real	0.07936507936507936	179	81.3459	tcga	20	signal	gpc6
ica	181545	real	0.18518518518518517	260	48.2297	tcga	20	signal	gpc6
ica	230851	real	0.19047619047619047	331	44.5066	tcga	20	signal	gpc6
ica	659477	real	0.1746031746031746	342	46.4938	tcga	20	signal	gpc6
ica	788742	real	0.1693121693121693	323	55.6382	tcga	20	signal	gpc6
ica	838788	real	0.164021164021164	394	53.4644	tcga	20	signal	gpc6
ica	901489	real	0.164021164021164	395	53.6185	tcga	20	signal	gpc6
ica	909181	real	0.19047619047619047	276	46.1589	tcga	20	signal	gpc6
ica	923885	real	0.164021164021164	347	53.301	tcga	20	signal	gpc6
ica	927308	real	0.1746031746031746	268	49.7328	tcga	20	signal	gpc6
ica	995293	real	0.19047619047619047	379	45.5235	tcga	20	signal	gpc6
nmf	181545	real	0.18518518518518517	590	75.6174	tcga	20	signal	gpc6
nmf	230851	real	0.19047619047619047	591	91.8371	tcga	20	signal	gpc6
nmf	659477	real	0.17989417989417988	592	76.7984	tcga	20	signal	gpc6
nmf	788742	real	0.17989417989417988	593	71.8156	tcga	20	signal	gpc6
nmf	838788	real	0.17989417989417988	594	78.4119	tcga	20	signal	gpc6
nmf	901489	real	0.18518518518518517	595	76.6517	tcga	20	signal	gpc6
nmf	909181	real	0.18518518518518517	596	76.0459	tcga	20	signal	gpc6
nmf	923885	real	0.18518518518518517	597	76.1779	tcga	20	signal	gpc6
nmf	927308	real	0.17989417989417988	598	77.0252	tcga	20	signal	gpc6
nmf	995293	real	0.17989417989417988	599	76.96600000000001	tcga	20	signal	gpc6
pca	181545	real	0.164021164021164	600	31.6713	tcga	20	signal	gpc6
pca	230851	real	0.164021164021164	601	31.6713	tcga	20	signal	gpc6
pca	659477	real	0.164021164021164	602	31.6713	tcga	20	signal	gpc6
pca	788742	real	0.164021164021164	603	31.6713	tcga	20	signal	gpc6
pca	838788	real	0.164021164021164	604	31.6713	tcga	20	signal	gpc6
pca	901489	real	0.164021164021164	605	31.6713	tcga	20	signal	gpc6
pca	909181	real	0.164021164021164	606	31.6713	tcga	20	signal	gpc6
pca	923885	real	0.164021164021164	607	31.6713	tcga	20	signal	gpc6
pca	927308	real	0.164021164021164	608	31.6713	tcga	20	signal	gpc6
pca	995293	real	0.164021164021164	609	31.6713	tcga	20	signal	gpc6
vae	181545	real	0.164021164021164	920	21.0289	tcga	20	signal	gpc6
vae	230851	real	0.164021164021164	891	37.0216	tcga	20	signal	gpc6
vae	659477	real	0.1746031746031746	882	90.0686	tcga	20	signal	gpc6
vae	788742	real	0.14814814814814814	913	44.1764	tcga	20	signal	gpc6
vae	838788	real	0.164021164021164	904	19.9419	tcga	20	signal	gpc6
vae	901489	real	0.15873015873015872	965	27.8985	tcga	20	signal	gpc6
vae	909181	real	0.18518518518518517	826	37.105	tcga	20	signal	gpc6
vae	923885	real	0.19576719576719576	987	36.2185	tcga	20	signal	gpc6
vae	927308	real	0.14814814814814814	968	29.6021	tcga	20	signal	gpc6
vae	995293	real	0.19047619047619047	949	43.8905	tcga	20	signal	gpc6
dae	36421	real	0.4656084656084656	20	61.7138	tcga	125	signal	gpc6
dae	115221	real	0.48148148148148145	731	48.5323	tcga	125	signal	gpc6
dae	309911	real	0.4656084656084656	1212	37.5918	tcga	125	signal	gpc6
dae	325059	real	0.43915343915343913	633	28.5462	tcga	125	signal	gpc6
dae	354457	real	0.455026455026455	1014	51.8055	tcga	125	signal	gpc6
dae	361513	real	0.49206349206349204	515	68.832	tcga	125	signal	gpc6
dae	624248	real	0.4603174603174603	946	33.5565	tcga	125	signal	gpc6
dae	659079	real	0.42328042328042326	227	33.9469	tcga	125	signal	gpc6
dae	723756	real	0.3968253968253968	798	52.5469	tcga	125	signal	gpc6
dae	742232	real	0.49206349206349204	1199	32.6699	tcga	125	signal	gpc6
ica	36421	real	0.5925925925925926	2360	52.9882	tcga	125	signal	gpc6
ica	115221	real	0.6190476190476191	1771	51.676	tcga	125	signal	gpc6
ica	309911	real	0.6402116402116402	1822	46.5452	tcga	125	signal	gpc6
ica	325059	real	0.6349206349206349	1483	38.1065	tcga	125	signal	gpc6
ica	354457	real	0.5978835978835979	1374	42.0554	tcga	125	signal	gpc6
ica	361513	real	0.6296296296296297	1685	38.3878	tcga	125	signal	gpc6
ica	624248	real	0.6190476190476191	1416	47.3346	tcga	125	signal	gpc6
ica	659079	real	0.6137566137566137	1757	45.8965	tcga	125	signal	gpc6
ica	723756	real	0.6084656084656085	2438	39.9665	tcga	125	signal	gpc6
ica	742232	real	0.6613756613756614	1629	32.2365	tcga	125	signal	gpc6
nmf	36421	real	0.5873015873015873	3640	88.6998	tcga	125	signal	gpc6
nmf	115221	real	0.582010582010582	3131	53.8397	tcga	125	signal	gpc6
nmf	309911	real	0.5767195767195767	3022	125.38600000000001	tcga	125	signal	gpc6
nmf	325059	real	0.5925925925925926	3303	69.5229	tcga	125	signal	gpc6
nmf	354457	real	0.582010582010582	3024	57.2826	tcga	125	signal	gpc6
nmf	361513	real	0.5925925925925926	3025	70.4362	tcga	125	signal	gpc6
nmf	624248	real	0.6031746031746031	2826	50.8257	tcga	125	signal	gpc6
nmf	659079	real	0.6243386243386243	3027	48.1829	tcga	125	signal	gpc6
nmf	723756	real	0.6137566137566137	3028	155.52	tcga	125	signal	gpc6
nmf	742232	real	0.5978835978835979	3379	48.5755	tcga	125	signal	gpc6
pca	36421	real	0.582010582010582	4540	47.7365	tcga	125	signal	gpc6
pca	115221	real	0.5767195767195767	4541	46.0649	tcga	125	signal	gpc6
pca	309911	real	0.5978835978835979	4542	47.4654	tcga	125	signal	gpc6
pca	325059	real	0.5714285714285714	4543	47.5222	tcga	125	signal	gpc6
pca	354457	real	0.5608465608465608	4544	50.7655	tcga	125	signal	gpc6
pca	361513	real	0.5873015873015873	4545	48.3796	tcga	125	signal	gpc6
pca	624248	real	0.582010582010582	4546	49.8166	tcga	125	signal	gpc6
pca	659079	real	0.582010582010582	4547	51.5349	tcga	125	signal	gpc6
pca	723756	real	0.5608465608465608	4548	49.0629	tcga	125	signal	gpc6
pca	742232	real	0.5925925925925926	4549	49.833999999999996	tcga	125	signal	gpc6
vae	36421	real	0.5079365079365079	6020	35.3059	tcga	125	signal	gpc6
vae	115221	real	0.49206349206349204	5461	51.2418	tcga	125	signal	gpc6
vae	309911	real	0.5079365079365079	5092	62.5441	tcga	125	signal	gpc6
vae	325059	real	0.5026455026455027	5733	123.065	tcga	125	signal	gpc6
vae	354457	real	0.5185185185185185	5384	37.2597	tcga	125	signal	gpc6
vae	361513	real	0.4973544973544973	5745	59.8013	tcga	125	signal	gpc6
vae	624248	real	0.5608465608465608	5236	66.116	tcga	125	signal	gpc6
vae	659079	real	0.5026455026455027	6147	36.4111	tcga	125	signal	gpc6
vae	723756	real	0.48677248677248675	5628	86.9213	tcga	125	signal	gpc6
vae	742232	real	0.5343915343915344	5849	90.7393	tcga	125	signal	gpc6
dae	29532	real	0.30158730158730157	700	37.022	tcga	80	signal	gpc6
dae	39937	real	0.36507936507936506	621	35.8711	tcga	80	signal	gpc6
dae	46592	real	0.3386243386243386	672	35.3361	tcga	80	signal	gpc6
dae	107956	real	0.35978835978835977	403	36.149	tcga	80	signal	gpc6
dae	347860	real	0.3386243386243386	654	30.8682	tcga	80	signal	gpc6
dae	389027	real	0.3492063492063492	755	32.7961	tcga	80	signal	gpc6
dae	619046	real	0.30687830687830686	796	32.7456	tcga	80	signal	gpc6
dae	809318	real	0.37037037037037035	767	31.6036	tcga	80	signal	gpc6
dae	896126	real	0.38095238095238093	228	30.4784	tcga	80	signal	gpc6
dae	902694	real	0.4074074074074074	419	53.2538	tcga	80	signal	gpc6
ica	29532	real	0.4973544973544973	1500	36.1489	tcga	80	signal	gpc6
ica	39937	real	0.5132275132275133	1411	35.3797	tcga	80	signal	gpc6
ica	46592	real	0.5185185185185185	812	36.1299	tcga	80	signal	gpc6
ica	107956	real	0.4973544973544973	843	36.3304	tcga	80	signal	gpc6
ica	347860	real	0.544973544973545	874	35.7876	tcga	80	signal	gpc6
ica	389027	real	0.5343915343915344	1455	36.713	tcga	80	signal	gpc6
ica	619046	real	0.49206349206349204	1446	36.0863	tcga	80	signal	gpc6
ica	809318	real	0.5185185185185185	1567	36.8626	tcga	80	signal	gpc6
ica	896126	real	0.5132275132275133	1218	36.1847	tcga	80	signal	gpc6
ica	902694	real	0.5185185185185185	819	37.3646	tcga	80	signal	gpc6
nmf	29532	real	0.4973544973544973	1900	82.4198	tcga	80	signal	gpc6
nmf	39937	real	0.4656084656084656	2121	67.737	tcga	80	signal	gpc6
nmf	46592	real	0.42857142857142855	2232	63.9344	tcga	80	signal	gpc6
nmf	107956	real	0.48148148148148145	1953	76.5835	tcga	80	signal	gpc6
nmf	347860	real	0.455026455026455	2124	83.0318	tcga	80	signal	gpc6
nmf	389027	real	0.4973544973544973	1905	100.16	tcga	80	signal	gpc6
nmf	619046	real	0.42328042328042326	1956	96.1767	tcga	80	signal	gpc6
nmf	809318	real	0.48148148148148145	1907	83.8065	tcga	80	signal	gpc6
nmf	896126	real	0.4603174603174603	1688	153.582	tcga	80	signal	gpc6
nmf	902694	real	0.4497354497354497	1959	66.4509	tcga	80	signal	gpc6
pca	29532	real	0.4656084656084656	2400	31.6713	tcga	80	signal	gpc6
pca	39937	real	0.4708994708994709	2401	31.6713	tcga	80	signal	gpc6
pca	46592	real	0.4656084656084656	2402	31.6713	tcga	80	signal	gpc6
pca	107956	real	0.4497354497354497	2403	31.6713	tcga	80	signal	gpc6
pca	347860	real	0.48677248677248675	2404	31.6713	tcga	80	signal	gpc6
pca	389027	real	0.4656084656084656	2405	31.6713	tcga	80	signal	gpc6
pca	619046	real	0.48677248677248675	2406	31.6713	tcga	80	signal	gpc6
pca	809318	real	0.4708994708994709	2407	31.6713	tcga	80	signal	gpc6
pca	896126	real	0.4497354497354497	2408	31.6713	tcga	80	signal	gpc6
pca	902694	real	0.4497354497354497	2409	31.6713	tcga	80	signal	gpc6
vae	29532	real	0.43386243386243384	3200	27.3661	tcga	80	signal	gpc6
vae	39937	real	0.43386243386243384	3261	29.4087	tcga	80	signal	gpc6
vae	46592	real	0.4021164021164021	3662	35.5789	tcga	80	signal	gpc6
vae	107956	real	0.43386243386243384	3643	38.3371	tcga	80	signal	gpc6
vae	347860	real	0.41798941798941797	3334	46.6871	tcga	80	signal	gpc6
vae	389027	real	0.47619047619047616	3395	42.3326	tcga	80	signal	gpc6
vae	619046	real	0.43386243386243384	3706	71.3628	tcga	80	signal	gpc6
vae	809318	real	0.41798941798941797	3847	31.7057	tcga	80	signal	gpc6
vae	896126	real	0.4603174603174603	3978	40.1725	tcga	80	signal	gpc6
vae	902694	real	0.4074074074074074	3299	27.7248	tcga	80	signal	gpc6
dae	291047	real	0.5873015873015873	855	50.0723	tcga	200	signal	gpc6
dae	410113	real	0.6243386243386243	186	53.6543	tcga	200	signal	gpc6
dae	467235	real	0.6084656084656085	802	42.2402	tcga	200	signal	gpc6
dae	603168	real	0.6666666666666666	758	41.7375	tcga	200	signal	gpc6
dae	668239	real	0.6137566137566137	269	76.9367	tcga	200	signal	gpc6
ica	291047	real	0.8571428571428571	1925	31.9466	tcga	200	signal	gpc6
ica	410113	real	0.8306878306878307	1336	28.3944	tcga	200	signal	gpc6
ica	467235	real	0.7936507936507936	1637	26.2975	tcga	200	signal	gpc6
ica	603168	real	0.8571428571428571	1483	33.2865	tcga	200	signal	gpc6
ica	668239	real	0.8095238095238095	1009	35.6489	tcga	200	signal	gpc6
nmf	291047	real	0.7407407407407407	2285	inf	tcga	200	signal	gpc6
nmf	410113	real	0.7354497354497355	2991	1742.17	tcga	200	signal	gpc6
nmf	467235	real	0.7619047619047619	2402	130.111	tcga	200	signal	gpc6
nmf	603168	real	0.7301587301587301	2888	inf	tcga	200	signal	gpc6
nmf	668239	real	0.7301587301587301	2964	inf	tcga	200	signal	gpc6
pca	291047	real	0.7248677248677249	3395	49.0161	tcga	200	signal	gpc6
pca	410113	real	0.7301587301587301	3396	49.0344	tcga	200	signal	gpc6
pca	467235	real	0.7301587301587301	3397	49.0405	tcga	200	signal	gpc6
pca	603168	real	0.7407407407407407	3398	49.0256	tcga	200	signal	gpc6
pca	668239	real	0.6878306878306878	3399	49.0427	tcga	200	signal	gpc6
vae	291047	real	0.6137566137566137	4275	94.8874	tcga	200	signal	gpc6
vae	410113	real	0.6507936507936508	4881	59.1336	tcga	200	signal	gpc6
vae	467235	real	0.6507936507936508	4037	36.1037	tcga	200	signal	gpc6
vae	603168	real	0.6455026455026455	4318	28.1037	tcga	200	signal	gpc6
vae	668239	real	0.6931216931216931	4139	53.5112	tcga	200	signal	gpc6
dae	89204	real	0.042328042328042326	30	23.7918	tcga	8	signal	gpc6
dae	222208	real	0.05291005291005291	36	35.1351	tcga	8	signal	gpc6
dae	227186	real	0.026455026455026454	17	37.9068	tcga	8	signal	gpc6
dae	549752	real	0.031746031746031744	33	37.3202	tcga	8	signal	gpc6
dae	909346	real	0.042328042328042326	4	26.2788	tcga	8	signal	gpc6
ica	89204	real	0.08465608465608465	75	19.9941	tcga	8	signal	gpc6
ica	222208	real	0.08465608465608465	71	24.3351	tcga	8	signal	gpc6
ica	227186	real	0.08465608465608465	57	21.0564	tcga	8	signal	gpc6
ica	549752	real	0.08465608465608465	78	20.7879	tcga	8	signal	gpc6
ica	909346	real	0.08465608465608465	44	40.2287	tcga	8	signal	gpc6
nmf	89204	real	0.06349206349206349	90	50.0586	tcga	8	signal	gpc6
nmf	222208	real	0.06349206349206349	91	50.0593	tcga	8	signal	gpc6
nmf	227186	real	0.06349206349206349	92	50.06	tcga	8	signal	gpc6
nmf	549752	real	0.06349206349206349	93	50.0598	tcga	8	signal	gpc6
nmf	909346	real	0.06349206349206349	94	50.0584	tcga	8	signal	gpc6
pca	89204	real	0.06878306878306878	120	31.6713	tcga	8	signal	gpc6
pca	222208	real	0.06878306878306878	121	31.6713	tcga	8	signal	gpc6
pca	227186	real	0.06878306878306878	122	31.6713	tcga	8	signal	gpc6
pca	549752	real	0.06878306878306878	123	31.6713	tcga	8	signal	gpc6
pca	909346	real	0.06878306878306878	124	31.6713	tcga	8	signal	gpc6
vae	89204	real	0.06349206349206349	180	38.4264	tcga	8	signal	gpc6
vae	222208	real	0.06878306878306878	176	26.0968	tcga	8	signal	gpc6
vae	227186	real	0.0582010582010582	167	71.1998	tcga	8	signal	gpc6
vae	549752	real	0.06349206349206349	168	25.9682	tcga	8	signal	gpc6
vae	909346	real	0.07407407407407407	184	55.9333	tcga	8	signal	gpc6
