algorithm	seed	model_type	geneset_coverage	level_3	abs_top_z_score	dataset	z_dim	signal	geneset_name
dae	110819	real	0.031746031746031744	21	30.2971	tcga	10	signal	gpc6
dae	261142	real	0.042328042328042326	7	25.5049	tcga	10	signal	gpc6
dae	573389	real	0.031746031746031744	18	32.297	tcga	10	signal	gpc6
dae	904824	real	0.031746031746031744	49	35.3148	tcga	10	signal	gpc6
ica	92657	real	0.10582010582010581	60	24.8443	tcga	10	signal	gpc6
ica	110819	real	0.10582010582010581	66	24.846	tcga	10	signal	gpc6
ica	261142	real	0.10582010582010581	57	24.084	tcga	10	signal	gpc6
ica	573389	real	0.10582010582010581	93	16.4989	tcga	10	signal	gpc6
ica	904824	real	0.10052910052910052	64	23.5747	tcga	10	signal	gpc6
nmf	92657	real	0.10052910052910052	110	106.314	tcga	10	signal	gpc6
nmf	110819	real	0.10052910052910052	111	106.29	tcga	10	signal	gpc6
nmf	261142	real	0.10052910052910052	112	106.3	tcga	10	signal	gpc6
nmf	573389	real	0.10052910052910052	113	106.31	tcga	10	signal	gpc6
nmf	904824	real	0.10052910052910052	114	106.305	tcga	10	signal	gpc6
pca	92657	real	0.08994708994708994	150	31.6713	tcga	10	signal	gpc6
pca	110819	real	0.08994708994708994	151	31.6713	tcga	10	signal	gpc6
pca	261142	real	0.08994708994708994	152	31.6713	tcga	10	signal	gpc6
pca	573389	real	0.08994708994708994	153	31.6713	tcga	10	signal	gpc6
pca	904824	real	0.08994708994708994	154	31.6713	tcga	10	signal	gpc6
vae	92657	real	0.09523809523809523	225	22.3195	tcga	10	signal	gpc6
vae	110819	real	0.10052910052910052	201	30.9412	tcga	10	signal	gpc6
vae	261142	real	0.07936507936507936	217	24.2262	tcga	10	signal	gpc6
vae	573389	real	0.08994708994708994	248	127.416	tcga	10	signal	gpc6
vae	904824	real	0.09523809523809523	229	19.9845	tcga	10	signal	gpc6
dae	198578	real	0.021164021164021163	20	30.8196	tcga	5	signal	gpc6
dae	226922	real	0.031746031746031744	11	41.1855	tcga	5	signal	gpc6
dae	465519	real	0.015873015873015872	7	18.4943	tcga	5	signal	gpc6
dae	905670	real	0.037037037037037035	18	28.7516	tcga	5	signal	gpc6
dae	940341	real	0.026455026455026454	19	36.251	tcga	5	signal	gpc6
ica	198578	real	0.05291005291005291	25	33.088	tcga	5	signal	gpc6
ica	226922	real	0.05291005291005291	26	33.0149	tcga	5	signal	gpc6
ica	465519	real	0.05291005291005291	42	33.0194	tcga	5	signal	gpc6
ica	905670	real	0.05291005291005291	33	33.1871	tcga	5	signal	gpc6
ica	940341	real	0.05291005291005291	39	33.013000000000005	tcga	5	signal	gpc6
nmf	198578	real	0.05291005291005291	60	38.7436	tcga	5	signal	gpc6
nmf	226922	real	0.05291005291005291	61	38.7436	tcga	5	signal	gpc6
nmf	465519	real	0.05291005291005291	62	38.7445	tcga	5	signal	gpc6
nmf	905670	real	0.05291005291005291	63	38.7431	tcga	5	signal	gpc6
nmf	940341	real	0.05291005291005291	64	38.7437	tcga	5	signal	gpc6
pca	198578	real	0.047619047619047616	75	31.6713	tcga	5	signal	gpc6
pca	226922	real	0.047619047619047616	76	31.6713	tcga	5	signal	gpc6
pca	465519	real	0.047619047619047616	77	31.6713	tcga	5	signal	gpc6
pca	905670	real	0.047619047619047616	78	31.6713	tcga	5	signal	gpc6
pca	940341	real	0.047619047619047616	79	31.6713	tcga	5	signal	gpc6
vae	198578	real	0.042328042328042326	110	37.6101	tcga	5	signal	gpc6
vae	226922	real	0.042328042328042326	111	33.7601	tcga	5	signal	gpc6
vae	465519	real	0.042328042328042326	107	29.9747	tcga	5	signal	gpc6
vae	905670	real	0.037037037037037035	108	20.8941	tcga	5	signal	gpc6
vae	940341	real	0.042328042328042326	104	36.4751	tcga	5	signal	gpc6
dae	53059	real	0.47619047619047616	730	60.4453	tcga	100	signal	gpc6
dae	141020	real	0.43386243386243384	221	39.9896	tcga	100	signal	gpc6
dae	141965	real	0.35978835978835977	272	40.6573	tcga	100	signal	gpc6
dae	347353	real	0.3968253968253968	883	35.8878	tcga	100	signal	gpc6
dae	420016	real	0.37037037037037035	14	33.7218	tcga	100	signal	gpc6
dae	536409	real	0.3862433862433862	25	43.8937	tcga	100	signal	gpc6
dae	685495	real	0.35978835978835977	676	51.3062	tcga	100	signal	gpc6
dae	798522	real	0.37566137566137564	67	35.699	tcga	100	signal	gpc6
dae	861208	real	0.38095238095238093	278	26.7093	tcga	100	signal	gpc6
dae	956763	real	0.42857142857142855	839	45.2707	tcga	100	signal	gpc6
ica	53059	real	0.582010582010582	1600	41.3482	tcga	100	signal	gpc6
ica	141020	real	0.6031746031746031	1721	34.1442	tcga	100	signal	gpc6
ica	141965	real	0.5873015873015873	1502	36.3504	tcga	100	signal	gpc6
ica	347353	real	0.5608465608465608	1063	35.0841	tcga	100	signal	gpc6
ica	420016	real	0.5767195767195767	1094	35.5062	tcga	100	signal	gpc6
ica	536409	real	0.5767195767195767	1885	39.2736	tcga	100	signal	gpc6
ica	685495	real	0.5767195767195767	1866	36.9602	tcga	100	signal	gpc6
ica	798522	real	0.5925925925925926	1407	37.0327	tcga	100	signal	gpc6
ica	861208	real	0.582010582010582	1418	34.1919	tcga	100	signal	gpc6
ica	956763	real	0.5767195767195767	1479	36.4555	tcga	100	signal	gpc6
nmf	53059	real	0.5238095238095238	2960	91.3008	tcga	100	signal	gpc6
nmf	141020	real	0.5026455026455027	2521	88.9318	tcga	100	signal	gpc6
nmf	141965	real	0.48677248677248675	2112	60.3237	tcga	100	signal	gpc6
nmf	347353	real	0.5079365079365079	2973	116.86	tcga	100	signal	gpc6
nmf	420016	real	0.5079365079365079	2354	64.1574	tcga	100	signal	gpc6
nmf	536409	real	0.4973544973544973	2845	65.2316	tcga	100	signal	gpc6
nmf	685495	real	0.5396825396825397	2506	57.7985	tcga	100	signal	gpc6
nmf	798522	real	0.5079365079365079	2017	73.913	tcga	100	signal	gpc6
nmf	861208	real	0.5132275132275133	2018	61.4636	tcga	100	signal	gpc6
nmf	956763	real	0.5079365079365079	2989	62.1841	tcga	100	signal	gpc6
pca	53059	real	0.5396825396825397	3000	31.6713	tcga	100	signal	gpc6
pca	141020	real	0.5238095238095238	3791	43.8531	tcga	100	signal	gpc6
pca	141965	real	0.5396825396825397	3922	59.4687	tcga	100	signal	gpc6
pca	347353	real	0.5132275132275133	3793	56.2135	tcga	100	signal	gpc6
pca	420016	real	0.5079365079365079	3864	160.543	tcga	100	signal	gpc6
pca	536409	real	0.5132275132275133	3795	53.873000000000005	tcga	100	signal	gpc6
pca	685495	real	0.5343915343915344	3796	33.0358	tcga	100	signal	gpc6
pca	798522	real	0.5396825396825397	3797	46.5065	tcga	100	signal	gpc6
pca	861208	real	0.5079365079365079	3798	45.38399999999999	tcga	100	signal	gpc6
pca	956763	real	0.5291005291005291	3009	31.6713	tcga	100	signal	gpc6
vae	53059	real	0.4603174603174603	4140	106.764	tcga	100	signal	gpc6
vae	141020	real	0.5132275132275133	4281	33.7395	tcga	100	signal	gpc6
vae	141965	real	0.4973544973544973	4702	47.4848	tcga	100	signal	gpc6
vae	347353	real	0.43915343915343913	4213	42.9466	tcga	100	signal	gpc6
vae	420016	real	0.5291005291005291	4404	34.3997	tcga	100	signal	gpc6
vae	536409	real	0.5185185185185185	4595	49.0721	tcga	100	signal	gpc6
vae	685495	real	0.544973544973545	4856	41.5849	tcga	100	signal	gpc6
vae	798522	real	0.5238095238095238	4317	46.6268	tcga	100	signal	gpc6
vae	861208	real	0.48677248677248675	4548	39.7983	tcga	100	signal	gpc6
vae	956763	real	0.5185185185185185	4069	50.8247	tcga	100	signal	gpc6
dae	49347	real	0.05291005291005291	10	30.2942	tcga	16	signal	gpc6
dae	156790	real	0.037037037037037035	151	24.7444	tcga	16	signal	gpc6
dae	334071	real	0.07407407407407407	52	36.7129	tcga	16	signal	gpc6
dae	710172	real	0.047619047619047616	3	29.5655	tcga	16	signal	gpc6
dae	757437	real	0.05291005291005291	4	24.2835	tcga	16	signal	gpc6
dae	829693	real	0.07936507936507936	115	29.0138	tcga	16	signal	gpc6
dae	838042	real	0.05291005291005291	36	28.2724	tcga	16	signal	gpc6
dae	844377	real	0.06349206349206349	47	37.4056	tcga	16	signal	gpc6
dae	870663	real	0.06349206349206349	128	48.5145	tcga	16	signal	gpc6
dae	876203	real	0.042328042328042326	139	23.358	tcga	16	signal	gpc6
ica	49347	real	0.14814814814814814	290	28.1228	tcga	16	signal	gpc6
ica	156790	real	0.15343915343915343	171	28.4631	tcga	16	signal	gpc6
ica	334071	real	0.15343915343915343	262	28.3764	tcga	16	signal	gpc6
ica	710172	real	0.15343915343915343	263	28.4658	tcga	16	signal	gpc6
ica	757437	real	0.15343915343915343	214	28.5372	tcga	16	signal	gpc6
ica	829693	real	0.15343915343915343	275	28.4293	tcga	16	signal	gpc6
ica	838042	real	0.15343915343915343	186	28.6096	tcga	16	signal	gpc6
ica	844377	real	0.15343915343915343	197	28.6189	tcga	16	signal	gpc6
ica	870663	real	0.15343915343915343	168	28.5347	tcga	16	signal	gpc6
ica	876203	real	0.15343915343915343	179	28.4399	tcga	16	signal	gpc6
nmf	49347	real	0.13756613756613756	330	39.39	tcga	16	signal	gpc6
nmf	156790	real	0.13756613756613756	331	39.3847	tcga	16	signal	gpc6
nmf	334071	real	0.13756613756613756	332	39.3829	tcga	16	signal	gpc6
nmf	710172	real	0.13756613756613756	333	39.3866	tcga	16	signal	gpc6
nmf	757437	real	0.13756613756613756	334	39.385	tcga	16	signal	gpc6
nmf	829693	real	0.13756613756613756	335	39.3824	tcga	16	signal	gpc6
nmf	838042	real	0.13756613756613756	336	39.3861	tcga	16	signal	gpc6
nmf	844377	real	0.13756613756613756	337	39.3834	tcga	16	signal	gpc6
nmf	870663	real	0.13756613756613756	338	39.3863	tcga	16	signal	gpc6
nmf	876203	real	0.13756613756613756	339	39.3893	tcga	16	signal	gpc6
pca	49347	real	0.14285714285714285	480	31.6713	tcga	16	signal	gpc6
pca	156790	real	0.14814814814814814	481	31.6713	tcga	16	signal	gpc6
pca	334071	real	0.14285714285714285	482	31.6713	tcga	16	signal	gpc6
pca	710172	real	0.14814814814814814	483	31.6713	tcga	16	signal	gpc6
pca	757437	real	0.14814814814814814	484	31.6713	tcga	16	signal	gpc6
pca	829693	real	0.14814814814814814	485	31.6713	tcga	16	signal	gpc6
pca	838042	real	0.14814814814814814	486	31.6713	tcga	16	signal	gpc6
pca	844377	real	0.14814814814814814	487	31.6713	tcga	16	signal	gpc6
pca	870663	real	0.14814814814814814	488	31.6713	tcga	16	signal	gpc6
pca	876203	real	0.14814814814814814	489	31.6713	tcga	16	signal	gpc6
vae	49347	real	0.15343915343915343	740	34.168	tcga	16	signal	gpc6
vae	156790	real	0.14814814814814814	721	55.3362	tcga	16	signal	gpc6
vae	334071	real	0.13756613756613756	722	36.1191	tcga	16	signal	gpc6
vae	710172	real	0.12698412698412698	783	38.3436	tcga	16	signal	gpc6
vae	757437	real	0.13756613756613756	764	42.0948	tcga	16	signal	gpc6
vae	829693	real	0.12169312169312169	765	99.4717	tcga	16	signal	gpc6
vae	838042	real	0.15343915343915343	736	58.22	tcga	16	signal	gpc6
vae	844377	real	0.14285714285714285	717	32.7945	tcga	16	signal	gpc6
vae	870663	real	0.13227513227513227	688	112.14200000000001	tcga	16	signal	gpc6
vae	876203	real	0.14814814814814814	759	32.8237	tcga	16	signal	gpc6
dae	16635	real	0.026455026455026454	5	35.3683	tcga	3	signal	gpc6
dae	323472	real	0.021164021164021163	1	34.1935	tcga	3	signal	gpc6
dae	367644	real	0.015873015873015872	7	18.1223	tcga	3	signal	gpc6
dae	719912	real	0.026455026455026454	8	40.5589	tcga	3	signal	gpc6
dae	869161	real	0.015873015873015872	4	18.8019	tcga	3	signal	gpc6
ica	16635	real	0.031746031746031744	20	25.7114	tcga	3	signal	gpc6
ica	323472	real	0.031746031746031744	16	25.9242	tcga	3	signal	gpc6
ica	367644	real	0.031746031746031744	27	25.9294	tcga	3	signal	gpc6
ica	719912	real	0.031746031746031744	28	25.7139	tcga	3	signal	gpc6
ica	869161	real	0.031746031746031744	24	25.7757	tcga	3	signal	gpc6
nmf	16635	real	0.031746031746031744	40	40.7345	tcga	3	signal	gpc6
nmf	323472	real	0.031746031746031744	41	40.7346	tcga	3	signal	gpc6
nmf	367644	real	0.031746031746031744	42	40.7345	tcga	3	signal	gpc6
nmf	719912	real	0.031746031746031744	43	40.7344	tcga	3	signal	gpc6
nmf	869161	real	0.031746031746031744	44	40.7345	tcga	3	signal	gpc6
pca	16635	real	0.031746031746031744	45	31.6713	tcga	3	signal	gpc6
pca	323472	real	0.031746031746031744	46	31.6713	tcga	3	signal	gpc6
pca	367644	real	0.031746031746031744	47	31.6713	tcga	3	signal	gpc6
pca	719912	real	0.031746031746031744	48	31.6713	tcga	3	signal	gpc6
pca	869161	real	0.031746031746031744	49	31.6713	tcga	3	signal	gpc6
vae	16635	real	0.026455026455026454	60	55.3906	tcga	3	signal	gpc6
vae	323472	real	0.026455026455026454	66	47.65	tcga	3	signal	gpc6
vae	367644	real	0.026455026455026454	62	68.6727	tcga	3	signal	gpc6
vae	719912	real	0.026455026455026454	68	45.43899999999999	tcga	3	signal	gpc6
vae	869161	real	0.026455026455026454	64	47.193000000000005	tcga	3	signal	gpc6
dae	124809	real	0.08994708994708994	160	148.446	tcga	18	signal	gpc6
dae	154613	real	0.07936507936507936	41	29.9412	tcga	18	signal	gpc6
dae	377653	real	0.10052910052910052	82	32.2031	tcga	18	signal	gpc6
dae	442908	real	0.08465608465608465	83	22.5866	tcga	18	signal	gpc6
dae	452005	real	0.037037037037037035	104	26.8733	tcga	18	signal	gpc6
dae	612680	real	0.047619047619047616	35	29.8909	tcga	18	signal	gpc6
dae	709139	real	0.037037037037037035	106	31.0235	tcga	18	signal	gpc6
dae	767735	real	0.06878306878306878	7	35.4163	tcga	18	signal	gpc6
dae	810546	real	0.0582010582010582	78	35.3923	tcga	18	signal	gpc6
dae	815693	real	0.07936507936507936	39	17.7554	tcga	18	signal	gpc6
ica	124809	real	0.14814814814814814	320	60.6954	tcga	18	signal	gpc6
ica	154613	real	0.14814814814814814	311	59.8699	tcga	18	signal	gpc6
ica	377653	real	0.14285714285714285	252	60.1422	tcga	18	signal	gpc6
ica	442908	real	0.14285714285714285	283	59.5346	tcga	18	signal	gpc6
ica	452005	real	0.14814814814814814	274	60.3723	tcga	18	signal	gpc6
ica	612680	real	0.14285714285714285	315	60.6742	tcga	18	signal	gpc6
ica	709139	real	0.14814814814814814	286	60.4192	tcga	18	signal	gpc6
ica	767735	real	0.14285714285714285	247	61.0794	tcga	18	signal	gpc6
ica	810546	real	0.14814814814814814	288	61.2799	tcga	18	signal	gpc6
ica	815693	real	0.14814814814814814	329	59.8785	tcga	18	signal	gpc6
nmf	124809	real	0.1746031746031746	360	43.6207	tcga	18	signal	gpc6
nmf	154613	real	0.1746031746031746	361	43.3875	tcga	18	signal	gpc6
nmf	377653	real	0.1746031746031746	362	43.5505	tcga	18	signal	gpc6
nmf	442908	real	0.1746031746031746	363	43.8419	tcga	18	signal	gpc6
nmf	452005	real	0.1746031746031746	364	43.7362	tcga	18	signal	gpc6
nmf	612680	real	0.1746031746031746	365	43.7986	tcga	18	signal	gpc6
nmf	709139	real	0.1746031746031746	366	43.7709	tcga	18	signal	gpc6
nmf	767735	real	0.1746031746031746	367	43.6254	tcga	18	signal	gpc6
nmf	810546	real	0.1746031746031746	368	43.6085	tcga	18	signal	gpc6
nmf	815693	real	0.1746031746031746	369	43.7632	tcga	18	signal	gpc6
pca	124809	real	0.15873015873015872	540	31.6713	tcga	18	signal	gpc6
pca	154613	real	0.15873015873015872	541	31.6713	tcga	18	signal	gpc6
pca	377653	real	0.15873015873015872	542	31.6713	tcga	18	signal	gpc6
pca	442908	real	0.15873015873015872	543	31.6713	tcga	18	signal	gpc6
pca	452005	real	0.15873015873015872	544	31.6713	tcga	18	signal	gpc6
pca	612680	real	0.15873015873015872	545	31.6713	tcga	18	signal	gpc6
pca	709139	real	0.15873015873015872	546	31.6713	tcga	18	signal	gpc6
pca	767735	real	0.15873015873015872	547	31.6713	tcga	18	signal	gpc6
pca	810546	real	0.15873015873015872	548	31.6713	tcga	18	signal	gpc6
pca	815693	real	0.15873015873015872	549	31.6713	tcga	18	signal	gpc6
vae	124809	real	0.164021164021164	770	30.1375	tcga	18	signal	gpc6
vae	154613	real	0.14814814814814814	781	24.1776	tcga	18	signal	gpc6
vae	377653	real	0.164021164021164	812	25.0209	tcga	18	signal	gpc6
vae	442908	real	0.14285714285714285	773	21.7842	tcga	18	signal	gpc6
vae	452005	real	0.164021164021164	774	40.4387	tcga	18	signal	gpc6
vae	612680	real	0.15343915343915343	765	31.8617	tcga	18	signal	gpc6
vae	709139	real	0.15873015873015872	896	31.1553	tcga	18	signal	gpc6
vae	767735	real	0.164021164021164	797	37.4689	tcga	18	signal	gpc6
vae	810546	real	0.164021164021164	848	30.5796	tcga	18	signal	gpc6
vae	815693	real	0.13756613756613756	839	22.2934	tcga	18	signal	gpc6
dae	107830	real	0.2698412698412698	180	26.1806	tcga	50	signal	gpc6
dae	162062	real	0.30158730158730157	481	27.0146	tcga	50	signal	gpc6
dae	203120	real	0.291005291005291	182	42.3784	tcga	50	signal	gpc6
dae	212187	real	0.19576719576719576	113	47.3563	tcga	50	signal	gpc6
dae	375824	real	0.2275132275132275	404	25.8061	tcga	50	signal	gpc6
dae	400973	real	0.24867724867724866	365	27.0289	tcga	50	signal	gpc6
dae	490025	real	0.20105820105820105	416	28.7361	tcga	50	signal	gpc6
dae	633542	real	0.2275132275132275	107	38.5047	tcga	50	signal	gpc6
dae	752852	real	0.24867724867724866	258	35.6452	tcga	50	signal	gpc6
dae	766289	real	0.24338624338624337	19	31.0969	tcga	50	signal	gpc6
ica	107830	real	0.35978835978835977	990	36.5601	tcga	50	signal	gpc6
ica	162062	real	0.3492063492063492	761	47.0697	tcga	50	signal	gpc6
ica	203120	real	0.3439153439153439	762	36.2995	tcga	50	signal	gpc6
ica	212187	real	0.37566137566137564	543	40.1752	tcga	50	signal	gpc6
ica	375824	real	0.328042328042328	794	30.3138	tcga	50	signal	gpc6
ica	400973	real	0.36507936507936506	555	78.0657	tcga	50	signal	gpc6
ica	490025	real	0.35978835978835977	956	28.1219	tcga	50	signal	gpc6
ica	633542	real	0.3333333333333333	757	27.5809	tcga	50	signal	gpc6
ica	752852	real	0.35978835978835977	718	24.7761	tcga	50	signal	gpc6
ica	766289	real	0.37037037037037035	659	28.6991	tcga	50	signal	gpc6
nmf	107830	real	0.37566137566137564	1080	97.4698	tcga	50	signal	gpc6
nmf	162062	real	0.36507936507936506	1351	70.6809	tcga	50	signal	gpc6
nmf	203120	real	0.35978835978835977	1472	79.5716	tcga	50	signal	gpc6
nmf	212187	real	0.36507936507936506	1353	79.4555	tcga	50	signal	gpc6
nmf	375824	real	0.3333333333333333	1044	65.9099	tcga	50	signal	gpc6
nmf	400973	real	0.3492063492063492	1005	65.2895	tcga	50	signal	gpc6
nmf	490025	real	0.3544973544973545	1236	68.8521	tcga	50	signal	gpc6
nmf	633542	real	0.3386243386243386	1007	89.8087	tcga	50	signal	gpc6
nmf	752852	real	0.3439153439153439	1478	73.898	tcga	50	signal	gpc6
nmf	766289	real	0.3386243386243386	1009	76.079	tcga	50	signal	gpc6
pca	107830	real	0.3439153439153439	1970	33.317	tcga	50	signal	gpc6
pca	162062	real	0.3492063492063492	1501	31.6713	tcga	50	signal	gpc6
pca	203120	real	0.3439153439153439	1972	35.2591	tcga	50	signal	gpc6
pca	212187	real	0.3439153439153439	1503	31.6713	tcga	50	signal	gpc6
pca	375824	real	0.3492063492063492	1504	31.6713	tcga	50	signal	gpc6
pca	400973	real	0.3544973544973545	1505	31.6713	tcga	50	signal	gpc6
pca	490025	real	0.3386243386243386	1886	32.0578	tcga	50	signal	gpc6
pca	633542	real	0.3544973544973545	1507	31.6713	tcga	50	signal	gpc6
pca	752852	real	0.35978835978835977	1508	31.6713	tcga	50	signal	gpc6
pca	766289	real	0.3439153439153439	1509	31.6713	tcga	50	signal	gpc6
vae	107830	real	0.30687830687830686	2490	31.7227	tcga	50	signal	gpc6
vae	162062	real	0.31746031746031744	2121	31.264	tcga	50	signal	gpc6
vae	203120	real	0.3439153439153439	2142	39.5805	tcga	50	signal	gpc6
vae	212187	real	0.3333333333333333	2083	56.6718	tcga	50	signal	gpc6
vae	375824	real	0.328042328042328	2084	46.8427	tcga	50	signal	gpc6
vae	400973	real	0.3544973544973545	2135	31.6841	tcga	50	signal	gpc6
vae	490025	real	0.3386243386243386	2286	54.7216	tcga	50	signal	gpc6
vae	633542	real	0.32275132275132273	2047	38.7881	tcga	50	signal	gpc6
vae	752852	real	0.328042328042328	2078	46.2734	tcga	50	signal	gpc6
vae	766289	real	0.3492063492063492	2379	38.7785	tcga	50	signal	gpc6
dae	11933	real	0.10582010582010581	20	24.0333	tcga	30	signal	gpc6
dae	18545	real	0.09523809523809523	91	37.0487	tcga	30	signal	gpc6
dae	105479	real	0.10052910052910052	132	22.2639	tcga	30	signal	gpc6
dae	227526	real	0.14814814814814814	273	40.3194	tcga	30	signal	gpc6
dae	308097	real	0.10052910052910052	164	20.2164	tcga	30	signal	gpc6
dae	338984	real	0.1164021164021164	45	28.752	tcga	30	signal	gpc6
dae	392675	real	0.1111111111111111	6	20.3074	tcga	30	signal	gpc6
dae	716493	real	0.1164021164021164	77	34.4365	tcga	30	signal	gpc6
dae	843820	real	0.1164021164021164	8	24.6021	tcga	30	signal	gpc6
dae	980599	real	0.12169312169312169	189	32.5908	tcga	30	signal	gpc6
ica	11933	real	0.2275132275132275	340	27.4694	tcga	30	signal	gpc6
ica	18545	real	0.23809523809523808	501	24.3057	tcga	30	signal	gpc6
ica	105479	real	0.23809523809523808	392	22.2363	tcga	30	signal	gpc6
ica	227526	real	0.2328042328042328	443	28.8698	tcga	30	signal	gpc6
ica	308097	real	0.2275132275132275	514	24.7622	tcga	30	signal	gpc6
ica	338984	real	0.2328042328042328	335	25.7802	tcga	30	signal	gpc6
ica	392675	real	0.23809523809523808	546	24.0921	tcga	30	signal	gpc6
ica	716493	real	0.24338624338624337	347	24.2923	tcga	30	signal	gpc6
ica	843820	real	0.2275132275132275	308	24.3216	tcga	30	signal	gpc6
ica	980599	real	0.2275132275132275	549	25.1951	tcga	30	signal	gpc6
nmf	11933	real	0.23809523809523808	790	64.9713	tcga	30	signal	gpc6
nmf	18545	real	0.23809523809523808	791	66.6655	tcga	30	signal	gpc6
nmf	105479	real	0.2328042328042328	792	66.5474	tcga	30	signal	gpc6
nmf	227526	real	0.23809523809523808	793	65.575	tcga	30	signal	gpc6
nmf	308097	real	0.23809523809523808	794	67.5483	tcga	30	signal	gpc6
nmf	338984	real	0.2328042328042328	795	68.2111	tcga	30	signal	gpc6
nmf	392675	real	0.23809523809523808	796	66.7402	tcga	30	signal	gpc6
nmf	716493	real	0.2275132275132275	797	73.8301	tcga	30	signal	gpc6
nmf	843820	real	0.24338624338624337	798	65.514	tcga	30	signal	gpc6
nmf	980599	real	0.23809523809523808	799	69.2629	tcga	30	signal	gpc6
pca	11933	real	0.24338624338624337	900	31.6713	tcga	30	signal	gpc6
pca	18545	real	0.23809523809523808	901	31.6713	tcga	30	signal	gpc6
pca	105479	real	0.2328042328042328	902	31.6713	tcga	30	signal	gpc6
pca	227526	real	0.24338624338624337	903	31.6713	tcga	30	signal	gpc6
pca	308097	real	0.23809523809523808	904	31.6713	tcga	30	signal	gpc6
pca	338984	real	0.2328042328042328	905	31.6713	tcga	30	signal	gpc6
pca	392675	real	0.23809523809523808	906	31.6713	tcga	30	signal	gpc6
pca	716493	real	0.2328042328042328	907	31.6713	tcga	30	signal	gpc6
pca	843820	real	0.24338624338624337	908	31.6713	tcga	30	signal	gpc6
pca	980599	real	0.24338624338624337	909	31.6713	tcga	30	signal	gpc6
vae	11933	real	0.2328042328042328	1230	57.303000000000004	tcga	30	signal	gpc6
vae	18545	real	0.24338624338624337	1291	75.9722	tcga	30	signal	gpc6
vae	105479	real	0.23809523809523808	1402	35.7586	tcga	30	signal	gpc6
vae	227526	real	0.2222222222222222	1233	33.818000000000005	tcga	30	signal	gpc6
vae	308097	real	0.2328042328042328	1404	34.0311	tcga	30	signal	gpc6
vae	338984	real	0.20634920634920634	1425	39.9629	tcga	30	signal	gpc6
vae	392675	real	0.24338624338624337	1216	23.7433	tcga	30	signal	gpc6
vae	716493	real	0.23809523809523808	1217	29.3601	tcga	30	signal	gpc6
vae	843820	real	0.2751322751322751	1288	37.2458	tcga	30	signal	gpc6
vae	980599	real	0.25396825396825395	1279	50.11600000000001	tcga	30	signal	gpc6
dae	358769	real	0.026455026455026454	0	31.3981	tcga	7	signal	gpc6
dae	452040	real	0.015873015873015872	11	19.7777	tcga	7	signal	gpc6
dae	846348	real	0.026455026455026454	32	30.5213	tcga	7	signal	gpc6
dae	916263	real	0.031746031746031744	33	36.7038	tcga	7	signal	gpc6
dae	975745	real	0.037037037037037035	34	36.7946	tcga	7	signal	gpc6
ica	358769	real	0.06878306878306878	55	77.5744	tcga	7	signal	gpc6
ica	452040	real	0.06349206349206349	36	49.9033	tcga	7	signal	gpc6
ica	846348	real	0.06878306878306878	52	63.5396	tcga	7	signal	gpc6
ica	916263	real	0.06878306878306878	43	62.9104	tcga	7	signal	gpc6
ica	975745	real	0.06878306878306878	39	60.333999999999996	tcga	7	signal	gpc6
nmf	358769	real	0.0582010582010582	80	44.7124	tcga	7	signal	gpc6
nmf	452040	real	0.0582010582010582	81	44.7127	tcga	7	signal	gpc6
nmf	846348	real	0.0582010582010582	82	44.7124	tcga	7	signal	gpc6
nmf	916263	real	0.0582010582010582	83	44.7122	tcga	7	signal	gpc6
nmf	975745	real	0.0582010582010582	84	44.7125	tcga	7	signal	gpc6
pca	358769	real	0.06349206349206349	105	31.6713	tcga	7	signal	gpc6
pca	452040	real	0.06349206349206349	106	31.6713	tcga	7	signal	gpc6
pca	846348	real	0.06349206349206349	107	31.6713	tcga	7	signal	gpc6
pca	916263	real	0.06349206349206349	108	31.6713	tcga	7	signal	gpc6
pca	975745	real	0.06349206349206349	109	31.6713	tcga	7	signal	gpc6
vae	358769	real	0.0582010582010582	145	35.5871	tcga	7	signal	gpc6
vae	452040	real	0.05291005291005291	141	43.0069	tcga	7	signal	gpc6
vae	846348	real	0.0582010582010582	167	23.0058	tcga	7	signal	gpc6
vae	916263	real	0.06878306878306878	168	23.8465	tcga	7	signal	gpc6
vae	975745	real	0.06878306878306878	154	35.3974	tcga	7	signal	gpc6
dae	120664	real	0.2222222222222222	460	42.7482	tcga	60	signal	gpc6
dae	177433	real	0.23809523809523808	111	31.9323	tcga	60	signal	gpc6
dae	190310	real	0.30158730158730157	42	33.2556	tcga	60	signal	gpc6
dae	225538	real	0.32275132275132273	413	40.3782	tcga	60	signal	gpc6
dae	255652	real	0.30158730158730157	174	43.7123	tcga	60	signal	gpc6
dae	329841	real	0.2698412698412698	545	30.0585	tcga	60	signal	gpc6
dae	715909	real	0.2804232804232804	396	41.1515	tcga	60	signal	gpc6
dae	758949	real	0.3544973544973545	377	30.694000000000003	tcga	60	signal	gpc6
dae	849949	real	0.3333333333333333	68	29.2655	tcga	60	signal	gpc6
dae	933994	real	0.2751322751322751	39	40.4086	tcga	60	signal	gpc6
ica	120664	real	0.42857142857142855	730	49.338	tcga	60	signal	gpc6
ica	177433	real	0.43386243386243384	1111	49.9543	tcga	60	signal	gpc6
ica	190310	real	0.43915343915343913	612	50.2833	tcga	60	signal	gpc6
ica	225538	real	0.43386243386243384	1043	50.4983	tcga	60	signal	gpc6
