algorithm	seed	model_type	geneset_coverage	level_3	abs_top_z_score	dataset	z_dim	geneset_name
dae	165158	real	0.2	35	17.9634	target	14	gph
dae	451283	real	0.22	46	17.2182	target	14	gph
dae	486191	real	0.22	62	17.5805	target	14	gph
dae	908341	real	0.22	33	18.9341	target	14	gph
dae	978124	real	0.26	39	17.8858	target	14	gph
ica	165158	real	0.32	110	25.8116	target	14	gph
ica	451283	real	0.32	91	21.9369	target	14	gph
ica	486191	real	0.34	112	20.9208	target	14	gph
ica	908341	real	0.28	78	21.2295	target	14	gph
ica	978124	real	0.3	134	23.4573	target	14	gph
nmf	165158	real	0.16	165	22.6407	target	14	gph
nmf	451283	real	0.16	166	22.6402	target	14	gph
nmf	486191	real	0.16	167	22.6409	target	14	gph
nmf	908341	real	0.16	168	22.6435	target	14	gph
nmf	978124	real	0.16	169	22.6437	target	14	gph
pca	165158	real	0.3	240	13.8273	target	14	gph
pca	451283	real	0.3	241	13.827	target	14	gph
pca	486191	real	0.3	242	13.8266	target	14	gph
pca	908341	real	0.3	243	13.8268	target	14	gph
pca	978124	real	0.3	244	13.8266	target	14	gph
vae	165158	real	0.24	280	17.5287	target	14	gph
vae	451283	real	0.28	316	23.0907	target	14	gph
vae	486191	real	0.32	312	19.4718	target	14	gph
vae	908341	real	0.26	283	23.006	target	14	gph
vae	978124	real	0.28	314	22.6336	target	14	gph
dae	165158	real	0.6	365	26.6942	target	80	gph
dae	451283	real	0.54	206	28.0377	target	80	gph
dae	486191	real	0.56	382	19.4798	target	80	gph
dae	908341	real	0.48	348	16.7858	target	80	gph
dae	978124	real	0.56	384	25.17	target	80	gph
ica	165158	real	0.8	535	20.9429	target	80	gph
ica	451283	real	0.76	466	21.0077	target	80	gph
ica	486191	real	0.78	682	21.1042	target	80	gph
ica	908341	real	0.74	493	21.3286	target	80	gph
ica	978124	real	0.76	759	21.0038	target	80	gph
nmf	165158	real	0.4	1160	24.1885	target	80	gph
nmf	451283	real	0.44	976	23.8314	target	80	gph
nmf	486191	real	0.38	977	27.1089	target	80	gph
nmf	908341	real	0.44	1123	24.8101	target	80	gph
nmf	978124	real	0.4	1059	25.2363	target	80	gph
pca	165158	real	0.76	1490	14.3265	target	80	gph
pca	451283	real	0.78	1231	13.8268	target	80	gph
pca	486191	real	0.78	1367	13.9538	target	80	gph
pca	908341	real	0.8	1423	14.7821	target	80	gph
pca	978124	real	0.74	1369	13.9575	target	80	gph
vae	165158	real	0.56	1735	29.1505	target	80	gph
vae	451283	real	0.54	1796	18.8508	target	80	gph
vae	486191	real	0.54	1982	19.6565	target	80	gph
vae	908341	real	0.54	1738	25.2466	target	80	gph
vae	978124	real	0.62	1789	22.3335	target	80	gph
dae	165158	real	0.34	125	16.7611	target	30	gph
dae	451283	real	0.3	101	17.395	target	30	gph
dae	486191	real	0.28	27	20.6102	target	30	gph
dae	908341	real	0.3	78	24.1498	target	30	gph
dae	978124	real	0.28	64	17.9762	target	30	gph
ica	165158	real	0.5	185	26.5735	target	30	gph
ica	451283	real	0.52	271	28.6548	target	30	gph
ica	486191	real	0.52	277	29.4281	target	30	gph
ica	908341	real	0.52	258	27.6826	target	30	gph
ica	978124	real	0.54	219	26.307	target	30	gph
nmf	165158	real	0.26	325	22.3496	target	30	gph
nmf	451283	real	0.28	326	22.8652	target	30	gph
nmf	486191	real	0.3	327	22.656999999999996	target	30	gph
nmf	908341	real	0.3	328	22.9044	target	30	gph
nmf	978124	real	0.3	329	22.4616	target	30	gph
pca	165158	real	0.5	480	13.8269	target	30	gph
pca	451283	real	0.5	481	13.8269	target	30	gph
pca	486191	real	0.5	482	13.8269	target	30	gph
pca	908341	real	0.48	483	13.8269	target	30	gph
pca	978124	real	0.48	484	13.8269	target	30	gph
vae	165158	real	0.34	685	20.3141	target	30	gph
vae	451283	real	0.4	621	19.5635	target	30	gph
vae	486191	real	0.3	732	21.6534	target	30	gph
vae	908341	real	0.4	658	19.7431	target	30	gph
vae	978124	real	0.38	749	18.5136	target	30	gph
