algorithm	seed	model_type	geneset_coverage	level_3	abs_top_z_score	dataset	z_dim	geneset_name
dae	165158	real	0.017808836789900813	45	38.1878	tcga	80	gpc5bp
dae	451283	real	0.019837691614066726	71	38.8826	tcga	80	gpc5bp
dae	486191	real	0.016456266907123533	242	37.8234	tcga	80	gpc5bp
dae	908341	real	0.01375112714156898	233	40.7501	tcga	80	gpc5bp
dae	978124	real	0.01825969341749324	54	37.4098	tcga	80	gpc5bp
ica	165158	real	0.03223624887285843	785	53.9999	tcga	80	gpc5bp
ica	451283	real	0.031559963931469794	686	51.2263	tcga	80	gpc5bp
ica	486191	real	0.031785392245266005	577	51.6658	tcga	80	gpc5bp
ica	908341	real	0.031785392245266005	613	52.5804	tcga	80	gpc5bp
ica	978124	real	0.03223624887285843	584	52.2867	tcga	80	gpc5bp
nmf	165158	real	0.020739404869251576	920	138.741	tcga	80	gpc5bp
nmf	451283	real	0.02006311992786294	921	147.24200000000002	tcga	80	gpc5bp
nmf	486191	real	0.019612263300270515	922	150.452	tcga	80	gpc5bp
nmf	908341	real	0.021190261496844005	923	142.91899999999998	tcga	80	gpc5bp
nmf	978124	real	0.020739404869251576	924	138.697	tcga	80	gpc5bp
pca	165158	real	0.028403967538322812	1200	28.4284	tcga	80	gpc5bp
pca	451283	real	0.028629395852119027	1201	28.4284	tcga	80	gpc5bp
pca	486191	real	0.027953110910730387	1202	28.4284	tcga	80	gpc5bp
pca	908341	real	0.02727682596934175	1203	28.4284	tcga	80	gpc5bp
pca	978124	real	0.027953110910730387	1204	28.4284	tcga	80	gpc5bp
vae	165158	real	0.023444544634806132	1980	29.1666	tcga	80	gpc5bp
vae	451283	real	0.021415689810640216	1751	30.278000000000002	tcga	80	gpc5bp
vae	486191	real	0.02254283137962128	1632	43.958999999999996	tcga	80	gpc5bp
vae	908341	real	0.022317403065825067	1908	35.760999999999996	tcga	80	gpc5bp
vae	978124	real	0.022091974752028856	1654	50.416000000000004	tcga	80	gpc5bp
dae	165158	real	0.0009017132551848512	0	34.3974	tcga	2	gpc5bp
dae	451283	real	0.0004508566275924256	1	36.7602	tcga	2	gpc5bp
dae	486191	real	0.0004508566275924256	2	36.3527	tcga	2	gpc5bp
dae	908341	real	0.0009017132551848512	8	34.3944	tcga	2	gpc5bp
dae	978124	real	0.0009017132551848512	9	34.4726	tcga	2	gpc5bp
ica	165158	real	0.0009017132551848512	15	26.6249	tcga	2	gpc5bp
ica	451283	real	0.0009017132551848512	16	26.6185	tcga	2	gpc5bp
ica	486191	real	0.0009017132551848512	17	26.7295	tcga	2	gpc5bp
ica	908341	real	0.0009017132551848512	13	26.7257	tcga	2	gpc5bp
ica	978124	real	0.0009017132551848512	14	26.7379	tcga	2	gpc5bp
nmf	165158	real	0.0009017132551848512	20	27.3916	tcga	2	gpc5bp
nmf	451283	real	0.0009017132551848512	21	27.3916	tcga	2	gpc5bp
nmf	486191	real	0.0009017132551848512	22	27.3916	tcga	2	gpc5bp
nmf	908341	real	0.0009017132551848512	23	27.3916	tcga	2	gpc5bp
nmf	978124	real	0.0009017132551848512	24	27.3916	tcga	2	gpc5bp
pca	165158	real	0.0009017132551848512	30	28.4284	tcga	2	gpc5bp
pca	451283	real	0.0009017132551848512	31	28.4284	tcga	2	gpc5bp
pca	486191	real	0.0009017132551848512	32	28.4284	tcga	2	gpc5bp
pca	908341	real	0.0009017132551848512	33	28.4284	tcga	2	gpc5bp
pca	978124	real	0.0009017132551848512	34	28.4284	tcga	2	gpc5bp
vae	165158	real	0.0009017132551848512	40	40.2812	tcga	2	gpc5bp
vae	451283	real	0.0009017132551848512	46	26.9447	tcga	2	gpc5bp
vae	486191	real	0.0009017132551848512	42	24.7253	tcga	2	gpc5bp
vae	908341	real	0.0009017132551848512	48	23.3808	tcga	2	gpc5bp
vae	978124	real	0.0009017132551848512	49	26.4248	tcga	2	gpc5bp
dae	165158	real	0.0029305680793507666	50	32.3692	tcga	16	gpc5bp
dae	451283	real	0.0040577096483318306	76	36.7607	tcga	16	gpc5bp
dae	486191	real	0.002254283137962128	22	30.7221	tcga	16	gpc5bp
dae	908341	real	0.003381424706943192	73	30.7941	tcga	16	gpc5bp
dae	978124	real	0.0018034265103697023	69	35.1201	tcga	16	gpc5bp
ica	165158	real	0.006537421100090171	80	33.1573	tcga	16	gpc5bp
ica	451283	real	0.006537421100090171	91	32.7772	tcga	16	gpc5bp
ica	486191	real	0.0063119927862939585	97	33.2112	tcga	16	gpc5bp
ica	908341	real	0.006537421100090171	103	37.264	tcga	16	gpc5bp
ica	978124	real	0.006537421100090171	84	34.0454	tcga	16	gpc5bp
nmf	165158	real	0.005410279531109108	170	36.1917	tcga	16	gpc5bp
nmf	451283	real	0.005410279531109108	171	36.1916	tcga	16	gpc5bp
nmf	486191	real	0.005410279531109108	172	36.1915	tcga	16	gpc5bp
nmf	908341	real	0.005410279531109108	173	36.1919	tcga	16	gpc5bp
nmf	978124	real	0.005410279531109108	174	36.1916	tcga	16	gpc5bp
pca	165158	real	0.006537421100090171	240	28.4284	tcga	16	gpc5bp
pca	451283	real	0.006537421100090171	241	28.4284	tcga	16	gpc5bp
pca	486191	real	0.006537421100090171	242	28.4284	tcga	16	gpc5bp
pca	908341	real	0.006537421100090171	243	28.4284	tcga	16	gpc5bp
pca	978124	real	0.006537421100090171	244	28.4284	tcga	16	gpc5bp
vae	165158	real	0.007213706041478809	370	27.3761	tcga	16	gpc5bp
vae	451283	real	0.006762849413886384	331	23.2615	tcga	16	gpc5bp
vae	486191	real	0.006762849413886384	382	30.3936	tcga	16	gpc5bp
vae	908341	real	0.006537421100090171	333	25.2929	tcga	16	gpc5bp
vae	978124	real	0.006762849413886384	329	33.806	tcga	16	gpc5bp
dae	165158	real	0.010369702434625788	65	35.1281	tcga	40	gpc5bp
dae	451283	real	0.011947700631199279	196	37.2711	tcga	40	gpc5bp
dae	486191	real	0.009242560865644725	172	33.6013	tcga	40	gpc5bp
dae	908341	real	0.010820559062218215	3	33.6029	tcga	40	gpc5bp
dae	978124	real	0.01127141568981064	84	35.8195	tcga	40	gpc5bp
ica	165158	real	0.016230838593327322	345	32.2564	tcga	40	gpc5bp
ica	451283	real	0.016230838593327322	211	33.1179	tcga	40	gpc5bp
ica	486191	real	0.016230838593327322	232	32.9061	tcga	40	gpc5bp
ica	908341	real	0.016005410279531108	373	33.141999999999996	tcga	40	gpc5bp
ica	978124	real	0.016456266907123533	209	32.7799	tcga	40	gpc5bp
nmf	165158	real	0.009467989179440937	520	68.4902	tcga	40	gpc5bp
nmf	451283	real	0.010144274120829576	481	66.5589	tcga	40	gpc5bp
nmf	486191	real	0.010144274120829576	482	68.2237	tcga	40	gpc5bp
nmf	908341	real	0.010144274120829576	483	70.1459	tcga	40	gpc5bp
nmf	978124	real	0.010144274120829576	484	66.6196	tcga	40	gpc5bp
pca	165158	real	0.014427412082957619	600	28.4284	tcga	40	gpc5bp
pca	451283	real	0.014878268710550046	601	28.4284	tcga	40	gpc5bp
pca	486191	real	0.014652840396753831	602	28.4284	tcga	40	gpc5bp
pca	908341	real	0.014652840396753831	603	28.4284	tcga	40	gpc5bp
pca	978124	real	0.014427412082957619	604	28.4284	tcga	40	gpc5bp
vae	165158	real	0.015103697024346259	805	28.9909	tcga	40	gpc5bp
vae	451283	real	0.014427412082957619	926	29.175	tcga	40	gpc5bp
vae	486191	real	0.01284941388638413	942	33.7043	tcga	40	gpc5bp
vae	908341	real	0.013976555455365193	818	36.4365	tcga	40	gpc5bp
vae	978124	real	0.016005410279531108	974	23.5528	tcga	40	gpc5bp
dae	165158	real	0.0018034265103697023	0	31.6839	tcga	7	gpc5bp
dae	451283	real	0.0018034265103697023	26	41.8619	tcga	7	gpc5bp
dae	486191	real	0.001352569882777277	2	33.8326	tcga	7	gpc5bp
dae	908341	real	0.0015779981965734896	13	37.8176	tcga	7	gpc5bp
dae	978124	real	0.002254283137962128	4	28.9206	tcga	7	gpc5bp
ica	165158	real	0.0031559963931469793	35	31.7855	tcga	7	gpc5bp
ica	451283	real	0.0031559963931469793	61	31.7919	tcga	7	gpc5bp
ica	486191	real	0.0031559963931469793	67	31.7925	tcga	7	gpc5bp
ica	908341	real	0.0029305680793507666	43	31.7867	tcga	7	gpc5bp
ica	978124	real	0.0031559963931469793	49	31.7917	tcga	7	gpc5bp
nmf	165158	real	0.002254283137962128	95	29.3349	tcga	7	gpc5bp
nmf	451283	real	0.002254283137962128	96	29.3349	tcga	7	gpc5bp
nmf	486191	real	0.002254283137962128	97	29.3349	tcga	7	gpc5bp
nmf	908341	real	0.002254283137962128	98	29.3348	tcga	7	gpc5bp
nmf	978124	real	0.002254283137962128	99	29.3349	tcga	7	gpc5bp
pca	165158	real	0.0031559963931469793	105	28.4284	tcga	7	gpc5bp
pca	451283	real	0.0031559963931469793	106	28.4284	tcga	7	gpc5bp
pca	486191	real	0.0031559963931469793	107	28.4284	tcga	7	gpc5bp
pca	908341	real	0.0031559963931469793	108	28.4284	tcga	7	gpc5bp
pca	978124	real	0.0031559963931469793	109	28.4284	tcga	7	gpc5bp
vae	165158	real	0.0031559963931469793	165	27.8471	tcga	7	gpc5bp
vae	451283	real	0.0029305680793507666	146	26.0071	tcga	7	gpc5bp
vae	486191	real	0.0031559963931469793	157	24.2915	tcga	7	gpc5bp
vae	908341	real	0.0031559963931469793	158	22.5685	tcga	7	gpc5bp
vae	978124	real	0.0031559963931469793	154	34.6577	tcga	7	gpc5bp
dae	165158	real	0.02028854824165915	260	35.9558	tcga	90	gpc5bp
dae	451283	real	0.017132551848512173	226	39.8845	tcga	90	gpc5bp
dae	486191	real	0.020513976555455365	362	38.3692	tcga	90	gpc5bp
dae	908341	real	0.020513976555455365	88	37.8637	tcga	90	gpc5bp
dae	978124	real	0.02412082957619477	169	38.7364	tcga	90	gpc5bp
ica	165158	real	0.03449053201082056	760	57.3391	tcga	90	gpc5bp
ica	451283	real	0.034941388638412986	691	52.2761	tcga	90	gpc5bp
ica	486191	real	0.03449053201082056	767	55.7621	tcga	90	gpc5bp
