algorithm	seed	model_type	geneset_coverage	level_3	abs_top_z_score	dataset	z_dim	geneset_name
dae	165158	real	0.004640371229698376	10	19.0995	tcga	3	gpc4cm
dae	451283	real	0.01160092807424594	6	27.5441	tcga	3	gpc4cm
dae	486191	real	0.009280742459396751	12	28.1166	tcga	3	gpc4cm
dae	908341	real	0.013921113689095127	8	25.0886	tcga	3	gpc4cm
dae	978124	real	0.004640371229698376	9	19.441	tcga	3	gpc4cm
ica	165158	real	0.013921113689095127	25	29.7641	tcga	3	gpc4cm
ica	451283	real	0.013921113689095127	21	29.8361	tcga	3	gpc4cm
ica	486191	real	0.013921113689095127	17	29.8431	tcga	3	gpc4cm
ica	908341	real	0.013921113689095127	18	29.8064	tcga	3	gpc4cm
ica	978124	real	0.013921113689095127	19	29.9597	tcga	3	gpc4cm
nmf	165158	real	0.01160092807424594	40	37.974000000000004	tcga	3	gpc4cm
nmf	451283	real	0.01160092807424594	41	37.9741	tcga	3	gpc4cm
nmf	486191	real	0.01160092807424594	42	37.974000000000004	tcga	3	gpc4cm
nmf	908341	real	0.01160092807424594	43	37.9739	tcga	3	gpc4cm
nmf	978124	real	0.01160092807424594	44	37.974000000000004	tcga	3	gpc4cm
pca	165158	real	0.013921113689095127	50	33.8286	tcga	3	gpc4cm
pca	451283	real	0.013921113689095127	51	33.8286	tcga	3	gpc4cm
pca	486191	real	0.013921113689095127	52	33.8286	tcga	3	gpc4cm
pca	908341	real	0.013921113689095127	53	33.8286	tcga	3	gpc4cm
pca	978124	real	0.013921113689095127	54	33.8286	tcga	3	gpc4cm
vae	165158	real	0.013921113689095127	70	24.7047	tcga	3	gpc4cm
vae	451283	real	0.01160092807424594	61	23.643	tcga	3	gpc4cm
vae	486191	real	0.013921113689095127	62	23.4359	tcga	3	gpc4cm
vae	908341	real	0.013921113689095127	63	24.8796	tcga	3	gpc4cm
vae	978124	real	0.013921113689095127	64	22.1366	tcga	3	gpc4cm
dae	165158	real	0.02088167053364269	30	25.9678	tcga	7	gpc4cm
dae	451283	real	0.01160092807424594	16	24.8743	tcga	7	gpc4cm
dae	486191	real	0.016241299303944315	27	26.8348	tcga	7	gpc4cm
dae	908341	real	0.016241299303944315	23	25.8359	tcga	7	gpc4cm
dae	978124	real	0.02088167053364269	19	37.6811	tcga	7	gpc4cm
ica	165158	real	0.027842227378190254	55	37.4325	tcga	7	gpc4cm
ica	451283	real	0.027842227378190254	46	36.5469	tcga	7	gpc4cm
ica	486191	real	0.027842227378190254	42	36.3784	tcga	7	gpc4cm
ica	908341	real	0.027842227378190254	43	34.8232	tcga	7	gpc4cm
ica	978124	real	0.027842227378190254	59	34.4986	tcga	7	gpc4cm
nmf	165158	real	0.027842227378190254	80	40.8162	tcga	7	gpc4cm
nmf	451283	real	0.027842227378190254	81	40.8163	tcga	7	gpc4cm
nmf	486191	real	0.027842227378190254	82	40.8168	tcga	7	gpc4cm
nmf	908341	real	0.027842227378190254	83	40.8171	tcga	7	gpc4cm
nmf	978124	real	0.027842227378190254	84	40.8165	tcga	7	gpc4cm
pca	165158	real	0.030162412993039442	110	33.8286	tcga	7	gpc4cm
pca	451283	real	0.030162412993039442	111	33.8286	tcga	7	gpc4cm
pca	486191	real	0.030162412993039442	112	33.8286	tcga	7	gpc4cm
pca	908341	real	0.030162412993039442	113	33.8286	tcga	7	gpc4cm
pca	978124	real	0.030162412993039442	114	33.8286	tcga	7	gpc4cm
vae	165158	real	0.03248259860788863	150	31.71	tcga	7	gpc4cm
vae	451283	real	0.030162412993039442	146	25.7936	tcga	7	gpc4cm
vae	486191	real	0.03248259860788863	162	33.6932	tcga	7	gpc4cm
vae	908341	real	0.03248259860788863	158	23.1689	tcga	7	gpc4cm
vae	978124	real	0.030162412993039442	174	37.701	tcga	7	gpc4cm
dae	165158	real	0.02088167053364269	25	27.4101	tcga	6	gpc4cm
dae	451283	real	0.018561484918793503	16	28.5298	tcga	6	gpc4cm
dae	486191	real	0.013921113689095127	22	25.6875	tcga	6	gpc4cm
dae	908341	real	0.004640371229698376	13	20.0472	tcga	6	gpc4cm
dae	978124	real	0.01160092807424594	24	28.4261	tcga	6	gpc4cm
ica	165158	real	0.025522041763341066	30	39.3778	tcga	6	gpc4cm
ica	451283	real	0.025522041763341066	46	39.378	tcga	6	gpc4cm
ica	486191	real	0.025522041763341066	42	39.611999999999995	tcga	6	gpc4cm
ica	908341	real	0.025522041763341066	53	39.3309	tcga	6	gpc4cm
ica	978124	real	0.025522041763341066	59	39.3224	tcga	6	gpc4cm
nmf	165158	real	0.02320185614849188	70	39.2848	tcga	6	gpc4cm
nmf	451283	real	0.02320185614849188	71	39.284	tcga	6	gpc4cm
nmf	486191	real	0.02320185614849188	72	39.2854	tcga	6	gpc4cm
nmf	908341	real	0.02320185614849188	73	39.2819	tcga	6	gpc4cm
nmf	978124	real	0.02320185614849188	74	39.2829	tcga	6	gpc4cm
pca	165158	real	0.027842227378190254	95	33.8286	tcga	6	gpc4cm
pca	451283	real	0.027842227378190254	96	33.8286	tcga	6	gpc4cm
pca	486191	real	0.027842227378190254	97	33.8286	tcga	6	gpc4cm
pca	908341	real	0.027842227378190254	98	33.8286	tcga	6	gpc4cm
pca	978124	real	0.027842227378190254	99	33.8286	tcga	6	gpc4cm
vae	165158	real	0.027842227378190254	130	32.046	tcga	6	gpc4cm
vae	451283	real	0.02088167053364269	126	25.6855	tcga	6	gpc4cm
vae	486191	real	0.027842227378190254	147	34.3879	tcga	6	gpc4cm
vae	908341	real	0.025522041763341066	128	31.3986	tcga	6	gpc4cm
vae	978124	real	0.025522041763341066	139	29.1423	tcga	6	gpc4cm
dae	165158	real	0.14153132250580047	305	28.8736	tcga	80	gpc4cm
dae	451283	real	0.1345707656612529	126	31.3118	tcga	80	gpc4cm
dae	486191	real	0.1368909512761021	212	28.701999999999998	tcga	80	gpc4cm
dae	908341	real	0.10440835266821345	53	36.9549	tcga	80	gpc4cm
dae	978124	real	0.1368909512761021	104	26.3848	tcga	80	gpc4cm
ica	165158	real	0.23433874709976799	450	26.9917	tcga	80	gpc4cm
ica	451283	real	0.23433874709976799	776	27.9095	tcga	80	gpc4cm
ica	486191	real	0.2459396751740139	797	27.0639	tcga	80	gpc4cm
ica	908341	real	0.23433874709976799	518	27.6706	tcga	80	gpc4cm
ica	978124	real	0.23433874709976799	534	27.6489	tcga	80	gpc4cm
nmf	165158	real	0.16473317865429235	1090	78.5803	tcga	80	gpc4cm
nmf	451283	real	0.1716937354988399	1091	70.0981	tcga	80	gpc4cm
nmf	486191	real	0.1531322505800464	1092	80.3399	tcga	80	gpc4cm
nmf	908341	real	0.1716937354988399	1093	71.515	tcga	80	gpc4cm
nmf	978124	real	0.16705336426914152	1094	79.3733	tcga	80	gpc4cm
pca	165158	real	0.21809744779582366	1205	33.8286	tcga	80	gpc4cm
pca	451283	real	0.21345707656612528	1206	33.8286	tcga	80	gpc4cm
pca	486191	real	0.21577726218097448	1207	33.8286	tcga	80	gpc4cm
pca	908341	real	0.21577726218097448	1208	33.8286	tcga	80	gpc4cm
pca	978124	real	0.2088167053364269	1209	33.8286	tcga	80	gpc4cm
vae	165158	real	0.1368909512761021	1735	29.1871	tcga	80	gpc4cm
vae	451283	real	0.16705336426914152	1926	36.8328	tcga	80	gpc4cm
vae	486191	real	0.1345707656612529	1862	32.8926	tcga	80	gpc4cm
vae	908341	real	0.15081206496519722	1813	41.6369	tcga	80	gpc4cm
vae	978124	real	0.14153132250580047	1894	28.1889	tcga	80	gpc4cm
