algorithm	seed	model_type	geneset_coverage	level_3	abs_top_z_score	dataset	z_dim	geneset_name
dae	165158	real	0.14385150812064965	415	35.3724	target	100	gpc4cm
dae	451283	real	0.16473317865429235	46	37.5585	target	100	gpc4cm
dae	486191	real	0.1740139211136891	97	37.3395	target	100	gpc4cm
dae	908341	real	0.17633410672853828	288	32.2879	target	100	gpc4cm
dae	978124	real	0.16705336426914152	49	34.88	target	100	gpc4cm
ica	165158	real	0.2853828306264501	510	41.2811	target	100	gpc4cm
ica	451283	real	0.29930394431554525	841	36.9101	target	100	gpc4cm
ica	486191	real	0.2923433874709977	512	34.8126	target	100	gpc4cm
ica	908341	real	0.27842227378190254	973	36.8445	target	100	gpc4cm
ica	978124	real	0.2853828306264501	884	39.4318	target	100	gpc4cm
nmf	165158	real	0.09744779582366589	1010	34.4017	target	100	gpc4cm
nmf	451283	real	0.0951276102088167	1011	37.4783	target	100	gpc4cm
nmf	486191	real	0.09280742459396751	1012	37.0934	target	100	gpc4cm
nmf	908341	real	0.1136890951276102	1353	33.3348	target	100	gpc4cm
nmf	978124	real	0.08816705336426914	1104	41.6639	target	100	gpc4cm
pca	165158	real	0.29466357308584684	1500	30.0821	target	100	gpc4cm
pca	451283	real	0.29930394431554525	1501	30.0821	target	100	gpc4cm
pca	486191	real	0.2853828306264501	1502	30.0821	target	100	gpc4cm
pca	908341	real	0.2737819025522042	1503	30.0821	target	100	gpc4cm
pca	978124	real	0.28306264501160094	1504	30.0821	target	100	gpc4cm
vae	165158	real	0.1740139211136891	2485	26.3436	target	100	gpc4cm
vae	451283	real	0.1740139211136891	2246	40.9758	target	100	gpc4cm
vae	486191	real	0.16937354988399073	2467	27.8668	target	100	gpc4cm
vae	908341	real	0.17633410672853828	2253	25.7882	target	100	gpc4cm
vae	978124	real	0.19721577726218098	2039	26.6877	target	100	gpc4cm
dae	165158	real	0.03480278422273782	10	31.1072	target	14	gpc4cm
dae	451283	real	0.03248259860788863	16	41.9193	target	14	gpc4cm
dae	486191	real	0.05104408352668213	17	25.2695	target	14	gpc4cm
dae	908341	real	0.05104408352668213	8	26.3138	target	14	gpc4cm
dae	978124	real	0.04176334106728538	9	24.5464	target	14	gpc4cm
ica	165158	real	0.05568445475638051	110	20.7515	target	14	gpc4cm
ica	451283	real	0.05336426914153132	91	16.6775	target	14	gpc4cm
ica	486191	real	0.05568445475638051	92	15.6389	target	14	gpc4cm
ica	908341	real	0.05568445475638051	133	16.0713	target	14	gpc4cm
ica	978124	real	0.05568445475638051	134	16.1895	target	14	gpc4cm
nmf	165158	real	0.03944315545243619	175	34.9243	target	14	gpc4cm
nmf	451283	real	0.03944315545243619	176	34.9209	target	14	gpc4cm
nmf	486191	real	0.03944315545243619	177	34.934	target	14	gpc4cm
nmf	908341	real	0.03944315545243619	178	34.916	target	14	gpc4cm
nmf	978124	real	0.03944315545243619	179	34.9105	target	14	gpc4cm
pca	165158	real	0.05568445475638051	210	30.0821	target	14	gpc4cm
pca	451283	real	0.05568445475638051	211	30.0821	target	14	gpc4cm
pca	486191	real	0.05568445475638051	212	30.0821	target	14	gpc4cm
pca	908341	real	0.05568445475638051	213	30.0821	target	14	gpc4cm
pca	978124	real	0.05568445475638051	214	30.0821	target	14	gpc4cm
vae	165158	real	0.05336426914153132	300	23.155	target	14	gpc4cm
vae	451283	real	0.048723897911832945	281	31.0394	target	14	gpc4cm
vae	486191	real	0.04640371229698376	347	29.5325	target	14	gpc4cm
vae	908341	real	0.04640371229698376	283	28.1119	target	14	gpc4cm
vae	978124	real	0.04408352668213457	334	28.0765	target	14	gpc4cm
dae	165158	real	0.06496519721577726	90	34.125	target	30	gpc4cm
dae	451283	real	0.06496519721577726	81	27.1236	target	30	gpc4cm
dae	486191	real	0.06728538283062645	62	31.7168	target	30	gpc4cm
dae	908341	real	0.06728538283062645	133	31.8309	target	30	gpc4cm
dae	978124	real	0.06960556844547564	24	32.2116	target	30	gpc4cm
ica	165158	real	0.11136890951276102	185	24.441	target	30	gpc4cm
ica	451283	real	0.11136890951276102	271	24.6621	target	30	gpc4cm
ica	486191	real	0.10672853828306264	277	22.9879	target	30	gpc4cm
ica	908341	real	0.11600928074245939	258	24.1772	target	30	gpc4cm
ica	978124	real	0.10904872389791183	219	25.189	target	30	gpc4cm
nmf	165158	real	0.06728538283062645	335	62.9036	target	30	gpc4cm
nmf	451283	real	0.06496519721577726	336	68.0116	target	30	gpc4cm
nmf	486191	real	0.06264501160092807	337	50.8528	target	30	gpc4cm
nmf	908341	real	0.060324825986078884	338	51.5147	target	30	gpc4cm
nmf	978124	real	0.06264501160092807	339	50.6292	target	30	gpc4cm
pca	165158	real	0.10672853828306264	450	30.0821	target	30	gpc4cm
