SMTS	1	2	ratio
Adrenal Gland	10	9	0.9090909090909091
Blood Vessel	55	36	0.6607142857142857
Brain	111	56	0.5089285714285714
Breast	19	10	0.55
Colon	31	19	0.625
Esophagus	61	41	0.6774193548387096
Heart	40	20	0.5121951219512195
Lung	27	16	0.6071428571428571
Muscle	33	23	0.7058823529411765
Pancreas	15	10	0.6875
Skin	75	45	0.6052631578947368
Spleen	7	9	1.25
Stomach	16	10	0.6470588235294118
