	loss	val_loss	num_components	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	3227.0548596983044	3011.1791194743246	125	0.0005	50	100	1.0	1729	1	100
1	2665.9722736476588	2630.144244170069	125	0.0005	50	100	1.0	1729	1	100
2	2621.4224376761495	2678.659746486338	125	0.0005	50	100	1.0	1729	1	100
3	2597.371401194417	2596.7193339745604	125	0.0005	50	100	1.0	1729	1	100
4	2583.0854839363697	2567.612651882459	125	0.0005	50	100	1.0	1729	1	100
5	2569.2397042909015	2563.255871643373	125	0.0005	50	100	1.0	1729	1	100
6	2559.29132936437	2547.2906868326004	125	0.0005	50	100	1.0	1729	1	100
7	2550.8176703092736	2554.0971986396826	125	0.0005	50	100	1.0	1729	1	100
8	2544.564642082595	2536.418280366677	125	0.0005	50	100	1.0	1729	1	100
9	2538.6853762844976	2531.3905612044596	125	0.0005	50	100	1.0	1729	1	100
10	2532.5439889139066	2524.709272681768	125	0.0005	50	100	1.0	1729	1	100
11	2529.313114861583	2523.258158468122	125	0.0005	50	100	1.0	1729	1	100
12	2524.886135390433	2524.24609375	125	0.0005	50	100	1.0	1729	1	100
13	2522.045010603862	2519.3540333503456	125	0.0005	50	100	1.0	1729	1	100
14	2519.070601849833	2517.521945665829	125	0.0005	50	100	1.0	1729	1	100
15	2516.1841174846436	2511.6733545657976	125	0.0005	50	100	1.0	1729	1	100
16	2513.8039610733185	2513.677939256831	125	0.0005	50	100	1.0	1729	1	100
17	2511.133126757137	2508.6470425859766	125	0.0005	50	100	1.0	1729	1	100
18	2508.140793982701	2508.2191131438444	125	0.0005	50	100	1.0	1729	1	100
19	2506.4762006355777	2501.2640006673996	125	0.0005	50	100	1.0	1729	1	100
20	2504.549674564553	2504.810251207208	125	0.0005	50	100	1.0	1729	1	100
21	2502.5866431887625	2497.686925840138	125	0.0005	50	100	1.0	1729	1	100
22	2500.6305927251487	2496.5125517725346	125	0.0005	50	100	1.0	1729	1	100
23	2499.2080306487364	2500.952794980763	125	0.0005	50	100	1.0	1729	1	100
24	2497.3137818813484	2494.2468089961526	125	0.0005	50	100	1.0	1729	1	100
25	2496.157838017723	2494.2564727936556	125	0.0005	50	100	1.0	1729	1	100
26	2494.262382990176	2492.6320395924936	125	0.0005	50	100	1.0	1729	1	100
27	2492.940640445798	2488.220699444488	125	0.0005	50	100	1.0	1729	1	100
28	2491.3694628666444	2487.074553676586	125	0.0005	50	100	1.0	1729	1	100
29	2489.599996991503	2486.6113453007224	125	0.0005	50	100	1.0	1729	1	100
30	2488.7831714594786	2487.5082124489636	125	0.0005	50	100	1.0	1729	1	100
31	2487.4122954440018	2485.130525675251	125	0.0005	50	100	1.0	1729	1	100
32	2486.6104151115496	2483.126456255889	125	0.0005	50	100	1.0	1729	1	100
33	2485.204796378162	2481.9453382635834	125	0.0005	50	100	1.0	1729	1	100
34	2484.2007718048453	2486.1335584170856	125	0.0005	50	100	1.0	1729	1	100
35	2483.3995306690113	2480.1573063069254	125	0.0005	50	100	1.0	1729	1	100
36	2482.362309211146	2478.8360736789414	125	0.0005	50	100	1.0	1729	1	100
37	2481.477626892083	2484.433809673367	125	0.0005	50	100	1.0	1729	1	100
38	2480.177405811152	2478.2649882714354	125	0.0005	50	100	1.0	1729	1	100
39	2479.602252574009	2477.2579928450846	125	0.0005	50	100	1.0	1729	1	100
40	2478.3229333805393	2478.7352313324436	125	0.0005	50	100	1.0	1729	1	100
41	2477.841009951367	2476.475251010914	125	0.0005	50	100	1.0	1729	1	100
42	2476.999039215759	2475.9927481646514	125	0.0005	50	100	1.0	1729	1	100
43	2476.2214045081237	2473.958677665672	125	0.0005	50	100	1.0	1729	1	100
44	2475.5863387146915	2474.414009745996	125	0.0005	50	100	1.0	1729	1	100
45	2474.5223905212288	2473.978767126649	125	0.0005	50	100	1.0	1729	1	100
46	2473.9892937291584	2473.8748760894314	125	0.0005	50	100	1.0	1729	1	100
47	2473.41659102731	2470.727968455559	125	0.0005	50	100	1.0	1729	1	100
48	2472.8712575822847	2472.9008727720634	125	0.0005	50	100	1.0	1729	1	100
49	2472.194285250865	2470.4516429805276	125	0.0005	50	100	1.0	1729	1	100
50	2472.1686062570634	2473.2357625529994	125	0.0005	50	100	1.0	1729	1	100
51	2471.0431619042306	2468.6100534410334	125	0.0005	50	100	1.0	1729	1	100
52	2470.3680941094935	2468.123595271278	125	0.0005	50	100	1.0	1729	1	100
53	2470.198022354659	2473.0151121820036	125	0.0005	50	100	1.0	1729	1	100
54	2469.6749608895384	2467.1515573472834	125	0.0005	50	100	1.0	1729	1	100
55	2468.947879314795	2466.8247315679964	125	0.0005	50	100	1.0	1729	1	100
56	2468.779099142622	2471.658774831187	125	0.0005	50	100	1.0	1729	1	100
57	2468.162755084578	2465.936668204303	125	0.0005	50	100	1.0	1729	1	100
58	2467.869352745842	2465.87545638348	125	0.0005	50	100	1.0	1729	1	100
59	2467.1628691567576	2466.480552174937	125	0.0005	50	100	1.0	1729	1	100
60	2467.0294812816983	2465.8171644354584	125	0.0005	50	100	1.0	1729	1	100
61	2466.7557245921525	2464.982901568389	125	0.0005	50	100	1.0	1729	1	100
62	2466.208970613306	2464.487595447943	125	0.0005	50	100	1.0	1729	1	100
63	2465.8672080199117	2464.028541143216	125	0.0005	50	100	1.0	1729	1	100
64	2465.4938690972417	2463.944986161275	125	0.0005	50	100	1.0	1729	1	100
65	2465.1957529287065	2468.9010150851914	125	0.0005	50	100	1.0	1729	1	100
66	2464.9834373245044	2462.9515006673996	125	0.0005	50	100	1.0	1729	1	100
67	2464.4094308861027	2464.8854489733826	125	0.0005	50	100	1.0	1729	1	100
68	2464.3047817880415	2463.9933517686086	125	0.0005	50	100	1.0	1729	1	100
69	2464.0575287311467	2463.3052947844694	125	0.0005	50	100	1.0	1729	1	100
70	2463.941011493767	2462.364136355606	125	0.0005	50	100	1.0	1729	1	100
71	2463.7610707240974	2461.771134726366	125	0.0005	50	100	1.0	1729	1	100
72	2463.1689258008705	2463.183191347362	125	0.0005	50	100	1.0	1729	1	100
73	2463.239228299798	2461.3534432415986	125	0.0005	50	100	1.0	1729	1	100
74	2462.5339579198467	2462.1822773535646	125	0.0005	50	100	1.0	1729	1	100
75	2462.4567136137543	2463.5317947157664	125	0.0005	50	100	1.0	1729	1	100
76	2462.2425794221417	2463.4742302822706	125	0.0005	50	100	1.0	1729	1	100
77	2462.139716864457	2461.113792841159	125	0.0005	50	100	1.0	1729	1	100
78	2462.004361830195	2460.416630270493	125	0.0005	50	100	1.0	1729	1	100
79	2461.8791169810474	2461.572914621938	125	0.0005	50	100	1.0	1729	1	100
80	2461.649213332525	2460.0479472558104	125	0.0005	50	100	1.0	1729	1	100
81	2461.4115246801402	2458.877142057946	125	0.0005	50	100	1.0	1729	1	100
82	2461.4818616241787	2459.273319723618	125	0.0005	50	100	1.0	1729	1	100
83	2461.079346084637	2461.4842866677136	125	0.0005	50	100	1.0	1729	1	100
84	2460.847593654731	2459.169583267902	125	0.0005	50	100	1.0	1729	1	100
85	2460.6679339506277	2458.8024448413944	125	0.0005	50	100	1.0	1729	1	100
86	2460.768289754454	2462.4104703203516	125	0.0005	50	100	1.0	1729	1	100
87	2460.43115327028	2458.655884402481	125	0.0005	50	100	1.0	1729	1	100
88	2460.1206925625593	2458.6308888190956	125	0.0005	50	100	1.0	1729	1	100
89	2460.1729217607644	2458.694815630889	125	0.0005	50	100	1.0	1729	1	100
90	2459.906875870938	2459.4887830264606	125	0.0005	50	100	1.0	1729	1	100
91	2459.8957031740515	2458.123876217023	125	0.0005	50	100	1.0	1729	1	100
92	2459.96365730123	2458.4088668439854	125	0.0005	50	100	1.0	1729	1	100
93	2459.614760291458	2458.479673759422	125	0.0005	50	100	1.0	1729	1	100
94	2459.6494001918027	2458.9366117697864	125	0.0005	50	100	1.0	1729	1	100
95	2459.3934515974247	2458.615710387877	125	0.0005	50	100	1.0	1729	1	100
96	2459.537591306795	2458.207988183103	125	0.0005	50	100	1.0	1729	1	100
97	2459.3071109479206	2459.055692279758	125	0.0005	50	100	1.0	1729	1	100
98	2459.2381339044973	2457.873562146671	125	0.0005	50	100	1.0	1729	1	100
99	2459.096321665452	2457.434943271043	125	0.0005	50	100	1.0	1729	1	100
