	loss	val_loss	num_components	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	3237.7812110584937	3056.906063520729	75	0.0015	100	100	0.5	2098	1	100
1	2678.407222774628	3137.591691366991	75	0.0015	100	100	0.5	2098	1	100
2	2629.7725628285366	2655.912439394237	75	0.0015	100	100	0.5	2098	1	100
3	2604.1239444644525	2595.9594076338726	75	0.0015	100	100	0.5	2098	1	100
4	2584.2487976367165	2581.985387140782	75	0.0015	100	100	0.5	2098	1	100
5	2572.139295293359	2578.19588297935	75	0.0015	100	100	0.5	2098	1	100
6	2561.802184125251	2575.913894423288	75	0.0015	100	100	0.5	2098	1	100
7	2555.083587929212	2548.982815689777	75	0.0015	100	100	0.5	2098	1	100
8	2548.551359377398	2546.736926821608	75	0.0015	100	100	0.5	2098	1	100
9	2541.420279706292	2539.682203743326	75	0.0015	100	100	0.5	2098	1	100
10	2535.6159730645772	2532.77189045815	75	0.0015	100	100	0.5	2098	1	100
11	2533.6853399318247	2533.842651980606	75	0.0015	100	100	0.5	2098	1	100
12	2529.2395840600234	2532.3630775950064	75	0.0015	100	100	0.5	2098	1	100
13	2525.4310385168283	2525.4187109865734	75	0.0015	100	100	0.5	2098	1	100
14	2522.9897345121262	2520.4075246839666	75	0.0015	100	100	0.5	2098	1	100
15	2519.4700910702577	2517.261485650911	75	0.0015	100	100	0.5	2098	1	100
16	2517.410342537009	2527.63279409744	75	0.0015	100	100	0.5	2098	1	100
17	2514.785407176094	2514.2325175683104	75	0.0015	100	100	0.5	2098	1	100
18	2513.0717854100103	2511.056385442839	75	0.0015	100	100	0.5	2098	1	100
19	2510.8957235304583	2513.845998792792	75	0.0015	100	100	0.5	2098	1	100
20	2508.7869323260393	2508.054545186872	75	0.0015	100	100	0.5	2098	1	100
21	2506.7064146716116	2507.094070204538	75	0.0015	100	100	0.5	2098	1	100
22	2505.6518604829116	2503.514711006203	75	0.0015	100	100	0.5	2098	1	100
23	2503.6512116939844	2504.7055050643844	75	0.0015	100	100	0.5	2098	1	100
24	2502.4315236642274	2503.7925050054964	75	0.0015	100	100	0.5	2098	1	100
25	2500.8856478994585	2505.937968651853	75	0.0015	100	100	0.5	2098	1	100
26	2499.6018825070723	2498.4971525106	75	0.0015	100	100	0.5	2098	1	100
27	2497.967408439227	2498.280105360788	75	0.0015	100	100	0.5	2098	1	100
28	2496.724631475463	2512.6456010521356	75	0.0015	100	100	0.5	2098	1	100
29	2495.7865635943954	2496.019089588568	75	0.0015	100	100	0.5	2098	1	100
30	2495.032200973925	2492.5959607608356	75	0.0015	100	100	0.5	2098	1	100
31	2493.274574406672	2491.1851665554336	75	0.0015	100	100	0.5	2098	1	100
32	2492.4151423433314	2490.6131303490106	75	0.0015	100	100	0.5	2098	1	100
33	2491.1417116015496	2491.058408497566	75	0.0015	100	100	0.5	2098	1	100
34	2490.3256143765175	2489.863268981627	75	0.0015	100	100	0.5	2098	1	100
35	2489.552753505117	2495.013246162453	75	0.0015	100	100	0.5	2098	1	100
36	2488.544557312741	2486.5390526853016	75	0.0015	100	100	0.5	2098	1	100
37	2487.553151722212	2489.642948629868	75	0.0015	100	100	0.5	2098	1	100
38	2487.1036821551215	2487.522762739479	75	0.0015	100	100	0.5	2098	1	100
39	2485.8795617426435	2485.1860412904366	75	0.0015	100	100	0.5	2098	1	100
40	2485.153855247255	2487.832396847519	75	0.0015	100	100	0.5	2098	1	100
41	2484.4237288500476	2484.8807244228956	75	0.0015	100	100	0.5	2098	1	100
42	2483.769295257388	2482.057467513348	75	0.0015	100	100	0.5	2098	1	100
43	2482.7488871013525	2483.089311302607	75	0.0015	100	100	0.5	2098	1	100
44	2482.5491090815626	2481.6757640742776	75	0.0015	100	100	0.5	2098	1	100
45	2481.9530203021227	2483.280740862516	75	0.0015	100	100	0.5	2098	1	100
46	2481.474318417365	2480.041728417478	75	0.0015	100	100	0.5	2098	1	100
47	2480.452512127731	2479.7771928490106	75	0.0015	100	100	0.5	2098	1	100
