	loss	val_loss	batch_size	dataset	depth	epochs	first_layer	kappa	learning_rate	num_components	seed
0	5391.969970703125	7035.055834221117	25	TARGET	1	100	100	0.5	0.001	25	6640
1	5078.858380353009	5480.528497869318	25	TARGET	1	100	100	0.5	0.001	25	6640
2	4869.466295441393	5702.469992897727	25	TARGET	1	100	100	0.5	0.001	25	6640
3	4740.638920947759	5138.250754616477	25	TARGET	1	100	100	0.5	0.001	25	6640
4	4683.469680529251	5086.358065518466	25	TARGET	1	100	100	0.5	0.001	25	6640
5	4618.112514303188	4858.815030184659	25	TARGET	1	100	100	0.5	0.001	25	6640
6	4582.6694985335125	4797.868171460701	25	TARGET	1	100	100	0.5	0.001	25	6640
7	4565.246227739636	4600.867646188447	25	TARGET	1	100	100	0.5	0.001	25	6640
8	4536.568378281513	4545.576068300189	25	TARGET	1	100	100	0.5	0.001	25	6640
9	4513.749402389783	4529.708651455966	25	TARGET	1	100	100	0.5	0.001	25	6640
10	4477.386435152304	4495.200335878314	25	TARGET	1	100	100	0.5	0.001	25	6640
11	4468.28289651068	4533.03798976089	25	TARGET	1	100	100	0.5	0.001	25	6640
12	4460.7076987321125	4462.345614346591	25	TARGET	1	100	100	0.5	0.001	25	6640
13	4448.596304023306	4453.427016749527	25	TARGET	1	100	100	0.5	0.001	25	6640
14	4422.113351943918	4457.889670632102	25	TARGET	1	100	100	0.5	0.001	25	6640
15	4423.262827658092	4437.438306403883	25	TARGET	1	100	100	0.5	0.001	25	6640
16	4412.328635475852	4411.771469578598	25	TARGET	1	100	100	0.5	0.001	25	6640
17	4418.034023503262	4434.965398615057	25	TARGET	1	100	100	0.5	0.001	25	6640
18	4420.04842204598	4436.28495649858	25	TARGET	1	100	100	0.5	0.001	25	6640
19	4402.3986512258	4417.891638553504	25	TARGET	1	100	100	0.5	0.001	25	6640
20	4396.632558495107	4401.263190991951	25	TARGET	1	100	100	0.5	0.001	25	6640
21	4394.176096084543	4415.047156131629	25	TARGET	1	100	100	0.5	0.001	25	6640
22	4393.098289207176	4417.028172348485	25	TARGET	1	100	100	0.5	0.001	25	6640
23	4387.670019695654	4389.653335108902	25	TARGET	1	100	100	0.5	0.001	25	6640
24	4385.270460135206	4420.931722005208	25	TARGET	1	100	100	0.5	0.001	25	6640
25	4377.754682239057	4398.984619140625	25	TARGET	1	100	100	0.5	0.001	25	6640
26	4366.356143630313	4402.370501893939	25	TARGET	1	100	100	0.5	0.001	25	6640
27	4358.878265894623	4379.330100319602	25	TARGET	1	100	100	0.5	0.001	25	6640
28	4369.30302290483	4382.437906901042	25	TARGET	1	100	100	0.5	0.001	25	6640
29	4364.617308337279	4399.403852982955	25	TARGET	1	100	100	0.5	0.001	25	6640
30	4354.423760719171	4377.67207475142	25	TARGET	1	100	100	0.5	0.001	25	6640
31	4348.271329012784	4375.424360795455	25	TARGET	1	100	100	0.5	0.001	25	6640
32	4355.040422946917	4421.972759824811	25	TARGET	1	100	100	0.5	0.001	25	6640
33	4350.160891137942	4357.318026455966	25	TARGET	1	100	100	0.5	0.001	25	6640
34	4346.586478390677	4389.576867305871	25	TARGET	1	100	100	0.5	0.001	25	6640
35	4341.165863550873	4354.33866743608	25	TARGET	1	100	100	0.5	0.001	25	6640
36	4348.216238721854	4353.214296283144	25	TARGET	1	100	100	0.5	0.001	25	6640
37	4339.210409761679	4356.100926254735	25	TARGET	1	100	100	0.5	0.001	25	6640
38	4336.687873198127	4368.054236209754	25	TARGET	1	100	100	0.5	0.001	25	6640
39	4339.415187026515	4352.732939749053	25	TARGET	1	100	100	0.5	0.001	25	6640
40	4333.633060750736	4342.280199455492	25	TARGET	1	100	100	0.5	0.001	25	6640
41	4325.0323802806715	4340.715679746686	25	TARGET	1	100	100	0.5	0.001	25	6640
42	4325.493674538352	4358.80410304214	25	TARGET	1	100	100	0.5	0.001	25	6640
43	4323.639401008786	4338.336743903883	25	TARGET	1	100	100	0.5	0.001	25	6640
44	4318.325497816709	4354.435413707386	25	TARGET	1	100	100	0.5	0.001	25	6640
45	4326.890682541562	4352.849106297348	25	TARGET	1	100	100	0.5	0.001	25	6640
46	4313.04273365162	4328.656693892045	25	TARGET	1	100	100	0.5	0.001	25	6640
47	4322.030771583018	4342.215790719697	25	TARGET	1	100	100	0.5	0.001	25	6640
48	4308.055362380313	4345.530998461174	25	TARGET	1	100	100	0.5	0.001	25	6640
49	4305.95818947943	4323.174390388258	25	TARGET	1	100	100	0.5	0.001	25	6640
50	4305.7078635475855	4338.691088127367	25	TARGET	1	100	100	0.5	0.001	25	6640
51	4315.38396744134	4383.959073153409	25	TARGET	1	100	100	0.5	0.001	25	6640
52	4297.500991358902	4326.159386837121	25	TARGET	1	100	100	0.5	0.001	25	6640
53	4292.111838600852	4318.043826941288	25	TARGET	1	100	100	0.5	0.001	25	6640
54	4297.703452164878	4358.160503965436	25	TARGET	1	100	100	0.5	0.001	25	6640
55	4296.952910452178	4323.988310842803	25	TARGET	1	100	100	0.5	0.001	25	6640
56	4291.313465054188	4351.220858487216	25	TARGET	1	100	100	0.5	0.001	25	6640
57	4290.846036866056	4335.588978160511	25	TARGET	1	100	100	0.5	0.001	25	6640
58	4287.240605929082	4316.84648733428	25	TARGET	1	100	100	0.5	0.001	25	6640
59	4286.704027580492	4324.932091915246	25	TARGET	1	100	100	0.5	0.001	25	6640
60	4277.708588160248	4293.950801964962	25	TARGET	1	100	100	0.5	0.001	25	6640
61	4284.702795369055	4316.834117542614	25	TARGET	1	100	100	0.5	0.001	25	6640
62	4278.30700067077	4306.659283262311	25	TARGET	1	100	100	0.5	0.001	25	6640
63	4281.302839593855	4313.540897253788	25	TARGET	1	100	100	0.5	0.001	25	6640
64	4286.575333412247	4301.858346650095	25	TARGET	1	100	100	0.5	0.001	25	6640
65	4275.25920582781	4328.022964015152	25	TARGET	1	100	100	0.5	0.001	25	6640
66	4278.274530789668	4304.242631392045	25	TARGET	1	100	100	0.5	0.001	25	6640
67	4281.192007559317	4292.41035600142	25	TARGET	1	100	100	0.5	0.001	25	6640
68	4269.2033387258	4290.307217684659	25	TARGET	1	100	100	0.5	0.001	25	6640
69	4270.621308297822	4289.349934895833	25	TARGET	1	100	100	0.5	0.001	25	6640
70	4268.690049913194	4299.724380030777	25	TARGET	1	100	100	0.5	0.001	25	6640
71	4274.901086877893	4306.418479225852	25	TARGET	1	100	100	0.5	0.001	25	6640
72	4269.795902547611	4293.45156397964	25	TARGET	1	100	100	0.5	0.001	25	6640
73	4266.165972057818	4289.049701112689	25	TARGET	1	100	100	0.5	0.001	25	6640
74	4263.933946397569	4298.237230705492	25	TARGET	1	100	100	0.5	0.001	25	6640
75	4261.409423828125	4291.086706912879	25	TARGET	1	100	100	0.5	0.001	25	6640
76	4263.689584648569	4282.224653764205	25	TARGET	1	100	100	0.5	0.001	25	6640
77	4272.764597472117	4313.556869969223	25	TARGET	1	100	100	0.5	0.001	25	6640
78	4260.102416581176	4287.403586647727	25	TARGET	1	100	100	0.5	0.001	25	6640
79	4265.100587170534	4291.933719519413	25	TARGET	1	100	100	0.5	0.001	25	6640
80	4260.204008673979	4305.966219815341	25	TARGET	1	100	100	0.5	0.001	25	6640
81	4256.949062976773	4273.96366743608	25	TARGET	1	100	100	0.5	0.001	25	6640
82	4267.373171822391	4287.493230646307	25	TARGET	1	100	100	0.5	0.001	25	6640
83	4256.325734148122	4287.469615589489	25	TARGET	1	100	100	0.5	0.001	25	6640
84	4252.428236219618	4276.029370857008	25	TARGET	1	100	100	0.5	0.001	25	6640
85	4250.897839889783	4283.255829782197	25	TARGET	1	100	100	0.5	0.001	25	6640
86	4257.618888675163	4274.714237097538	25	TARGET	1	100	100	0.5	0.001	25	6640
87	4253.410974984217	4280.812551787405	25	TARGET	1	100	100	0.5	0.001	25	6640
88	4266.164706554477	4278.72587446733	25	TARGET	1	100	100	0.5	0.001	25	6640
89	4250.328783028856	4306.65116743608	25	TARGET	1	100	100	0.5	0.001	25	6640
90	4255.895767571549	4278.225363991477	25	TARGET	1	100	100	0.5	0.001	25	6640
91	4259.405139447864	4272.29824366714	25	TARGET	1	100	100	0.5	0.001	25	6640
92	4249.743640835438	4282.845185250947	25	TARGET	1	100	100	0.5	0.001	25	6640
93	4251.303562973485	4290.846553918087	25	TARGET	1	100	100	0.5	0.001	25	6640
94	4248.605401344171	4275.281856652462	25	TARGET	1	100	100	0.5	0.001	25	6640
95	4248.023551350089	4279.860129616477	25	TARGET	1	100	100	0.5	0.001	25	6640
96	4244.198570996423	4288.885986328125	25	TARGET	1	100	100	0.5	0.001	25	6640
97	4241.070414430766	4273.339385061553	25	TARGET	1	100	100	0.5	0.001	25	6640
98	4243.531898164589	4275.064342151989	25	TARGET	1	100	100	0.5	0.001	25	6640
99	4239.994426277752	4277.345547762784	25	TARGET	1	100	100	0.5	0.001	25	6640
