	loss	val_loss	num_components	learning_rate	batch_size	epochs	sparsity	noise	seed
0	0.16221758267192626	0.1587775420004399	50	5e-05	100	100	0.0	0.5	4692
1	0.15220873988769804	0.14470198428511022	50	5e-05	100	100	0.0	0.5	4692
2	0.14193833421178528	0.13774747622372516	50	5e-05	100	100	0.0	0.5	4692
3	0.13691944274928688	0.1339289262216894	50	5e-05	100	100	0.0	0.5	4692
4	0.13367523370390294	0.13101571296627199	50	5e-05	100	100	0.0	0.5	4692
5	0.13090951390791478	0.12823243888478783	50	5e-05	100	100	0.0	0.5	4692
6	0.1280875797665722	0.12514032213831666	50	5e-05	100	100	0.0	0.5	4692
7	0.12467936642874643	0.12108520875174796	50	5e-05	100	100	0.0	0.5	4692
8	0.1194672086012591	0.11297605272813059	50	5e-05	100	100	0.0	0.5	4692
9	0.10655512758458428	0.09185032801112937	50	5e-05	100	100	0.0	0.5	4692
10	0.08804650402222777	0.07755302154838141	50	5e-05	100	100	0.0	0.5	4692
11	0.07865454464275957	0.07285358168971	50	5e-05	100	100	0.0	0.5	4692
12	0.07505292891424832	0.0713544017331085	50	5e-05	100	100	0.0	0.5	4692
13	0.07349302673419016	0.0707881341702375	50	5e-05	100	100	0.0	0.5	4692
14	0.07269511778102627	0.07056125833760554	50	5e-05	100	100	0.0	0.5	4692
15	0.0722600719115473	0.07046879947784558	50	5e-05	100	100	0.0	0.5	4692
16	0.07196773468819377	0.07043234367466453	50	5e-05	100	100	0.0	0.5	4692
17	0.07179621532883732	0.07040858283713834	50	5e-05	100	100	0.0	0.5	4692
18	0.0716870609599773	0.07039463988051342	50	5e-05	100	100	0.0	0.5	4692
19	0.0715663938781342	0.07037501306689564	50	5e-05	100	100	0.0	0.5	4692
20	0.07152202248054365	0.0703537401991274	50	5e-05	100	100	0.0	0.5	4692
21	0.07143284402557323	0.07031618006265343	50	5e-05	100	100	0.0	0.5	4692
22	0.07139951169726998	0.07028212102513816	50	5e-05	100	100	0.0	0.5	4692
23	0.0713360069434163	0.07024393552661541	50	5e-05	100	100	0.0	0.5	4692
24	0.07131353268078201	0.0702084873489399	50	5e-05	100	100	0.0	0.5	4692
25	0.07129983184479725	0.07016808884077935	50	5e-05	100	100	0.0	0.5	4692
26	0.07119915168015123	0.07012239285749407	50	5e-05	100	100	0.0	0.5	4692
27	0.07118198788100182	0.07008504961153969	50	5e-05	100	100	0.0	0.5	4692
28	0.07112783639758197	0.07004183882744468	50	5e-05	100	100	0.0	0.5	4692
29	0.07107361799698747	0.06999636433981171	50	5e-05	100	100	0.0	0.5	4692
30	0.07102811129524421	0.06995535918965412	50	5e-05	100	100	0.0	0.5	4692
31	0.07101616603027618	0.06991666974733822	50	5e-05	100	100	0.0	0.5	4692
32	0.07094400843208504	0.06987790546225543	50	5e-05	100	100	0.0	0.5	4692
33	0.07090833277268686	0.06984888223098151	50	5e-05	100	100	0.0	0.5	4692
34	0.07088321274476388	0.0698233410042135	50	5e-05	100	100	0.0	0.5	4692
35	0.07089446411526407	0.06980550817059512	50	5e-05	100	100	0.0	0.5	4692
36	0.07084197871273071	0.0697744334088498	50	5e-05	100	100	0.0	0.5	4692
37	0.07076883212086185	0.06974341705366595	50	5e-05	100	100	0.0	0.5	4692
38	0.07077410754857152	0.06971977179373928	50	5e-05	100	100	0.0	0.5	4692
39	0.07075697890911029	0.06971092282527655	50	5e-05	100	100	0.0	0.5	4692
40	0.07072822565242161	0.06968166907528538	50	5e-05	100	100	0.0	0.5	4692
41	0.07069585860633787	0.06966797917632002	50	5e-05	100	100	0.0	0.5	4692
42	0.07066507299858646	0.06963741517246667	50	5e-05	100	100	0.0	0.5	4692
43	0.07065605909340827	0.0696230974029656	50	5e-05	100	100	0.0	0.5	4692
44	0.07066698331697296	0.0696115451092696	50	5e-05	100	100	0.0	0.5	4692
