	loss	val_loss	num_components	learning_rate	batch_size	epochs	sparsity	noise	seed
0	0.10960476135456451	0.017595673550912485	50	0.002	100	100	1e-06	0.5	6315
1	0.00745586875144391	0.005593061035302416	50	0.002	100	100	1e-06	0.5	6315
2	0.005441380498484018	0.00540879496312396	50	0.002	100	100	1e-06	0.5	6315
3	0.0053528937787559365	0.005372240991991519	50	0.002	100	100	1e-06	0.5	6315
4	0.0053311588842151906	0.005361478862319909	50	0.002	100	100	1e-06	0.5	6315
5	0.005323697399846583	0.0053570877138207	50	0.002	100	100	1e-06	0.5	6315
6	0.005320555179488305	0.005354687728306007	50	0.002	100	100	1e-06	0.5	6315
7	0.005319089411492492	0.0053536955374831234	50	0.002	100	100	1e-06	0.5	6315
8	0.0053189323408060745	0.00535454264556493	50	0.002	100	100	1e-06	0.5	6315
9	0.005318168708219839	0.005352753535118984	50	0.002	100	100	1e-06	0.5	6315
10	0.005318157003639645	0.005353463252060976	50	0.002	100	100	1e-06	0.5	6315
11	0.005318096650527123	0.005353680842242498	50	0.002	100	100	1e-06	0.5	6315
12	0.005318181435602001	0.005354215779421317	50	0.002	100	100	1e-06	0.5	6315
13	0.005318209531573858	0.0053542912961100815	50	0.002	100	100	1e-06	0.5	6315
14	0.005318284451272096	0.005353889030278029	50	0.002	100	100	1e-06	0.5	6315
15	0.005318082012265225	0.00535334608793708	50	0.002	100	100	1e-06	0.5	6315
16	0.005318362796301787	0.005352954452754415	50	0.002	100	100	1e-06	0.5	6315
17	0.0053181654869498005	0.005353379192008595	50	0.002	100	100	1e-06	0.5	6315
18	0.005318528154553253	0.005355112308439747	50	0.002	100	100	1e-06	0.5	6315
19	0.005318495749122417	0.005354655618737241	50	0.002	100	100	1e-06	0.5	6315
20	0.005318455342415445	0.005355145229990758	50	0.002	100	100	1e-06	0.5	6315
21	0.005318801614417104	0.005354641817379087	50	0.002	100	100	1e-06	0.5	6315
22	0.005318491422666984	0.005354815328858755	50	0.002	100	100	1e-06	0.5	6315
23	0.005319084489641361	0.00535321901154578	50	0.002	100	100	1e-06	0.5	6315
24	0.005318871925321241	0.005353758326876703	50	0.002	100	100	1e-06	0.5	6315
25	0.005319261111552754	0.0053537904551655205	50	0.002	100	100	1e-06	0.5	6315
26	0.005318870437429734	0.005355596158597337	50	0.002	100	100	1e-06	0.5	6315
27	0.005319474364359246	0.00535583480181706	50	0.002	100	100	1e-06	0.5	6315
28	0.005319173148660548	0.005354948596907171	50	0.002	100	100	1e-06	0.5	6315
29	0.005318836479032279	0.005353458342727405	50	0.002	100	100	1e-06	0.5	6315
30	0.005319277908884214	0.005354469379962389	50	0.002	100	100	1e-06	0.5	6315
31	0.005319658756353404	0.005354680439185857	50	0.002	100	100	1e-06	0.5	6315
32	0.005319511591117837	0.005354575904076872	50	0.002	100	100	1e-06	0.5	6315
33	0.005319788876119662	0.005354841831772022	50	0.002	100	100	1e-06	0.5	6315
34	0.0053199179374277825	0.005354482608018958	50	0.002	100	100	1e-06	0.5	6315
35	0.00531928303749956	0.005356302346809575	50	0.002	100	100	1e-06	0.5	6315
36	0.005319440660025009	0.005356814761426131	50	0.002	100	100	1e-06	0.5	6315
37	0.00531914102603617	0.005359196899711487	50	0.002	100	100	1e-06	0.5	6315
38	0.00531987695668763	0.005353228055670783	50	0.002	100	100	1e-06	0.5	6315
39	0.00531954421630712	0.0053559262516098705	50	0.002	100	100	1e-06	0.5	6315
40	0.005319879677056025	0.005355339600288089	50	0.002	100	100	1e-06	0.5	6315
41	0.005319548689493418	0.005353250580573052	50	0.002	100	100	1e-06	0.5	6315
42	0.00532028540317728	0.005354100033341341	50	0.002	100	100	1e-06	0.5	6315
43	0.005319942643152611	0.005357484997778981	50	0.002	100	100	1e-06	0.5	6315
44	0.005319602141993205	0.0053567335702216804	50	0.002	100	100	1e-06	0.5	6315
45	0.005319897357891288	0.005353870544226924	50	0.002	100	100	1e-06	0.5	6315
46	0.005320300836426274	0.005353137883521504	50	0.002	100	100	1e-06	0.5	6315
47	0.005320008861133647	0.005354818572107721	50	0.002	100	100	1e-06	0.5	6315
48	0.005320242840623314	0.005353983802880025	50	0.002	100	100	1e-06	0.5	6315
49	0.005319740805674715	0.005354036272845077	50	0.002	100	100	1e-06	0.5	6315
50	0.0053204851034679	0.005354977774447832	50	0.002	100	100	1e-06	0.5	6315
51	0.005320604598942409	0.005355574097016349	50	0.002	100	100	1e-06	0.5	6315
52	0.005320492758161888	0.0053548585838783325	50	0.002	100	100	1e-06	0.5	6315
53	0.005320503654292963	0.005354569691359697	50	0.002	100	100	1e-06	0.5	6315
54	0.005320050482125584	0.0053562312340129856	50	0.002	100	100	1e-06	0.5	6315
55	0.005320347747058076	0.005356922406403713	50	0.002	100	100	1e-06	0.5	6315
56	0.005321084458091114	0.005356927409337543	50	0.002	100	100	1e-06	0.5	6315
57	0.005320401521243062	0.005355578617908847	50	0.002	100	100	1e-06	0.5	6315
58	0.00532044580501296	0.005355901232260705	50	0.002	100	100	1e-06	0.5	6315
59	0.00532099985935352	0.005355586742411307	50	0.002	100	100	1e-06	0.5	6315
60	0.005320484930644618	0.005355569206402829	50	0.002	100	100	1e-06	0.5	6315
61	0.00532008729982576	0.0053544964538372345	50	0.002	100	100	1e-06	0.5	6315
62	0.005320485297653698	0.005355361893529718	50	0.002	100	100	1e-06	0.5	6315
63	0.005320235184785833	0.005353727710232064	50	0.002	100	100	1e-06	0.5	6315
64	0.005320262147868593	0.005356068325102629	50	0.002	100	100	1e-06	0.5	6315
65	0.0053207218393459725	0.005355551221113109	50	0.002	100	100	1e-06	0.5	6315
66	0.005320936008245801	0.005354983977804981	50	0.002	100	100	1e-06	0.5	6315
67	0.005321083520791193	0.005356760159715187	50	0.002	100	100	1e-06	0.5	6315
68	0.005320578419099959	0.005357246132258644	50	0.002	100	100	1e-06	0.5	6315
69	0.005321103345258872	0.005355713652662146	50	0.002	100	100	1e-06	0.5	6315
70	0.005320312098267006	0.005355519315124906	50	0.002	100	100	1e-06	0.5	6315
71	0.005320915717389158	0.005355169067636657	50	0.002	100	100	1e-06	0.5	6315
72	0.0053203386167391346	0.005355629468589422	50	0.002	100	100	1e-06	0.5	6315
73	0.005320727926779687	0.00535518830248983	50	0.002	100	100	1e-06	0.5	6315
74	0.005320400020461278	0.005357296468137796	50	0.002	100	100	1e-06	0.5	6315
75	0.005320580838937763	0.0053580038520933395	50	0.002	100	100	1e-06	0.5	6315
76	0.005320743019423879	0.005354548268600475	50	0.002	100	100	1e-06	0.5	6315
77	0.0053209165437183405	0.005356088411718158	50	0.002	100	100	1e-06	0.5	6315
78	0.00532051437754878	0.005356512879531587	50	0.002	100	100	1e-06	0.5	6315
79	0.005320765504746372	0.0053546490316190316	50	0.002	100	100	1e-06	0.5	6315
80	0.005320339568488642	0.005355616149272601	50	0.002	100	100	1e-06	0.5	6315
81	0.0053209271647355425	0.005353355658563537	50	0.002	100	100	1e-06	0.5	6315
82	0.0053207664885136655	0.005355933035288624	50	0.002	100	100	1e-06	0.5	6315
83	0.00532096128800381	0.00535573798404941	50	0.002	100	100	1e-06	0.5	6315
84	0.005320438546331177	0.005359145098988285	50	0.002	100	100	1e-06	0.5	6315
85	0.005320928422161355	0.005356036852015622	50	0.002	100	100	1e-06	0.5	6315
86	0.0053210374464681435	0.005359855379871837	50	0.002	100	100	1e-06	0.5	6315
87	0.005320618879551074	0.0053551533076930885	50	0.002	100	100	1e-06	0.5	6315
88	0.005320779091982833	0.005354733894293632	50	0.002	100	100	1e-06	0.5	6315
89	0.005321421142376877	0.005355374307264036	50	0.002	100	100	1e-06	0.5	6315
90	0.0053211585625312545	0.005358574495430867	50	0.002	100	100	1e-06	0.5	6315
91	0.005320988533633144	0.005354688645588543	50	0.002	100	100	1e-06	0.5	6315
92	0.0053206840221294936	0.005355470210089156	50	0.002	100	100	1e-06	0.5	6315
93	0.005320875099084116	0.005354187533203231	50	0.002	100	100	1e-06	0.5	6315
94	0.005320567714191997	0.005354902863820743	50	0.002	100	100	1e-06	0.5	6315
95	0.005320331739516017	0.005355763256119274	50	0.002	100	100	1e-06	0.5	6315
