	loss	val_loss	num_components	learning_rate	batch_size	epochs	sparsity	noise	seed
0	0.13803468451431147	0.07473877484175429	100	0.001	50	100	0.001	0.0	5512
1	0.030197838953367594	0.010141353820211923	100	0.001	50	100	0.001	0.0	5512
2	0.007144742839820937	0.006035586919672974	100	0.001	50	100	0.001	0.0	5512
3	0.005585941424415984	0.005598762477443895	100	0.001	50	100	0.001	0.0	5512
4	0.005377728146582905	0.005512849277999233	100	0.001	50	100	0.001	0.0	5512
5	0.005329967717132703	0.0054881946937223175	100	0.001	50	100	0.001	0.0	5512
6	0.005314748802065653	0.005479292728793082	100	0.001	50	100	0.001	0.0	5512
7	0.00530888403345156	0.005475727831898023	100	0.001	50	100	0.001	0.0	5512
8	0.005306477135666674	0.0054737266396457825	100	0.001	50	100	0.001	0.0	5512
9	0.005305249413003652	0.005473135142170604	100	0.001	50	100	0.001	0.0	5512
10	0.005304633610126017	0.005472676231801959	100	0.001	50	100	0.001	0.0	5512
11	0.005304499466098177	0.005472442102454715	100	0.001	50	100	0.001	0.0	5512
12	0.005304446427230773	0.0054726725930919	100	0.001	50	100	0.001	0.0	5512
13	0.005304381064789953	0.005472950143599181	100	0.001	50	100	0.001	0.0	5512
14	0.005304433702915252	0.005472940088591384	100	0.001	50	100	0.001	0.0	5512
15	0.0053046703448190406	0.005472587969097959	100	0.001	50	100	0.001	0.0	5512
16	0.005304373138672453	0.005472219677819828	100	0.001	50	100	0.001	0.0	5512
17	0.005304439410293677	0.0054720298424550335	100	0.001	50	100	0.001	0.0	5512
18	0.00530460043008304	0.005472429435999699	100	0.001	50	100	0.001	0.0	5512
19	0.005304662913521884	0.005472858398965556	100	0.001	50	100	0.001	0.0	5512
20	0.00530482523133104	0.005472763946944445	100	0.001	50	100	0.001	0.0	5512
21	0.005304937965698887	0.005472708439650997	100	0.001	50	100	0.001	0.0	5512
22	0.005305042367281758	0.0054728529210104114	100	0.001	50	100	0.001	0.0	5512
23	0.005304846783147927	0.005472837023006462	100	0.001	50	100	0.001	0.0	5512
24	0.005304927496402335	0.0054735089511839885	100	0.001	50	100	0.001	0.0	5512
25	0.005304962159762849	0.0054739831698749535	100	0.001	50	100	0.001	0.0	5512
26	0.005305143157273859	0.0054732837676814755	100	0.001	50	100	0.001	0.0	5512
27	0.005305161176712811	0.005472983610371698	100	0.001	50	100	0.001	0.0	5512
28	0.0053053990973529535	0.005472752080771641	100	0.001	50	100	0.001	0.0	5512
29	0.005305522188591261	0.005473335720505098	100	0.001	50	100	0.001	0.0	5512
