	loss	val_loss	num_components	learning_rate	batch_size	epochs	sparsity	noise	seed
0	0.12909226019888906	0.0932694790351331	50	0.001	100	100	0.0	0.0	699
1	0.06159894812807652	0.05154645411138559	50	0.001	100	100	0.0	0.0	699
2	0.05114003932010996	0.050801358349508975	50	0.001	100	100	0.0	0.0	699
3	0.050599414472691596	0.05033575932509336	50	0.001	100	100	0.0	0.0	699
4	0.05024969856427216	0.050098690948444394	50	0.001	100	100	0.0	0.0	699
5	0.050060396331876686	0.04994875377970724	50	0.001	100	100	0.0	0.0	699
6	0.04992304140193971	0.049823390797304745	50	0.001	100	100	0.0	0.0	699
7	0.04981199524301226	0.04969870626701781	50	0.001	100	100	0.0	0.0	699
8	0.049650519010573976	0.049584333770838214	50	0.001	100	100	0.0	0.0	699
9	0.04957559512299623	0.04951601582181513	50	0.001	100	100	0.0	0.0	699
10	0.04950624142012195	0.04944865641432192	50	0.001	100	100	0.0	0.0	699
11	0.04944798576704079	0.04939894430601417	50	0.001	100	100	0.0	0.0	699
12	0.04935537622489958	0.04928290641787064	50	0.001	100	100	0.0	0.0	699
13	0.049286101898277215	0.04925149254238785	50	0.001	100	100	0.0	0.0	699
14	0.04925759740815004	0.04922073886697017	50	0.001	100	100	0.0	0.0	699
15	0.04919183101679268	0.04913178275353346	50	0.001	100	100	0.0	0.0	699
16	0.049143907384626144	0.04911929271628509	50	0.001	100	100	0.0	0.0	699
17	0.04903445771155925	0.04895481117182041	50	0.001	100	100	0.0	0.0	699
18	0.048950172177777786	0.048865298324044626	50	0.001	100	100	0.0	0.0	699
19	0.048834085807941074	0.04878046430984334	50	0.001	100	100	0.0	0.0	699
20	0.04877240254473761	0.04869677257447986	50	0.001	100	100	0.0	0.0	699
21	0.048656024772705864	0.048610265904934565	50	0.001	100	100	0.0	0.0	699
22	0.04851850029278618	0.04838446011046069	50	0.001	100	100	0.0	0.0	699
23	0.048288805139778	0.04815548195985694	50	0.001	100	100	0.0	0.0	699
24	0.04807833499914568	0.04799867206108031	50	0.001	100	100	0.0	0.0	699
25	0.047969304485480854	0.047921237465574515	50	0.001	100	100	0.0	0.0	699
26	0.047909087877259456	0.04784700310035567	50	0.001	100	100	0.0	0.0	699
27	0.04765428596957212	0.047540455382672986	50	0.001	100	100	0.0	0.0	699
28	0.047188818736665285	0.046968031131741986	50	0.001	100	100	0.0	0.0	699
29	0.04682550052013936	0.04656473429283904	50	0.001	100	100	0.0	0.0	699
30	0.0463730100226703	0.046181509392944416	50	0.001	100	100	0.0	0.0	699
31	0.04607820579473801	0.0459959817928585	50	0.001	100	100	0.0	0.0	699
32	0.04567313863904046	0.04534726430797697	50	0.001	100	100	0.0	0.0	699
33	0.04490172469437302	0.04461926888281376	50	0.001	100	100	0.0	0.0	699
34	0.04439944504796694	0.04424070559404603	50	0.001	100	100	0.0	0.0	699
35	0.044041351826146505	0.04380347546021543	50	0.001	100	100	0.0	0.0	699
36	0.04351910045352787	0.04324682004487694	50	0.001	100	100	0.0	0.0	699
37	0.04295318449259749	0.04270817631453126	50	0.001	100	100	0.0	0.0	699
38	0.042473188141438425	0.04218064063233347	50	0.001	100	100	0.0	0.0	699
39	0.04173583884504454	0.04135502195313348	50	0.001	100	100	0.0	0.0	699
40	0.04102076180233515	0.040622031194480816	50	0.001	100	100	0.0	0.0	699
41	0.0400327732120192	0.03954774182495759	50	0.001	100	100	0.0	0.0	699
42	0.038900984058852894	0.038147107908623905	50	0.001	100	100	0.0	0.0	699
43	0.03741325710049058	0.036900171607583014	50	0.001	100	100	0.0	0.0	699
44	0.035054579937277744	0.03178822805159655	50	0.001	100	100	0.0	0.0	699
45	0.008226529495450255	0.005272513723478246	50	0.001	100	100	0.0	0.0	699
46	0.005253456876938472	0.00514021166951288	50	0.001	100	100	0.0	0.0	699
47	0.00504675824126537	0.004941770189146899	50	0.001	100	100	0.0	0.0	699
48	0.004861571288027575	0.004780582180387111	50	0.001	100	100	0.0	0.0	699
49	0.004697112405175978	0.004598404496121946	50	0.001	100	100	0.0	0.0	699
50	0.004509806981968692	0.00446029558740369	50	0.001	100	100	0.0	0.0	699
51	0.004413890917648766	0.004418193940634853	50	0.001	100	100	0.0	0.0	699
52	0.004360333942419527	0.004350776749021893	50	0.001	100	100	0.0	0.0	699
53	0.004264817772201761	0.004211553103341978	50	0.001	100	100	0.0	0.0	699
54	0.0040835431233885895	0.003978460624664273	50	0.001	100	100	0.0	0.0	699
55	0.003934191003689636	0.003872665054815349	50	0.001	100	100	0.0	0.0	699
56	0.0038729019892703564	0.0038232149195918186	50	0.001	100	100	0.0	0.0	699
57	0.0038408108525930795	0.0037928193119640026	50	0.001	100	100	0.0	0.0	699
58	0.0038215932241633813	0.0037756356979303774	50	0.001	100	100	0.0	0.0	699
59	0.003806512242787893	0.003763487410436773	50	0.001	100	100	0.0	0.0	699
60	0.0037973298023725437	0.0037542545756128567	50	0.001	100	100	0.0	0.0	699
61	0.0037864895046001794	0.00374168421413244	50	0.001	100	100	0.0	0.0	699
62	0.0037666172155502694	0.003719958316431797	50	0.001	100	100	0.0	0.0	699
63	0.003730456670106891	0.003672984893195069	50	0.001	100	100	0.0	0.0	699
64	0.0036801581217404543	0.003615562499842452	50	0.001	100	100	0.0	0.0	699
65	0.0036200912712597813	0.003568935295772837	50	0.001	100	100	0.0	0.0	699
66	0.0035919830495322594	0.0035403554536046545	50	0.001	100	100	0.0	0.0	699
67	0.0035785946293643263	0.0035280518154215874	50	0.001	100	100	0.0	0.0	699
68	0.0035727749912242684	0.0035250492735611435	50	0.001	100	100	0.0	0.0	699
69	0.003569523222371894	0.00351852439250329	50	0.001	100	100	0.0	0.0	699
70	0.0035648227393613027	0.003516768719579781	50	0.001	100	100	0.0	0.0	699
71	0.003561781189578135	0.0035086198295724	50	0.001	100	100	0.0	0.0	699
72	0.003560103661475202	0.003507632787933751	50	0.001	100	100	0.0	0.0	699
