	loss	val_loss	num_components	learning_rate	batch_size	epochs	sparsity	noise	seed
0	0.03713627836048527	0.023961235874156196	75	0.0025	100	100	1e-06	0.5	1519
1	0.023545820578856777	0.02185604211662399	75	0.0025	100	100	1e-06	0.5	1519
2	0.021106816826469966	0.018414234817312962	75	0.0025	100	100	1e-06	0.5	1519
3	0.02018535161535551	0.020496900722270485	75	0.0025	100	100	1e-06	0.5	1519
4	0.01931700675165433	0.017587158661585008	75	0.0025	100	100	1e-06	0.5	1519
5	0.018787939714490068	0.017649595805552448	75	0.0025	100	100	1e-06	0.5	1519
6	0.01820852000026483	0.017393322383724936	75	0.0025	100	100	1e-06	0.5	1519
7	0.018255839136590502	0.01740863110093724	75	0.0025	100	100	1e-06	0.5	1519
8	0.017519618457458887	0.019446446772230286	75	0.0025	100	100	1e-06	0.5	1519
9	0.017768780996891	0.01676069935837166	75	0.0025	100	100	1e-06	0.5	1519
10	0.017543298413552177	0.01849826099440085	75	0.0025	100	100	1e-06	0.5	1519
11	0.017577544441922565	0.019166728613424482	75	0.0025	100	100	1e-06	0.5	1519
12	0.016990203581157545	0.01675016838473127	75	0.0025	100	100	1e-06	0.5	1519
13	0.017280196835534563	0.017352234962152362	75	0.0025	100	100	1e-06	0.5	1519
14	0.017115056209608914	0.01635325891117122	75	0.0025	100	100	1e-06	0.5	1519
15	0.0172114257351384	0.015722572427762968	75	0.0025	100	100	1e-06	0.5	1519
16	0.01645365076547796	0.016946172160069755	75	0.0025	100	100	1e-06	0.5	1519
17	0.017119810360440392	0.015958222694139407	75	0.0025	100	100	1e-06	0.5	1519
18	0.01659959412604241	0.01707159731195203	75	0.0025	100	100	1e-06	0.5	1519
19	0.017277612477128588	0.01577080007514295	75	0.0025	100	100	1e-06	0.5	1519
20	0.016285535456860255	0.015930189768895934	75	0.0025	100	100	1e-06	0.5	1519
21	0.01660423312333436	0.015904420272698252	75	0.0025	100	100	1e-06	0.5	1519
22	0.016617806798424367	0.017220509414833544	75	0.0025	100	100	1e-06	0.5	1519
23	0.01652503531087025	0.016285303136045346	75	0.0025	100	100	1e-06	0.5	1519
24	0.016614066946724803	0.01601808567497573	75	0.0025	100	100	1e-06	0.5	1519
25	0.01678887751166355	0.017563067720294798	75	0.0025	100	100	1e-06	0.5	1519
26	0.01674655332663092	0.018931943417507195	75	0.0025	100	100	1e-06	0.5	1519
27	0.01701110063606914	0.015145902509443162	75	0.0025	100	100	1e-06	0.5	1519
28	0.016194612003287423	0.015176894907157576	75	0.0025	100	100	1e-06	0.5	1519
29	0.016621595083053296	0.01570702310345255	75	0.0025	100	100	1e-06	0.5	1519
30	0.016467724373200224	0.015105380033842692	75	0.0025	100	100	1e-06	0.5	1519
31	0.0168624637302371	0.01651465134022056	75	0.0025	100	100	1e-06	0.5	1519
32	0.016495858260531217	0.015142208235925972	75	0.0025	100	100	1e-06	0.5	1519
33	0.016470182509446776	0.016493928928576394	75	0.0025	100	100	1e-06	0.5	1519
34	0.016675659798285152	0.017160837632919132	75	0.0025	100	100	1e-06	0.5	1519
35	0.01637198684605892	0.01591279290360087	75	0.0025	100	100	1e-06	0.5	1519
36	0.016619763237739914	0.015270291781320057	75	0.0025	100	100	1e-06	0.5	1519
37	0.016080702942636065	0.016309122280725216	75	0.0025	100	100	1e-06	0.5	1519
38	0.016249945990085873	0.016266619400201406	75	0.0025	100	100	1e-06	0.5	1519
39	0.01658175828915438	0.014302209867289143	75	0.0025	100	100	1e-06	0.5	1519
40	0.016530339610954344	0.01575008222751362	75	0.0025	100	100	1e-06	0.5	1519
41	0.01728834654612675	0.017179104358841082	75	0.0025	100	100	1e-06	0.5	1519
42	0.01628520571108574	0.014767050541880367	75	0.0025	100	100	1e-06	0.5	1519
