dataset_id	num_comp	data_type	shuffled	seed	algorithm	reconstruction_cost
TCGA	10	training	False	486191	PCA	1881.03656896188
TCGA	10	training	False	451283	PCA	1881.03680768595
TCGA	10	training	False	165158	PCA	1881.03665928678
TCGA	10	training	False	908341	PCA	1881.03695404374
TCGA	10	training	False	978124	PCA	1881.03624870042
TCGA	10	testing	False	486191	PCA	2874.72225231084
TCGA	10	testing	False	451283	PCA	2874.72881308249
TCGA	10	testing	False	165158	PCA	2874.72905216551
TCGA	10	testing	False	908341	PCA	2874.72895652093
TCGA	10	testing	False	978124	PCA	2874.72637613786
TCGA	10	training	False	486191	ICA	1881.03670076436
TCGA	10	training	False	451283	ICA	1881.03670076436
TCGA	10	training	False	165158	ICA	1881.03670076436
TCGA	10	training	False	908341	ICA	1881.03670076436
TCGA	10	training	False	978124	ICA	1881.03670076436
TCGA	10	testing	False	486191	ICA	2874.7284888842
TCGA	10	testing	False	451283	ICA	2874.7284888842
TCGA	10	testing	False	165158	ICA	2874.7284888842
TCGA	10	testing	False	908341	ICA	2874.7284888842
TCGA	10	testing	False	978124	ICA	2874.7284888842
TCGA	10	training	False	486191	NMF	1864.50226418597
TCGA	10	training	False	451283	NMF	1864.50226547012
TCGA	10	training	False	165158	NMF	1864.50226224025
TCGA	10	training	False	908341	NMF	1864.5022681084
TCGA	10	training	False	978124	NMF	1864.50226694933
TCGA	10	testing	False	486191	NMF	2594.22772006058
TCGA	10	testing	False	451283	NMF	2594.2277145936
TCGA	10	testing	False	165158	NMF	2594.22771697283
TCGA	10	testing	False	908341	NMF	2594.22771185287
TCGA	10	testing	False	978124	NMF	2594.22771036508
TCGA	10	training	False	486191	VAE	1848.69517148138
TCGA	10	training	False	451283	VAE	1848.43386778578
TCGA	10	training	False	165158	VAE	1848.23510485911
TCGA	10	training	False	908341	VAE	1848.18805729313
TCGA	10	training	False	978124	VAE	1848.3909532819
TCGA	10	testing	False	486191	VAE	2634.24749072669
TCGA	10	testing	False	451283	VAE	2633.70351344758
TCGA	10	testing	False	165158	VAE	2637.53223450688
TCGA	10	testing	False	908341	VAE	2635.68870857669
TCGA	10	testing	False	978124	VAE	2635.96752709318
TCGA	10	training	False	486191	DAE	1868.1984801435
TCGA	10	training	False	451283	DAE	1875.45015841011
TCGA	10	training	False	165158	DAE	1912.59736416025
TCGA	10	training	False	908341	DAE	1868.27599483054
TCGA	10	training	False	978124	DAE	1884.17381281057
TCGA	10	testing	False	486191	DAE	2677.12212233894
TCGA	10	testing	False	451283	DAE	2686.59992404644
TCGA	10	testing	False	165158	DAE	2753.84336351472
TCGA	10	testing	False	908341	DAE	2673.44516797352
TCGA	10	testing	False	978124	DAE	2702.145941105
TCGA	100	training	False	486191	PCA	1834.30518727354
TCGA	100	training	False	451283	PCA	1834.21857055201
TCGA	100	training	False	165158	PCA	1834.19934189995
TCGA	100	training	False	908341	PCA	1834.20819157868
TCGA	100	training	False	978124	PCA	1834.26941420217
TCGA	100	testing	False	486191	PCA	2636.4055608933
TCGA	100	testing	False	451283	PCA	2635.27671648969
TCGA	100	testing	False	165158	PCA	2634.78461147481
TCGA	100	testing	False	908341	PCA	2637.30951673095
TCGA	100	testing	False	978124	PCA	2636.93719874985
TCGA	100	training	False	486191	ICA	1834.18296307131
TCGA	100	training	False	451283	ICA	1834.18296307131
TCGA	100	training	False	165158	ICA	1834.18296307131
TCGA	100	training	False	908341	ICA	1834.18296307131
TCGA	100	training	False	978124	ICA	1834.18296307131
TCGA	100	testing	False	486191	ICA	2636.13768545144
TCGA	100	testing	False	451283	ICA	2636.13768545144
TCGA	100	testing	False	165158	ICA	2636.13768545144
TCGA	100	testing	False	908341	ICA	2636.13768545144
TCGA	100	testing	False	978124	ICA	2636.13768545144
TCGA	100	training	False	486191	NMF	1812.71973801157
TCGA	100	training	False	451283	NMF	1812.84534105604
TCGA	100	training	False	165158	NMF	1812.82056027429
TCGA	100	training	False	908341	NMF	1812.72284193372
TCGA	100	training	False	978124	NMF	1812.80491169314
TCGA	100	testing	False	486191	NMF	2500.13878566449
TCGA	100	testing	False	451283	NMF	2500.07921527945
