dataset_id	num_comp	data_type	shuffled	seed	algorithm	reconstruction_cost
GTEX	12	testing	False	486191	PCA	2706.38393377439
GTEX	12	testing	False	451283	PCA	2706.37649986442
GTEX	12	testing	False	165158	PCA	2706.37965320792
GTEX	12	testing	False	908341	PCA	2706.38315423997
GTEX	12	testing	False	978124	PCA	2706.3788857057302
GTEX	12	training	False	486191	ICA	2351.22737931628
GTEX	12	training	False	451283	ICA	2351.22737931628
GTEX	12	training	False	165158	ICA	2351.22737931628
GTEX	12	training	False	908341	ICA	2351.22737931628
GTEX	12	training	False	978124	ICA	2351.22737931628
GTEX	12	testing	False	486191	ICA	2706.37873517363
GTEX	12	testing	False	451283	ICA	2706.37873517363
GTEX	12	testing	False	165158	ICA	2706.37873517363
GTEX	12	testing	False	908341	ICA	2706.37873517363
GTEX	12	testing	False	978124	ICA	2706.37873517363
GTEX	12	training	False	486191	NMF	2325.20887486671
GTEX	12	training	False	451283	NMF	2325.21021237466
GTEX	12	training	False	165158	NMF	2325.20920095333
GTEX	12	training	False	908341	NMF	2325.20952583489
GTEX	12	training	False	978124	NMF	2325.20973526114
GTEX	12	testing	False	486191	NMF	2656.17305176044
GTEX	12	testing	False	451283	NMF	2656.17524778179
GTEX	12	testing	False	165158	NMF	2656.17377647217
GTEX	12	testing	False	908341	NMF	2656.17418329456
GTEX	12	testing	False	978124	NMF	2656.17452433883
GTEX	12	training	False	486191	VAE	2300.51718060651
GTEX	12	training	False	451283	VAE	2301.73947305685
GTEX	12	training	False	165158	VAE	2300.72968408158
GTEX	12	training	False	908341	VAE	2299.98292163965
GTEX	12	training	False	978124	VAE	2301.35612750216
GTEX	12	testing	False	486191	VAE	2632.02579368928
GTEX	12	testing	False	451283	VAE	2632.39112871862
GTEX	12	testing	False	165158	VAE	2633.15968830229
GTEX	12	testing	False	908341	VAE	2629.35698755295
GTEX	12	testing	False	978124	VAE	2633.18585458211
GTEX	12	training	False	486191	DAE	2328.8336326931
GTEX	12	training	False	451283	DAE	2380.56035946389
GTEX	12	training	False	165158	DAE	2355.80760287395
GTEX	12	training	False	908341	DAE	2383.01273938806
GTEX	12	training	False	978124	DAE	2347.01022441846
GTEX	12	testing	False	486191	DAE	2654.70622342538
GTEX	12	testing	False	451283	DAE	2728.29120874013
GTEX	12	testing	False	165158	DAE	2694.47843295415
GTEX	12	testing	False	908341	DAE	2730.25665939412
GTEX	12	testing	False	978124	DAE	2680.16951653761
GTEX	125	training	False	486191	PCA	2265.28865088082
GTEX	125	training	False	451283	PCA	2265.21576772055
GTEX	125	training	False	165158	PCA	2265.22721488406
GTEX	125	training	False	908341	PCA	2265.28331817298
GTEX	125	training	False	978124	PCA	2265.292338269
GTEX	125	testing	False	486191	PCA	2582.45668949117
GTEX	125	testing	False	451283	PCA	2582.2091851082
GTEX	125	testing	False	165158	PCA	2581.98131555506
GTEX	125	testing	False	908341	PCA	2582.82155062534
GTEX	125	testing	False	978124	PCA	2582.70592472902
GTEX	125	training	False	486191	ICA	2265.15498089996
GTEX	125	training	False	451283	ICA	2265.15498089996
GTEX	125	training	False	165158	ICA	2265.15498089996
GTEX	125	training	False	908341	ICA	2265.15498089996
GTEX	125	training	False	978124	ICA	2265.15498089996
GTEX	125	testing	False	486191	ICA	2582.28773698154
GTEX	125	testing	False	451283	ICA	2582.28773698154
GTEX	125	testing	False	165158	ICA	2582.28773698154
GTEX	125	testing	False	908341	ICA	2582.28773698154
GTEX	125	testing	False	978124	ICA	2582.28773698154
GTEX	125	training	False	486191	NMF	2249.84470363992
GTEX	125	training	False	451283	NMF	2249.69047761463
GTEX	125	training	False	165158	NMF	2249.61370907757
GTEX	125	training	False	908341	NMF	2249.80010873302
GTEX	125	training	False	978124	NMF	2249.77964762871
GTEX	125	testing	False	486191	NMF	2548.78292931176
GTEX	125	testing	False	451283	NMF	2548.71214053649
GTEX	125	testing	False	165158	NMF	2548.49478231563
GTEX	125	testing	False	908341	NMF	2548.83128809062
GTEX	125	testing	False	978124	NMF	2548.88836978021
GTEX	125	training	False	486191	VAE	2252.51947822718
GTEX	125	training	False	451283	VAE	2253.22883869613
GTEX	125	training	False	165158	VAE	2254.06178104809
GTEX	125	training	False	908341	VAE	2252.72004088062
GTEX	125	training	False	978124	VAE	2252.51700898707
GTEX	125	testing	False	486191	VAE	2564.61117137519
GTEX	125	testing	False	451283	VAE	2563.49402055552
GTEX	125	testing	False	165158	VAE	2570.16058478688
GTEX	125	testing	False	908341	VAE	2560.74871403165
GTEX	125	testing	False	978124	VAE	2560.1003455382
GTEX	125	training	False	486191	DAE	2249.80820053792
GTEX	125	training	False	451283	DAE	2250.78061852945
GTEX	125	training	False	165158	DAE	2250.21570136375
GTEX	125	training	False	908341	DAE	2249.62700776179
GTEX	125	training	False	978124	DAE	2248.97088966114
GTEX	125	testing	False	486191	DAE	2557.58468580052
GTEX	125	testing	False	451283	DAE	2557.45346666425
GTEX	125	testing	False	165158	DAE	2555.25988664235
GTEX	125	testing	False	908341	DAE	2555.81857322913
GTEX	125	testing	False	978124	DAE	2555.22844441078
GTEX	14	training	False	486191	PCA	2343.43933982838
GTEX	14	training	False	451283	PCA	2343.43822127626
GTEX	14	training	False	165158	PCA	2343.43915377135
GTEX	14	training	False	908341	PCA	2343.44240149314
GTEX	14	training	False	978124	PCA	2343.44041565465
GTEX	14	testing	False	486191	PCA	2696.34227519998
GTEX	14	testing	False	451283	PCA	2696.34052762446
GTEX	14	testing	False	165158	PCA	2696.34353508901
GTEX	14	testing	False	908341	PCA	2696.3458865561
GTEX	14	testing	False	978124	PCA	2696.34333931704
GTEX	14	training	False	486191	ICA	2343.43961326263
GTEX	14	training	False	451283	ICA	2343.43961326263
GTEX	14	training	False	165158	ICA	2343.43961326263
GTEX	14	training	False	908341	ICA	2343.43961326263
GTEX	14	training	False	978124	ICA	2343.43961326263
GTEX	14	testing	False	486191	ICA	2696.34376035963
GTEX	14	testing	False	451283	ICA	2696.34376035963
GTEX	14	testing	False	165158	ICA	2696.34376035963
GTEX	14	testing	False	908341	ICA	2696.34376035963
GTEX	14	testing	False	978124	ICA	2696.34376035963
GTEX	14	training	False	486191	NMF	2315.36484286607
GTEX	14	training	False	451283	NMF	2315.36522631835
GTEX	14	training	False	165158	NMF	2315.36597086712
GTEX	14	training	False	908341	NMF	2315.36530999905
GTEX	14	training	False	978124	NMF	2315.3652933821
GTEX	14	testing	False	486191	NMF	2642.27350896011
GTEX	14	testing	False	451283	NMF	2642.27518583621
GTEX	14	testing	False	165158	NMF	2642.2761433659
GTEX	14	testing	False	908341	NMF	2642.27474422855
GTEX	14	testing	False	978124	NMF	2642.2755476781
GTEX	14	training	False	486191	VAE	2295.24567336538
GTEX	14	training	False	451283	VAE	2293.99579700424
GTEX	14	training	False	165158	VAE	2293.80901054323
GTEX	14	training	False	908341	VAE	2292.62050732426
GTEX	14	training	False	978124	VAE	2294.58110371257
GTEX	14	testing	False	486191	VAE	2621.85556305773
GTEX	14	testing	False	451283	VAE	2624.18097584373
GTEX	14	testing	False	165158	VAE	2618.7325330956
GTEX	14	testing	False	908341	VAE	2619.61479942003
GTEX	14	testing	False	978124	VAE	2623.07823114906
GTEX	14	training	False	486191	DAE	2366.52544099623
GTEX	14	training	False	451283	DAE	2381.36319901824
GTEX	14	training	False	165158	DAE	2344.94510119128
GTEX	14	training	False	908341	DAE	2369.83604922619
GTEX	14	training	False	978124	DAE	2353.61832895817
GTEX	14	testing	False	486191	DAE	2710.48515900568
GTEX	14	testing	False	451283	DAE	2730.54770755889
GTEX	14	testing	False	165158	DAE	2680.33740021808
GTEX	14	testing	False	908341	DAE	2714.01752419075
GTEX	14	testing	False	978124	DAE	2690.12987387194
GTEX	150	training	False	486191	PCA	2262.62314716519
GTEX	150	training	False	451283	PCA	2262.61388137262
GTEX	150	training	False	165158	PCA	2262.56426155042
GTEX	150	training	False	908341	PCA	2262.60960162818
GTEX	150	training	False	978124	PCA	2262.59187996192
GTEX	150	testing	False	486191	PCA	2579.03560244697
GTEX	150	testing	False	451283	PCA	2579.32269771117
GTEX	150	testing	False	165158	PCA	2579.14580859494
GTEX	150	testing	False	908341	PCA	2578.92220862694
GTEX	150	testing	False	978124	PCA	2578.60944808606
GTEX	150	training	False	486191	ICA	2262.45497950335
GTEX	150	training	False	451283	ICA	2262.45497950335
GTEX	150	training	False	165158	ICA	2262.45497950335
GTEX	150	training	False	908341	ICA	2262.45497950335
GTEX	150	training	False	978124	ICA	2262.45497950335
GTEX	150	testing	False	486191	ICA	2578.64219585244
GTEX	150	testing	False	451283	ICA	2578.64219585244
GTEX	150	testing	False	165158	ICA	2578.64219585244
GTEX	150	testing	False	908341	ICA	2578.64219585244
GTEX	150	testing	False	978124	ICA	2578.64219585244
GTEX	150	training	False	486191	NMF	2248.09098511682
GTEX	150	training	False	451283	NMF	2247.97922489209
GTEX	150	training	False	165158	NMF	2247.90424461818
GTEX	150	training	False	908341	NMF	2248.00837284647
GTEX	150	training	False	978124	NMF	2248.19316440738
GTEX	150	testing	False	486191	NMF	2546.31482477747
GTEX	150	testing	False	451283	NMF	2546.15339414036
GTEX	150	testing	False	165158	NMF	2545.90064399179
GTEX	150	testing	False	908341	NMF	2546.16858271726
GTEX	150	testing	False	978124	NMF	2546.42159447684
GTEX	150	training	False	486191	VAE	2251.98627202301
GTEX	150	training	False	451283	VAE	2251.38184180166
GTEX	150	training	False	165158	VAE	2251.9595116741302
GTEX	150	training	False	908341	VAE	2251.81296245762
GTEX	150	training	False	978124	VAE	2254.540724283
GTEX	150	testing	False	486191	VAE	2560.46204642315
GTEX	150	testing	False	451283	VAE	2559.56571991871
GTEX	150	testing	False	165158	VAE	2563.73409624566
GTEX	150	testing	False	908341	VAE	2556.48160226104
GTEX	150	testing	False	978124	VAE	2571.86343679675
GTEX	150	training	False	486191	DAE	2246.77424751583
GTEX	150	training	False	451283	DAE	2247.63107353301
GTEX	150	training	False	165158	DAE	2247.40383923352
GTEX	150	training	False	908341	DAE	2248.05012507288
GTEX	150	training	False	978124	DAE	2248.24219192868
GTEX	150	testing	False	486191	DAE	2553.08803078784
GTEX	150	testing	False	451283	DAE	2552.84286647061
GTEX	150	testing	False	165158	DAE	2551.62152161577
GTEX	150	testing	False	908341	DAE	2552.77188542298
GTEX	150	testing	False	978124	DAE	2553.20304584932
GTEX	16	training	False	486191	PCA	2335.58538081159
GTEX	16	training	False	451283	PCA	2335.58567481226
GTEX	16	training	False	165158	PCA	2335.5868281759
GTEX	16	training	False	908341	PCA	2335.58502913567
GTEX	16	training	False	978124	PCA	2335.58798979777
GTEX	16	testing	False	486191	PCA	2686.77790775658
GTEX	16	testing	False	451283	PCA	2686.78563419181
GTEX	16	testing	False	165158	PCA	2686.7839674856
GTEX	16	testing	False	908341	PCA	2686.77830661567
GTEX	16	testing	False	978124	PCA	2686.78584047722
GTEX	16	training	False	486191	ICA	2335.58688674914
GTEX	16	training	False	451283	ICA	2335.58688674914
GTEX	16	training	False	165158	ICA	2335.58688674914
GTEX	16	training	False	908341	ICA	2335.58688674914
GTEX	16	training	False	978124	ICA	2335.58688674914
GTEX	16	testing	False	486191	ICA	2686.78328042715
GTEX	16	testing	False	451283	ICA	2686.78328042715
GTEX	16	testing	False	165158	ICA	2686.78328042715
GTEX	16	testing	False	908341	ICA	2686.78328042715
GTEX	16	testing	False	978124	ICA	2686.78328042715
GTEX	16	training	False	486191	NMF	2307.58655189341
GTEX	16	training	False	451283	NMF	2307.5865705211
GTEX	16	training	False	165158	NMF	2307.58651465932
GTEX	16	training	False	908341	NMF	2307.58663644964
GTEX	16	training	False	978124	NMF	2307.58651350958
GTEX	16	testing	False	486191	NMF	2631.42498129721
GTEX	16	testing	False	451283	NMF	2631.42500218118
GTEX	16	testing	False	165158	NMF	2631.42514819208
GTEX	16	testing	False	908341	NMF	2631.42514590125
GTEX	16	testing	False	978124	NMF	2631.42499314521
GTEX	16	training	False	486191	VAE	2287.77931021118
GTEX	16	training	False	451283	VAE	2289.16562254827
GTEX	16	training	False	165158	VAE	2287.72244061188
GTEX	16	training	False	908341	VAE	2286.45181152641
GTEX	16	training	False	978124	VAE	2289.88129917237
GTEX	16	testing	False	486191	VAE	2613.00702483557
GTEX	16	testing	False	451283	VAE	2611.91966370245
GTEX	16	testing	False	165158	VAE	2611.64456865449
GTEX	16	testing	False	908341	VAE	2610.02870918508
GTEX	16	testing	False	978124	VAE	2613.06091316946
GTEX	16	training	False	486191	DAE	2314.46586029057
GTEX	16	training	False	451283	DAE	2321.12502936569
GTEX	16	training	False	165158	DAE	2300.26040915815
GTEX	16	training	False	908341	DAE	2329.61821769777
GTEX	16	training	False	978124	DAE	2314.23161323864
GTEX	16	testing	False	486191	DAE	2651.81868304266
GTEX	16	testing	False	451283	DAE	2664.97977533383
GTEX	16	testing	False	165158	DAE	2630.02666658614
GTEX	16	testing	False	908341	DAE	2674.8745683034
GTEX	16	testing	False	978124	DAE	2651.14635970084
GTEX	18	training	False	486191	PCA	2327.99984761106
GTEX	18	training	False	451283	PCA	2327.99423722046
GTEX	18	training	False	165158	PCA	2327.99384916569
GTEX	18	training	False	908341	PCA	2327.99449492289
GTEX	18	training	False	978124	PCA	2327.99234459085
GTEX	18	testing	False	486191	PCA	2676.83346241615
GTEX	18	testing	False	451283	PCA	2676.82759940097
GTEX	18	testing	False	165158	PCA	2676.82911676001
GTEX	18	testing	False	908341	PCA	2676.82765852444
GTEX	18	testing	False	978124	PCA	2676.83039913614
GTEX	18	training	False	486191	ICA	2327.99462509467
GTEX	18	training	False	451283	ICA	2327.99462509467
GTEX	18	training	False	165158	ICA	2327.99462509467
GTEX	18	training	False	908341	ICA	2327.99462509467
GTEX	18	training	False	978124	ICA	2327.99462509467
GTEX	18	testing	False	486191	ICA	2676.82909045288
GTEX	18	testing	False	451283	ICA	2676.82909045288
GTEX	18	testing	False	165158	ICA	2676.82909045288
GTEX	18	testing	False	908341	ICA	2676.82909045288
GTEX	18	testing	False	978124	ICA	2676.82909045288
GTEX	18	training	False	486191	NMF	2301.21038505473
GTEX	18	training	False	451283	NMF	2301.20966298502
GTEX	18	training	False	165158	NMF	2301.2301096754
GTEX	18	training	False	908341	NMF	2301.22985082247
GTEX	18	training	False	978124	NMF	2301.22773658359
GTEX	18	testing	False	486191	NMF	2622.17094969009
GTEX	18	testing	False	451283	NMF	2622.16808392683
GTEX	18	testing	False	165158	NMF	2622.20032081294
GTEX	18	testing	False	908341	NMF	2622.20002291555
GTEX	18	testing	False	978124	NMF	2622.19597762204
GTEX	18	training	False	486191	VAE	2282.42465162052
GTEX	18	training	False	451283	VAE	2282.5762975293
GTEX	18	training	False	165158	VAE	2285.22773482511
GTEX	18	training	False	908341	VAE	2282.90065843557
GTEX	18	training	False	978124	VAE	2282.62428344754
GTEX	18	testing	False	486191	VAE	2606.72869749062
GTEX	18	testing	False	451283	VAE	2604.67361943369
GTEX	18	testing	False	165158	VAE	2605.90702899116
GTEX	18	testing	False	908341	VAE	2606.0376300914
GTEX	18	testing	False	978124	VAE	2606.07517176235
GTEX	18	training	False	486191	DAE	2314.05185429228
GTEX	18	training	False	451283	DAE	2350.05443445438
GTEX	18	training	False	165158	DAE	2320.73465861416
GTEX	18	training	False	908341	DAE	2339.86725556791
GTEX	18	training	False	978124	DAE	2338.32538535501
GTEX	18	testing	False	486191	DAE	2653.99648343836
GTEX	18	testing	False	451283	DAE	2703.30127685988
GTEX	18	testing	False	165158	DAE	2661.10521341463
GTEX	18	testing	False	908341	DAE	2686.85982529067
GTEX	18	testing	False	978124	DAE	2685.30809957536
GTEX	2	training	False	486191	PCA	2449.94650253012
GTEX	2	training	False	451283	PCA	2449.94650221855
GTEX	2	training	False	165158	PCA	2449.94649820714
GTEX	2	training	False	908341	PCA	2449.94650312772
GTEX	2	training	False	978124	PCA	2449.94650486904
GTEX	2	testing	False	486191	PCA	2838.24834464909
GTEX	2	testing	False	451283	PCA	2838.24834555903
GTEX	2	testing	False	165158	PCA	2838.24834407623
GTEX	2	testing	False	908341	PCA	2838.24834436049
GTEX	2	testing	False	978124	PCA	2838.24834689115
GTEX	2	training	False	486191	ICA	2449.94650281693
GTEX	2	training	False	451283	ICA	2449.94650281693
GTEX	2	training	False	165158	ICA	2449.94650281693
GTEX	2	training	False	908341	ICA	2449.94650281693
GTEX	2	training	False	978124	ICA	2449.94650281693
GTEX	2	testing	False	486191	ICA	2838.24834505427
GTEX	2	testing	False	451283	ICA	2838.24834505427
GTEX	2	testing	False	165158	ICA	2838.24834505427
GTEX	2	testing	False	908341	ICA	2838.24834505427
GTEX	2	testing	False	978124	ICA	2838.24834505427
GTEX	2	training	False	486191	NMF	2447.80719417995
GTEX	2	training	False	451283	NMF	2447.80719421373
GTEX	2	training	False	165158	NMF	2447.80719320769
GTEX	2	training	False	908341	NMF	2447.80719501762
GTEX	2	training	False	978124	NMF	2447.80719293
GTEX	2	testing	False	486191	NMF	2825.7980131188
GTEX	2	testing	False	451283	NMF	2825.798013168
GTEX	2	testing	False	165158	NMF	2825.79801236104
GTEX	2	testing	False	908341	NMF	2825.79801381387
GTEX	2	testing	False	978124	NMF	2825.79801215266
GTEX	2	training	False	486191	VAE	2423.61211369571
GTEX	2	training	False	451283	VAE	2424.1177219166
GTEX	2	training	False	165158	VAE	2424.5162136751
GTEX	2	training	False	908341	VAE	2424.1379387676
GTEX	2	training	False	978124	VAE	2424.81122017304
GTEX	2	testing	False	486191	VAE	2806.11977310666
GTEX	2	testing	False	451283	VAE	2803.69099531224
GTEX	2	testing	False	165158	VAE	2806.97037252349
GTEX	2	testing	False	908341	VAE	2806.65387190424
GTEX	2	testing	False	978124	VAE	2808.31861296146
GTEX	2	training	False	486191	DAE	2477.43763870675
GTEX	2	training	False	451283	DAE	2548.22185493611
GTEX	2	training	False	165158	DAE	2477.44921877875
GTEX	2	training	False	908341	DAE	2477.12522101996
GTEX	2	training	False	978124	DAE	2548.19275918839
GTEX	2	testing	False	486191	DAE	2870.33295019548
GTEX	2	testing	False	451283	DAE	2982.87184484346
GTEX	2	testing	False	165158	DAE	2869.01911484789
GTEX	2	testing	False	908341	DAE	2869.7430427826
GTEX	2	testing	False	978124	DAE	2981.52124206623
GTEX	20	training	False	486191	PCA	2321.07505382683
GTEX	20	training	False	451283	PCA	2321.07342248332
GTEX	20	training	False	165158	PCA	2321.07204736907
GTEX	20	training	False	908341	PCA	2321.0673188239098
GTEX	20	training	False	978124	PCA	2321.07258743653
GTEX	20	testing	False	486191	PCA	2665.6517605355
GTEX	20	testing	False	451283	PCA	2665.6545747796
GTEX	20	testing	False	165158	PCA	2665.64712258807
GTEX	20	testing	False	908341	PCA	2665.63983271293
GTEX	20	testing	False	978124	PCA	2665.65337834514
GTEX	20	training	False	486191	ICA	2321.07189941337
GTEX	20	training	False	451283	ICA	2321.07189941337
GTEX	20	training	False	165158	ICA	2321.07189941337
GTEX	20	training	False	908341	ICA	2321.07189941337
GTEX	20	training	False	978124	ICA	2321.07189941337
GTEX	20	testing	False	486191	ICA	2665.65041653374
GTEX	20	testing	False	451283	ICA	2665.65041653375
GTEX	20	testing	False	165158	ICA	2665.65041653374
GTEX	20	testing	False	908341	ICA	2665.65041653375
GTEX	20	testing	False	978124	ICA	2665.65041653374
GTEX	20	training	False	486191	NMF	2294.87637559232
GTEX	20	training	False	451283	NMF	2294.87470181497
GTEX	20	training	False	165158	NMF	2294.87623865023
GTEX	20	training	False	908341	NMF	2294.87553384944
GTEX	20	training	False	978124	NMF	2294.87532464313
GTEX	20	testing	False	486191	NMF	2613.06510062949
GTEX	20	testing	False	451283	NMF	2613.05868900584
GTEX	20	testing	False	165158	NMF	2613.06507019512
GTEX	20	testing	False	908341	NMF	2613.06181170828
GTEX	20	testing	False	978124	NMF	2613.06120274558
GTEX	20	training	False	486191	VAE	2277.89543256721
GTEX	20	training	False	451283	VAE	2278.62539884475
GTEX	20	training	False	165158	VAE	2280.90613054994
GTEX	20	training	False	908341	VAE	2280.27554447034
GTEX	20	training	False	978124	VAE	2282.44384976085
GTEX	20	testing	False	486191	VAE	2598.49437823409
GTEX	20	testing	False	451283	VAE	2601.14471290732
GTEX	20	testing	False	165158	VAE	2599.41741543027
GTEX	20	testing	False	908341	VAE	2598.55164378574
GTEX	20	testing	False	978124	VAE	2605.25495213818
GTEX	20	training	False	486191	DAE	2309.10088627364
GTEX	20	training	False	451283	DAE	2338.16036951205
GTEX	20	training	False	165158	DAE	2297.554735849
GTEX	20	training	False	908341	DAE	2300.01433203835
GTEX	20	training	False	978124	DAE	2300.1600661778202
GTEX	20	testing	False	486191	DAE	2642.46435266728
GTEX	20	testing	False	451283	DAE	2685.45764600952
GTEX	20	testing	False	165158	DAE	2625.72785646078
GTEX	20	testing	False	908341	DAE	2630.53836678493
GTEX	20	testing	False	978124	DAE	2631.94681166017
GTEX	200	training	False	486191	PCA	2258.78862122723
GTEX	200	training	False	451283	PCA	2258.77518910186
GTEX	200	training	False	165158	PCA	2258.81575451594
GTEX	200	training	False	908341	PCA	2258.74350948875
GTEX	200	training	False	978124	PCA	2258.74100546777
GTEX	200	testing	False	486191	PCA	2573.23181570253
GTEX	200	testing	False	451283	PCA	2572.63495997889
GTEX	200	testing	False	165158	PCA	2572.56797540529
GTEX	200	testing	False	908341	PCA	2573.16097813567
GTEX	200	testing	False	978124	PCA	2573.309411858
GTEX	200	training	False	486191	ICA	2258.60167065532
GTEX	200	training	False	451283	ICA	2258.60167065532
GTEX	200	training	False	165158	ICA	2258.60167065532
GTEX	200	training	False	908341	ICA	2258.60167065532
GTEX	200	training	False	978124	ICA	2258.60167065532
GTEX	200	testing	False	486191	ICA	2572.97573024851
GTEX	200	testing	False	451283	ICA	2572.97573024851
GTEX	200	testing	False	165158	ICA	2572.97573024851
GTEX	200	testing	False	908341	ICA	2572.97573024851
GTEX	200	testing	False	978124	ICA	2572.97573024851
GTEX	200	training	False	486191	NMF	2245.24518427186
GTEX	200	training	False	451283	NMF	2245.35634129786
GTEX	200	training	False	165158	NMF	2245.16753889986
GTEX	200	training	False	908341	NMF	2245.09017484205
GTEX	200	training	False	978124	NMF	2245.24285396927
