dataset_id	num_comp	data_type	shuffled	seed	algorithm	reconstruction_cost
TARGET	125	testing	False	884733	vae	4185.37725358449
TARGET	125	testing	False	323240	vae	4184.0877940717
TARGET	14	training	False	340093	dae	4283.91366813757
TARGET	14	training	False	878337	dae	4312.65671272749
TARGET	14	training	False	84511	dae	4298.83706242027
TARGET	14	training	False	139119	dae	4281.16556346494
TARGET	14	training	False	773960	dae	4272.35630181345
TARGET	14	testing	False	340093	dae	4366.96139801259
TARGET	14	testing	False	878337	dae	4382.39607216066
TARGET	14	testing	False	84511	dae	4365.19790271604
TARGET	14	testing	False	139119	dae	4356.70547419734
TARGET	14	testing	False	773960	dae	4350.4895390617
TARGET	14	training	False	340093	ica	4189.11602878803
TARGET	14	training	False	878337	ica	4189.11602878803
TARGET	14	training	False	84511	ica	4189.11602878803
TARGET	14	training	False	139119	ica	4189.11602878803
TARGET	14	training	False	773960	ica	4189.11602878803
TARGET	14	testing	False	340093	ica	4262.65157091646
TARGET	14	testing	False	878337	ica	4262.65157091645
TARGET	14	testing	False	84511	ica	4262.65157091646
TARGET	14	testing	False	139119	ica	4262.65157091646
TARGET	14	testing	False	773960	ica	4262.65157091645
TARGET	14	training	False	340093	nmf	4179.2524840265
TARGET	14	training	False	878337	nmf	4179.25209623069
TARGET	14	training	False	84511	nmf	4179.25014105082
TARGET	14	training	False	139119	nmf	4179.24930165068
TARGET	14	training	False	773960	nmf	4179.25253087949
TARGET	14	testing	False	340093	nmf	4228.22436135012
TARGET	14	testing	False	878337	nmf	4228.22931729353
TARGET	14	testing	False	84511	nmf	4228.24462227478
TARGET	14	testing	False	139119	nmf	4228.24474791484
TARGET	14	testing	False	773960	nmf	4228.27121065268
TARGET	14	training	False	340093	pca	4189.11508968927
TARGET	14	training	False	878337	pca	4189.12290279074
TARGET	14	training	False	84511	pca	4189.12951586709
TARGET	14	training	False	139119	pca	4189.09704359492
TARGET	14	training	False	773960	pca	4189.16276786704
TARGET	14	testing	False	340093	pca	4262.73524114008
TARGET	14	testing	False	878337	pca	4262.53269130088
TARGET	14	testing	False	84511	pca	4262.68506218609
TARGET	14	testing	False	139119	pca	4262.73072971513
TARGET	14	testing	False	773960	pca	4262.50836309279
TARGET	14	training	False	340093	vae	4187.05181499175
TARGET	14	training	False	878337	vae	4186.44294634719
TARGET	14	training	False	84511	vae	4189.85626042088
TARGET	14	training	False	139119	vae	4188.65023946072
TARGET	14	training	False	773960	vae	4189.34423175711
TARGET	14	testing	False	340093	vae	4247.74722522836
TARGET	14	testing	False	878337	vae	4250.38719071075
TARGET	14	testing	False	84511	vae	4253.68188902272
TARGET	14	testing	False	139119	vae	4254.35028207393
TARGET	14	testing	False	773960	vae	4251.46132692569
TARGET	150	training	False	600701	dae	4047.53506309295
TARGET	150	training	False	24656	dae	4042.25361180423
TARGET	150	training	False	494352	dae	4037.09765445915
TARGET	150	training	False	524425	dae	4038.01556500351
TARGET	150	training	False	386733	dae	4038.30540061525
TARGET	150	testing	False	600701	dae	4173.66317132932
TARGET	150	testing	False	24656	dae	4170.54746495114
TARGET	150	testing	False	494352	dae	4172.13989384666
TARGET	150	testing	False	524425	dae	4164.63942330393
TARGET	150	testing	False	386733	dae	4174.27736620888
TARGET	150	training	False	600701	ica	3916.27709076754
TARGET	150	training	False	24656	ica	3916.27709076754
TARGET	150	training	False	494352	ica	3916.27709076754
TARGET	150	training	False	524425	ica	3916.27709076754
TARGET	150	training	False	386733	ica	3916.27709076754
TARGET	150	testing	False	600701	ica	4163.26520459813
TARGET	150	testing	False	24656	ica	4163.26520459813
TARGET	150	testing	False	494352	ica	4163.26520459813
TARGET	150	testing	False	524425	ica	4163.26520459813
TARGET	150	testing	False	386733	ica	4163.26520459813
TARGET	150	training	False	600701	nmf	3951.65439149865
TARGET	150	training	False	24656	nmf	3950.07825609543
TARGET	150	training	False	494352	nmf	3950.96373150427
TARGET	150	training	False	524425	nmf	3949.87207147605
TARGET	150	training	False	386733	nmf	3951.94460975454
TARGET	150	testing	False	600701	nmf	4127.22812014164
TARGET	150	testing	False	24656	nmf	4124.63082549121
TARGET	150	testing	False	494352	nmf	4126.80176663288
TARGET	150	testing	False	524425	nmf	4128.95345236494
TARGET	150	testing	False	386733	nmf	4128.84867732426
TARGET	150	training	False	600701	pca	3920.46155799332
TARGET	150	training	False	24656	pca	3920.74254820518
TARGET	150	training	False	494352	pca	3921.05512254953
TARGET	150	training	False	524425	pca	3920.67950321931
TARGET	150	training	False	386733	pca	3921.24783782088
TARGET	150	testing	False	600701	pca	4161.91653499914
TARGET	150	testing	False	24656	pca	4165.12829773487
TARGET	150	testing	False	494352	pca	4164.87183033089
TARGET	150	testing	False	524425	pca	4164.89910885233
TARGET	150	testing	False	386733	pca	4166.54894436832
TARGET	150	training	False	600701	vae	4060.62461348945
TARGET	150	training	False	24656	vae	4064.88855762969
TARGET	150	training	False	494352	vae	4095.36128219138
TARGET	150	training	False	524425	vae	4060.23525469304
TARGET	150	training	False	386733	vae	4131.58219367305
TARGET	150	testing	False	600701	vae	4164.62468945928
TARGET	150	testing	False	24656	vae	4175.44933405473
TARGET	150	testing	False	494352	vae	4215.6760062891
TARGET	150	testing	False	524425	vae	4166.54567716645
TARGET	150	testing	False	386733	vae	4256.38383553726
TARGET	16	training	False	644926	dae	4274.01381560606
TARGET	16	training	False	567166	dae	4286.21851106161
TARGET	16	training	False	598478	dae	4312.51687931798
TARGET	16	training	False	266539	dae	4272.05265119905
TARGET	16	training	False	14369	dae	4262.62699282882
TARGET	16	testing	False	644926	dae	4347.09455013061
TARGET	16	testing	False	567166	dae	4359.95918150931
TARGET	16	testing	False	598478	dae	4390.51269124204
TARGET	16	testing	False	266539	dae	4351.57864560931
TARGET	16	testing	False	14369	dae	4329.44420597936
TARGET	16	training	False	644926	ica	4175.35667443188
TARGET	16	training	False	567166	ica	4175.35667443188
TARGET	16	training	False	598478	ica	4175.35667443188
TARGET	16	training	False	266539	ica	4175.35667443188
TARGET	16	training	False	14369	ica	4175.35667443188
TARGET	16	testing	False	644926	ica	4253.24997147052
TARGET	16	testing	False	567166	ica	4253.24997147052
TARGET	16	testing	False	598478	ica	4253.24997147052
TARGET	16	testing	False	266539	ica	4253.24997147052
TARGET	16	testing	False	14369	ica	4253.24997147052
TARGET	16	training	False	644926	nmf	4166.05814611284
TARGET	16	training	False	567166	nmf	4166.08921357193
TARGET	16	training	False	598478	nmf	4165.98745423324
TARGET	16	training	False	266539	nmf	4166.05236518178
TARGET	16	training	False	14369	nmf	4166.07869084565
TARGET	16	testing	False	644926	nmf	4218.69895056176
TARGET	16	testing	False	567166	nmf	4218.7657127709
TARGET	16	testing	False	598478	nmf	4218.42013565801
TARGET	16	testing	False	266539	nmf	4218.66941608645
TARGET	16	testing	False	14369	nmf	4218.78610821238
TARGET	16	training	False	644926	pca	4175.38455507551
TARGET	16	training	False	567166	pca	4175.34797584075
TARGET	16	training	False	598478	pca	4175.39183691411
TARGET	16	training	False	266539	pca	4175.38300345476
TARGET	16	training	False	14369	pca	4175.3509870277
TARGET	16	testing	False	644926	pca	4253.31524656408
TARGET	16	testing	False	567166	pca	4253.33122038032
TARGET	16	testing	False	598478	pca	4253.67998585208
TARGET	16	testing	False	266539	pca	4253.36620994998
TARGET	16	testing	False	14369	pca	4253.09077733356
TARGET	16	training	False	644926	vae	4179.65493021056
TARGET	16	training	False	567166	vae	4173.05616542158
TARGET	16	training	False	598478	vae	4177.86224243175
TARGET	16	training	False	266539	vae	4180.41829598428
TARGET	16	training	False	14369	vae	4179.18852386532
TARGET	16	testing	False	644926	vae	4242.51757365108
TARGET	16	testing	False	567166	vae	4236.36020515154
TARGET	16	testing	False	598478	vae	4245.41926073222
TARGET	16	testing	False	266539	vae	4247.22950465169
TARGET	16	testing	False	14369	vae	4246.0894183028
TARGET	18	training	False	62560	dae	4246.15995286058
TARGET	18	training	False	762254	dae	4245.43037988107
TARGET	18	training	False	418966	dae	4260.31873036476
TARGET	18	training	False	495240	dae	4301.93007380711
TARGET	18	training	False	678199	dae	4264.49502290603
TARGET	18	testing	False	62560	dae	4317.595220218
TARGET	18	testing	False	762254	dae	4314.20563287307
TARGET	18	testing	False	418966	dae	4325.58576012093
TARGET	18	testing	False	495240	dae	4372.41179232511
TARGET	18	testing	False	678199	dae	4336.46917947636
TARGET	18	training	False	62560	ica	4165.68395346116
TARGET	18	training	False	762254	ica	4165.68395346116
TARGET	18	training	False	418966	ica	4165.68395346116
TARGET	18	training	False	495240	ica	4165.68395346116
TARGET	18	training	False	678199	ica	4165.68395346116
TARGET	18	testing	False	62560	ica	4247.32932157793
TARGET	18	testing	False	762254	ica	4247.32932157793
TARGET	18	testing	False	418966	ica	4247.32932157793
TARGET	18	testing	False	495240	ica	4247.32932157793
TARGET	18	testing	False	678199	ica	4247.32932157793
TARGET	18	training	False	62560	nmf	4153.26652282793
TARGET	18	training	False	762254	nmf	4153.26392777156
TARGET	18	training	False	418966	nmf	4153.26012587696
TARGET	18	training	False	495240	nmf	4153.28790625517
TARGET	18	training	False	678199	nmf	4153.26446751795
TARGET	18	testing	False	62560	nmf	4208.84864312618
TARGET	18	testing	False	762254	nmf	4208.86470020342
TARGET	18	testing	False	418966	nmf	4208.8221896075
TARGET	18	testing	False	495240	nmf	4208.90061911458
TARGET	18	testing	False	678199	nmf	4208.83521969919
TARGET	18	training	False	62560	pca	4165.66303393924
TARGET	18	training	False	762254	pca	4165.65264768525
TARGET	18	training	False	418966	pca	4165.63120996707
TARGET	18	training	False	495240	pca	4165.62532018998
TARGET	18	training	False	678199	pca	4165.67166370185
TARGET	18	testing	False	62560	pca	4247.2767479087
TARGET	18	testing	False	762254	pca	4247.22593220693
TARGET	18	testing	False	418966	pca	4247.19730271233
TARGET	18	testing	False	495240	pca	4247.38406230186
TARGET	18	testing	False	678199	pca	4247.3927299678
TARGET	18	training	False	62560	vae	4172.54140557578
TARGET	18	training	False	762254	vae	4171.99001922886
TARGET	18	training	False	418966	vae	4170.6823134793
TARGET	18	training	False	495240	vae	4170.03226099554
TARGET	18	training	False	678199	vae	4165.30457807806
TARGET	18	testing	False	62560	vae	4237.75596567608
TARGET	18	testing	False	762254	vae	4240.59289231457
TARGET	18	testing	False	418966	vae	4233.29516684283
TARGET	18	testing	False	495240	vae	4240.16593565954
TARGET	18	testing	False	678199	vae	4233.45080004901
TARGET	2	training	False	997278	dae	4559.43472015619
TARGET	2	training	False	300079	dae	4706.85074123035
TARGET	2	training	False	821456	dae	4558.88468517735
TARGET	2	training	False	805493	dae	4558.63086420424
TARGET	2	training	False	903028	dae	4922.42391250197
TARGET	2	testing	False	997278	dae	4659.26293008389
TARGET	2	testing	False	300079	dae	4828.4316842648
TARGET	2	testing	False	821456	dae	4661.69837116754
TARGET	2	testing	False	805493	dae	4662.77193816681
TARGET	2	testing	False	903028	dae	5052.47606752428
TARGET	2	training	False	997278	ica	4377.83373399157
TARGET	2	training	False	300079	ica	4377.83373399157
TARGET	2	training	False	821456	ica	4377.83373399157
TARGET	2	training	False	805493	ica	4377.83373399157
TARGET	2	training	False	903028	ica	4377.83373399157
TARGET	2	testing	False	997278	ica	4474.32127332648
TARGET	2	testing	False	300079	ica	4474.32127332648
TARGET	2	testing	False	821456	ica	4474.32127332648
TARGET	2	testing	False	805493	ica	4474.32127332648
TARGET	2	testing	False	903028	ica	4474.32127332648
TARGET	2	training	False	997278	nmf	4415.12088303119
TARGET	2	training	False	300079	nmf	4415.12088493871
TARGET	2	training	False	821456	nmf	4415.12087921854
TARGET	2	training	False	805493	nmf	4415.12088023399
TARGET	2	training	False	903028	nmf	4415.12087991829
TARGET	2	testing	False	997278	nmf	4501.00382018048
TARGET	2	testing	False	300079	nmf	4501.00382268044
TARGET	2	testing	False	821456	nmf	4501.00381341881
TARGET	2	testing	False	805493	nmf	4501.00381500992
TARGET	2	testing	False	903028	nmf	4501.00381533109
TARGET	2	training	False	997278	pca	4377.83373387305
TARGET	2	training	False	300079	pca	4377.83373446426
TARGET	2	training	False	821456	pca	4377.83373397122
TARGET	2	training	False	805493	pca	4377.83373397012
TARGET	2	training	False	903028	pca	4377.83373400647
TARGET	2	testing	False	997278	pca	4474.32127308273
TARGET	2	testing	False	300079	pca	4474.32127224836
TARGET	2	testing	False	821456	pca	4474.3212733085
TARGET	2	testing	False	805493	pca	4474.32127392814
TARGET	2	testing	False	903028	pca	4474.32127327326
TARGET	2	training	False	997278	vae	4409.84725998502
TARGET	2	training	False	300079	vae	4409.01409712192
TARGET	2	training	False	821456	vae	4388.50021068229
TARGET	2	training	False	805493	vae	4387.87381084781
TARGET	2	training	False	903028	vae	4400.35306676867
TARGET	2	testing	False	997278	vae	4462.30522142722
TARGET	2	testing	False	300079	vae	4464.71725510935
TARGET	2	testing	False	821456	vae	4464.24476356043
TARGET	2	testing	False	805493	vae	4464.66510559753
TARGET	2	testing	False	903028	vae	4483.32118991435
TARGET	20	training	False	969413	dae	4277.15844580125
TARGET	20	training	False	269829	dae	4263.19578490846
TARGET	20	training	False	797308	dae	4249.8467107394
TARGET	20	training	False	731141	dae	4262.26190559242
TARGET	20	training	False	383766	dae	4233.94519850841
TARGET	20	testing	False	969413	dae	4343.67017162997
TARGET	20	testing	False	269829	dae	4337.34507312176
TARGET	20	testing	False	797308	dae	4311.36542459128
TARGET	20	testing	False	731141	dae	4325.32913008205
TARGET	20	testing	False	383766	dae	4295.3184812674
TARGET	20	training	False	969413	ica	4156.79504962759
TARGET	20	training	False	269829	ica	4156.79504962759
TARGET	20	training	False	797308	ica	4156.79504962759
TARGET	20	training	False	731141	ica	4156.79504962759
TARGET	20	training	False	383766	ica	4156.79504962758
TARGET	20	testing	False	969413	ica	4242.84429776726
TARGET	20	testing	False	269829	ica	4242.84429776726
TARGET	20	testing	False	797308	ica	4242.84429776726
TARGET	20	testing	False	731141	ica	4242.84429776726
TARGET	20	testing	False	383766	ica	4242.84429776726
TARGET	20	training	False	969413	nmf	4143.53026607121
TARGET	20	training	False	269829	nmf	4143.53544241899
TARGET	20	training	False	797308	nmf	4143.53484205851
TARGET	20	training	False	731141	nmf	4143.54175958789
TARGET	20	training	False	383766	nmf	4143.54397920877
TARGET	20	testing	False	969413	nmf	4197.82964420786
TARGET	20	testing	False	269829	nmf	4197.83305488637
TARGET	20	testing	False	797308	nmf	4197.83390246639
TARGET	20	testing	False	731141	nmf	4197.82923649668
TARGET	20	testing	False	383766	nmf	4197.81627590653
TARGET	20	training	False	969413	pca	4156.81047500211
TARGET	20	training	False	269829	pca	4156.84438005534
TARGET	20	training	False	797308	pca	4156.98135241486
TARGET	20	training	False	731141	pca	4156.85479920143
TARGET	20	training	False	383766	pca	4156.88789483391
TARGET	20	testing	False	969413	pca	4242.68904289477
TARGET	20	testing	False	269829	pca	4242.37231070877
TARGET	20	testing	False	797308	pca	4242.54892516241
TARGET	20	testing	False	731141	pca	4242.46542161436
TARGET	20	testing	False	383766	pca	4242.64660564089
TARGET	20	training	False	969413	vae	4155.07125607209
TARGET	20	training	False	269829	vae	4161.91390277594
TARGET	20	training	False	797308	vae	4164.60942077695
TARGET	20	training	False	731141	vae	4180.50734197919
TARGET	20	training	False	383766	vae	4161.81700784931
TARGET	20	testing	False	969413	vae	4220.01400340418
TARGET	20	testing	False	269829	vae	4231.58895399256
TARGET	20	testing	False	797308	vae	4236.0530266193
TARGET	20	testing	False	731141	vae	4247.42281185564
TARGET	20	testing	False	383766	vae	4232.87076961415
TARGET	200	training	False	984629	dae	4009.36800862528
TARGET	200	training	False	374354	dae	3998.46602307883
TARGET	200	training	False	451926	dae	4006.32256857314
TARGET	200	training	False	780653	dae	3997.04952629068
TARGET	200	training	False	745716	dae	4013.73592797506
TARGET	200	testing	False	984629	dae	4155.12396068348
TARGET	200	testing	False	374354	dae	4160.76540714807
TARGET	200	testing	False	451926	dae	4158.92807194379
TARGET	200	testing	False	780653	dae	4159.07304959537
TARGET	200	testing	False	745716	dae	4164.11880980587
TARGET	200	training	False	984629	ica	3860.83270186696
TARGET	200	training	False	374354	ica	3860.83270186696
TARGET	200	training	False	451926	ica	3860.83270186696
TARGET	200	training	False	780653	ica	3860.83270186696
TARGET	200	training	False	745716	ica	3860.83270186696
TARGET	200	testing	False	984629	ica	4152.69451117346
TARGET	200	testing	False	374354	ica	4152.69451117346
TARGET	200	testing	False	451926	ica	4152.69451117346
TARGET	200	testing	False	780653	ica	4152.69451117346
TARGET	200	testing	False	745716	ica	4152.69451117346
TARGET	200	training	False	984629	nmf	3902.31066057621
TARGET	200	training	False	374354	nmf	3902.35353193229
TARGET	200	training	False	451926	nmf	3903.1519827668
TARGET	200	training	False	780653	nmf	3901.3511907763
TARGET	200	training	False	745716	nmf	3904.13613584506
TARGET	200	testing	False	984629	nmf	4126.39947187152
TARGET	200	testing	False	374354	nmf	4126.69457931937
TARGET	200	testing	False	451926	nmf	4125.3250646894
TARGET	200	testing	False	780653	nmf	4125.97646594237
TARGET	200	testing	False	745716	nmf	4124.33941693279
TARGET	200	training	False	984629	pca	3865.72090981902
TARGET	200	training	False	374354	pca	3866.2742754211
TARGET	200	training	False	451926	pca	3865.99821269636
TARGET	200	training	False	780653	pca	3865.79992487017
TARGET	200	training	False	745716	pca	3865.98148540419
TARGET	200	testing	False	984629	pca	4154.76161197391
TARGET	200	testing	False	374354	pca	4154.79290957856
TARGET	200	testing	False	451926	pca	4154.34542010195
TARGET	200	testing	False	780653	pca	4155.31392397636
TARGET	200	testing	False	745716	pca	4154.08435922442
TARGET	200	training	False	984629	vae	4043.89046786451
TARGET	200	training	False	374354	vae	4069.78804169431
